1.978101199167694177e-04,-5.566360585820256252e-03,-8.501367336030168226e-03,3.752418457577060430e-03,-5.318549967644625341e-04,-1.648016888198337339e-03,-1.724700949717502055e-02,8.491614193247397011e-03,7.605515818412138598e-03,-4.320165006609528319e-02,-6.878705299690150710e-02,-3.099909340647074001e-03,-1.277534367228276915e-02,-8.852933202753549523e-04,1.737996980886174700e-02,1.240534793155705431e-02,2.547336806944947799e-03,-1.407439965723550866e-02,2.204002235124102871e-02,1.143059839369859948e-03,-1.727321920129287064e-02,6.080190978740966645e-02,8.620790823005847203e-02,1.614802470101481431e-03,0.000000000000000000e+00,4.163101527438724855e-04,-1.266592458229708334e-04,-1.490122173172693119e-04,-3.539039094000175057e-05,1.750882163786777535e-04,2.952292765045343181e-04,3.073364707714024109e-05
6.911075663900296531e-04,-1.880674660983506304e-04,-3.538488966528508493e-04,-2.131157643261290485e-04,-1.454222990255828336e-05,5.371069214254323637e-05,2.876778857388664922e-04,3.428992158924899590e-05,-9.209407354808906289e-05,1.092373995075426136e-03,-3.139591297072295427e-04,-2.109078567291147396e-04,-7.055873425832557416e-04,4.814771243869233534e-04,-3.387732693373723416e-04,5.808625750938340142e-04,-3.811783412601473940e-04,4.890595374287299039e-04,4.389248376543554799e-04,-4.522540188729292309e-04,3.168678462640868833e-04,-1.273718923857089643e-03,-3.876483696186989146e-04,-3.084374574624835857e-04,0.000000000000000000e+00,1.015431209123858572e-05,-2.594599725434462451e-05,-2.385068441711383095e-05,-1.534365010356078250e-05,1.017172928528018049e-05,3.837431259781135358e-05,-3.942659804061790046e-05
9.544385792274900915e-03,3.990720120891837197e-02,2.812570965238648038e-02,5.841262000465509419e-03,1.901840884823146303e-03,8.122173590909475757e-03,8.128928385942914281e-02,-5.272880234524789794e-02,-1.006947528809723144e-02,-1.364613137879402104e-02,1.546194690981185331e-02,5.505381577125783438e-02,9.008049190660515765e-03,-1.867780283925542587e-02,-2.021582500644376196e-02,-1.024226441927457258e-02,7.462345276382573514e-03,1.303246044684361164e-02,-5.091405052113553292e-02,2.481747775164182962e-02,1.604604358994182398e-02,5.352260805992602177e-02,-5.185970984164366832e-02,-5.552977920024126240e-02,0.000000000000000000e+00,-9.712486437570917914e-05,-3.930190648883612171e-04,4.097851167982228073e-04,2.458695013976726351e-04,-1.285231067646384602e-04,1.283828257589024642e-03,1.454725961826450328e-03
1.636489518749441319e-02,6.335773324241857594e-03,-1.255028333205699120e-01,4.800924196336926741e-02,-3.513018970326665935e-02,-3.347202337554674306e-02,6.518881437313832350e-02,5.481693578279211304e-02,9.638276684071914874e-03,5.578802980474075746e-01,-1.547304929373721494e-01,9.212072558805338776e-03,3.038544636175677729e-02,-5.770556916186929397e-02,9.406093620454761273e-02,-4.823315176768334933e-02,7.164089142685149680e-02,-3.748789213812588755e-02,-9.900746216335615246e-02,3.423223548809856825e-02,-5.725528850447816204e-02,-6.033277470353535232e-01,1.614862419400378835e-01,-1.563187097534576298e-01,0.000000000000000000e+00,6.901960929441806891e-03,3.486893145269862569e-03,-5.215445422411059233e-03,-4.529957121113039990e-03,6.593763103514579602e-03,-9.816140612991642797e-03,-1.003686407847823037e-02
6.734864635362397371e-03,5.397134908793658342e-02,-4.142270151877663897e-02,6.428130778611469351e-03,-6.589786689789630184e-03,-1.890177005780445743e-02,-1.208016547285484799e-01,-7.740945621136854915e-02,3.085122436821702979e-02,5.797347843892782654e-02,4.801645859865567162e-02,-2.900297294298094172e-02,-3.754218670279951819e-02,2.713974820073483674e-02,-3.974679792532170158e-02,3.870612310383786392e-02,-4.357014735634669178e-02,5.697801055635595691e-02,1.166864667221665652e-01,-8.900991730026997645e-03,5.587169692455096204e-02,-2.042417708023062106e-01,-3.205477288419146531e-02,5.962272788590155387e-02,0.000000000000000000e+00,1.991856278145673776e-03,-2.818176274437282289e-03,-2.935843354535743691e-03,1.789777952132361443e-03,3.856291719110814704e-03,8.685647716075883167e-04,-1.694213213743538246e-03
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.368108601412761360e-01,5.194877676695233704e-02,3.536298554019486340e-01,4.525753427561200054e-02,-9.998952292143069298e-02,8.644967722274984889e-02,1.720872281081168020e-01,-1.173511302539791828e-01,-3.610150884712819974e-01,1.379583412111661689e+00,5.527246901760548559e-01,-1.382645565101533469e-01,1.470056661607887782e-01,-1.324164515594147828e-01,-5.533560551215090939e-01,-1.387987772309802192e-01,1.757760038492314769e-01,4.137345552446203278e-01,-1.979860789163375712e-01,1.383235244571406619e-01,5.742322721813358788e-01,-2.110828198733457839e+00,-7.895129564617787699e-01,1.035704771408684222e+00,0.000000000000000000e+00,4.647103884612662772e-01,-8.622208331647633964e-03,-1.277744778906549647e-03,2.218409890746632016e-02,-1.488625979281463230e-02,1.144211352503596117e-02,1.004710862748285985e-02
-3.152020161944014132e-01,8.805004190660815910e-02,5.227153802626352541e-02,7.851451097226672116e-02,-7.922432456184787253e-02,1.089107916416789529e-01,4.834217005260554312e-01,-1.183137538225728508e-01,-4.657578118794826194e-01,4.291823454432409923e-02,-3.628587856733695993e-01,7.252453383259257480e-01,2.994080433571380886e-02,-7.938595381763638437e-02,-2.673028878153649868e-01,6.972762041923970255e-02,9.105821684630170665e-02,2.328690549252353525e-01,-1.673607276483268513e-01,1.027594865958273707e-01,4.969350698164471392e-01,1.344338860938131264e-01,2.803995927866991256e-01,-7.673582407241066328e-01,0.000000000000000000e+00,-7.406258645104881605e-03,4.871915096030334236e-01,-4.109922106814392628e-03,3.047283150878056165e-03,-1.117215722482577285e-02,4.202447888516422370e-02,-1.265038823439549633e-02
5.944911556110573647e-01,5.729340237138413200e-02,-5.759570439076712178e-01,-1.590617453730293895e-01,5.320505069331454839e-02,-4.287614383449412508e-02,-2.611659419460943821e-01,1.345314513005089196e-01,3.049385416241393587e-01,-6.260541031598698680e-01,-3.526574189509311674e-01,-1.574838337411054723e-01,6.852569770605955110e-03,7.379477495425698641e-02,3.740029952198743457e-01,-1.577444675093464810e-01,-8.300673614377969411e-02,-1.676856197262923953e-01,-8.114898672382497846e-02,-1.565323509837121541e-01,-3.327749340099185882e-01,9.491599540642959854e-01,3.304211199990956388e-02,-2.175456594552716283e-01,0.000000000000000000e+00,1.437037494656700186e-02,-3.343191013556584264e-04,4.912455012771761997e-01,-2.114149275548152934e-02,5.005852721221560643e-03,1.256878109209580733e-03,-3.341993081759215417e-02
