3.812745098039208025e-01,2.450980392156799827e-03,-5.901960784313709657e-02,2.649298474945533144e+02,4.901960784313800362e-02,0.000000000000000000e+00,0.000000000000000000e+00,5.637254901960770948e-01,-2.472058823529406535e+00,1.867647058823524997e-01,3.095588235294109980e-01,-2.708333333333327042e-01,-1.112769607843137365e+01,-1.127794117647058947e+01
6.925490196078416538e-01,4.901960784313700269e-03,-1.080392156862741981e-01,2.650346949891067538e+02,4.901960784313699054e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.127450980392154190e+00,-4.944117647058813070e+00,3.735294117647049994e-01,6.191176470588221070e-01,-5.416666666666654084e-01,-1.075539215686274730e+01,-1.105588235294117538e+01
1.003823529411762561e+00,7.352941176470499662e-03,-1.570588235294113899e-01,2.651395424836601364e+02,4.901960784313699748e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.691176470588231284e+00,-7.416176470588219161e+00,5.602941176470576101e-01,9.286764705882332160e-01,-8.124999999999981126e-01,-1.038308823529411917e+01,-1.083382352941176840e+01
1.315098039215683690e+00,9.803921568627400537e-03,-2.060784313725484984e-01,2.652443899782134622e+02,8.521870286578008685e-03,0.000000000000000000e+00,0.000000000000000000e+00,2.254901960784308379e+00,-9.888235294117626140e+00,7.470588235294101098e-01,1.238235294117644214e+00,-1.083333333333330817e+00,-1.001078431372549282e+01,-1.061176470588235432e+01
2.566666666666654883e+00,8.205128205128300531e-03,-3.515384615384601896e-01,2.674152421652419775e+02,4.406604747161400187e-02,0.000000000000000000e+00,0.000000000000000000e+00,3.479487179487168014e+00,-1.205171794871797530e+01,-2.919769230769143409e+00,1.727102564102562354e+00,-1.858615384615372790e+00,-6.802923076923107715e+00,-8.737589743589760261e+00
3.912631578947346256e+00,1.421052631578880072e-02,-5.068421052631553181e-01,2.760017543859649436e+02,2.990297990297939301e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.294736842105219665e+00,-8.879421052631629507e+00,-6.207631578947507833e+00,1.922052631578943904e+00,-3.539736842105225989e+00,-3.163421052631637753e+00,-6.181105263157952834e+00
5.295135135135098814e+00,3.810810810810769805e-02,-6.916216216216163337e-01,2.744846846846847370e+02,3.714082503556219717e-01,0.000000000000000000e+00,0.000000000000000000e+00,8.427027027026939621e+00,-4.923432432432548467e+00,-1.936081081081113542e+00,2.305054054054040957e+00,-6.108783783783713339e+00,-1.898648648649294002e-01,-3.447378378378433084e+00
6.659189189189161695e+00,5.135135135135100032e-02,-8.916216216216173995e-01,2.720633633633634076e+02,2.662873399715510181e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.172432432432425919e+01,-4.768108108108756182e-01,-2.278243243243230687e+00,2.868297297297285109e+00,-8.824351351351300110e+00,1.970702702702662901e+00,-1.731594594594627168e+00
8.037894736842071453e+00,6.473684210526280125e-02,-1.115263157894731183e+00,2.715662280701753843e+02,2.654338549075379028e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.460526315789468477e+01,-1.861052631577723993e-01,-2.934526315789456774e+00,3.574421052631557849e+00,-1.102184210526312214e+01,3.671105263157867338e+00,-1.808421052631909998e-01
9.385263157894689456e+00,7.789473684210479476e-02,-1.359999999999991216e+00,2.722994152046783256e+02,1.657894736842090155e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.668421052631572010e+01,9.810526315776209316e-02,-4.530842105263081621e+00,4.519157894736807179e+00,-1.221289473684207039e+01,3.864789473684225207e+00,6.462631578947206634e-01
1.076289473684205689e+01,8.131578947368370280e-02,-1.627631578947358104e+00,2.719380847953216858e+02,1.669985775248911120e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.867105263157888118e+01,4.365973684210410433e+00,-7.609184210526173331e+00,5.772052631578891813e+00,-1.288044736842103966e+01,3.258894736842125273e+00,9.741842105263037732e-01
1.210864864864858603e+01,9.459459459459390596e-02,-1.906486486486473675e+00,2.717057057057056682e+02,2.657894736842099093e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.044324324324315967e+01,7.413459459459318168e+00,-1.135421621621604160e+01,7.245999999999931163e+00,-1.319827027027025679e+01,2.733054054054078197e+00,1.288891891891877250e+00
1.346526315789468597e+01,1.078947368421046965e-01,-2.193684210526305023e+00,2.714400584795321834e+02,1.675675675675689091e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.238421052631571229e+01,1.038294736842093968e+01,-1.430536842105254003e+01,8.840736842105199500e+00,-1.357194736842103566e+01,2.810315789473665671e+00,1.793578947368396959e+00
1.482513513513507952e+01,1.113513513513507969e-01,-2.503783783783770200e+00,2.710920420420420669e+02,1.210526315789529905e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.462972972972963959e+01,1.190513513513513644e+01,-1.488824324324327186e+01,1.056743243243236563e+01,-1.412394594594591979e+01,3.386675675675653086e+00,2.250621621621611723e+00
1.618135135135127456e+01,1.199999999999999956e-01,-2.836756756756738440e+00,2.701024024024025039e+02,8.648648648649198689e-02,0.000000000000000000e+00,0.000000000000000000e+00,2.668378378378368865e+01,1.231902702702696217e+01,-1.604364864864839646e+01,1.206759459459452621e+01,-1.466616216216214319e+01,4.164297297297230749e+00,2.765918918918864655e+00
1.753783783783775974e+01,1.199999999999999956e-01,-3.177837837837817592e+00,2.692117867867867744e+02,1.000000000000000888e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.805405405405398156e+01,1.448513513513497131e+01,-1.920081081081067609e+01,1.307967567567562384e+01,-1.503429729729727171e+01,4.758972972972959070e+00,3.419891891891864599e+00
1.886216216216209673e+01,1.300000000000000044e-01,-3.522162162162145282e+00,2.691684684684684612e+02,1.513513513513431441e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.924594594594588770e+01,1.755032432432418688e+01,-2.101043243243234926e+01,1.389878378378374357e+01,-1.542799999999997951e+01,4.778297297297301682e+00,3.765621621621607407e+00
2.020837837837829909e+01,1.351351351351343100e-01,-3.888918918918895962e+00,2.685524774774775665e+02,1.000000000000000888e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.025675675675671528e+01,1.937875675675675069e+01,-2.250321621621614909e+01,1.467154054054049972e+01,-1.581156756756754866e+01,4.378945945945999618e+00,3.983108108108103895e+00
2.154621621621612348e+01,1.400000000000000133e-01,-4.272162162162135957e+00,2.682026276276275780e+02,4.864864864865703353e-02,0.000000000000000000e+00,0.000000000000000000e+00,3.101891891891886388e+01,2.161227027027003089e+01,-2.361532432432424855e+01,1.512218918918916799e+01,-1.616486486486483898e+01,3.585972972973023420e+00,4.043918918918914862e+00
2.290081081081072512e+01,1.400000000000000133e-01,-4.682972972972947012e+00,2.686478978978979058e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.177297297297294776e+01,2.422999999999996845e+01,-2.476794594594587196e+01,1.549029729729726235e+01,-1.630927027027027520e+01,2.728621621621686977e+00,4.016648648648656561e+00
2.424888888888878924e+01,1.400000000000000133e-01,-5.093333333333304402e+00,2.687905864197530832e+02,9.729729729728575638e-02,0.000000000000000000e+00,0.000000000000000000e+00,3.218333333333330160e+01,2.473611111111107519e+01,-2.594294444444436110e+01,1.603744444444440376e+01,-1.620455555555556515e+01,1.691777777777853542e+00,3.885333333333342853e+00
2.557378378378367856e+01,1.497297297297285890e-01,-5.521351351351317938e+00,2.688413663663663442e+02,9.999999999999981126e-02,0.000000000000000000e+00,0.000000000000000000e+00,3.268918918918915040e+01,2.427189189189196128e+01,-2.648327027027024982e+01,1.676802702702696379e+01,-1.589867567567570639e+01,7.558108108108800849e-01,3.830486486486488928e+00
2.692027777777767739e+01,1.499999999999999944e-01,-5.972777777777741548e+00,2.686707561728395603e+02,7.770270270270301927e-02,0.000000000000000000e+00,0.000000000000000000e+00,3.286388888888889426e+01,2.282480555555565616e+01,-2.628216666666668289e+01,1.763172222222216590e+01,-1.524244444444450330e+01,1.341944444444717055e-01,3.918444444444432850e+00
2.825999999999989143e+01,1.574999999999988909e-01,-6.444999999999962981e+00,2.681034722222222513e+02,1.142857142857009456e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.265000000000001990e+01,2.115375000000015859e+01,-2.692324999999988933e+01,1.830274999999995700e+01,-1.435575000000007684e+01,-1.672499999999796927e-01,4.083749999999986002e+00
