4.033835418703479378e-03,2.703636475600169203e-03,-8.536411900858213589e-04,-2.055730497618949923e-03,-1.045906271702519978e-04,7.285880177014151604e-04,8.055695470181807637e-04,-3.757905269372966827e-03,1.108456400752503516e-03,1.794457661625655691e-03,-2.196939294208416493e-03,6.110894117305505982e-03,1.019289345234597466e-03,-4.649432727017426947e-04,-2.695405216227386936e-05,-4.494044864228188081e-05,1.845538101230592731e-04,-1.600807294290557841e-04,-2.285782590903695803e-04,-2.535633140915790782e-04
5.124560468710208950e-07,2.754363996828627036e-04,-5.468456396915119191e-05,4.710661774245680311e-05,-1.146816548332865352e-04,1.860225146202711699e-05,2.407534107366280491e-04,-2.667676959624522759e-04,-5.651714688386180480e-05,1.533660093862517805e-04,-5.205571757223441702e-04,-3.731976246822928979e-04,1.676446197276982661e-06,3.454045732071383455e-05,-2.470423773124566530e-05,-2.075133419646212150e-05,-3.238911925027727348e-05,4.328114816819210616e-05,2.755619518348922559e-05,-2.299266316364886238e-05
-1.268736590932235508e-04,-7.589959467562176060e-05,-1.151302313251071718e-04,-2.436261150520959240e-05,1.394237157124322553e-05,-1.211884798512333119e-04,-2.464347364018230576e-04,2.348643589986891946e-05,-2.683137314447742194e-04,-6.041511467569958072e-04,5.709817808457060473e-04,1.208155753978858063e-04,-1.233582965598126028e-04,6.993420397172626177e-06,1.261445497535359214e-05,-1.475764468053285428e-05,1.534870378830345620e-05,-1.565947807891775940e-05,-2.669595120409963214e-07,1.375510797190222650e-05
-1.343428454138761163e-01,-7.195715159463707267e-02,1.792247049525654348e-02,8.436975437733003347e-02,-2.709144885606799488e-02,-1.099667811081136461e-02,-5.519634524043430523e-02,1.507789693241181339e-01,2.744188720392488207e-02,-1.244442137075712496e-01,-1.276208155311476800e-01,-8.583131148108406883e-02,1.852286512487378856e-01,6.589228190726111045e-03,-2.414975193505236768e-03,1.272167460716203515e-03,-3.287442102307540381e-04,-7.627188974811240432e-04,6.552316343955309416e-03,2.856401344869793479e-03
8.287587719842249949e-04,9.396638411870156596e-03,1.195298071524260927e-03,1.570923841042988836e-02,-9.622951735058246289e-03,-2.126462148467828453e-02,-1.042713272543582120e-02,-1.268431900888857423e-03,2.441933406592581429e-02,-2.659444115412417861e-02,1.790046716929532405e-02,-5.029385057175979161e-03,-7.866091954936692840e-04,3.317415491534650429e-03,-2.578227202275272696e-03,-2.859164978987244546e-03,2.459360423424345019e-04,5.226328984269326336e-03,5.160159351630105992e-04,-1.211579671291270139e-03
9.500780211930860697e-02,7.248818552145919192e-02,1.413226487410626162e-02,-2.663013038015638045e-02,1.060982837598061293e-02,3.456899731921501268e-02,7.579972911429998239e-02,-1.139630058922255079e-01,2.924335612075750455e-03,6.165223624603478197e-02,-8.024784056287211087e-03,1.601545813129032214e-01,-4.305367305929026778e-02,1.038206783703290726e-04,-6.239632141993702117e-04,-3.156079335950345480e-05,-2.361674108006728365e-03,4.033306545975791010e-03,5.674921203387757896e-04,1.542937928156910572e-03
-6.181291778927998706e-03,-3.638037653072888084e-03,3.541082559452380773e-03,5.420023766174554732e-03,-5.370781771961006439e-04,-5.890312646390082930e-03,-4.853354099786950232e-03,7.038775029669755955e-03,-2.682321363348356708e-03,3.024036382896011510e-02,-6.427526257030215066e-03,-1.867309262706929110e-02,4.980244099981283035e-01,7.179342667531543295e-04,3.973471709838324959e-04,-2.893546402799277318e-04,-3.321604081730199784e-04,2.618761258070623297e-04,-9.499130287667620137e-04,-7.276908204015773143e-04
-6.001423177598183556e-02,1.303298969740989410e-01,-2.550255109212267585e-02,6.266166865463267122e-02,-7.692582578685989991e-02,7.294030216254294985e-02,5.596459163745653997e-02,-1.737406611345150564e-01,-1.688174902274060807e-01,2.534150628841699282e-01,-1.459207137368091073e-02,4.267907469837939338e-01,2.965774532895445320e-02,3.914522380135763702e-01,-7.164661513825951525e-03,-2.345760946438068281e-04,9.748478558768741697e-02,-9.270377948994150408e-02,6.689846150490410225e-03,1.138027876591023689e-02
-1.315924616872782837e-01,1.287509116185336921e-01,-2.981987100093954832e-02,1.088796030986181884e-01,-8.885448925175760959e-02,1.162340652051402773e-01,1.006139259915083822e-01,-7.932492571871102571e-02,-1.381204162247903489e-01,3.013540123284551980e-02,-1.788595569654727602e-01,2.545563270899586228e-01,-8.893708447315027419e-04,-1.940069666281498198e-02,4.880043582631089505e-01,-3.054449410805517955e-03,1.547812540644613079e-02,-2.384083547192281105e-02,4.156317080391507685e-02,-1.041631778941511793e-02
2.384614278553736366e-01,6.952351654890098591e-03,-4.980174805055069542e-02,-1.848574323146860432e-01,6.890464913820321113e-02,-4.030107584619065098e-02,-1.036379555582905704e-01,-1.251912398324419272e-02,6.679748132994037246e-02,-1.554516767299096713e-01,-2.130399472644334824e-01,-1.990103303088975595e-01,-4.076368993884388336e-03,2.495081217443315819e-02,-1.052639534377399497e-03,4.914217766096301565e-01,-3.238733446359783746e-02,1.638779736549398139e-02,1.981486882220235418e-03,-3.499518777712209289e-02
-5.790351181540207698e-02,7.730325514299278555e-02,-6.857291478478491804e-03,3.985656296734875481e-02,-2.141456471132078057e-02,2.453100395917580043e-02,6.273818521132973336e-02,-8.686428912473936892e-02,-4.842790066165744006e-02,1.389762874088463218e-01,-8.880693473651203595e-02,9.327526351725135001e-02,1.580042373354877822e-02,-4.783190032689554894e-02,-4.766285915432767230e-03,-7.635579470036691621e-04,5.411821125483317063e-01,-3.848112894431408165e-02,6.379036808405276135e-03,4.513461130916924732e-03
2.707728590065981711e-02,-7.233134311019814855e-02,1.732823160211274111e-02,-3.098302459486860713e-02,5.788080920944851243e-02,-5.235384911800224778e-02,-2.682243962909131377e-02,1.102334586530910321e-01,9.600532903197066259e-02,-1.036642055970416476e-01,-7.568250965532045960e-02,-2.309840779259142995e-01,-1.721259922220439234e-02,5.249864146979781043e-02,2.691243945462609526e-03,7.973908863708141558e-05,-4.615619679391934349e-02,5.427590945163243141e-01,-2.682384097235562814e-03,-8.077297079535000757e-03
4.609272855850377743e-03,1.064224558101716789e-01,-4.042105802135942394e-02,-1.979900703326293795e-02,-3.079111318350829379e-02,4.785818978142193647e-02,5.225388744798604990e-02,-1.854127097653023026e-01,-6.097900846720288176e-02,1.005625273830204197e-01,1.375218456590542593e-01,3.023556632400116739e-01,2.258954609972806810e-02,-4.422025365580347506e-02,-4.278194723021039661e-03,-4.850290067821968684e-03,3.231572738154705332e-02,-2.995656423804025914e-02,5.021913326118284671e-01,-4.220486518088256180e-03
-2.952437271676125810e-02,1.188538373607317539e-01,-3.955994257043472101e-02,2.687197204542797827e-02,-4.517336009573359040e-02,3.656634616322139431e-02,9.005264019723693836e-02,-1.658105620130286562e-01,-5.524144637237046740e-02,1.807143058891646711e-02,7.580910116064004667e-02,1.496410909195186045e-01,2.112636417502515573e-02,-4.206235528185382766e-02,2.254358266899706038e-03,3.135961458664225892e-04,2.964896943292066531e-02,-2.886417331218430263e-02,9.410850068229796063e-04,4.970748997195648666e-01
