Position,Height above ground [m],Time,X [m],Y [m],Z [m],Opening Angle [°],Stalling Angle Left [°],Stalling Angle Right [°],Roll Angle Left [°],Roll Angle Right [°],Yaw Angle Left [°],Yaw Angle Right [°],Speed hor. [km/h],Speed vert. [km/h],Speed resulting [km/h],W1_Speed,W1_Tangent,W1_Turbulence,W1_CleanTan,W1_Cross,W2_Speed,W2_Tangent,W2_Turbulence,W2_CleanTan,W2_Cross,W3_Speed,W3_Tangent,W3_Turbulence,W3_CleanTan,W3_Cross,W4_Speed,W4_Tangent,W4_Turbulence,W4_CleanTan,W4_Cross,W5_Speed,W5_Tangent,W5_Turbulence,W5_CleanTan,W5_Cross,W6_Speed,W6_Tangent,W6_Turbulence,W6_CleanTan,W6_Cross,W7_Speed,W7_Tangent,W7_Turbulence,W7_CleanTan,W7_Cross,W8_Speed,W8_Tangent,W8_Turbulence,W8_CleanTan,W8_Cross,W9_Speed,W9_Tangent,W9_Turbulence,W9_CleanTan,W9_Cross,W10_Speed,W10_Tangent,W10_Turbulence,W10_CleanTan,W10_Cross,W11_Speed,W11_Tangent,W11_Turbulence,W11_CleanTan,W11_Cross,W12_Speed,W12_Tangent,W12_Turbulence,W12_CleanTan,W12_Cross
-76.03,,0.015,-67.75,-0.0,32.15,,,,,,,,0.0,0.0,0.0,1.4,1.21,0.15,1.21,0.5,0.8,0.48,0.14,0.48,0.59,1.9,1.88,0.28,1.88,0.52,1.2,1.05,0.21,1.05,0.51,1.1,0.94,0.11,0.94,0.48,1.0,1.01,0.32,1.01,0.12,2.2,2.2,0.39,2.2,0.17,1.4,1.41,0.18,1.41,0.23,2.4,2.37,0.02,2.37,0.47,0.5,0.21,0.43,0.21,0.45,2.3,2.12,0.11,2.12,0.88,1.0,0.97,0.13,0.97,0.16
0.0,2.93,3.034,0.03,-0.0,-0.01,0.0,-11.5,-11.5,0.0,0.0,0.0,0.0,94.415,-19.209,96.349,1.5,1.38,0.08,1.38,0.3,1.0,0.69,0.16,0.69,0.61,2.4,2.32,0.35,2.32,0.35,1.2,1.18,0.01,1.18,0.2,1.3,1.27,0.22,1.27,0.44,1.3,1.29,0.04,1.29,0.19,2.3,2.2,0.11,2.2,0.45,1.3,1.26,0.1,1.26,0.35,1.5,1.37,0.66,1.37,0.22,0.5,0.28,0.09,0.28,0.43,1.7,1.51,0.37,1.51,0.76,1.6,1.59,0.32,1.59,0.04
1.0,2.91,3.2,1.34,-0.01,-0.18,2.6,-8.403,-6.5,-1.181,-2.023,1.603,-1.226,94.471,-13.193,95.392,1.5,1.44,0.16,1.44,0.39,1.0,0.69,0.14,0.69,0.61,2.4,2.36,0.38,2.36,0.42,1.2,1.16,0.02,1.16,0.24,1.1,1.12,0.02,1.12,0.08,1.2,1.19,0.05,1.19,0.16,2.3,2.17,0.07,2.17,0.55,1.4,1.33,0.01,1.33,0.39,1.5,1.31,0.66,1.31,0.34,0.5,0.36,0.09,0.36,0.34,1.7,1.46,0.35,1.46,0.88,1.4,1.43,0.13,1.43,0.05
2.0,2.93,3.24,2.38,0.01,-0.3,4.6,-4.854,-2.697,-0.778,-3.562,2.539,-2.158,94.08,-10.69,94.686,1.5,1.44,0.16,1.44,0.39,1.0,0.69,0.14,0.69,0.61,2.4,2.36,0.38,2.36,0.42,1.2,1.16,0.02,1.16,0.24,1.1,1.12,0.02,1.12,0.08,1.2,1.19,0.05,1.19,0.16,2.3,2.17,0.07,2.17,0.55,1.4,1.33,0.01,1.33,0.39,1.5,1.31,0.66,1.31,0.34,0.5,0.36,0.09,0.36,0.34,1.7,1.46,0.35,1.46,0.88,1.4,1.43,0.13,1.43,0.05
3.0,2.97,3.28,3.42,0.03,-0.42,6.3,-1.315,2.226,-1.603,-2.368,3.899,-3.188,94.092,-10.002,94.622,1.5,1.44,0.16,1.44,0.39,1.0,0.69,0.14,0.69,0.61,2.4,2.36,0.38,2.36,0.42,1.2,1.16,0.02,1.16,0.24,1.1,1.12,0.02,1.12,0.08,1.2,1.19,0.05,1.19,0.16,2.3,2.17,0.07,2.17,0.55,1.4,1.33,0.01,1.33,0.39,1.5,1.31,0.66,1.31,0.34,0.5,0.36,0.09,0.36,0.34,1.7,1.46,0.35,1.46,0.88,1.4,1.43,0.13,1.43,0.05
4.0,3.02,3.32,4.46,0.05,-0.55,8.3,2.19,7.895,-4.291,2.065,5.897,-4.598,94.671,-12.06,95.436,1.5,1.44,0.16,1.44,0.39,1.0,0.69,0.14,0.69,0.61,2.4,2.36,0.38,2.36,0.42,1.2,1.16,0.02,1.16,0.24,1.1,1.12,0.02,1.12,0.08,1.2,1.19,0.05,1.19,0.16,2.3,2.17,0.07,2.17,0.55,1.4,1.33,0.01,1.33,0.39,1.5,1.31,0.66,1.31,0.34,0.5,0.36,0.09,0.36,0.34,1.7,1.46,0.35,1.46,0.88,1.4,1.43,0.13,1.43,0.05
5.0,3.06,3.359,5.49,0.01,-0.7,14.6,5.544,8.38,-6.864,1.474,7.808,-7.218,94.986,-13.943,96.004,1.5,1.44,0.16,1.44,0.39,1.0,0.69,0.14,0.69,0.61,2.4,2.36,0.38,2.36,0.42,1.2,1.16,0.02,1.16,0.24,1.1,1.12,0.02,1.12,0.08,1.2,1.19,0.05,1.19,0.16,2.3,2.17,0.07,2.17,0.55,1.4,1.33,0.01,1.33,0.39,1.5,1.31,0.66,1.31,0.34,0.5,0.36,0.09,0.36,0.34,1.7,1.46,0.35,1.46,0.88,1.4,1.43,0.13,1.43,0.05
6.0,3.1,3.397,6.52,0.01,-0.87,20.5,7.059,8.625,-6.529,-2.046,10.54,-10.162,95.126,-15.142,96.324,1.6,1.5,0.21,1.5,0.34,1.0,0.72,0.11,0.72,0.56,2.5,2.43,0.41,2.43,0.48,1.2,1.16,0.02,1.16,0.31,1.4,1.37,0.25,1.37,0.16,1.2,1.16,0.06,1.16,0.17,2.1,1.97,0.09,1.97,0.62,1.4,1.32,0.02,1.32,0.38,1.5,1.32,0.59,1.32,0.43,0.5,0.42,0.03,0.42,0.18,1.8,1.5,0.28,1.5,0.92,1.4,1.34,0.02,1.34,0.01
7.0,3.15,3.436,7.55,0.01,-1.04,26.2,8.27,8.831,-5.716,-6.047,13.406,-13.159,95.237,-16.228,96.61,1.6,1.5,0.21,1.5,0.34,1.0,0.72,0.11,0.72,0.56,2.5,2.43,0.41,2.43,0.48,1.2,1.16,0.02,1.16,0.31,1.4,1.37,0.25,1.37,0.16,1.2,1.16,0.06,1.16,0.17,2.1,1.97,0.09,1.97,0.62,1.4,1.32,0.02,1.32,0.38,1.5,1.32,0.59,1.32,0.43,0.5,0.42,0.03,0.42,0.18,1.8,1.5,0.28,1.5,0.92,1.4,1.34,0.02,1.34,0.01
8.0,3.21,3.475,8.58,0.02,-1.21,31.6,9.655,9.329,-3.92,-10.358,16.21,-15.869,95.188,-17.189,96.728,1.6,1.5,0.21,1.5,0.34,1.0,0.72,0.11,0.72,0.56,2.5,2.43,0.41,2.43,0.48,1.2,1.16,0.02,1.16,0.31,1.4,1.37,0.25,1.37,0.16,1.2,1.16,0.06,1.16,0.17,2.1,1.97,0.09,1.97,0.62,1.4,1.32,0.02,1.32,0.38,1.5,1.32,0.59,1.32,0.43,0.5,0.42,0.03,0.42,0.18,1.8,1.5,0.28,1.5,0.92,1.4,1.34,0.02,1.34,0.01
9.0,3.28,3.514,9.6,0.02,-1.4,36.0,11.486,10.582,0.41,-15.47,18.853,-17.839,94.726,-17.829,96.39,1.6,1.5,0.21,1.5,0.34,1.0,0.72,0.11,0.72,0.56,2.5,2.43,0.41,2.43,0.48,1.2,1.16,0.02,1.16,0.31,1.4,1.37,0.25,1.37,0.16,1.2,1.16,0.06,1.16,0.17,2.1,1.97,0.09,1.97,0.62,1.4,1.32,0.02,1.32,0.38,1.5,1.32,0.59,1.32,0.43,0.5,0.42,0.03,0.42,0.18,1.8,1.5,0.28,1.5,0.92,1.4,1.34,0.02,1.34,0.01
10.0,3.35,3.552,10.63,0.03,-1.59,37.2,11.882,11.041,4.409,-16.171,20.371,-19.117,94.628,-18.214,96.367,1.6,1.5,0.21,1.5,0.34,1.0,0.72,0.11,0.72,0.56,2.5,2.43,0.41,2.43,0.48,1.2,1.16,0.02,1.16,0.31,1.4,1.37,0.25,1.37,0.16,1.2,1.16,0.06,1.16,0.17,2.1,1.97,0.09,1.97,0.62,1.4,1.32,0.02,1.32,0.38,1.5,1.32,0.59,1.32,0.43,0.5,0.42,0.03,0.42,0.18,1.8,1.5,0.28,1.5,0.92,1.4,1.34,0.02,1.34,0.01
11.0,3.43,3.591,11.65,0.05,-1.79,37.5,12.272,12.245,8.436,-20.47,21.892,-19.486,94.394,-18.896,96.271,1.6,1.5,0.21,1.5,0.34,1.0,0.72,0.11,0.72,0.56,2.5,2.43,0.41,2.43,0.48,1.2,1.16,0.02,1.16,0.31,1.4,1.37,0.25,1.37,0.16,1.2,1.16,0.06,1.16,0.17,2.1,1.97,0.09,1.97,0.62,1.4,1.32,0.02,1.32,0.38,1.5,1.32,0.59,1.32,0.43,0.5,0.42,0.03,0.42,0.18,1.8,1.5,0.28,1.5,0.92,1.4,1.34,0.02,1.34,0.01
12.0,3.51,3.631,12.67,0.03,-2.0,39.3,12.663,13.165,12.484,-24.535,23.422,-19.522,94.078,-19.616,96.108,1.6,1.5,0.21,1.5,0.34,1.0,0.72,0.11,0.72,0.56,2.5,2.43,0.41,2.43,0.48,1.2,1.16,0.02,1.16,0.31,1.4,1.37,0.25,1.37,0.16,1.2,1.16,0.06,1.16,0.17,2.1,1.97,0.09,1.97,0.62,1.4,1.32,0.02,1.32,0.38,1.5,1.32,0.59,1.32,0.43,0.5,0.42,0.03,0.42,0.18,1.8,1.5,0.28,1.5,0.92,1.4,1.34,0.02,1.34,0.01
13.0,3.59,3.67,13.68,-0.01,-2.21,43.2,12.879,13.236,16.302,-26.194,24.804,-19.57,93.76,-20.245,95.925,1.6,1.5,0.21,1.5,0.34,1.0,0.72,0.11,0.72,0.56,2.5,2.43,0.41,2.43,0.48,1.2,1.16,0.02,1.16,0.31,1.4,1.37,0.25,1.37,0.16,1.2,1.16,0.06,1.16,0.17,2.1,1.97,0.09,1.97,0.62,1.4,1.32,0.02,1.32,0.38,1.5,1.32,0.59,1.32,0.43,0.5,0.42,0.03,0.42,0.18,1.8,1.5,0.28,1.5,0.92,1.4,1.34,0.02,1.34,0.01
14.0,3.68,3.709,14.7,-0.02,-2.44,43.5,12.107,13.168,18.775,-27.997,25.34,-19.265,93.591,-21.035,95.931,1.6,1.5,0.21,1.5,0.34,1.0,0.72,0.11,0.72,0.56,2.5,2.43,0.41,2.43,0.48,1.2,1.16,0.02,1.16,0.31,1.4,1.37,0.25,1.37,0.16,1.2,1.16,0.06,1.16,0.17,2.1,1.97,0.09,1.97,0.62,1.4,1.32,0.02,1.32,0.38,1.5,1.32,0.59,1.32,0.43,0.5,0.42,0.03,0.42,0.18,1.8,1.5,0.28,1.5,0.92,1.4,1.34,0.02,1.34,0.01
15.0,3.77,3.748,15.71,-0.03,-2.67,43.8,11.336,13.1,21.242,-29.796,25.875,-18.96,93.423,-21.822,95.943,1.6,1.5,0.21,1.5,0.34,1.0,0.72,0.11,0.72,0.56,2.5,2.43,0.41,2.43,0.48,1.2,1.16,0.02,1.16,0.31,1.4,1.37,0.25,1.37,0.16,1.2,1.16,0.06,1.16,0.17,2.1,1.97,0.09,1.97,0.62,1.4,1.32,0.02,1.32,0.38,1.5,1.32,0.59,1.32,0.43,0.5,0.42,0.03,0.42,0.18,1.8,1.5,0.28,1.5,0.92,1.4,1.34,0.02,1.34,0.01
16.0,3.87,3.786,16.72,-0.04,-2.9,43.7,10.598,12.658,23.493,-31.254,25.982,-18.644,93.449,-22.677,96.166,1.6,1.5,0.21,1.5,0.34,1.0,0.72,0.11,0.72,0.56,2.5,2.43,0.41,2.43,0.48,1.2,1.16,0.02,1.16,0.31,1.4,1.37,0.25,1.37,0.16,1.2,1.16,0.06,1.16,0.17,2.1,1.97,0.09,1.97,0.62,1.4,1.32,0.02,1.32,0.38,1.5,1.32,0.59,1.32,0.43,0.5,0.42,0.03,0.42,0.18,1.8,1.5,0.28,1.5,0.92,1.4,1.34,0.02,1.34,0.01
17.0,3.96,3.825,17.72,-0.05,-3.15,43.4,9.778,11.663,25.682,-31.769,25.771,-18.439,93.596,-23.694,96.553,1.6,1.5,0.21,1.5,0.34,1.0,0.72,0.11,0.72,0.56,2.5,2.43,0.41,2.43,0.48,1.2,1.16,0.02,1.16,0.31,1.4,1.37,0.25,1.37,0.16,1.2,1.16,0.06,1.16,0.17,2.1,1.97,0.09,1.97,0.62,1.4,1.32,0.02,1.32,0.38,1.5,1.32,0.59,1.32,0.43,0.5,0.42,0.03,0.42,0.18,1.8,1.5,0.28,1.5,0.92,1.4,1.34,0.02,1.34,0.01
18.0,4.05,3.864,18.72,-0.06,-3.41,43.5,8.702,9.973,28.102,-30.574,25.536,-18.529,93.692,-24.99,96.971,1.6,1.5,0.21,1.5,0.34,1.0,0.72,0.11,0.72,0.56,2.5,2.43,0.41,2.43,0.48,1.2,1.16,0.02,1.16,0.31,1.4,1.37,0.25,1.37,0.16,1.2,1.16,0.06,1.16,0.17,2.1,1.97,0.09,1.97,0.62,1.4,1.32,0.02,1.32,0.38,1.5,1.32,0.59,1.32,0.43,0.5,0.42,0.03,0.42,0.18,1.8,1.5,0.28,1.5,0.92,1.4,1.34,0.02,1.34,0.01
19.0,4.12,3.902,19.72,-0.08,-3.69,42.1,8.352,8.577,28.339,-29.746,24.712,-17.853,93.724,-25.772,97.207,1.7,1.54,0.24,1.54,0.32,1.0,0.71,0.12,0.71,0.58,2.5,2.39,0.28,2.39,0.47,1.2,1.12,0.06,1.12,0.32,1.5,1.5,0.33,1.5,0.21,1.2,1.13,0.06,1.13,0.21,1.9,1.7,0.32,1.7,0.67,1.4,1.32,0.03,1.32,0.34,1.7,1.5,0.27,1.5,0.64,0.7,0.21,0.21,0.21,0.28,1.9,1.76,0.16,1.76,0.68,1.3,1.3,0.03,1.3,0.05
20.0,4.2,3.94,20.71,-0.09,-3.97,40.6,8.012,7.188,28.549,-28.925,23.883,-17.17,93.756,-26.546,97.446,1.7,1.54,0.24,1.54,0.32,1.0,0.71,0.12,0.71,0.58,2.5,2.39,0.28,2.39,0.47,1.2,1.12,0.06,1.12,0.32,1.5,1.5,0.33,1.5,0.21,1.2,1.13,0.06,1.13,0.21,1.9,1.7,0.32,1.7,0.67,1.4,1.32,0.03,1.32,0.34,1.7,1.5,0.27,1.5,0.64,0.7,0.21,0.21,0.21,0.28,1.9,1.76,0.16,1.76,0.68,1.3,1.3,0.03,1.3,0.05
21.0,4.29,3.978,21.7,-0.1,-4.26,39.2,7.672,5.8,28.758,-28.104,23.054,-16.486,93.787,-27.319,97.69,1.7,1.54,0.24,1.54,0.32,1.0,0.71,0.12,0.71,0.58,2.5,2.39,0.28,2.39,0.47,1.2,1.12,0.06,1.12,0.32,1.5,1.5,0.33,1.5,0.21,1.2,1.13,0.06,1.13,0.21,1.9,1.7,0.32,1.7,0.67,1.4,1.32,0.03,1.32,0.34,1.7,1.5,0.27,1.5,0.64,0.7,0.21,0.21,0.21,0.28,1.9,1.76,0.16,1.76,0.68,1.3,1.3,0.03,1.3,0.05
22.0,4.39,4.016,22.69,-0.11,-4.54,37.8,7.348,4.444,29.002,-27.315,22.241,-15.783,93.81,-28.11,97.935,1.7,1.54,0.24,1.54,0.32,1.0,0.71,0.12,0.71,0.58,2.5,2.39,0.28,2.39,0.47,1.2,1.12,0.06,1.12,0.32,1.5,1.5,0.33,1.5,0.21,1.2,1.13,0.06,1.13,0.21,1.9,1.7,0.32,1.7,0.67,1.4,1.32,0.03,1.32,0.34,1.7,1.5,0.27,1.5,0.64,0.7,0.21,0.21,0.21,0.28,1.9,1.76,0.16,1.76,0.68,1.3,1.3,0.03,1.3,0.05
23.0,4.46,4.054,23.67,-0.1,-4.85,36.8,7.335,3.73,29.921,-27.136,21.751,-14.731,93.663,-29.215,98.119,1.7,1.54,0.24,1.54,0.32,1.0,0.71,0.12,0.71,0.58,2.5,2.39,0.28,2.39,0.47,1.2,1.12,0.06,1.12,0.32,1.5,1.5,0.33,1.5,0.21,1.2,1.13,0.06,1.13,0.21,1.9,1.7,0.32,1.7,0.67,1.4,1.32,0.03,1.32,0.34,1.7,1.5,0.27,1.5,0.64,0.7,0.21,0.21,0.21,0.28,1.9,1.76,0.16,1.76,0.68,1.3,1.3,0.03,1.3,0.05
24.0,4.54,4.091,24.65,-0.11,-5.15,35.8,7.322,3.268,30.838,-26.503,21.261,-13.726,93.535,-29.771,98.164,1.7,1.54,0.24,1.54,0.32,1.0,0.71,0.12,0.71,0.58,2.5,2.39,0.28,2.39,0.47,1.2,1.12,0.06,1.12,0.32,1.5,1.5,0.33,1.5,0.21,1.2,1.13,0.06,1.13,0.21,1.9,1.7,0.32,1.7,0.67,1.4,1.32,0.03,1.32,0.34,1.7,1.5,0.27,1.5,0.64,0.7,0.21,0.21,0.21,0.28,1.9,1.76,0.16,1.76,0.68,1.3,1.3,0.03,1.3,0.05
25.0,4.62,4.129,25.63,-0.12,-5.46,34.4,7.309,2.933,31.757,-25.98,20.77,-12.873,93.402,-30.399,98.229,1.7,1.54,0.24,1.54,0.32,1.0,0.71,0.12,0.71,0.58,2.5,2.39,0.28,2.39,0.47,1.2,1.12,0.06,1.12,0.32,1.5,1.5,0.33,1.5,0.21,1.2,1.13,0.06,1.13,0.21,1.9,1.7,0.32,1.7,0.67,1.4,1.32,0.03,1.32,0.34,1.7,1.5,0.27,1.5,0.64,0.7,0.21,0.21,0.21,0.28,1.9,1.76,0.16,1.76,0.68,1.3,1.3,0.03,1.3,0.05
26.0,4.71,4.167,26.61,-0.15,-5.77,32.4,7.275,2.644,32.625,-25.875,20.324,-12.254,93.242,-31.417,98.398,1.7,1.65,0.28,1.65,0.31,1.1,0.68,0.12,0.68,0.62,2.4,2.4,0.22,2.4,0.29,1.2,1.09,0.09,1.09,0.28,1.4,1.43,0.24,1.43,0.16,1.2,1.13,0.04,1.13,0.27,1.8,1.62,0.34,1.62,0.79,1.4,1.31,0.03,1.31,0.32,1.8,1.65,0.13,1.65,0.61,0.7,0.08,0.21,0.08,0.4,1.9,1.78,0.14,1.78,0.69,1.3,1.29,0.08,1.29,0.0
27.0,4.78,4.204,27.57,-0.16,-6.11,32.2,6.964,2.327,32.796,-25.503,20.474,-12.043,93.017,-31.783,98.303,1.7,1.65,0.28,1.65,0.31,1.1,0.68,0.12,0.68,0.62,2.4,2.4,0.22,2.4,0.29,1.2,1.09,0.09,1.09,0.28,1.4,1.43,0.24,1.43,0.16,1.2,1.13,0.04,1.13,0.27,1.8,1.62,0.34,1.62,0.79,1.4,1.31,0.03,1.31,0.32,1.8,1.65,0.13,1.65,0.61,0.7,0.08,0.21,0.08,0.4,1.9,1.78,0.14,1.78,0.69,1.3,1.29,0.08,1.29,0.0
28.0,4.84,4.241,28.54,-0.17,-6.44,32.5,6.651,2.034,32.969,-25.433,20.626,-12.081,92.923,-32.753,98.53,1.7,1.65,0.28,1.65,0.31,1.1,0.68,0.12,0.68,0.62,2.4,2.4,0.22,2.4,0.29,1.2,1.09,0.09,1.09,0.28,1.4,1.43,0.24,1.43,0.16,1.2,1.13,0.04,1.13,0.27,1.8,1.62,0.34,1.62,0.79,1.4,1.31,0.03,1.31,0.32,1.8,1.65,0.13,1.65,0.61,0.7,0.08,0.21,0.08,0.4,1.9,1.78,0.14,1.78,0.69,1.3,1.29,0.08,1.29,0.0
29.0,4.91,4.278,29.5,-0.17,-6.78,32.9,6.255,1.784,32.893,-25.555,20.774,-12.297,92.882,-33.631,98.786,1.7,1.65,0.28,1.65,0.31,1.1,0.68,0.12,0.68,0.62,2.4,2.4,0.22,2.4,0.29,1.2,1.09,0.09,1.09,0.28,1.4,1.43,0.24,1.43,0.16,1.2,1.13,0.04,1.13,0.27,1.8,1.62,0.34,1.62,0.79,1.4,1.31,0.03,1.31,0.32,1.8,1.65,0.13,1.65,0.61,0.7,0.08,0.21,0.08,0.4,1.9,1.78,0.14,1.78,0.69,1.3,1.29,0.08,1.29,0.0
30.0,4.96,4.315,30.45,-0.18,-7.14,33.3,5.73,1.598,32.422,-25.798,20.916,-12.639,92.848,-34.024,98.888,1.7,1.65,0.28,1.65,0.31,1.1,0.68,0.12,0.68,0.62,2.4,2.4,0.22,2.4,0.29,1.2,1.09,0.09,1.09,0.28,1.4,1.43,0.24,1.43,0.16,1.2,1.13,0.04,1.13,0.27,1.8,1.62,0.34,1.62,0.79,1.4,1.31,0.03,1.31,0.32,1.8,1.65,0.13,1.65,0.61,0.7,0.08,0.21,0.08,0.4,1.9,1.78,0.14,1.78,0.69,1.3,1.29,0.08,1.29,0.0
31.0,5.01,4.352,31.4,-0.19,-7.5,33.9,5.203,1.822,31.949,-26.066,21.059,-12.942,92.939,-35.305,99.421,1.7,1.65,0.28,1.65,0.31,1.1,0.68,0.12,0.68,0.62,2.4,2.4,0.22,2.4,0.29,1.2,1.09,0.09,1.09,0.28,1.4,1.43,0.24,1.43,0.16,1.2,1.13,0.04,1.13,0.27,1.8,1.62,0.34,1.62,0.79,1.4,1.31,0.03,1.31,0.32,1.8,1.65,0.13,1.65,0.61,0.7,0.08,0.21,0.08,0.4,1.9,1.78,0.14,1.78,0.69,1.3,1.29,0.08,1.29,0.0
32.0,5.05,4.389,32.35,-0.19,-7.86,34.2,5.018,1.983,31.878,-25.04,20.953,-13.273,93.048,-36.105,99.81,1.7,1.65,0.28,1.65,0.31,1.1,0.67,0.12,0.67,0.66,2.4,2.4,0.22,2.4,0.29,1.2,1.09,0.09,1.09,0.28,1.4,1.36,0.14,1.36,0.09,1.2,1.13,0.04,1.13,0.27,1.8,1.62,0.34,1.62,0.79,1.4,1.31,0.03,1.31,0.32,1.9,1.8,0.01,1.8,0.55,0.7,0.08,0.21,0.08,0.4,1.9,1.68,0.19,1.68,0.77,1.3,1.29,0.08,1.29,0.0
33.0,5.09,4.425,33.29,-0.2,-8.23,34.2,5.002,2.146,31.686,-24.068,20.739,-13.505,93.051,-36.705,100.031,1.7,1.65,0.28,1.65,0.31,1.1,0.67,0.12,0.67,0.66,2.4,2.4,0.22,2.4,0.29,1.2,1.09,0.09,1.09,0.28,1.4,1.36,0.14,1.36,0.09,1.2,1.13,0.04,1.13,0.27,1.8,1.62,0.34,1.62,0.79,1.4,1.31,0.03,1.31,0.32,1.9,1.8,0.01,1.8,0.55,0.7,0.08,0.21,0.08,0.4,1.9,1.68,0.19,1.68,0.77,1.3,1.29,0.08,1.29,0.0
34.0,5.13,4.462,34.23,-0.21,-8.6,34.0,5.005,2.383,30.809,-24.567,20.546,-13.484,92.802,-37.358,100.04,1.7,1.65,0.28,1.65,0.31,1.1,0.67,0.12,0.67,0.66,2.4,2.4,0.22,2.4,0.29,1.2,1.09,0.09,1.09,0.28,1.4,1.36,0.14,1.36,0.09,1.2,1.13,0.04,1.13,0.27,1.8,1.62,0.34,1.62,0.79,1.4,1.31,0.03,1.31,0.32,1.9,1.8,0.01,1.8,0.55,0.7,0.08,0.21,0.08,0.4,1.9,1.68,0.19,1.68,0.77,1.3,1.29,0.08,1.29,0.0
35.0,5.16,4.498,35.17,-0.22,-8.98,33.6,5.084,2.51,30.534,-24.56,20.38,-13.322,92.859,-37.811,100.264,1.7,1.65,0.28,1.65,0.31,1.1,0.67,0.12,0.67,0.66,2.4,2.4,0.22,2.4,0.29,1.2,1.09,0.09,1.09,0.28,1.4,1.36,0.14,1.36,0.09,1.2,1.13,0.04,1.13,0.27,1.8,1.62,0.34,1.62,0.79,1.4,1.31,0.03,1.31,0.32,1.9,1.8,0.01,1.8,0.55,0.7,0.08,0.21,0.08,0.4,1.9,1.68,0.19,1.68,0.77,1.3,1.29,0.08,1.29,0.0
36.0,5.19,4.534,36.1,-0.22,-9.37,33.3,4.967,2.658,30.297,-24.978,20.254,-13.053,92.654,-38.455,100.319,1.7,1.65,0.28,1.65,0.31,1.1,0.67,0.12,0.67,0.66,2.4,2.4,0.22,2.4,0.29,1.2,1.09,0.09,1.09,0.28,1.4,1.36,0.14,1.36,0.09,1.2,1.13,0.04,1.13,0.27,1.8,1.62,0.34,1.62,0.79,1.4,1.31,0.03,1.31,0.32,1.9,1.8,0.01,1.8,0.55,0.7,0.08,0.21,0.08,0.4,1.9,1.68,0.19,1.68,0.77,1.3,1.29,0.08,1.29,0.0
37.0,5.21,4.571,37.03,-0.22,-9.75,33.0,4.69,2.755,30.059,-25.737,20.159,-12.75,92.334,-39.187,100.306,1.7,1.65,0.28,1.65,0.31,1.1,0.67,0.12,0.67,0.66,2.4,2.4,0.22,2.4,0.29,1.2,1.09,0.09,1.09,0.28,1.4,1.36,0.14,1.36,0.09,1.2,1.13,0.04,1.13,0.27,1.8,1.62,0.34,1.62,0.79,1.4,1.31,0.03,1.31,0.32,1.9,1.8,0.01,1.8,0.55,0.7,0.08,0.21,0.08,0.4,1.9,1.68,0.19,1.68,0.77,1.3,1.29,0.08,1.29,0.0
38.0,5.23,4.607,37.96,-0.22,-10.14,32.9,4.417,2.524,29.823,-26.401,20.064,-12.634,92.504,-39.594,100.622,1.7,1.65,0.28,1.65,0.31,1.1,0.67,0.12,0.67,0.66,2.4,2.4,0.22,2.4,0.29,1.2,1.09,0.09,1.09,0.28,1.4,1.36,0.14,1.36,0.09,1.2,1.13,0.04,1.13,0.27,1.8,1.62,0.34,1.62,0.79,1.4,1.31,0.03,1.31,0.32,1.9,1.8,0.01,1.8,0.55,0.7,0.08,0.21,0.08,0.4,1.9,1.68,0.19,1.68,0.77,1.3,1.29,0.08,1.29,0.0
