Position;Height above ground [m];Time;X [m];Y [m];Z [m];Opening Angle [°];Stalling Angle Left [°];Stalling Angle Right [°];Roll Angle Left [°];Roll Angle Right [°];Yaw Angle Left [°];Yaw Angle Right [°];Speed hor. [km/h];Speed vert. [km/h];Speed resulting [km/h];WindTime|WindName|WindSpeed|WindSpeedTangent|WindTurbulence|WindSpeedCleanTan|WindSpeedCross
-92.43;NaN;0001-01-01T00:00:00.1030000+01:00;-80.67;0.00;42.51;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.000;0.000;0.000;"0001-01-01T00:00:00.000+01:00|W1|0.7|0.55|0.01|0.55|0.32;0001-01-01T00:00:00.000+01:00|W2|0.7|0.63|0.13|0.63|0.06;0001-01-01T00:00:00.000+01:00|W3|1.0|0.89|0.09|0.89|0.05;0001-01-01T00:00:00.000+01:00|W4|1.0|0.92|0.02|0.92|0.09;0001-01-01T00:00:00.000+01:00|W5|0.2|0.13|0.13|0.13|0.00;0001-01-01T00:00:00.000+01:00|W6|0.5|0.23|0.13|0.23|0.18;0001-01-01T00:00:00.000+01:00|W7|0.5|0.30|0.01|0.30|0.35;0001-01-01T00:00:00.000+01:00|W8|0.6|0.51|0.18|0.51|0.11;0001-01-01T00:00:00.000+01:00|W9|0.3|-0.20|0.01|-0.20|0.13;0001-01-01T00:00:00.000+01:00|W10|0.4|-0.05|0.01|-0.05|0.35;0001-01-01T00:00:00.000+01:00|W11|1.5|0.71|0.29|0.71|1.30;0001-01-01T00:00:00.000+01:00|W12|0.8|-0.29|0.08|-0.29|0.63"
0.00;2.93;0001-01-01T00:00:04.2100000+01:00;0.05;0.00;-0.01;0.0;-11.500;NaN;0.000;NaN;0.000;NaN;94.284;-19.182;96.216;"0001-01-01T00:00:04.251+01:00|W1|0.7|0.57|0.04|0.57|0.31;0001-01-01T00:00:04.251+01:00|W2|0.6|0.51|0.04|0.51|0.19;0001-01-01T00:00:04.251+01:00|W3|0.6|0.38|0.14|0.38|0.42;0001-01-01T00:00:04.251+01:00|W4|0.6|0.56|0.27|0.56|0.00;0001-01-01T00:00:04.251+01:00|W5|0.6|0.55|0.16|0.55|0.21;0001-01-01T00:00:04.251+01:00|W6|0.7|0.71|0.09|0.71|0.03;0001-01-01T00:00:04.251+01:00|W7|0.4|0.30|0.11|0.30|0.32;0001-01-01T00:00:04.251+01:00|W8|0.8|0.64|0.23|0.64|0.47;0001-01-01T00:00:04.251+01:00|W9|0.2|-0.05|0.10|-0.05|0.03;0001-01-01T00:00:04.251+01:00|W10|0.3|-0.21|0.14|-0.21|0.20;0001-01-01T00:00:04.251+01:00|W11|1.1|0.42|0.25|0.42|0.99;0001-01-01T00:00:04.251+01:00|W12|1.1|-0.28|0.15|-0.28|0.75"
1.00;2.89;0001-01-01T00:00:04.3680000+01:00;1.34;0.01;-0.20;0.0;-7.459;NaN;-0.414;NaN;1.444;NaN;96.554;-14.795;97.686;"0001-01-01T00:00:04.251+01:00|W1|0.7|0.57|0.04|0.57|0.31;0001-01-01T00:00:04.251+01:00|W2|0.6|0.51|0.04|0.51|0.19;0001-01-01T00:00:04.251+01:00|W3|0.6|0.38|0.14|0.38|0.42;0001-01-01T00:00:04.251+01:00|W4|0.6|0.56|0.27|0.56|0.00;0001-01-01T00:00:04.251+01:00|W5|0.6|0.55|0.16|0.55|0.21;0001-01-01T00:00:04.251+01:00|W6|0.7|0.71|0.09|0.71|0.03;0001-01-01T00:00:04.251+01:00|W7|0.4|0.30|0.11|0.30|0.32;0001-01-01T00:00:04.251+01:00|W8|0.8|0.64|0.23|0.64|0.47;0001-01-01T00:00:04.251+01:00|W9|0.2|-0.05|0.10|-0.05|0.03;0001-01-01T00:00:04.251+01:00|W10|0.3|-0.21|0.14|-0.21|0.20;0001-01-01T00:00:04.251+01:00|W11|1.1|0.42|0.25|0.42|0.99;0001-01-01T00:00:04.251+01:00|W12|1.1|-0.28|0.15|-0.28|0.75"
2.00;2.90;0001-01-01T00:00:04.4240000+01:00;2.38;0.02;-0.33;0.0;-2.294;NaN;-0.693;NaN;1.925;NaN;95.138;-12.039;95.904;"0001-01-01T00:00:04.491+01:00|W1|0.7|0.57|0.04|0.57|0.31;0001-01-01T00:00:04.491+01:00|W2|0.6|0.50|0.04|0.50|0.22;0001-01-01T00:00:04.491+01:00|W3|0.6|0.43|0.10|0.43|0.40;0001-01-01T00:00:04.491+01:00|W4|0.6|0.58|0.22|0.58|0.03;0001-01-01T00:00:04.491+01:00|W5|0.6|0.55|0.16|0.55|0.21;0001-01-01T00:00:04.491+01:00|W6|0.7|0.71|0.09|0.71|0.03;0001-01-01T00:00:04.491+01:00|W7|0.5|0.29|0.11|0.29|0.31;0001-01-01T00:00:04.491+01:00|W8|0.8|0.68|0.26|0.68|0.48;0001-01-01T00:00:04.491+01:00|W9|0.2|-0.05|0.10|-0.05|0.03;0001-01-01T00:00:04.491+01:00|W10|0.3|-0.21|0.14|-0.21|0.20;0001-01-01T00:00:04.491+01:00|W11|1.1|0.42|0.25|0.42|0.99;0001-01-01T00:00:04.491+01:00|W12|1.1|-0.28|0.15|-0.28|0.75"
3.00;2.93;0001-01-01T00:00:04.4630000+01:00;3.42;0.03;-0.46;0.0;3.115;NaN;-2.666;NaN;2.479;NaN;94.432;-10.564;95.033;"0001-01-01T00:00:04.491+01:00|W1|0.7|0.57|0.04|0.57|0.31;0001-01-01T00:00:04.491+01:00|W2|0.6|0.50|0.04|0.50|0.22;0001-01-01T00:00:04.491+01:00|W3|0.6|0.43|0.10|0.43|0.40;0001-01-01T00:00:04.491+01:00|W4|0.6|0.58|0.22|0.58|0.03;0001-01-01T00:00:04.491+01:00|W5|0.6|0.55|0.16|0.55|0.21;0001-01-01T00:00:04.491+01:00|W6|0.7|0.71|0.09|0.71|0.03;0001-01-01T00:00:04.491+01:00|W7|0.5|0.29|0.11|0.29|0.31;0001-01-01T00:00:04.491+01:00|W8|0.8|0.68|0.26|0.68|0.48;0001-01-01T00:00:04.491+01:00|W9|0.2|-0.05|0.10|-0.05|0.03;0001-01-01T00:00:04.491+01:00|W10|0.3|-0.21|0.14|-0.21|0.20;0001-01-01T00:00:04.491+01:00|W11|1.1|0.42|0.25|0.42|0.99;0001-01-01T00:00:04.491+01:00|W12|1.1|-0.28|0.15|-0.28|0.75"
4.00;2.97;0001-01-01T00:00:04.5030000+01:00;4.46;0.05;-0.59;0.0;8.870;NaN;-7.957;NaN;3.290;NaN;95.229;-11.942;95.996;"0001-01-01T00:00:04.491+01:00|W1|0.7|0.57|0.04|0.57|0.31;0001-01-01T00:00:04.491+01:00|W2|0.6|0.50|0.04|0.50|0.22;0001-01-01T00:00:04.491+01:00|W3|0.6|0.43|0.10|0.43|0.40;0001-01-01T00:00:04.491+01:00|W4|0.6|0.58|0.22|0.58|0.03;0001-01-01T00:00:04.491+01:00|W5|0.6|0.55|0.16|0.55|0.21;0001-01-01T00:00:04.491+01:00|W6|0.7|0.71|0.09|0.71|0.03;0001-01-01T00:00:04.491+01:00|W7|0.5|0.29|0.11|0.29|0.31;0001-01-01T00:00:04.491+01:00|W8|0.8|0.68|0.26|0.68|0.48;0001-01-01T00:00:04.491+01:00|W9|0.2|-0.05|0.10|-0.05|0.03;0001-01-01T00:00:04.491+01:00|W10|0.3|-0.21|0.14|-0.21|0.20;0001-01-01T00:00:04.491+01:00|W11|1.1|0.42|0.25|0.42|0.99;0001-01-01T00:00:04.491+01:00|W12|1.1|-0.28|0.15|-0.28|0.75"
5.00;3.02;0001-01-01T00:00:04.5420000+01:00;5.49;0.08;-0.74;0.0;10.961;NaN;-6.078;NaN;5.687;NaN;95.030;-13.833;96.070;"0001-01-01T00:00:04.491+01:00|W1|0.7|0.57|0.04|0.57|0.31;0001-01-01T00:00:04.491+01:00|W2|0.6|0.50|0.04|0.50|0.22;0001-01-01T00:00:04.491+01:00|W3|0.6|0.43|0.10|0.43|0.40;0001-01-01T00:00:04.491+01:00|W4|0.6|0.58|0.22|0.58|0.03;0001-01-01T00:00:04.491+01:00|W5|0.6|0.55|0.16|0.55|0.21;0001-01-01T00:00:04.491+01:00|W6|0.7|0.71|0.09|0.71|0.03;0001-01-01T00:00:04.491+01:00|W7|0.5|0.29|0.11|0.29|0.31;0001-01-01T00:00:04.491+01:00|W8|0.8|0.68|0.26|0.68|0.48;0001-01-01T00:00:04.491+01:00|W9|0.2|-0.05|0.10|-0.05|0.03;0001-01-01T00:00:04.491+01:00|W10|0.3|-0.21|0.14|-0.21|0.20;0001-01-01T00:00:04.491+01:00|W11|1.1|0.42|0.25|0.42|0.99;0001-01-01T00:00:04.491+01:00|W12|1.1|-0.28|0.15|-0.28|0.75"
6.00;3.07;0001-01-01T00:00:04.5810000+01:00;6.52;0.12;-0.90;0.0;11.455;NaN;-3.161;NaN;8.560;NaN;94.505;-14.925;95.724;"0001-01-01T00:00:04.491+01:00|W1|0.7|0.57|0.04|0.57|0.31;0001-01-01T00:00:04.491+01:00|W2|0.6|0.50|0.04|0.50|0.22;0001-01-01T00:00:04.491+01:00|W3|0.6|0.43|0.10|0.43|0.40;0001-01-01T00:00:04.491+01:00|W4|0.6|0.58|0.22|0.58|0.03;0001-01-01T00:00:04.491+01:00|W5|0.6|0.55|0.16|0.55|0.21;0001-01-01T00:00:04.491+01:00|W6|0.7|0.71|0.09|0.71|0.03;0001-01-01T00:00:04.491+01:00|W7|0.5|0.29|0.11|0.29|0.31;0001-01-01T00:00:04.491+01:00|W8|0.8|0.68|0.26|0.68|0.48;0001-01-01T00:00:04.491+01:00|W9|0.2|-0.05|0.10|-0.05|0.03;0001-01-01T00:00:04.491+01:00|W10|0.3|-0.21|0.14|-0.21|0.20;0001-01-01T00:00:04.491+01:00|W11|1.1|0.42|0.25|0.42|0.99;0001-01-01T00:00:04.491+01:00|W12|1.1|-0.28|0.15|-0.28|0.75"
7.00;3.13;0001-01-01T00:00:04.6200000+01:00;7.55;0.16;-1.06;0.0;11.455;NaN;0.071;NaN;11.574;NaN;93.879;-15.770;95.250;"0001-01-01T00:00:04.744+01:00|W1|0.7|0.58|0.06|0.58|0.31;0001-01-01T00:00:04.744+01:00|W2|0.6|0.57|0.03|0.57|0.27;0001-01-01T00:00:04.744+01:00|W3|0.7|0.46|0.08|0.46|0.38;0001-01-01T00:00:04.744+01:00|W4|0.6|0.63|0.14|0.63|0.02;0001-01-01T00:00:04.744+01:00|W5|0.5|0.49|0.06|0.49|0.13;0001-01-01T00:00:04.744+01:00|W6|0.7|0.66|0.16|0.66|0.04;0001-01-01T00:00:04.744+01:00|W7|0.5|0.31|0.10|0.31|0.30;0001-01-01T00:00:04.744+01:00|W8|0.9|0.71|0.28|0.71|0.50;0001-01-01T00:00:04.744+01:00|W9|0.2|0.01|0.10|0.01|0.01;0001-01-01T00:00:04.744+01:00|W10|0.3|-0.16|0.17|-0.16|0.19;0001-01-01T00:00:04.744+01:00|W11|1.1|0.32|0.17|0.32|1.07;0001-01-01T00:00:04.744+01:00|W12|1.1|-0.28|0.15|-0.28|0.75"
8.00;3.19;0001-01-01T00:00:04.6600000+01:00;8.57;0.19;-1.23;0.0;11.262;NaN;4.023;NaN;14.486;NaN;93.296;-16.418;94.788;"0001-01-01T00:00:04.744+01:00|W1|0.7|0.58|0.06|0.58|0.31;0001-01-01T00:00:04.744+01:00|W2|0.6|0.57|0.03|0.57|0.27;0001-01-01T00:00:04.744+01:00|W3|0.7|0.46|0.08|0.46|0.38;0001-01-01T00:00:04.744+01:00|W4|0.6|0.63|0.14|0.63|0.02;0001-01-01T00:00:04.744+01:00|W5|0.5|0.49|0.06|0.49|0.13;0001-01-01T00:00:04.744+01:00|W6|0.7|0.66|0.16|0.66|0.04;0001-01-01T00:00:04.744+01:00|W7|0.5|0.31|0.10|0.31|0.30;0001-01-01T00:00:04.744+01:00|W8|0.9|0.71|0.28|0.71|0.50;0001-01-01T00:00:04.744+01:00|W9|0.2|0.01|0.10|0.01|0.01;0001-01-01T00:00:04.744+01:00|W10|0.3|-0.16|0.17|-0.16|0.19;0001-01-01T00:00:04.744+01:00|W11|1.1|0.32|0.17|0.32|1.07;0001-01-01T00:00:04.744+01:00|W12|1.1|-0.28|0.15|-0.28|0.75"
