Position;Height above ground [m];Time;X [m];Y [m];Z [m];Opening Angle [°];Stalling Angle Left [°];Stalling Angle Right [°];Roll Angle Left [°];Roll Angle Right [°];Yaw Angle Left [°];Yaw Angle Right [°];Speed hor. [km/h];Speed vert. [km/h];Speed resulting [km/h];WindTime|WindName|WindSpeed|WindSpeedTangent|WindTurbulence|WindSpeedCleanTan|WindSpeedCross
-12.45;NaN;0001-01-01T00:00:00.0000000+01:00;-10.97;0.00;2.21;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.000;0.000;0.000;"0001-01-01T00:00:00.108+01:00|W1|1.3|1.07|0.09|1.07|0.69;0001-01-01T00:00:00.108+01:00|W2|0.9|0.74|0.19|0.74|0.39;0001-01-01T00:00:00.108+01:00|W3|1.0|0.99|0.07|0.99|0.09;0001-01-01T00:00:00.108+01:00|W4|1.2|1.12|0.09|1.12|0.36;0001-01-01T00:00:00.108+01:00|W5|0.6|0.59|0.09|0.59|0.11;0001-01-01T00:00:00.108+01:00|W6|1.0|0.55|0.32|0.55|0.82;0001-01-01T00:00:00.108+01:00|W7|1.1|0.89|0.15|0.89|0.56;0001-01-01T00:00:00.108+01:00|W8|0.7|0.21|0.03|0.21|0.64;0001-01-01T00:00:00.108+01:00|W9|0.7|-0.30|0.10|-0.30|0.63;0001-01-01T00:00:00.108+01:00|W10|0.3|0.16|0.08|0.16|0.24;0001-01-01T00:00:00.108+01:00|W11|0.3|0.14|0.01|0.14|0.18;0001-01-01T00:00:00.108+01:00|W12|0.8|0.69|0.16|0.69|0.10"
0.00;2.93;0001-01-01T00:00:01.3800000+01:00;-32.65;0.00;6.64;0.0;-11.500;-11.500;0.000;0.000;0.000;0.000;91.293;-18.574;93.163;"0001-01-01T00:00:01.362+01:00|W1|1.4|1.36|0.21|1.36|0.49;0001-01-01T00:00:01.362+01:00|W2|1.0|0.79|0.11|0.79|0.44;0001-01-01T00:00:01.362+01:00|W3|1.1|1.02|0.12|1.02|0.23;0001-01-01T00:00:01.362+01:00|W4|1.1|1.01|0.13|1.01|0.46;0001-01-01T00:00:01.362+01:00|W5|0.5|0.37|0.17|0.37|0.34;0001-01-01T00:00:01.362+01:00|W6|1.1|0.66|0.27|0.66|0.79;0001-01-01T00:00:01.362+01:00|W7|0.9|0.79|0.21|0.79|0.49;0001-01-01T00:00:01.362+01:00|W8|0.7|0.26|0.04|0.26|0.68;0001-01-01T00:00:01.362+01:00|W9|0.6|-0.32|0.15|-0.32|0.48;0001-01-01T00:00:01.362+01:00|W10|0.3|0.11|0.08|0.11|0.23;0001-01-01T00:00:01.362+01:00|W11|0.2|0.19|0.00|0.19|0.15;0001-01-01T00:00:01.362+01:00|W12|1.1|0.80|0.13|0.80|0.67"
1.00;4.60;0001-01-01T00:00:02.3010000+01:00;1.54;0.03;1.49;1.5;-3.328;5.320;-0.816;-5.798;1.117;-2.103;101.251;-10.309;101.787;"0001-01-01T00:00:02.356+01:00|W1|1.5|1.41|0.17|1.41|0.38;0001-01-01T00:00:02.356+01:00|W2|1.0|0.84|0.08|0.84|0.44;0001-01-01T00:00:02.356+01:00|W3|1.3|1.24|0.29|1.24|0.17;0001-01-01T00:00:02.356+01:00|W4|1.0|0.93|0.17|0.93|0.37;0001-01-01T00:00:02.356+01:00|W5|0.4|0.33|0.22|0.33|0.19;0001-01-01T00:00:02.356+01:00|W6|1.1|0.72|0.17|0.72|0.76;0001-01-01T00:00:02.356+01:00|W7|0.9|0.77|0.17|0.77|0.50;0001-01-01T00:00:02.356+01:00|W8|0.8|0.30|0.03|0.30|0.66;0001-01-01T00:00:02.356+01:00|W9|0.7|-0.34|0.05|-0.34|0.51;0001-01-01T00:00:02.356+01:00|W10|0.3|0.14|0.01|0.14|0.29;0001-01-01T00:00:02.356+01:00|W11|0.3|0.23|0.03|0.23|0.13;0001-01-01T00:00:02.356+01:00|W12|0.9|0.74|0.10|0.74|0.39"
2.00;4.72;0001-01-01T00:00:02.3410000+01:00;2.63;0.05;1.45;2.3;-0.833;5.868;0.217;-5.987;1.678;-2.171;97.816;-2.982;97.868;"0001-01-01T00:00:02.356+01:00|W1|1.5|1.41|0.17|1.41|0.38;0001-01-01T00:00:02.356+01:00|W2|1.0|0.84|0.08|0.84|0.44;0001-01-01T00:00:02.356+01:00|W3|1.3|1.24|0.29|1.24|0.17;0001-01-01T00:00:02.356+01:00|W4|1.0|0.93|0.17|0.93|0.37;0001-01-01T00:00:02.356+01:00|W5|0.4|0.33|0.22|0.33|0.19;0001-01-01T00:00:02.356+01:00|W6|1.1|0.72|0.17|0.72|0.76;0001-01-01T00:00:02.356+01:00|W7|0.9|0.77|0.17|0.77|0.50;0001-01-01T00:00:02.356+01:00|W8|0.8|0.30|0.03|0.30|0.66;0001-01-01T00:00:02.356+01:00|W9|0.7|-0.34|0.05|-0.34|0.51;0001-01-01T00:00:02.356+01:00|W10|0.3|0.14|0.01|0.14|0.29;0001-01-01T00:00:02.356+01:00|W11|0.3|0.23|0.03|0.23|0.13;0001-01-01T00:00:02.356+01:00|W12|0.9|0.74|0.10|0.74|0.39"
3.00;6.22;0001-01-01T00:00:02.4450000+01:00;3.91;0.02;2.74;9.8;10.394;11.311;-3.485;-1.364;5.082;-5.133;95.930;-0.596;95.932;"0001-01-01T00:00:02.356+01:00|W1|1.5|1.41|0.17|1.41|0.38;0001-01-01T00:00:02.356+01:00|W2|1.0|0.84|0.08|0.84|0.44;0001-01-01T00:00:02.356+01:00|W3|1.3|1.24|0.29|1.24|0.17;0001-01-01T00:00:02.356+01:00|W4|1.0|0.93|0.17|0.93|0.37;0001-01-01T00:00:02.356+01:00|W5|0.4|0.33|0.22|0.33|0.19;0001-01-01T00:00:02.356+01:00|W6|1.1|0.72|0.17|0.72|0.76;0001-01-01T00:00:02.356+01:00|W7|0.9|0.77|0.17|0.77|0.50;0001-01-01T00:00:02.356+01:00|W8|0.8|0.30|0.03|0.30|0.66;0001-01-01T00:00:02.356+01:00|W9|0.7|-0.34|0.05|-0.34|0.51;0001-01-01T00:00:02.356+01:00|W10|0.3|0.14|0.01|0.14|0.29;0001-01-01T00:00:02.356+01:00|W11|0.3|0.23|0.03|0.23|0.13;0001-01-01T00:00:02.356+01:00|W12|0.9|0.74|0.10|0.74|0.39"
4.00;6.25;0001-01-01T00:00:02.4800000+01:00;4.99;0.03;2.58;14.2;12.855;13.163;-7.036;4.282;6.657;-7.929;96.728;-2.199;96.753;"0001-01-01T00:00:02.356+01:00|W1|1.5|1.41|0.17|1.41|0.38;0001-01-01T00:00:02.356+01:00|W2|1.0|0.84|0.08|0.84|0.44;0001-01-01T00:00:02.356+01:00|W3|1.3|1.24|0.29|1.24|0.17;0001-01-01T00:00:02.356+01:00|W4|1.0|0.93|0.17|0.93|0.37;0001-01-01T00:00:02.356+01:00|W5|0.4|0.33|0.22|0.33|0.19;0001-01-01T00:00:02.356+01:00|W6|1.1|0.72|0.17|0.72|0.76;0001-01-01T00:00:02.356+01:00|W7|0.9|0.77|0.17|0.77|0.50;0001-01-01T00:00:02.356+01:00|W8|0.8|0.30|0.03|0.30|0.66;0001-01-01T00:00:02.356+01:00|W9|0.7|-0.34|0.05|-0.34|0.51;0001-01-01T00:00:02.356+01:00|W10|0.3|0.14|0.01|0.14|0.29;0001-01-01T00:00:02.356+01:00|W11|0.3|0.23|0.03|0.23|0.13;0001-01-01T00:00:02.356+01:00|W12|0.9|0.74|0.10|0.74|0.39"
5.00;6.43;0001-01-01T00:00:02.5210000+01:00;6.10;0.03;2.55;18.5;15.766;15.368;-6.344;4.907;8.323;-10.957;96.321;-3.379;96.381;"0001-01-01T00:00:02.609+01:00|W1|1.3|1.29|0.00|1.29|0.32;0001-01-01T00:00:02.609+01:00|W2|1.0|0.88|0.08|0.88|0.41;0001-01-01T00:00:02.609+01:00|W3|1.3|1.24|0.23|1.24|0.16;0001-01-01T00:00:02.609+01:00|W4|1.0|0.95|0.15|0.95|0.31;0001-01-01T00:00:02.609+01:00|W5|0.5|0.40|0.12|0.40|0.22;0001-01-01T00:00:02.609+01:00|W6|1.0|0.67|0.08|0.67|0.77;0001-01-01T00:00:02.609+01:00|W7|0.9|0.76|0.17|0.76|0.47;0001-01-01T00:00:02.609+01:00|W8|0.6|0.18|0.08|0.18|0.57;0001-01-01T00:00:02.609+01:00|W9|0.6|-0.15|0.04|-0.15|0.52;0001-01-01T00:00:02.609+01:00|W10|0.4|0.19|0.06|0.19|0.31;0001-01-01T00:00:02.609+01:00|W11|0.3|0.29|0.09|0.29|0.11;0001-01-01T00:00:02.609+01:00|W12|0.7|0.56|0.31|0.56|0.30"
6.00;6.62;0001-01-01T00:00:02.5620000+01:00;7.20;0.04;2.50;22.1;18.311;17.575;-1.615;0.393;9.770;-13.445;95.675;-4.828;95.796;"0001-01-01T00:00:02.609+01:00|W1|1.3|1.29|0.00|1.29|0.32;0001-01-01T00:00:02.609+01:00|W2|1.0|0.88|0.08|0.88|0.41;0001-01-01T00:00:02.609+01:00|W3|1.3|1.24|0.23|1.24|0.16;0001-01-01T00:00:02.609+01:00|W4|1.0|0.95|0.15|0.95|0.31;0001-01-01T00:00:02.609+01:00|W5|0.5|0.40|0.12|0.40|0.22;0001-01-01T00:00:02.609+01:00|W6|1.0|0.67|0.08|0.67|0.77;0001-01-01T00:00:02.609+01:00|W7|0.9|0.76|0.17|0.76|0.47;0001-01-01T00:00:02.609+01:00|W8|0.6|0.18|0.08|0.18|0.57;0001-01-01T00:00:02.609+01:00|W9|0.6|-0.15|0.04|-0.15|0.52;0001-01-01T00:00:02.609+01:00|W10|0.4|0.19|0.06|0.19|0.31;0001-01-01T00:00:02.609+01:00|W11|0.3|0.29|0.09|0.29|0.11;0001-01-01T00:00:02.609+01:00|W12|0.7|0.56|0.31|0.56|0.30"
7.00;6.80;0001-01-01T00:00:02.6030000+01:00;8.30;0.04;2.44;25.7;18.950;18.574;-1.378;0.609;11.466;-15.691;96.366;-7.315;96.644;"0001-01-01T00:00:02.609+01:00|W1|1.3|1.29|0.00|1.29|0.32;0001-01-01T00:00:02.609+01:00|W2|1.0|0.88|0.08|0.88|0.41;0001-01-01T00:00:02.609+01:00|W3|1.3|1.24|0.23|1.24|0.16;0001-01-01T00:00:02.609+01:00|W4|1.0|0.95|0.15|0.95|0.31;0001-01-01T00:00:02.609+01:00|W5|0.5|0.40|0.12|0.40|0.22;0001-01-01T00:00:02.609+01:00|W6|1.0|0.67|0.08|0.67|0.77;0001-01-01T00:00:02.609+01:00|W7|0.9|0.76|0.17|0.76|0.47;0001-01-01T00:00:02.609+01:00|W8|0.6|0.18|0.08|0.18|0.57;0001-01-01T00:00:02.609+01:00|W9|0.6|-0.15|0.04|-0.15|0.52;0001-01-01T00:00:02.609+01:00|W10|0.4|0.19|0.06|0.19|0.31;0001-01-01T00:00:02.609+01:00|W11|0.3|0.29|0.09|0.29|0.11;0001-01-01T00:00:02.609+01:00|W12|0.7|0.56|0.31|0.56|0.30"
8.00;6.99;0001-01-01T00:00:02.6450000+01:00;9.40;0.05;2.36;28.9;19.629;19.483;3.874;-4.361;13.081;-17.620;95.828;-7.237;96.102;"0001-01-01T00:00:02.609+01:00|W1|1.3|1.29|0.00|1.29|0.32;0001-01-01T00:00:02.609+01:00|W2|1.0|0.88|0.08|0.88|0.41;0001-01-01T00:00:02.609+01:00|W3|1.3|1.24|0.23|1.24|0.16;0001-01-01T00:00:02.609+01:00|W4|1.0|0.95|0.15|0.95|0.31;0001-01-01T00:00:02.609+01:00|W5|0.5|0.40|0.12|0.40|0.22;0001-01-01T00:00:02.609+01:00|W6|1.0|0.67|0.08|0.67|0.77;0001-01-01T00:00:02.609+01:00|W7|0.9|0.76|0.17|0.76|0.47;0001-01-01T00:00:02.609+01:00|W8|0.6|0.18|0.08|0.18|0.57;0001-01-01T00:00:02.609+01:00|W9|0.6|-0.15|0.04|-0.15|0.52;0001-01-01T00:00:02.609+01:00|W10|0.4|0.19|0.06|0.19|0.31;0001-01-01T00:00:02.609+01:00|W11|0.3|0.29|0.09|0.29|0.11;0001-01-01T00:00:02.609+01:00|W12|0.7|0.56|0.31|0.56|0.30"
9.00;7.16;0001-01-01T00:00:02.6860000+01:00;10.49;0.05;2.26;31.4;19.589;19.718;7.039;-6.421;14.430;-18.934;95.776;-8.308;96.136;"0001-01-01T00:00:02.609+01:00|W1|1.3|1.29|0.00|1.29|0.32;0001-01-01T00:00:02.609+01:00|W2|1.0|0.88|0.08|0.88|0.41;0001-01-01T00:00:02.609+01:00|W3|1.3|1.24|0.23|1.24|0.16;0001-01-01T00:00:02.609+01:00|W4|1.0|0.95|0.15|0.95|0.31;0001-01-01T00:00:02.609+01:00|W5|0.5|0.40|0.12|0.40|0.22;0001-01-01T00:00:02.609+01:00|W6|1.0|0.67|0.08|0.67|0.77;0001-01-01T00:00:02.609+01:00|W7|0.9|0.76|0.17|0.76|0.47;0001-01-01T00:00:02.609+01:00|W8|0.6|0.18|0.08|0.18|0.57;0001-01-01T00:00:02.609+01:00|W9|0.6|-0.15|0.04|-0.15|0.52;0001-01-01T00:00:02.609+01:00|W10|0.4|0.19|0.06|0.19|0.31;0001-01-01T00:00:02.609+01:00|W11|0.3|0.29|0.09|0.29|0.11;0001-01-01T00:00:02.609+01:00|W12|0.7|0.56|0.31|0.56|0.30"
10.00;7.35;0001-01-01T00:00:02.7270000+01:00;11.58;0.05;2.15;33.7;19.423;19.836;9.840;-7.973;15.733;-20.140;95.809;-9.581;96.287;"0001-01-01T00:00:02.609+01:00|W1|1.3|1.29|0.00|1.29|0.32;0001-01-01T00:00:02.609+01:00|W2|1.0|0.88|0.08|0.88|0.41;0001-01-01T00:00:02.609+01:00|W3|1.3|1.24|0.23|1.24|0.16;0001-01-01T00:00:02.609+01:00|W4|1.0|0.95|0.15|0.95|0.31;0001-01-01T00:00:02.609+01:00|W5|0.5|0.40|0.12|0.40|0.22;0001-01-01T00:00:02.609+01:00|W6|1.0|0.67|0.08|0.67|0.77;0001-01-01T00:00:02.609+01:00|W7|0.9|0.76|0.17|0.76|0.47;0001-01-01T00:00:02.609+01:00|W8|0.6|0.18|0.08|0.18|0.57;0001-01-01T00:00:02.609+01:00|W9|0.6|-0.15|0.04|-0.15|0.52;0001-01-01T00:00:02.609+01:00|W10|0.4|0.19|0.06|0.19|0.31;0001-01-01T00:00:02.609+01:00|W11|0.3|0.29|0.09|0.29|0.11;0001-01-01T00:00:02.609+01:00|W12|0.7|0.56|0.31|0.56|0.30"
11.00;7.55;0001-01-01T00:00:02.7680000+01:00;12.67;0.06;2.04;36.1;19.257;19.953;12.635;-9.521;17.033;-21.344;95.841;-10.851;96.455;"0001-01-01T00:00:02.855+01:00|W1|1.3|1.29|0.00|1.29|0.32;0001-01-01T00:00:02.855+01:00|W2|1.0|0.88|0.08|0.88|0.41;0001-01-01T00:00:02.855+01:00|W3|1.3|1.24|0.23|1.24|0.16;0001-01-01T00:00:02.855+01:00|W4|1.0|0.95|0.15|0.95|0.31;0001-01-01T00:00:02.855+01:00|W5|0.5|0.40|0.12|0.40|0.22;0001-01-01T00:00:02.855+01:00|W6|1.0|0.67|0.08|0.67|0.77;0001-01-01T00:00:02.855+01:00|W7|0.9|0.76|0.17|0.76|0.47;0001-01-01T00:00:02.855+01:00|W8|0.6|0.18|0.08|0.18|0.57;0001-01-01T00:00:02.855+01:00|W9|0.6|-0.15|0.04|-0.15|0.52;0001-01-01T00:00:02.855+01:00|W10|0.4|0.19|0.06|0.19|0.31;0001-01-01T00:00:02.855+01:00|W11|0.3|0.29|0.09|0.29|0.11;0001-01-01T00:00:02.855+01:00|W12|0.7|0.56|0.31|0.56|0.30"
12.00;7.75;0001-01-01T00:00:02.8080000+01:00;13.76;0.06;1.92;38.1;19.159;20.025;15.808;-11.218;18.188;-22.348;95.847;-11.929;96.587;"0001-01-01T00:00:02.855+01:00|W1|1.3|1.29|0.00|1.29|0.32;0001-01-01T00:00:02.855+01:00|W2|1.0|0.88|0.08|0.88|0.41;0001-01-01T00:00:02.855+01:00|W3|1.3|1.24|0.23|1.24|0.16;0001-01-01T00:00:02.855+01:00|W4|1.0|0.95|0.15|0.95|0.31;0001-01-01T00:00:02.855+01:00|W5|0.5|0.40|0.12|0.40|0.22;0001-01-01T00:00:02.855+01:00|W6|1.0|0.67|0.08|0.67|0.77;0001-01-01T00:00:02.855+01:00|W7|0.9|0.76|0.17|0.76|0.47;0001-01-01T00:00:02.855+01:00|W8|0.6|0.18|0.08|0.18|0.57;0001-01-01T00:00:02.855+01:00|W9|0.6|-0.15|0.04|-0.15|0.52;0001-01-01T00:00:02.855+01:00|W10|0.4|0.19|0.06|0.19|0.31;0001-01-01T00:00:02.855+01:00|W11|0.3|0.29|0.09|0.29|0.11;0001-01-01T00:00:02.855+01:00|W12|0.7|0.56|0.31|0.56|0.30"
