time,angle,angle_raw,outlier,angle_smooth,segment,airborne,angle_leg,angle_torso,n_skis,body_inclination,ski_inclination,knee_angle,hip_angle,view,ski_v_angle_2d,confidence,shot,frame,pose_method,camera_motion_px,joint_angles_2d.left_elbow,joint_angles_2d.right_elbow,joint_angles_2d.left_shoulder,joint_angles_2d.right_shoulder,joint_angles_2d.left_wrist,joint_angles_2d.right_wrist,joint_angles_2d.left_hip,joint_angles_2d.right_hip,joint_angles_2d.left_knee,joint_angles_2d.right_knee,joint_angles_2d.left_ankle,joint_angles_2d.right_ankle,joint_angles_2d.neck,joint_angles_3d.left_elbow,joint_angles_3d.right_elbow,joint_angles_3d.left_shoulder,joint_angles_3d.right_shoulder,joint_angles_3d.left_wrist,joint_angles_3d.right_wrist,joint_angles_3d.left_hip,joint_angles_3d.right_hip,joint_angles_3d.left_knee,joint_angles_3d.right_knee,joint_angles_3d.left_ankle,joint_angles_3d.right_ankle,joint_angles_3d.neck,posture_3d.leg_spread,posture_3d.arm_spread,posture_3d.trunk_twist,posture_3d.head_to_trunk,posture_3d.ankle_separation_m,posture_3d.knee_separation_m,posture_3d.wrist_separation_m,posture_3d.hand_to_hip_l_m,posture_3d.hand_to_hip_r_m,posture_3d.body_length_m,relative_to_ski_2d.body_line,relative_to_ski_2d.leg_line,relative_to_ski_2d.trunk,relative_to_ski_2d.head,relative_to_ski_2d.upper_arm_l,relative_to_ski_2d.upper_arm_r,relative_to_ski_2d.forearm_l,relative_to_ski_2d.forearm_r,relative_to_ski_2d.thigh_l,relative_to_ski_2d.thigh_r,relative_to_ski_2d.shank_l,relative_to_ski_2d.shank_r,relative_to_ski_2d.foot_l,relative_to_ski_2d.foot_r,segment_inclination_2d.body_line,segment_inclination_2d.leg_line,segment_inclination_2d.trunk,segment_inclination_2d.head,segment_inclination_2d.upper_arm_l,segment_inclination_2d.upper_arm_r,segment_inclination_2d.forearm_l,segment_inclination_2d.forearm_r,segment_inclination_2d.thigh_l,segment_inclination_2d.thigh_r,segment_inclination_2d.shank_l,segment_inclination_2d.shank_r,segment_inclination_2d.foot_l,segment_inclination_2d.foot_r,distances_rel_2d.shoulder_width,distances_rel_2d.hip_width,distances_rel_2d.ankle_separation,distances_rel_2d.knee_separation,distances_rel_2d.wrist_separation,distances_rel_2d.hand_to_hip_l,distances_rel_2d.hand_to_hip_r,distances_rel_2d.head_to_shoulder,center_of_mass_vs_ski.along_ski_from_ankles,center_of_mass_vs_ski.above_ski,skis.v_angle_2d,skis.axis_inclination_2d,skis.visible_length_rel,skis
72.4,,29.2,False,,1,True,,,2,70.2,-80.6,170.1,129.3,frontal,2.2,0.09,10,4344,track,,177.5,178.9,56.2,52.4,147.8,176.4,125.4,133.2,165.6,174.6,143.5,129.1,126.0,144.2,171.0,56.5,50.9,110.1,63.8,100.7,118.0,151.1,165.8,89.8,109.4,139.0,59.0,99.1,10.8,68.1,1.006,0.546,0.801,0.282,0.347,0.972,29.2,28.2,31.4,85.4,9.5,-64.9,6.9,-66.0,7.9,-59.3,-6.5,-53.9,79.5,-18.3,70.2,71.1,68.0,14.0,-71.1,-145.5,-73.7,-146.6,-72.7,-139.9,-87.1,-134.5,-1.1,117.6,0.432,0.238,0.998,0.674,0.847,0.296,0.318,0.07,0.619,0.345,2.2,-80.6,0.899,
72.5,,29.68,False,,1,True,,,1,67.2,-83.1,172.7,133.3,frontal,,0.053,10,4350,track,,175.5,171.8,44.7,49.3,148.4,175.2,120.8,145.9,172.3,173.1,147.2,144.1,171.6,159.6,172.5,47.7,45.7,93.0,68.4,105.9,133.1,148.4,165.1,114.6,112.3,137.2,58.9,86.3,14.3,69.5,1.028,0.554,0.807,0.277,0.337,0.988,29.7,25.4,38.0,46.4,-4.8,-73.9,-0.3,-65.7,9.6,-58.7,1.9,-51.8,61.3,-39.3,67.2,71.5,58.9,50.5,-88.0,-157.0,-83.4,-148.8,-73.5,-141.9,-81.2,-134.9,-21.8,136.2,0.4,0.241,1.034,0.706,0.848,0.277,0.334,0.06,0.608,0.32,,-83.1,0.525,
72.6,,29.89,False,,1,True,,,1,65.7,-84.4,162.5,128.1,frontal,,0.072,10,4356,track,,172.8,176.5,50.2,52.4,171.6,179.1,119.3,136.8,151.2,173.8,128.2,125.5,145.6,152.9,173.8,51.9,43.7,121.7,57.1,114.4,123.5,132.3,164.1,100.1,104.5,138.3,62.8,88.1,14.0,69.5,0.988,0.574,0.815,0.289,0.324,0.98,29.9,29.4,30.8,65.2,5.5,-66.5,12.8,-63.0,15.9,-57.3,-12.9,-51.1,79.7,-26.0,65.7,66.2,64.8,30.5,-78.9,-150.9,-71.6,-147.4,-68.4,-141.7,-97.2,-135.5,-4.7,121.7,0.452,0.248,1.003,0.746,0.913,0.322,0.355,0.081,0.586,0.343,,-84.4,0.716,
72.7,,25.83,False,,1,True,,,1,67.4,-86.7,167.9,127.0,frontal,,0.055,10,4362,track,,173.9,177.7,58.5,52.3,170.1,175.9,116.5,137.6,158.8,177.0,138.0,139.2,140.8,144.7,173.9,53.7,49.1,130.3,72.7,116.4,125.5,149.7,162.0,116.3,118.2,138.5,57.2,95.5,13.4,67.8,1.037,0.549,0.842,0.291,0.364,0.992,25.8,24.2,29.1,68.2,13.3,-62.4,7.2,-60.1,18.3,-52.5,-2.9,-49.5,70.8,-31.1,67.4,69.1,64.2,25.0,-73.4,-149.1,-79.6,-146.9,-68.4,-139.3,-89.6,-136.2,-15.9,124.4,0.463,0.246,1.024,0.699,0.903,0.319,0.344,0.08,0.625,0.302,,-86.7,0.552,
72.8,,30.23,False,,1,True,,,2,61.0,-88.8,172.2,139.0,frontal,1.8,0.1,10,4368,track,,173.8,179.6,57.7,42.8,178.1,175.5,124.4,153.5,170.8,173.5,153.8,179.3,167.2,145.2,169.3,65.2,49.1,84.8,77.8,111.8,134.6,140.1,151.0,124.8,117.9,139.2,39.6,108.8,11.3,66.5,0.849,0.435,0.86,0.356,0.337,1.001,30.2,26.5,37.2,49.9,6.6,-61.3,12.9,-60.9,4.6,-45.0,-4.6,-51.6,42.5,-57.3,61.0,64.7,54.0,41.3,-82.2,-150.1,-75.9,-149.7,-84.3,-133.8,-93.4,-140.4,-46.3,-146.1,0.458,0.233,0.837,0.567,0.924,0.369,0.335,0.072,0.592,0.329,1.8,-88.8,1.019,
72.9,,-25.06,False,,1,True,,,1,64.7,89.8,174.4,135.0,frontal,,0.065,10,4374,track,,174.7,176.9,63.7,48.0,169.8,179.4,119.8,150.1,174.6,174.2,152.6,174.6,159.0,139.5,168.9,63.6,51.2,90.8,81.8,108.0,133.9,144.4,155.0,126.7,120.1,136.9,46.2,108.5,9.9,66.1,0.951,0.485,0.865,0.335,0.354,1.019,-25.1,-20.8,-33.5,-54.4,-15.4,61.6,-10.1,58.5,-11.8,43.5,-6.5,49.3,-56.8,35.6,64.7,69.0,56.3,35.3,-74.9,-151.9,-80.2,-148.7,-78.4,-133.8,-83.8,-139.6,-33.4,-125.8,0.465,0.234,0.946,0.609,0.945,0.359,0.358,0.051,0.628,-0.272,,89.8,0.654,
73.0,,-24.79,False,,1,True,,,1,64.9,89.7,168.9,133.4,frontal,,0.058,10,4380,track,,148.1,173.6,77.0,53.3,177.2,177.0,122.1,144.6,157.9,179.9,158.7,177.7,153.3,131.2,172.3,65.0,53.3,123.7,73.6,117.3,136.6,142.5,159.9,134.9,120.2,139.0,57.8,105.9,11.5,68.7,0.998,0.547,0.854,0.31,0.346,1.009,-24.8,-23.4,-27.4,-54.2,-37.0,66.6,-5.2,60.2,-17.9,48.7,4.2,48.6,-34.5,44.9,64.9,66.3,62.3,35.6,-53.3,-156.9,-85.1,-150.5,-72.4,-139.0,-94.5,-138.9,-55.8,-135.2,0.429,0.263,0.983,0.702,0.924,0.315,0.359,0.073,0.626,-0.287,,89.7,0.582,
73.1,,3.04,False,,1,True,,,2,66.2,63.2,168.5,134.5,frontal,53.4,0.1,10,4386,track,,176.1,173.7,53.5,52.2,176.5,176.8,120.6,148.4,160.8,176.2,147.9,170.5,171.4,138.5,167.4,66.4,55.6,125.1,86.5,98.8,136.1,148.4,164.9,108.6,119.8,139.9,64.6,115.0,12.0,59.6,0.982,0.56,0.843,0.312,0.365,1.012,3.0,6.4,-4.5,-13.1,-38.7,43.1,-34.8,36.9,-44.6,22.6,-25.3,18.7,-86.4,64.6,66.2,69.6,58.6,50.0,-78.2,-160.0,-82.1,-153.7,-72.3,-139.4,-91.5,-135.6,-30.4,178.6,0.395,0.245,0.969,0.676,0.852,0.282,0.342,0.072,0.706,0.057,53.4,63.2,1.03,
73.2,,3.63,False,,1,True,,,2,66.5,62.8,172.8,134.1,frontal,50.4,0.088,10,4392,track,,177.3,177.4,58.4,48.8,168.6,178.0,119.1,149.2,165.7,179.9,151.8,179.9,161.4,135.0,161.3,64.6,51.6,101.5,79.2,102.2,132.2,149.2,156.4,107.1,110.8,143.0,52.4,111.1,10.4,62.3,0.98,0.513,0.836,0.328,0.341,1.012,3.6,7.5,-4.4,-23.0,-41.4,37.6,-38.7,35.1,-44.0,19.7,-29.7,19.8,-89.1,28.1,66.5,70.4,58.4,39.8,-75.7,-154.8,-78.4,-152.2,-73.2,-136.8,-87.5,-137.0,-26.3,-145.2,0.415,0.239,0.96,0.641,0.859,0.313,0.321,0.066,0.697,0.065,50.4,62.8,0.884,
73.3,,3.61,False,,1,True,,,2,67.0,63.4,166.5,134.1,frontal,54.0,0.1,10,4398,track,,179.1,173.6,50.8,47.7,175.9,173.3,117.6,150.7,159.5,173.5,140.9,153.5,157.7,137.2,163.7,64.7,49.5,104.6,80.3,97.0,135.8,150.4,163.8,107.8,116.6,136.8,63.9,109.9,15.3,68.1,0.976,0.546,0.793,0.323,0.333,0.991,3.6,8.3,-5.6,-27.8,-35.5,41.7,-36.4,35.3,-47.0,23.4,-26.5,16.9,-81.9,84.9,67.0,71.7,57.8,35.6,-81.1,-158.3,-80.2,-151.9,-69.6,-139.9,-90.0,-133.4,-34.7,158.6,0.37,0.231,0.945,0.658,0.805,0.291,0.303,0.064,0.695,0.068,54.0,63.4,1.004,
73.4,,0.04,False,,1,True,,,2,64.2,64.2,176.3,137.4,frontal,53.4,0.098,10,4404,track,,173.4,177.7,54.5,44.5,169.3,170.8,121.0,153.8,172.6,179.9,154.4,178.8,161.6,137.1,168.4,63.8,49.4,94.2,80.3,107.7,135.6,141.7,154.2,127.0,115.5,136.1,46.6,110.3,13.2,69.3,0.939,0.502,0.813,0.335,0.327,1.03,0.0,5.0,-9.4,-27.8,-32.4,37.5,-39.0,35.3,-36.9,19.3,-29.5,19.4,-78.8,26.4,64.2,69.2,54.8,36.4,-83.4,-153.4,-76.8,-151.1,-78.9,-135.1,-86.3,-135.2,-37.0,-142.2,0.43,0.232,0.897,0.607,0.88,0.344,0.315,0.051,0.682,0.024,53.4,64.2,0.983,
73.5,,5.57,False,,1,True,,,2,69.9,64.4,172.3,130.7,frontal,54.2,0.1,10,4410,track,,179.0,176.5,49.2,49.8,179.6,179.5,124.5,136.9,170.3,174.2,158.0,168.8,134.4,160.5,164.9,45.7,43.6,137.0,42.6,111.7,125.7,145.5,164.1,104.8,110.0,135.6,65.6,80.5,9.9,75.2,1.035,0.587,0.835,0.292,0.336,1.005,5.6,7.5,1.8,-43.8,-37.5,30.9,-38.5,34.5,-43.8,24.3,-34.2,18.5,-86.4,76.0,69.9,71.8,66.2,20.6,-78.2,-146.6,-77.2,-150.1,-71.8,-140.0,-81.5,-134.1,-29.3,168.3,0.445,0.248,1.026,0.701,0.862,0.3,0.327,0.099,0.684,0.073,54.2,64.4,1.001,
73.6,,13.53,False,,1,True,,,2,65.3,51.7,164.5,128.8,frontal,92.4,0.1,10,4416,track,,153.3,177.0,66.5,44.1,175.4,178.4,114.8,142.8,152.7,176.3,141.2,163.8,132.2,135.8,172.7,64.3,46.8,104.6,73.7,109.6,138.5,134.2,160.4,112.8,109.2,134.5,59.5,107.7,17.2,73.2,0.973,0.562,0.817,0.322,0.33,1.027,13.5,15.7,9.9,-37.9,-62.9,18.6,-36.2,21.6,-61.6,11.6,-34.3,7.9,-77.3,-19.1,65.3,67.5,61.6,13.8,-65.3,-146.8,-92.0,-149.9,-66.7,-139.9,-94.0,-136.1,-25.6,-109.2,0.443,0.239,0.958,0.697,0.867,0.34,0.324,0.083,0.654,0.161,92.4,51.7,1.038,
73.7,,25.89,False,,1,True,,,1,66.3,-87.9,170.6,130.8,frontal,,0.06,10,4422,track,,178.6,177.7,50.1,43.5,161.2,171.7,117.6,144.0,164.2,177.0,150.3,178.7,134.2,152.1,172.4,56.3,51.3,65.7,70.0,102.7,134.0,137.9,156.1,113.1,108.1,135.3,57.7,102.4,15.1,69.0,0.978,0.522,0.803,0.308,0.343,0.988,25.9,23.0,31.0,76.8,5.3,-58.7,6.7,-61.1,17.6,-51.3,1.8,-48.3,59.8,-73.4,66.3,69.2,61.1,15.4,-82.5,-146.6,-81.2,-149.0,-70.3,-139.1,-86.1,-136.1,-28.0,-161.3,0.45,0.253,0.987,0.677,0.858,0.311,0.317,0.071,0.616,0.286,,-87.9,0.597,
73.8,,0.15,False,,1,True,,,2,64.7,64.5,168.7,131.4,frontal,57.7,0.092,10,4428,track,,170.6,175.2,51.0,36.7,152.3,157.7,107.6,155.3,158.2,179.1,142.0,169.0,146.9,146.5,173.1,64.1,48.2,56.3,76.6,98.6,139.8,136.4,155.7,110.1,105.3,138.3,52.1,109.2,14.3,66.0,0.947,0.494,0.8,0.346,0.311,0.997,0.1,6.7,-11.8,-44.9,-25.6,30.5,-35.0,35.2,-47.0,18.5,-25.2,17.7,-88.2,-3.3,64.7,71.2,52.8,19.7,-89.9,-145.9,-80.5,-150.7,-68.4,-134.0,-90.2,-133.1,-23.6,-112.2,0.447,0.223,0.899,0.631,0.846,0.348,0.289,0.063,0.683,0.031,57.7,64.5,0.919,
73.9,,47.87,False,,1,True,,,1,46.5,-85.6,168.0,160.4,frontal,0.0,0.044,10,4434,track,,169.2,175.4,66.6,36.7,174.3,174.4,158.7,162.1,158.0,177.9,164.5,178.3,157.7,134.2,168.6,75.9,44.7,108.2,91.0,117.9,127.9,132.9,158.9,125.2,112.4,131.1,8.4,115.1,8.7,73.5,0.269,0.174,0.833,0.387,0.31,1.057,47.9,48.2,47.1,69.4,6.1,-64.3,-4.7,-59.7,-39.1,-45.5,-61.1,-47.6,-19.7,-57.0,46.5,46.1,47.2,25.0,-79.5,-149.9,-90.3,-145.3,-124.7,-131.1,-146.7,-133.3,-105.3,-142.6,0.402,0.182,0.212,0.232,0.783,0.356,0.266,0.048,0.457,0.52,0.0,-85.6,0.441,
74.0,,37.46,False,,1,True,,,2,58.3,-84.2,167.5,149.8,frontal,1.1,0.089,10,4440,track,,166.1,171.1,54.5,42.4,172.1,171.6,135.4,164.1,160.7,174.2,165.4,169.6,165.9,143.2,165.4,70.4,53.3,99.9,81.6,119.4,134.5,124.7,155.3,133.3,118.5,138.8,27.2,118.2,10.7,65.1,0.823,0.371,0.87,0.384,0.355,1.031,37.5,31.9,46.9,61.0,-2.9,-74.0,11.0,-65.0,-12.8,-47.4,6.5,-53.2,39.1,-43.3,58.3,63.9,48.9,34.8,-87.1,-158.2,-73.2,-149.2,-97.0,-131.6,-77.7,-137.4,-45.1,-127.5,0.429,0.217,0.773,0.457,0.923,0.393,0.334,0.076,0.545,0.383,1.1,-84.2,0.893,
74.1,,31.12,False,,1,True,,,2,62.6,-86.3,177.6,141.5,frontal,3.3,0.073,10,4446,track,,163.9,178.9,61.7,38.4,170.9,169.4,125.8,157.3,175.3,180.0,157.2,170.1,150.0,141.7,168.3,72.5,55.8,71.4,94.7,100.2,136.9,141.5,159.8,123.3,121.4,139.5,39.2,120.3,10.9,59.8,0.824,0.408,0.829,0.377,0.363,1.028,31.1,24.9,44.0,74.0,3.3,-61.9,-12.8,-62.9,-4.2,-46.2,0.5,-46.2,49.7,-32.4,62.6,68.9,49.7,19.7,-83.0,-148.1,-99.1,-149.2,-90.4,-132.5,-85.7,-132.5,-36.6,-118.7,0.428,0.194,0.749,0.468,0.796,0.324,0.29,0.075,0.61,0.329,3.3,-86.3,0.732,
74.2,,-46.9,True,,1,True,,,1,41.4,88.3,176.9,171.1,oblique,0.0,0.252,10,4452,track,,92.2,176.4,59.0,20.5,122.9,162.6,167.6,174.7,175.6,178.3,174.7,178.4,178.7,108.7,172.5,75.2,39.3,100.1,94.9,125.7,130.0,149.4,162.9,134.5,127.0,127.3,22.7,97.2,11.1,69.7,0.106,0.094,0.698,0.414,0.302,1.113,-46.9,-42.8,-55.4,-56.7,5.9,60.4,86.2,56.8,52.5,34.7,48.1,36.4,34.0,33.8,41.4,45.5,32.9,31.6,-97.7,-152.2,174.5,-148.5,-144.2,-126.4,-139.8,-128.1,-125.7,-125.5,0.359,0.163,0.064,0.06,0.65,0.301,0.228,0.039,0.488,-0.49,0.0,88.3,0.42,
74.3,,0.93,False,,1,True,,,2,65.1,64.2,169.3,133.3,frontal,54.7,0.1,10,4458,track,,178.4,179.7,42.2,38.0,176.1,165.6,108.5,158.2,159.4,179.2,146.7,167.4,140.5,149.5,170.1,58.4,50.3,71.2,82.3,98.9,143.4,140.8,156.9,109.8,103.7,136.7,52.9,104.0,16.0,67.2,0.955,0.502,0.798,0.304,0.326,1.02,0.9,8.1,-12.1,-51.5,-17.0,33.5,-15.4,33.2,-46.3,17.4,-25.7,16.6,-85.9,-1.2,65.1,72.3,52.1,12.6,-98.8,-149.4,-100.4,-149.1,-69.5,-133.3,-90.1,-132.4,-30.0,-114.6,0.431,0.223,0.879,0.617,0.788,0.289,0.29,0.078,0.681,0.044,54.7,64.2,1.076,
74.4,,-2.11,False,,1,True,,,2,65.2,67.3,167.7,132.8,frontal,61.0,0.091,10,4464,track,,166.4,177.5,47.6,36.2,175.0,167.8,109.7,155.9,158.8,176.7,145.6,169.1,141.2,145.0,168.7,60.1,48.1,74.4,77.5,97.5,141.6,140.2,157.4,113.9,106.6,139.7,55.9,106.1,17.3,65.4,0.952,0.527,0.758,0.301,0.293,1.024,-2.1,4.7,-14.6,-53.4,-19.0,34.1,-5.4,36.6,-41.7,22.0,-20.5,18.6,-79.7,-4.5,65.2,72.0,52.7,13.9,-93.7,-146.8,-107.3,-149.3,-71.0,-134.7,-92.2,-131.3,-33.1,-108.2,0.427,0.221,0.857,0.61,0.761,0.284,0.273,0.083,0.686,0.004,61.0,67.3,0.907,
74.5,,-35.66,True,,1,True,,,1,52.8,88.4,177.1,155.9,oblique,,0.24,10,4470,track,,17.4,171.9,53.3,30.3,149.3,168.3,137.8,174.0,174.3,179.9,158.5,163.7,167.1,64.6,178.5,96.6,38.9,113.2,100.5,109.6,135.8,144.5,160.6,107.6,110.2,129.2,17.5,111.0,18.7,71.5,0.441,0.265,0.734,0.477,0.297,1.091,-35.7,-29.5,-47.5,-60.5,6.6,62.1,10.8,53.9,17.7,37.7,23.5,37.9,-30.4,12.4,52.8,58.9,40.9,28.0,-98.2,-153.6,99.2,-145.5,-109.3,-129.3,-115.0,-129.4,-61.2,-104.0,0.341,0.15,0.356,0.269,0.67,0.329,0.221,0.048,0.576,-0.376,,88.4,0.4,
74.6,,3.06,False,,1,True,,,2,65.1,62.1,168.1,135.9,frontal,53.0,0.08,10,4476,track,,166.5,175.8,38.2,36.7,170.1,171.8,113.9,157.9,161.1,175.2,143.6,165.9,138.3,151.0,168.2,58.1,50.0,67.1,79.4,90.3,139.1,138.3,157.1,105.5,104.7,139.8,59.1,105.1,15.8,64.7,0.932,0.535,0.764,0.302,0.305,0.999,3.1,9.6,-9.4,-51.1,-16.6,32.0,-30.1,27.8,-44.5,17.4,-25.6,12.6,-87.8,-9.1,65.1,71.6,52.7,11.0,-101.4,-149.9,-87.9,-145.8,-73.4,-135.4,-92.3,-130.5,-25.8,-108.8,0.388,0.219,0.836,0.588,0.747,0.277,0.268,0.091,0.689,0.067,53.0,62.1,0.805,
74.7,,2.34,False,,1,True,,,2,64.4,62.0,172.3,136.5,frontal,53.2,0.097,10,4482,track,,,176.8,56.8,30.4,,169.7,107.4,165.7,165.4,179.3,141.4,173.7,144.8,87.5,174.0,99.3,43.1,102.9,83.4,89.3,131.9,146.6,157.7,118.7,113.5,142.2,52.1,127.7,15.2,60.0,0.939,0.505,0.759,0.456,0.288,0.989,2.3,11.5,-14.8,-50.0,-29.1,29.5,,26.3,-44.9,13.5,-30.2,12.8,-82.5,4.4,64.4,73.5,47.2,12.1,-88.9,-147.5,,-144.3,-73.1,-131.5,-87.7,-130.8,-20.5,-122.4,0.397,0.203,0.834,0.555,0.769,0.379,0.233,0.105,0.689,0.07,53.2,62.0,0.966,
74.8,,-1.06,False,,1,True,,,2,63.8,64.9,165.1,132.6,frontal,60.8,0.08,10,4488,track,,13.8,170.5,48.9,32.2,,175.5,100.2,165.0,154.1,176.1,142.2,165.1,148.9,70.8,177.9,88.6,33.7,135.3,94.0,87.1,139.3,150.2,158.2,117.6,112.7,129.9,57.0,106.6,31.8,70.1,0.935,0.527,0.688,0.429,0.252,0.995,-1.1,8.1,-17.7,-48.8,-18.8,36.1,32.6,26.6,-49.7,18.9,-23.8,15.0,-82.4,42.9,63.8,73.0,47.2,16.1,-96.3,-151.2,97.5,-141.7,-65.4,-134.0,-91.3,-130.1,-17.5,-158.0,0.359,0.185,0.841,0.581,0.678,0.348,0.22,0.068,0.691,0.032,60.8,64.9,0.802,
74.9,,3.69,False,,1,True,,,2,63.7,60.0,167.3,134.6,frontal,57.3,0.092,10,4494,track,,,174.7,,29.4,,175.5,107.4,161.7,161.0,173.6,142.1,177.7,150.6,101.6,175.7,88.5,40.9,106.2,91.3,95.3,137.0,144.4,159.5,110.9,108.5,140.1,58.0,121.0,16.7,62.6,0.937,0.532,0.76,0.446,0.286,1.021,3.7,11.8,-11.3,-40.7,,27.4,,22.1,-48.4,16.3,-29.3,9.8,-76.2,3.4,63.7,71.8,48.7,19.3,,-147.3,,-142.0,-71.6,-136.2,-90.7,-129.8,-16.1,-123.4,0.37,0.21,0.846,0.587,0.74,0.372,0.224,0.107,0.689,0.083,57.3,60.0,0.921,
75.0,,3.91,False,,1,True,,,2,63.9,60.0,175.7,137.2,frontal,59.0,0.097,10,4500,track,,,160.5,,40.0,,177.2,108.7,165.7,172.2,179.2,154.0,166.2,166.6,91.6,165.9,86.7,51.8,111.5,89.0,92.8,140.0,155.3,158.5,113.9,116.8,146.9,57.8,119.8,17.0,57.9,1.002,0.522,0.762,0.413,0.336,0.993,3.9,13.3,-13.4,-26.7,,40.1,,20.6,-47.2,14.4,-39.5,15.2,-88.4,-4.2,63.9,73.4,46.7,33.3,,-160.1,,-140.5,-72.7,-134.4,-80.5,-135.2,-31.6,-115.8,0.41,0.238,0.971,0.611,0.816,0.375,0.269,0.128,0.687,0.097,59.0,60.0,1.12,
75.1,,57.03,False,,1,True,,,2,62.2,5.2,170.8,133.3,frontal,47.2,0.087,10,4506,track,,162.9,170.4,44.4,28.1,177.6,177.1,97.9,168.8,162.3,179.3,126.1,173.2,167.3,155.2,171.8,55.8,31.6,81.5,85.7,90.1,149.3,142.5,152.8,117.4,107.9,132.0,57.9,81.3,27.1,70.8,0.962,0.52,0.684,0.299,0.194,0.973,57.0,68.6,39.2,26.5,-72.2,-24.0,-55.1,-33.6,-70.2,-40.9,-87.9,-40.2,-12.1,-39.1,62.2,73.8,44.4,31.7,-102.6,-150.7,-119.7,-141.2,-64.9,-133.9,-82.7,-134.6,-6.9,-135.7,0.38,0.198,0.924,0.597,0.678,0.27,0.21,0.102,0.319,0.588,47.2,5.2,0.875,
75.2,,57.56,True,,1,True,,,1,39.4,-18.1,178.0,169.5,oblique,0.0,0.43,10,4512,track,,165.1,127.2,54.4,35.4,176.9,176.9,163.3,175.7,177.8,178.2,175.6,175.5,174.7,150.6,169.5,61.4,21.1,94.3,46.2,129.2,141.5,149.3,161.2,130.3,125.4,124.7,18.5,74.1,22.4,70.0,0.121,0.109,0.587,0.344,0.125,1.133,57.6,61.7,49.0,54.3,-86.5,-27.6,-78.7,-80.4,-55.8,-67.3,-58.0,-65.5,-72.6,-70.4,39.4,43.6,30.9,36.1,-104.6,-170.5,-119.5,-117.8,-142.3,-130.9,-140.1,-132.6,-125.5,-127.7,0.332,0.164,0.06,0.097,0.487,0.292,0.1,0.069,0.358,0.599,0.0,-18.1,0.717,
75.3,,4.41,False,,1,True,,,2,62.4,58.0,176.9,138.3,frontal,64.3,0.1,10,4518,track,,170.2,175.1,34.8,31.5,172.4,171.0,114.1,162.6,175.4,178.5,152.5,169.5,152.4,158.6,173.0,44.7,48.5,65.0,84.0,99.0,137.5,140.2,150.7,114.5,102.1,141.6,49.4,81.6,17.4,68.4,0.978,0.511,0.753,0.252,0.338,1.019,4.4,12.1,-9.9,-37.5,-11.6,27.1,-21.4,22.2,-42.6,13.0,-38.0,14.5,-79.4,2.9,62.4,70.0,48.0,20.4,-110.4,-149.2,-100.7,-144.3,-79.4,-135.1,-84.0,-136.6,-42.7,-124.9,0.415,0.244,0.924,0.598,0.764,0.233,0.289,0.125,0.676,0.089,64.3,58.0,1.027,
75.4,,4.53,False,,1,True,,,2,61.1,56.5,168.3,134.1,frontal,63.7,0.1,10,4524,track,,0.1,168.3,46.2,29.8,163.2,174.6,96.4,171.8,160.5,176.1,115.4,175.0,168.6,45.6,172.3,102.0,37.6,174.8,96.0,92.8,143.7,152.8,156.5,123.6,118.0,140.8,59.3,89.1,35.9,62.2,0.921,0.508,0.665,0.565,0.261,0.979,4.5,17.0,-14.3,-25.7,-21.5,34.0,21.6,22.3,-58.9,12.5,-39.4,8.6,-56.2,9.8,61.1,73.6,42.2,30.8,-102.0,-157.5,78.1,-145.8,-64.6,-135.9,-84.1,-132.0,0.3,-133.2,0.335,0.201,0.913,0.607,0.763,0.417,0.226,0.112,0.665,0.112,63.7,56.5,1.024,
75.5,,7.33,False,,1,True,,,2,61.9,54.6,168.7,133.0,frontal,61.7,0.1,10,4530,track,,,179.2,,32.0,,173.6,110.3,155.7,164.0,173.5,104.8,170.4,147.7,162.7,167.8,47.8,42.5,82.2,67.5,88.5,140.4,125.5,155.5,92.1,94.3,137.5,60.7,86.9,15.4,70.7,0.869,0.517,0.733,0.282,0.273,0.967,7.3,14.5,-4.2,-36.4,,21.7,,22.5,-53.0,14.0,-37.0,7.5,-43.1,1.9,61.9,69.0,50.4,18.1,,-147.1,,-147.9,-72.5,-139.4,-88.5,-132.9,11.5,-127.3,0.408,0.214,0.879,0.609,0.722,0.266,0.266,0.124,0.663,0.119,61.7,54.6,1.2,
75.6,,10.64,False,,1,True,,,2,62.2,51.6,173.7,135.5,frontal,56.6,0.1,10,4536,track,,,175.8,,36.6,,171.8,123.7,147.3,173.1,174.2,110.6,163.1,133.5,151.1,169.4,52.6,43.9,98.9,74.7,127.6,136.5,153.8,165.9,116.3,107.7,140.5,51.9,93.2,16.8,70.7,0.998,0.526,0.744,0.288,0.305,1.056,10.6,14.0,5.3,-41.2,,17.8,,22.0,-50.3,13.8,-43.5,8.1,-47.8,45.8,62.2,65.5,56.8,10.3,,-146.2,,-150.4,-78.1,-142.3,-85.0,-136.5,3.8,-174.2,0.409,0.226,0.923,0.594,0.708,0.253,0.279,0.144,0.66,0.136,56.6,51.6,1.116,
