time,angle,angle_raw,outlier,angle_smooth,segment,airborne,angle_leg,angle_torso,n_skis,body_inclination,ski_inclination,knee_angle,hip_angle,view,ski_v_angle_2d,confidence,shot,frame,pose_method,camera_motion_px,joint_angles_2d.left_elbow,joint_angles_2d.right_elbow,joint_angles_2d.left_shoulder,joint_angles_2d.right_shoulder,joint_angles_2d.left_wrist,joint_angles_2d.right_wrist,joint_angles_2d.left_hip,joint_angles_2d.right_hip,joint_angles_2d.left_knee,joint_angles_2d.right_knee,joint_angles_2d.left_ankle,joint_angles_2d.right_ankle,joint_angles_2d.neck,joint_angles_3d.left_elbow,joint_angles_3d.right_elbow,joint_angles_3d.left_shoulder,joint_angles_3d.right_shoulder,joint_angles_3d.left_wrist,joint_angles_3d.right_wrist,joint_angles_3d.left_hip,joint_angles_3d.right_hip,joint_angles_3d.left_knee,joint_angles_3d.right_knee,joint_angles_3d.left_ankle,joint_angles_3d.right_ankle,joint_angles_3d.neck,posture_3d.leg_spread,posture_3d.arm_spread,posture_3d.trunk_twist,posture_3d.head_to_trunk,posture_3d.ankle_separation_m,posture_3d.knee_separation_m,posture_3d.wrist_separation_m,posture_3d.hand_to_hip_l_m,posture_3d.hand_to_hip_r_m,posture_3d.body_length_m,relative_to_ski_2d.body_line,relative_to_ski_2d.leg_line,relative_to_ski_2d.trunk,relative_to_ski_2d.head,relative_to_ski_2d.upper_arm_l,relative_to_ski_2d.upper_arm_r,relative_to_ski_2d.forearm_l,relative_to_ski_2d.forearm_r,relative_to_ski_2d.thigh_l,relative_to_ski_2d.thigh_r,relative_to_ski_2d.shank_l,relative_to_ski_2d.shank_r,relative_to_ski_2d.foot_l,relative_to_ski_2d.foot_r,segment_inclination_2d.body_line,segment_inclination_2d.leg_line,segment_inclination_2d.trunk,segment_inclination_2d.head,segment_inclination_2d.upper_arm_l,segment_inclination_2d.upper_arm_r,segment_inclination_2d.forearm_l,segment_inclination_2d.forearm_r,segment_inclination_2d.thigh_l,segment_inclination_2d.thigh_r,segment_inclination_2d.shank_l,segment_inclination_2d.shank_r,segment_inclination_2d.foot_l,segment_inclination_2d.foot_r,distances_rel_2d.shoulder_width,distances_rel_2d.hip_width,distances_rel_2d.ankle_separation,distances_rel_2d.knee_separation,distances_rel_2d.wrist_separation,distances_rel_2d.hand_to_hip_l,distances_rel_2d.hand_to_hip_r,distances_rel_2d.head_to_shoulder,center_of_mass_vs_ski.along_ski_from_ankles,center_of_mass_vs_ski.above_ski,skis.v_angle_2d,skis.axis_inclination_2d,skis.visible_length_rel,skis
75.7,,8.59,False,,1,True,,,2,61.0,52.4,174.3,135.6,frontal,58.8,0.1,10,4542,track,,,175.0,13.6,35.2,,175.5,122.1,149.1,173.5,175.2,109.5,170.4,139.4,168.2,167.5,36.1,39.8,94.9,73.1,124.4,141.4,150.6,166.3,105.3,100.8,132.7,50.7,74.0,18.1,82.5,0.963,0.507,0.717,0.262,0.303,1.05,8.6,12.6,2.4,-38.3,-4.2,19.4,,24.4,-48.5,15.1,-41.9,10.2,-46.1,46.0,61.0,65.0,54.8,14.2,-123.4,-147.0,,-152.0,-79.1,-142.7,-85.7,-137.8,6.3,-173.6,0.406,0.224,0.91,0.585,0.692,0.234,0.281,0.13,0.659,0.117,58.8,52.4,1.105,
75.8,,7.95,False,,1,True,,,2,60.8,52.9,171.2,136.4,frontal,58.0,0.1,10,4548,track,,,177.4,22.5,36.8,,174.8,122.8,150.0,169.5,172.9,108.4,159.1,144.6,154.4,168.7,43.8,42.3,77.9,81.1,101.6,138.5,143.6,161.6,87.0,92.9,132.3,56.8,81.0,16.8,81.2,0.918,0.509,0.713,0.291,0.324,0.995,8.0,11.9,1.9,-33.5,-13.1,22.9,,25.6,-47.8,16.1,-37.3,9.0,-43.1,-16.4,60.8,64.7,54.7,19.4,-114.1,-150.1,,-152.7,-79.4,-143.2,-89.9,-136.2,9.8,-110.7,0.392,0.229,0.872,0.593,0.701,0.236,0.295,0.137,0.661,0.111,58.0,52.9,1.083,
75.9,,-30.0,False,,1,True,,,1,19.9,49.9,158.5,162.3,frontal,0.0,0.057,10,4554,track,,68.2,146.0,58.7,25.7,90.1,173.8,179.5,145.1,157.4,159.5,160.3,177.0,126.6,117.7,173.0,71.4,38.1,101.2,78.5,119.0,119.2,122.4,143.3,126.8,133.1,114.3,6.5,84.8,3.2,82.0,0.266,0.165,0.642,0.367,0.27,0.998,-30.0,-31.0,-28.1,25.3,-16.4,35.1,84.6,1.1,41.8,44.3,19.2,23.9,48.7,23.2,19.9,18.9,21.7,75.1,-113.7,-165.3,134.5,-131.3,-171.9,-174.5,-149.3,-154.0,-178.8,-153.4,0.434,0.218,0.266,0.236,0.65,0.341,0.152,0.039,0.595,-0.341,0.0,49.9,0.57,
76.0,,-19.29,False,,1,True,,,2,40.1,59.4,162.4,128.4,frontal,62.0,0.097,10,4560,track,,170.4,128.2,45.2,50.8,176.2,162.2,125.2,131.6,161.6,163.2,164.8,152.6,158.5,156.6,166.7,49.9,35.5,113.7,58.0,109.3,106.5,139.3,141.5,160.6,134.3,138.3,70.7,73.6,12.5,58.6,0.837,0.551,0.627,0.255,0.194,0.871,-19.3,-18.0,-21.5,-43.0,-9.4,54.7,0.3,2.9,-19.0,52.3,-0.7,35.5,-37.6,57.9,40.1,41.4,37.9,16.4,-111.2,-175.3,-120.8,-123.5,-101.5,-172.8,-119.9,-156.1,-83.0,-178.5,0.483,0.265,0.912,0.683,0.747,0.278,0.207,0.15,0.644,-0.223,62.0,59.4,0.966,
76.1,,-10.27,True,,1,True,,,2,-6.3,3.9,149.8,70.3,oblique,16.5,0.6,10,4566,track,,,,,,,,138.7,1.8,147.7,151.8,179.7,154.0,79.8,98.6,164.2,44.5,42.6,86.0,102.6,145.3,80.3,146.0,123.0,126.9,131.8,56.6,89.1,12.8,14.2,145.1,1.03,0.515,0.324,0.275,0.314,0.566,-10.3,32.3,-41.6,58.6,,,,,3.0,-37.4,-29.3,-9.2,-59.1,-47.7,-6.3,36.3,-37.6,62.6,,,,,-179.0,-33.4,-146.7,-5.2,-116.9,-43.7,0.445,0.337,2.442,1.253,0.601,0.513,0.802,0.26,0.609,0.106,16.5,3.9,1.743,
76.2,,-15.81,False,,1,True,,,2,21.4,37.2,135.9,135.0,frontal,22.0,0.074,10,4572,track,,173.8,122.0,38.6,36.1,164.7,170.8,,138.5,,158.0,,179.4,175.0,163.5,158.8,38.3,35.6,117.0,58.7,107.8,118.3,100.8,145.2,153.5,136.2,137.7,58.5,71.3,13.1,62.0,0.489,0.417,0.513,0.24,0.182,0.863,,,-12.4,-17.4,-14.5,32.7,-20.7,-25.2,,38.1,,16.1,,24.3,,,24.8,19.8,-128.3,-175.6,-122.1,-117.6,,179.1,,-158.9,,-167.1,0.483,0.257,0.546,0.613,0.694,0.322,0.125,0.108,0.622,-0.199,22.0,37.2,0.913,
76.3,,19.96,False,75.85,1,True,,,2,54.2,34.2,169.8,143.4,frontal,22.7,0.095,10,4578,track,,,174.5,27.1,36.8,,174.1,123.3,163.5,171.5,168.2,153.8,175.6,154.4,166.8,163.1,32.2,64.1,113.2,89.5,112.8,125.8,136.4,142.8,136.5,112.2,153.5,35.4,80.3,9.7,62.3,0.759,0.428,0.846,0.207,0.496,1.032,20.0,26.1,9.0,-16.7,-22.1,10.1,,15.6,-51.7,-10.1,-43.2,1.7,,15.7,54.2,60.3,43.2,17.5,-123.7,-155.9,,-161.4,-94.1,-135.7,-102.6,-147.5,,-161.5,0.44,0.22,0.739,0.508,0.841,0.199,0.436,0.167,0.621,0.253,22.7,34.2,1.933,
76.4,75.85,75.85,False,74.8,1,True,86.67,55.65,1,56.1,-19.7,172.0,144.2,oblique,0.0,0.556,10,4584,track,,10.9,172.7,29.8,32.5,156.5,174.6,110.0,178.4,168.0,176.0,152.7,172.2,173.7,94.7,171.7,70.6,47.9,140.0,118.3,89.9,142.2,154.0,156.4,118.2,115.9,148.2,53.2,97.7,24.9,58.9,0.877,0.485,0.916,0.48,0.397,0.989,75.9,86.7,55.7,49.3,-77.4,-32.5,66.5,-39.8,-62.4,-63.4,-74.4,-59.5,-9.2,-39.7,56.1,66.9,35.9,29.6,-122.4,-167.2,46.8,-159.9,-82.1,-136.3,-94.1,-140.2,-29.0,-160.0,0.325,0.201,0.822,0.517,0.907,0.441,0.349,0.164,0.114,0.689,0.0,-19.7,0.927,
76.5,73.75,73.75,False,75.42,1,True,84.83,55.1,2,55.1,-18.6,171.6,140.1,oblique,7.3,0.6,10,4590,track,,6.0,177.9,31.9,25.0,177.6,174.7,105.7,174.5,164.7,178.4,121.4,179.0,158.6,62.1,164.8,78.8,40.8,147.7,107.0,90.4,145.8,159.0,161.2,107.4,98.0,144.8,53.4,77.9,33.0,65.8,0.904,0.481,0.781,0.495,0.33,1.006,73.7,84.8,55.1,33.7,-76.4,-40.4,70.4,-38.3,-61.3,-59.9,-76.5,-61.5,21.0,-47.1,55.1,66.2,36.5,15.1,-122.3,-158.2,51.7,-160.3,-79.9,-138.7,-95.1,-137.1,2.4,-151.5,0.307,0.183,0.789,0.519,0.76,0.373,0.258,0.15,0.14,0.67,7.3,-18.6,1.018,
76.6,75.42,75.42,False,74.34,1,True,81.73,65.86,1,55.6,-19.8,174.8,142.2,oblique,0.0,0.6,10,4596,track,,,172.8,,31.4,,178.8,126.1,158.3,175.1,174.6,150.4,175.0,142.8,124.6,161.5,42.9,42.8,105.2,92.0,110.8,144.5,151.6,159.6,106.1,101.6,136.1,50.0,78.5,16.1,80.1,0.808,0.465,0.791,0.4,0.342,1.052,75.4,81.7,65.9,28.7,,-44.8,,-37.6,-69.6,-54.5,-74.5,-59.9,1.1,-41.2,55.6,61.9,46.0,8.9,,-155.0,,-162.2,-89.4,-145.3,-94.3,-139.9,-18.7,-158.6,0.337,0.191,0.769,0.505,0.764,0.362,0.3,0.139,0.138,0.65,0.0,-19.8,1.196,
76.7,74.34,74.34,False,74.88,1,True,79.79,66.1,1,54.4,-19.9,166.3,141.2,oblique,0.0,0.577,10,4602,track,,,170.5,16.4,29.3,,179.0,125.6,156.9,165.0,167.7,162.3,159.3,142.5,87.8,161.0,39.5,35.1,131.9,94.3,109.2,141.4,145.3,154.8,107.7,97.9,131.5,52.7,63.8,21.8,91.8,0.727,0.48,0.759,0.434,0.304,1.052,74.3,79.8,66.1,28.6,-74.2,-45.8,,-36.4,-67.7,-52.0,-82.7,-64.3,-11.1,-13.6,54.4,59.8,46.2,8.7,-125.7,-154.1,,-163.6,-87.6,-147.9,-102.7,-135.6,-31.0,173.6,0.3,0.172,0.687,0.485,0.746,0.39,0.293,0.145,0.156,0.651,0.0,-19.9,0.961,
76.8,,57.41,False,74.34,1,True,,,2,54.2,-3.2,168.7,144.4,frontal,34.7,0.1,10,4608,full,,,170.9,,30.9,,178.0,133.0,155.7,170.6,166.9,150.2,166.5,140.1,162.4,157.3,16.7,36.4,136.5,61.2,106.3,137.7,135.0,156.0,93.8,90.3,135.9,44.8,47.9,8.9,80.3,0.68,0.422,0.691,0.202,0.296,1.059,57.4,61.8,49.7,9.8,,-28.7,,-19.6,-88.3,-35.4,-78.9,-48.5,-38.2,-11.2,54.2,58.6,46.5,6.6,,-154.5,,-163.7,-95.0,-147.9,-104.4,-134.7,-41.4,-172.0,0.326,0.194,0.675,0.483,0.582,0.118,0.277,0.143,0.347,0.587,34.7,-3.2,1.634,
76.9,,53.84,False,,1,True,,,2,51.1,-2.7,172.1,145.5,frontal,32.0,0.1,10,4614,track,,171.5,170.7,18.5,27.0,157.2,177.5,126.5,164.4,167.6,176.6,127.8,178.2,151.7,179.3,165.9,30.8,41.0,109.5,79.3,112.0,149.5,146.1,163.7,90.5,88.7,138.1,47.3,66.7,9.0,79.5,0.775,0.452,0.737,0.232,0.308,1.067,53.8,59.8,43.8,15.5,-54.4,-25.6,-62.8,-16.4,-89.3,-37.1,-77.0,-40.5,-20.7,12.0,51.1,57.1,41.1,12.8,-128.3,-157.1,-119.9,-166.3,-93.4,-145.6,-105.7,-142.2,-23.4,165.3,0.301,0.183,0.692,0.468,0.62,0.162,0.278,0.154,0.377,0.564,32.0,-2.7,1.502,
77.0,,53.4,False,,1,True,,,2,51.7,-1.7,173.0,146.0,frontal,29.5,0.1,10,4620,full,,,167.6,,27.3,,174.4,132.4,159.5,172.9,173.1,160.2,172.1,144.5,162.0,152.2,38.2,40.9,160.7,59.9,116.4,146.6,141.7,155.4,85.2,103.4,136.1,47.8,71.7,1.6,79.7,0.706,0.433,0.803,0.357,0.281,1.069,53.4,58.7,45.9,10.3,,-26.9,,-14.5,-86.7,-33.6,-79.6,-40.6,-29.4,-31.0,51.7,57.0,44.2,8.7,,-154.8,,-167.2,-94.9,-148.0,-102.0,-141.1,-31.1,-150.6,0.332,0.198,0.702,0.479,0.673,0.259,0.279,0.158,0.373,0.545,29.5,-1.7,2.171,
77.1,,58.6,False,,1,True,,,2,51.1,-7.5,170.6,144.3,frontal,37.2,0.1,10,4626,full,,,167.4,,29.9,,157.0,135.3,153.4,173.1,168.1,115.5,164.7,142.0,174.8,152.4,20.0,35.6,119.6,41.4,128.4,150.0,153.8,166.5,83.8,88.0,137.9,42.1,54.0,8.3,82.0,0.712,0.42,0.615,0.164,0.25,1.07,58.6,62.3,53.2,15.2,,-32.6,,-19.9,-89.8,-35.9,-83.3,-47.7,14.1,1.7,51.1,54.8,45.8,7.7,,-154.9,,-167.5,-97.3,-151.6,-104.2,-139.7,6.6,170.8,0.328,0.187,0.68,0.468,0.542,0.086,0.274,0.158,0.327,0.574,37.2,-7.5,2.045,
77.2,,50.96,False,,1,True,,,2,48.6,-2.4,176.6,151.2,frontal,24.4,0.1,10,4632,track,,164.8,120.1,14.9,34.2,172.7,169.7,130.7,171.8,178.0,175.2,128.7,178.5,153.1,171.1,132.1,26.5,24.4,131.5,64.3,118.7,156.5,157.7,156.0,93.7,88.1,136.3,30.3,46.6,25.5,78.3,0.758,0.364,0.491,0.217,0.178,1.101,51.0,58.3,38.3,11.5,-44.8,-12.8,-60.1,-72.7,-79.3,-38.7,-77.3,-33.9,-10.9,-31.1,48.6,56.0,36.0,9.1,-137.5,-169.6,-122.3,-109.7,-103.1,-143.7,-105.0,-148.5,-13.3,-151.3,0.281,0.17,0.662,0.406,0.387,0.146,0.193,0.161,0.405,0.55,24.4,-2.4,1.982,
77.3,,57.18,False,,1,True,,,2,48.8,-8.4,176.0,146.8,frontal,35.4,0.1,10,4638,track,,144.3,164.3,7.0,27.7,137.2,114.8,128.8,164.7,177.0,175.0,111.1,169.5,152.2,157.6,148.4,27.8,25.3,141.3,42.1,119.4,158.2,150.9,155.0,91.8,93.5,126.3,40.5,51.8,16.4,89.6,0.76,0.427,0.594,0.291,0.159,1.106,57.2,64.7,45.8,17.9,-44.2,-27.1,-79.9,-42.8,-88.4,-39.5,-85.5,-44.6,4.9,-40.0,48.8,56.3,37.4,9.6,-144.2,-161.3,-108.4,-145.6,-99.9,-148.9,-102.9,-143.8,-3.5,-148.3,0.302,0.177,0.684,0.455,0.459,0.208,0.159,0.154,0.332,0.58,35.4,-8.4,2.466,
77.4,,31.91,True,,1,True,,,2,45.7,13.8,112.2,144.1,oblique,10.5,0.557,10,4644,full,,,164.6,,30.6,,,134.4,153.9,170.8,53.6,115.5,169.9,142.5,157.0,149.6,36.5,38.4,160.4,73.5,142.5,158.7,168.1,111.9,115.6,143.9,137.9,52.7,66.2,8.4,79.0,0.852,0.431,0.771,0.372,0.221,0.94,31.9,36.9,29.1,-8.4,,-5.9,,-21.3,-68.7,-10.3,-59.4,63.9,-4.0,,45.7,50.7,42.9,5.4,,-160.3,,-144.9,-97.5,-155.9,-106.8,77.7,9.8,,0.44,0.248,1.228,0.633,0.934,0.39,0.355,0.256,0.442,0.284,10.5,13.8,2.602,
77.5,,23.33,False,,1,True,,,2,47.6,24.3,171.1,147.6,frontal,33.4,0.1,10,4650,track,,,136.1,,25.0,,84.5,130.2,165.0,174.3,168.0,110.2,178.2,149.3,158.6,125.9,40.1,25.3,127.6,54.8,125.1,167.3,155.0,142.7,91.2,94.5,122.9,44.1,53.2,14.4,92.5,0.829,0.45,0.53,0.364,0.224,1.11,23.3,31.2,12.4,-18.4,,5.9,,-38.0,-55.8,-4.0,-50.0,-16.0,-17.7,-6.0,47.6,55.6,36.7,5.9,,-161.6,,-117.7,-99.9,-151.7,-105.7,-139.7,6.6,-149.7,0.267,0.169,0.637,0.457,0.366,0.237,0.193,0.17,0.591,0.293,33.4,24.3,1.845,
77.6,,17.4,False,,1,True,,,2,44.6,27.2,172.7,148.9,frontal,39.9,0.1,10,4656,full,,,179.3,,21.9,,179.7,120.1,177.6,168.6,176.8,100.3,173.4,155.3,154.9,155.8,45.1,31.4,124.3,60.0,141.6,135.4,162.6,169.1,106.1,96.7,140.5,47.0,76.7,13.8,65.4,0.9,0.486,0.615,0.253,0.175,1.101,17.4,26.1,3.0,-21.7,,11.0,,10.3,-56.5,-8.6,-45.1,-11.8,-32.2,86.3,44.6,53.3,30.2,5.6,,-163.8,,-163.1,-96.3,-144.2,-107.7,-141.0,-5.0,113.5,0.296,0.169,0.689,0.442,0.537,0.211,0.186,0.12,0.636,0.244,39.9,27.2,1.813,
77.7,,19.39,False,,1,True,,,2,45.6,26.2,172.0,150.7,frontal,37.6,0.1,10,4662,track,,,169.1,,28.6,,174.4,121.5,179.8,168.4,175.6,107.8,168.7,153.1,164.8,156.5,48.4,45.7,151.6,89.7,125.1,143.5,159.5,161.6,88.0,81.1,143.5,36.6,90.9,6.0,69.2,0.713,0.391,0.862,0.384,0.295,1.058,19.4,28.8,4.7,-22.2,,17.5,,6.6,-57.3,-11.0,-45.7,-6.6,-24.9,42.9,45.6,54.9,30.9,4.0,,-171.3,,-160.5,-96.6,-142.9,-108.1,-147.3,1.2,69.0,0.241,0.149,0.639,0.408,0.568,0.228,0.221,0.186,0.621,0.263,37.6,26.2,2.19,
77.8,,23.44,False,,1,True,,,2,47.9,24.4,160.0,150.3,frontal,35.0,0.097,10,4668,track,,,162.6,,47.2,,172.4,163.4,137.1,150.0,170.0,81.5,88.6,147.9,149.4,161.9,24.1,52.7,161.5,97.2,175.3,136.4,164.2,162.1,122.4,93.6,141.6,39.9,59.0,1.2,87.3,0.568,0.373,0.539,0.067,0.393,1.149,23.4,33.8,10.8,-21.3,,30.5,,13.1,-22.6,-59.6,7.4,-49.6,26.2,-16.9,47.9,58.3,35.3,3.1,,174.0,,-168.6,-132.9,-95.9,-162.9,-105.9,50.7,7.5,0.111,0.119,0.608,0.309,0.354,0.067,0.429,0.23,0.57,0.296,35.0,24.4,2.443,
77.9,,55.63,True,,1,True,,,1,62.0,6.4,166.9,175.6,oblique,0.0,0.54,10,4674,track,,,166.1,,47.2,,148.7,,176.3,,179.2,,167.0,122.4,128.9,154.6,37.8,66.4,160.9,88.7,147.6,153.6,169.4,165.3,118.9,101.8,132.7,10.1,40.5,38.2,69.5,0.325,0.266,0.643,0.147,0.569,1.193,55.6,58.0,51.7,-5.9,,-13.8,,0.1,,-57.2,,-56.4,-11.4,-40.5,62.0,64.4,58.0,0.5,,-159.9,,-173.7,,-116.4,,-117.2,-5.0,-133.1,0.264,0.134,0.16,0.075,0.501,0.093,0.444,0.205,0.366,0.57,0.0,6.4,1.746,
78.0,39.46,39.46,False,39.75,1,True,45.96,28.92,1,45.0,5.6,175.5,156.1,oblique,0.0,0.529,10,4680,full,,,178.9,,28.0,,174.9,,171.9,,172.6,,160.7,139.9,161.5,165.5,61.7,53.9,105.7,103.7,140.3,139.3,168.3,161.2,116.9,110.5,130.2,30.6,120.1,16.3,76.5,0.64,0.39,0.812,0.409,0.45,1.141,39.5,46.0,28.9,-11.2,,-9.2,,-8.1,,-29.1,,-36.5,-48.0,-76.2,45.0,51.5,34.5,-5.6,,-165.2,,-166.3,,-145.3,,-137.9,-42.4,-98.2,0.24,0.121,0.471,0.287,0.553,0.359,0.214,0.139,0.505,0.459,0.0,5.6,1.026,
78.1,40.05,40.05,False,39.75,1,True,46.63,28.34,1,44.6,4.6,172.0,162.8,side,0.0,0.831,10,4686,full,,,176.9,,23.1,,173.7,,177.3,,172.6,,160.9,144.5,170.5,164.7,36.1,47.0,118.0,81.9,145.1,136.9,166.6,167.4,134.2,119.0,139.8,39.6,37.2,23.4,59.2,0.753,0.439,0.341,0.274,0.374,1.101,,,28.3,-7.1,,-5.9,,-2.7,,-31.7,,-39.1,,-80.9,,,32.9,-2.6,,-169.6,,-172.7,,-143.7,,-136.3,,-94.5,0.126,0.104,0.503,0.266,0.122,0.206,0.199,0.137,0.493,0.47,0.0,4.6,1.154,
78.2,,18.25,False,40.05,1,True,,,2,40.6,22.4,176.8,155.3,frontal,37.3,0.1,10,4692,track,,,177.2,,21.9,,175.1,135.7,174.9,179.4,174.1,157.6,119.2,148.4,146.1,164.2,27.0,37.3,140.1,100.8,110.4,148.0,150.4,166.9,89.0,84.4,149.4,35.9,11.5,8.4,70.4,0.625,0.298,0.474,0.193,0.291,1.035,18.2,26.7,3.4,-28.2,,13.5,,10.7,-43.4,-13.5,-44.0,-7.5,-40.6,-63.5,40.6,49.0,25.7,-5.9,,-171.2,,-168.4,-114.2,-144.2,-113.6,-150.1,-18.2,-94.2,0.23,0.147,0.537,0.314,0.439,0.081,0.241,0.195,0.635,0.254,37.3,22.4,1.712,
78.3,,16.96,False,27.25,1,True,,,2,39.3,22.4,171.5,157.3,frontal,40.3,0.1,10,4698,track,,,173.1,,26.8,,176.8,138.0,176.6,170.0,173.0,155.2,153.7,142.8,148.3,153.1,42.3,39.7,145.0,100.3,132.1,150.4,151.7,154.2,99.6,87.1,134.0,18.5,66.7,1.7,83.6,0.493,0.248,0.703,0.29,0.264,1.133,17.0,24.3,5.4,-31.8,,14.7,,7.9,-41.5,-15.5,-31.5,-8.5,-86.9,-43.6,39.3,46.7,27.8,-9.4,,-172.4,,-165.5,-116.1,-142.1,-126.1,-149.2,-64.5,-114.0,0.23,0.129,0.393,0.265,0.456,0.158,0.231,0.171,0.632,0.228,40.3,22.4,1.833,
78.4,27.25,27.25,False,32.05,1,True,37.76,11.95,2,38.1,10.8,168.9,148.6,oblique,20.1,0.58,10,4704,full,,,169.8,,26.3,,176.8,,162.4,,161.9,,160.0,148.8,146.8,159.3,79.1,49.3,119.7,100.5,143.5,155.5,173.3,153.1,127.0,113.7,141.0,16.3,109.7,10.1,71.9,0.459,0.193,0.837,0.507,0.335,1.173,27.2,37.8,12.0,-19.2,,9.9,,-0.4,,-34.0,,-15.9,-50.6,-66.5,38.1,48.6,22.8,-8.4,,-179.1,,-168.8,,-135.2,,-153.3,-39.8,-102.7,0.191,0.081,0.371,0.18,0.608,0.445,0.2,0.162,0.576,0.351,20.1,10.8,2.175,
78.5,36.85,36.85,False,32.05,1,True,46.38,20.97,1,36.2,-0.6,160.3,144.9,side,0.0,1.0,10,4710,track,,160.3,175.1,3.4,21.8,171.2,171.6,133.2,156.7,162.3,158.3,126.3,124.9,154.4,160.8,160.1,17.8,35.9,149.2,104.6,131.7,134.9,155.4,142.5,105.7,88.0,139.2,2.2,49.1,6.2,73.3,0.39,0.243,0.626,0.139,0.283,1.138,36.9,46.4,21.0,-4.6,-11.8,-5.8,-31.5,-10.7,-62.1,-50.9,-44.3,-29.2,-45.7,-60.9,36.2,45.8,20.4,-5.2,-168.8,-174.8,-149.1,-169.9,-118.5,-129.7,-136.3,-151.4,-46.3,-61.5,0.204,0.104,0.25,0.165,0.368,0.044,0.223,0.227,0.52,0.436,0.0,-0.6,1.448,
78.6,,70.93,True,,1,True,,,1,72.7,-1.7,130.3,146.9,side,0.0,0.944,10,4716,track,,150.4,154.1,6.5,72.0,158.9,178.5,128.8,164.9,104.2,156.4,169.9,177.7,178.7,164.0,137.5,12.7,59.3,125.2,135.3,131.9,143.6,106.3,109.5,169.7,68.2,123.4,7.5,54.8,24.8,60.2,0.216,0.232,0.35,0.076,0.464,0.812,70.9,66.3,75.3,73.9,-72.6,0.6,-77.8,26.4,-28.0,-56.3,-76.3,-79.9,-81.3,-84.7,107.3,112.0,103.0,104.3,-74.3,-1.2,-103.9,24.7,-29.7,-58.0,-105.5,-81.6,-83.1,-86.4,0.256,0.187,0.225,0.355,0.653,0.088,0.714,0.181,0.189,0.587,0.0,-1.7,1.728,
78.7,,-17.78,True,,1,True,,,1,-16.0,1.8,166.2,129.2,side,0.0,0.862,10,4722,track,,23.8,,18.0,,178.3,,133.7,124.7,158.2,174.2,168.8,178.1,178.7,60.1,94.9,23.1,20.9,135.7,149.1,133.0,120.4,135.3,145.4,172.5,125.5,106.0,24.1,10.1,45.4,85.2,0.128,0.103,0.147,0.281,0.344,0.871,-17.8,5.0,-52.8,-51.5,37.0,,-60.8,,8.7,-4.7,-13.0,-10.6,0.8,-8.0,-16.0,6.8,-51.0,-49.7,144.8,,-59.0,,173.1,-173.5,-165.2,-167.6,-179.0,-170.2,0.07,0.037,0.071,0.065,0.075,0.293,0.392,0.145,0.679,-0.093,0.0,1.8,0.862,
78.8,36.02,36.02,False,36.02,1,True,47.43,17.21,1,31.6,-4.4,154.9,136.7,side,0.0,0.973,10,4728,full,,,167.4,,16.5,,173.5,,143.2,,159.2,,147.4,164.3,158.2,163.9,57.4,48.2,95.5,105.7,128.4,128.8,153.7,148.4,123.5,114.1,142.8,1.9,100.6,3.8,66.6,0.286,0.209,0.8,0.415,0.343,1.141,36.0,47.4,17.2,1.5,,-3.8,,-16.4,,-57.1,,-36.3,-58.2,-80.2,31.6,43.0,12.8,-2.9,,179.4,,-168.0,,-127.3,,-148.1,-62.6,-84.6,0.177,0.086,0.148,0.129,0.474,0.322,0.12,0.138,0.526,0.443,0.0,-4.4,1.163,
78.9,,42.63,True,,1,True,,,1,37.7,-4.9,171.1,145.1,side,0.0,1.0,10,4734,track,,,174.0,,16.8,,169.7,135.2,155.0,164.8,177.3,147.8,147.7,153.0,150.8,159.5,16.3,25.8,162.9,107.4,132.6,141.2,162.2,155.9,129.9,99.5,132.8,10.0,25.1,1.9,90.5,0.224,0.164,0.401,0.037,0.196,1.112,42.6,54.5,23.0,-4.0,,-9.0,,-15.1,-65.2,-50.8,-50.0,-53.6,-57.6,-60.4,37.7,49.5,18.1,-8.9,,-175.9,,-169.9,-119.8,-134.1,-134.9,-131.4,-62.5,-65.4,0.128,0.082,0.136,0.156,0.207,0.026,0.154,0.195,0.458,0.502,0.0,-4.9,1.585,
79.0,,11.7,True,,1,True,,,2,16.8,5.1,153.6,173.4,side,8.3,0.989,10,4740,track,,,102.3,,12.0,,178.5,172.8,174.1,163.8,143.4,157.1,151.8,176.5,147.5,104.7,71.2,46.1,40.1,157.0,168.4,164.0,151.3,107.3,165.9,133.6,90.8,7.9,96.7,12.6,112.1,0.465,0.28,0.391,0.479,0.46,1.071,11.7,8.0,16.3,12.8,,-30.7,,-71.5,-21.1,-12.8,-4.9,23.8,-45.3,-11.0,16.8,13.2,21.4,18.0,,-144.1,,-66.4,-153.7,-162.1,-169.9,161.3,-129.6,-163.8,0.123,0.089,0.418,0.21,0.092,0.417,0.451,0.063,0.643,0.103,8.3,5.1,2.324,
