Time,Height above ground [m],X [m],Y [m],Z [m],Opening Angle [°],Stalling Angle Left [°],Stalling Angle Right [°],Roll Angle Left [°],Roll Angle Right [°],Yaw Angle Left [°],Yaw Angle Right [°],Speed hor. [km/h],Speed vert. [km/h],Speed resulting [km/h],W1_Speed,W1_Tangent,W1_Turbulence,W1_CleanTan,W1_Cross,W2_Speed,W2_Tangent,W2_Turbulence,W2_CleanTan,W2_Cross,W3_Speed,W3_Tangent,W3_Turbulence,W3_CleanTan,W3_Cross,W4_Speed,W4_Tangent,W4_Turbulence,W4_CleanTan,W4_Cross,W5_Speed,W5_Tangent,W5_Turbulence,W5_CleanTan,W5_Cross,W6_Speed,W6_Tangent,W6_Turbulence,W6_CleanTan,W6_Cross,W7_Speed,W7_Tangent,W7_Turbulence,W7_CleanTan,W7_Cross,W8_Speed,W8_Tangent,W8_Turbulence,W8_CleanTan,W8_Cross,W9_Speed,W9_Tangent,W9_Turbulence,W9_CleanTan,W9_Cross,W10_Speed,W10_Tangent,W10_Turbulence,W10_CleanTan,W10_Cross,W11_Speed,W11_Tangent,W11_Turbulence,W11_CleanTan,W11_Cross,W12_Speed,W12_Tangent,W12_Turbulence,W12_CleanTan,W12_Cross
0.0,,-79.31,0.0,41.43,,,,,,,,0.0,0.0,0.0,1.1,0.97,0.04,0.97,0.54,1.0,0.39,0.06,0.39,0.91,0.8,0.57,0.17,0.57,0.49,1.0,0.17,0.01,0.17,0.8,0.7,0.56,0.36,0.56,0.25,1.6,1.58,0.13,1.58,0.02,0.9,0.23,0.02,0.23,0.85,1.0,-0.18,0.0,-0.18,0.94,0.8,0.09,0.01,0.09,0.7,0.4,-0.42,0.33,-0.42,0.02,0.6,-0.3,0.05,-0.3,0.44,0.6,-0.6,0.06,-0.6,0.06
0.05,,-78.30289700659564,0.0,40.90425164890918,,,,,,,,1.1912100456621004,-0.24235159817351595,1.2156139015728058,1.1,0.9693658041603247,0.041141552511415526,0.9693658041603247,0.5373363774733638,1.0,0.39126839167935057,0.05961948249619482,0.39126839167935057,0.9091121258244547,0.8076103500761035,0.576595636732623,0.1724099441907661,0.576595636732623,0.48467275494672757,1.0,0.17050735667174025,0.010507356671740234,0.17050735667174025,0.8005073566717402,0.7050735667174023,0.566468797564688,0.3572095383054287,0.566468797564688,0.2519025875190259,1.597463216641299,1.577463216641299,0.12987316083206493,1.577463216641299,0.02,0.9,0.22441907661085744,0.021775748351090817,0.22441907661085744,0.85,1.0012683916793506,-0.18431253170979198,0.0015220700152207,-0.18431253170979198,0.9406341958396752,0.8025367833587012,0.08378488077118214,0.012917300862506342,0.08378488077118214,0.7017757483510908,0.3987316083206494,-0.4150532724505327,0.3275900558092339,-0.4150532724505327,0.02164890918315576,0.6,-0.3011415525114155,0.049873160832064944,-0.3011415525114155,0.4403805175038052,0.6,-0.5982242516489091,0.06038051750380517,-0.5982242516489091,0.06190258751902587
0.1,,-77.29579401319127,0.0,40.37850329781837,,,,,,,,2.382420091324201,-0.4847031963470319,2.4312278031456116,1.1,0.9687316083206494,0.04228310502283105,0.9687316083206494,0.5346727549467276,1.0,0.3925367833587012,0.05923896499238965,0.3925367833587012,0.9082242516489092,0.815220700152207,0.583191273465246,0.17481988838153223,0.583191273465246,0.4793455098934551,1.0,0.17101471334348048,0.011014713343480467,0.17101471334348048,0.8010147133434805,0.7101471334348046,0.572937595129376,0.3544190766108574,0.572937595129376,0.2538051750380518,1.5949264332825976,1.5749264332825976,0.1297463216641299,1.5749264332825976,0.02,0.9,0.21883815322171488,0.023551496702181634,0.21883815322171488,0.85,1.0025367833587011,-0.18862506341958396,0.0030441400304414,-0.18862506341958396,0.9412683916793505,0.8050735667174024,0.07756976154236428,0.015834601725012686,0.07756976154236428,0.7035514967021816,0.39746321664129886,-0.41010654490106546,0.3251801116184678,-0.41010654490106546,0.023297818366311517,0.6,-0.30228310502283107,0.049746321664129886,-0.30228310502283107,0.4407610350076103,0.6,-0.5964485032978184,0.06076103500761035,-0.5964485032978184,0.06380517503805175
0.15000000000000002,,-76.28869101978691,0.0,39.85275494672755,,,,,,,,3.573630136986302,-0.727054794520548,3.6468417047184176,1.1,0.9680974124809741,0.043424657534246576,0.9680974124809741,0.5320091324200914,1.0,0.39380517503805174,0.05885844748858447,0.39380517503805174,0.9073363774733638,0.8228310502283105,0.5897869101978691,0.17722983257229835,0.5897869101978691,0.4740182648401826,1.0,0.1715220700152207,0.0115220700152207,0.1715220700152207,0.8015220700152207,0.715220700152207,0.579406392694064,0.35162861491628616,0.579406392694064,0.2557077625570776,1.5923896499238965,1.5723896499238965,0.12961948249619482,1.5723896499238965,0.02,0.9,0.2132572298325723,0.025327245053272454,0.2132572298325723,0.85,1.0038051750380517,-0.19293759512937594,0.004566210045662101,-0.19293759512937594,0.9419025875190258,0.8076103500761035,0.07135464231354642,0.018751902587519027,0.07135464231354642,0.7053272450532724,0.39619482496194824,-0.4051598173515982,0.3227701674277017,-0.4051598173515982,0.024946727549467276,0.6,-0.3034246575342466,0.04961948249619483,-0.3034246575342466,0.4411415525114155,0.6,-0.5946727549467276,0.06114155251141552,-0.5946727549467276,0.06570776255707762
0.2,,-75.28158802638255,0.0,39.32700659563673,,,,,,,,4.764840182648402,-0.9694063926940638,4.862455606291223,1.1,0.9674632166412989,0.0445662100456621,0.9674632166412989,0.5293455098934551,1.0,0.39507356671740235,0.0584779299847793,0.39507356671740235,0.9064485032978183,0.830441400304414,0.5963825469304921,0.17963977676306445,0.5963825469304921,0.4686910197869102,1.0,0.17202942668696095,0.012029426686960934,0.17202942668696095,0.802029426686961,0.7202942668696093,0.585875190258752,0.34883815322171485,0.585875190258752,0.2576103500761035,1.5898528665651954,1.5698528665651954,0.12949264332825977,1.5698528665651954,0.02,0.9,0.20767630644342974,0.02710299340436327,0.20767630644342974,0.85,1.0050735667174024,-0.19725012683916793,0.0060882800608828,-0.19725012683916793,0.9425367833587012,0.8101471334348047,0.06513952308472856,0.02166920345002537,0.06513952308472856,0.7071029934043632,0.3949264332825977,-0.4002130898021309,0.3203602232369356,-0.4002130898021309,0.026595636732623034,0.6,-0.3045662100456621,0.04949264332825977,-0.3045662100456621,0.4415220700152207,0.6,-0.5928970065956367,0.0615220700152207,-0.5928970065956367,0.0676103500761035
0.25,,-74.27448503297819,0.0,38.80125824454591,,,,,,,,5.956050228310502,-1.2117579908675797,6.078069507864028,1.1,0.9668290208016235,0.045707762557077626,0.9668290208016235,0.5266818873668189,1.0,0.3963419583967529,0.05809741248097412,0.3963419583967529,0.905560629122273,0.8380517503805175,0.6029781836631152,0.18204972095383054,0.6029781836631152,0.46336377473363777,1.0,0.17253678335870118,0.012536783358701167,0.17253678335870118,0.8025367833587012,0.7253678335870116,0.5923439878234399,0.3460476915271436,0.5923439878234399,0.2595129375951294,1.5873160832064943,1.5673160832064943,0.1293658041603247,1.5673160832064943,0.02,0.9,0.20209538305428718,0.028878741755454088,0.20209538305428718,0.85,1.006341958396753,-0.2015626585489599,0.0076103500761035,-0.2015626585489599,0.9431709791983764,0.8126839167935058,0.058924403855910704,0.024586504312531707,0.058924403855910704,0.7088787417554541,0.3936580416032471,-0.3952663622526636,0.31795027904616946,-0.3952663622526636,0.028244545915778792,0.6,-0.3057077625570776,0.04936580416032471,-0.3057077625570776,0.4419025875190259,0.6,-0.5911212582445459,0.06190258751902587,-0.5911212582445459,0.06951293759512937
0.30000000000000004,,-73.26738203957382,0.0,38.275509893455094,,,,,,,,7.147260273972604,-1.454109589041096,7.293683409436835,1.1,0.9661948249619482,0.04684931506849315,0.9661948249619482,0.5240182648401827,1.0,0.3976103500761035,0.05771689497716895,0.3976103500761035,0.9046727549467276,0.845662100456621,0.6095738203957382,0.18445966514459666,0.6095738203957382,0.4580365296803653,1.0,0.1730441400304414,0.0130441400304414,0.1730441400304414,0.8030441400304414,0.730441400304414,0.5988127853881279,0.3432572298325723,0.5988127853881279,0.2614155251141553,1.584779299847793,1.564779299847793,0.12923896499238965,1.564779299847793,0.02,0.9,0.1965144596651446,0.030654490106544904,0.1965144596651446,0.85,1.0076103500761036,-0.2058751902587519,0.009132420091324202,-0.2058751902587519,0.9438051750380517,0.815220700152207,0.05270928462709284,0.027503805175038053,0.05270928462709284,0.7106544901065449,0.3923896499238965,-0.3903196347031963,0.31554033485540334,-0.3903196347031963,0.029893455098934554,0.6,-0.30684931506849317,0.04923896499238965,-0.30684931506849317,0.442283105022831,0.6,-0.589345509893455,0.06228310502283105,-0.589345509893455,0.07141552511415525
0.35000000000000003,,-72.26027904616946,0.0,37.74976154236428,,,,,,,,8.338470319634704,-1.6964611872146118,8.509297311009641,1.1,0.9655606291222729,0.047990867579908676,0.9655606291222729,0.5213546423135464,1.0,0.39887874175545407,0.05733637747336377,0.39887874175545407,0.9037848807711821,0.8532724505327245,0.6161694571283612,0.18686960933536279,0.6161694571283612,0.4527092846270928,1.0,0.17355149670218165,0.013551496702181634,0.17355149670218165,0.8035514967021816,0.7355149670218163,0.6052815829528159,0.34046676813800103,0.6052815829528159,0.2633181126331811,1.5822425164890919,1.5622425164890918,0.12911212582445458,1.5622425164890918,0.02,0.9,0.19093353627600204,0.03243023845763572,0.19093353627600204,0.85,1.0088787417554541,-0.21018772196854388,0.010654490106544902,-0.21018772196854388,0.944439370877727,0.8177574835109082,0.04649416539827498,0.030421106037544395,0.04649416539827498,0.7124302384576356,0.3911212582445459,-0.38537290715372907,0.31313039066463727,-0.38537290715372907,0.03154236428209031,0.6,-0.3079908675799087,0.049112125824454594,-0.3079908675799087,0.4426636225266362,0.6,-0.5875697615423643,0.06266362252663622,-0.5875697615423643,0.07331811263318112
0.4,,-71.2531760527651,0.0,37.224013191273464,,,,,,,,9.529680365296803,-1.9388127853881276,9.724911212582446,1.1,0.9649264332825976,0.0491324200913242,0.9649264332825976,0.5186910197869102,1.0,0.4001471334348047,0.0569558599695586,0.4001471334348047,0.9028970065956368,0.860882800608828,0.6227650938609842,0.18927955352612888,0.6227650938609842,0.4473820395738204,1.0,0.17405885337392188,0.014058853373921867,0.17405885337392188,0.8040588533739219,0.7405885337392186,0.6117503805175039,0.3376763064434297,0.6117503805175039,0.265220700152207,1.5797057331303908,1.5597057331303907,0.12898528665651954,1.5597057331303907,0.02,0.9,0.18535261288685947,0.03420598680872654,0.18535261288685947,0.85,1.0101471334348047,-0.21450025367833586,0.0121765601217656,-0.21450025367833586,0.9450735667174023,0.8202942668696094,0.04027904616945713,0.033338406900050736,0.04027904616945713,0.7142059868087265,0.38985286656519536,-0.3804261796042618,0.31072044647387115,-0.3804261796042618,0.03319127346524607,0.6,-0.3091324200913242,0.048985286656519536,-0.3091324200913242,0.4430441400304414,0.6,-0.5857940131912734,0.0630441400304414,-0.5857940131912734,0.075220700152207
0.45,,-70.24607305936073,0.0,36.698264840182645,,,,,,,,10.720890410958905,-2.1811643835616437,10.940525114155252,1.1,0.9642922374429224,0.050273972602739726,0.9642922374429224,0.516027397260274,1.0,0.40141552511415524,0.05657534246575342,0.40141552511415524,0.9020091324200914,0.8684931506849315,0.6293607305936073,0.19168949771689497,0.6293607305936073,0.44205479452054797,1.0,0.1745662100456621,0.0145662100456621,0.1745662100456621,0.8045662100456621,0.745662100456621,0.6182191780821918,0.33488584474885846,0.6182191780821918,0.2671232876712329,1.5771689497716896,1.5571689497716896,0.12885844748858447,1.5571689497716896,0.02,0.9,0.1797716894977169,0.035981735159817355,0.1797716894977169,0.85,1.0114155251141552,-0.21881278538812785,0.0136986301369863,-0.21881278538812785,0.9457077625570776,0.8228310502283105,0.03406392694063927,0.03625570776255707,0.03406392694063927,0.7159817351598173,0.38858447488584474,-0.3754794520547945,0.308310502283105,-0.3754794520547945,0.03484018264840183,0.6,-0.3102739726027397,0.04885844748858448,-0.3102739726027397,0.4434246575342466,0.6,-0.5840182648401826,0.06342465753424657,-0.5840182648401826,0.07712328767123287
