variable,mean,std,min,max,length,filename
W2_Turbulence,0.25256756756756754,0.13854179966925131,0.0,0.51,219.36577148680237,999_999_Jumper_Anon_ANO_1_20240409-102839_C_OfficialResults.csv
W2_CleanTan,1.0618468468468467,0.3665328736671521,0.42,1.57,219.36577148680237,999_999_Jumper_Anon_ANO_1_20240409-102839_C_OfficialResults.csv
W2_Cross,0.28108108108108104,0.1858834907385342,0.01,0.61,219.36577148680237,999_999_Jumper_Anon_ANO_1_20240409-102839_C_OfficialResults.csv
W3_Speed,0.9648648648648651,0.0966859436583875,0.8,1.1,219.36577148680237,999_999_Jumper_Anon_ANO_1_20240409-102839_C_OfficialResults.csv
W3_Tangent,0.5842792792792794,0.146606171814006,0.35,1.03,219.36577148680237,999_999_Jumper_Anon_ANO_1_20240409-102839_C_OfficialResults.csv
W3_Turbulence,0.08576576576576575,0.03602536938053112,0.0,0.13,219.36577148680237,999_999_Jumper_Anon_ANO_1_20240409-102839_C_OfficialResults.csv
W3_CleanTan,0.5842792792792794,0.146606171814006,0.35,1.03,219.36577148680237,999_999_Jumper_Anon_ANO_1_20240409-102839_C_OfficialResults.csv
W3_Cross,0.6523873873873874,0.11760495812270765,0.24,0.8,219.36577148680237,999_999_Jumper_Anon_ANO_1_20240409-102839_C_OfficialResults.csv
W4_Speed,0.6734234234234234,0.1377452267890226,0.4,0.9,219.36577148680237,999_999_Jumper_Anon_ANO_1_20240409-102839_C_OfficialResults.csv
W4_Tangent,0.19342342342342342,0.13744596960981723,-0.09,0.37,219.36577148680237,999_999_Jumper_Anon_ANO_1_20240409-102839_C_OfficialResults.csv
W4_Turbulence,0.08689189189189192,0.07808671955630601,0.01,0.27,219.36577148680237,999_999_Jumper_Anon_ANO_1_20240409-102839_C_OfficialResults.csv
W4_CleanTan,0.19342342342342342,0.13744596960981723,-0.09,0.37,219.36577148680237,999_999_Jumper_Anon_ANO_1_20240409-102839_C_OfficialResults.csv
W4_Cross,0.5562162162162163,0.14937004402686144,0.23,0.77,219.36577148680237,999_999_Jumper_Anon_ANO_1_20240409-102839_C_OfficialResults.csv
W5_Speed,0.7184684684684686,0.3771426226572557,0.3,1.4,219.36577148680237,999_999_Jumper_Anon_ANO_1_20240409-102839_C_OfficialResults.csv
W5_Tangent,0.6824774774774774,0.3714404965494016,0.12,1.35,219.36577148680237,999_999_Jumper_Anon_ANO_1_20240409-102839_C_OfficialResults.csv
W5_Turbulence,0.25103603603603597,0.22507778154518465,0.01,0.68,219.36577148680237,999_999_Jumper_Anon_ANO_1_20240409-102839_C_OfficialResults.csv
W5_CleanTan,0.6824774774774774,0.3714404965494016,0.12,1.35,219.36577148680237,999_999_Jumper_Anon_ANO_1_20240409-102839_C_OfficialResults.csv
W5_Cross,0.1443693693693694,0.09195369953636467,0.0,0.36,219.36577148680237,999_999_Jumper_Anon_ANO_1_20240409-102839_C_OfficialResults.csv
W6_Speed,1.2707207207207207,0.36349039886418805,0.3,1.6,219.36577148680237,999_999_Jumper_Anon_ANO_1_20240409-102839_C_OfficialResults.csv
W6_Tangent,-1.1972972972972973,0.40645458790480077,-1.59,-0.01,219.36577148680237,999_999_Jumper_Anon_ANO_1_20240409-102839_C_OfficialResults.csv
W6_Turbulence,0.3372072072072072,0.1933471366272042,0.04,0.7,219.36577148680237,999_999_Jumper_Anon_ANO_1_20240409-102839_C_OfficialResults.csv
W6_CleanTan,-1.1972972972972973,0.40645458790480077,-1.59,-0.01,219.36577148680237,999_999_Jumper_Anon_ANO_1_20240409-102839_C_OfficialResults.csv
W6_Cross,0.2546846846846848,0.14287810721043262,0.02,0.85,219.36577148680237,999_999_Jumper_Anon_ANO_1_20240409-102839_C_OfficialResults.csv
W7_Speed,1.6427927927927928,0.16204949342365085,1.4,1.9,219.36577148680237,999_999_Jumper_Anon_ANO_1_20240409-102839_C_OfficialResults.csv
W7_Tangent,1.0668918918918917,0.16344918267943861,0.87,1.4,219.36577148680237,999_999_Jumper_Anon_ANO_1_20240409-102839_C_OfficialResults.csv
W7_Turbulence,0.1483783783783784,0.08935708567964462,0.01,0.28,219.36577148680237,999_999_Jumper_Anon_ANO_1_20240409-102839_C_OfficialResults.csv
W7_CleanTan,1.0668918918918917,0.16344918267943861,0.87,1.4,219.36577148680237,999_999_Jumper_Anon_ANO_1_20240409-102839_C_OfficialResults.csv
W7_Cross,0.8613063063063062,0.18296849827980083,0.43,1.13,219.36577148680237,999_999_Jumper_Anon_ANO_1_20240409-102839_C_OfficialResults.csv
W8_Speed,0.981081081081081,0.0790366356584182,0.9,1.8,219.36577148680237,999_999_Jumper_Anon_ANO_1_20240409-102839_C_OfficialResults.csv
W8_Tangent,0.7152252252252251,0.06750025100468629,0.63,1.24,219.36577148680237,999_999_Jumper_Anon_ANO_1_20240409-102839_C_OfficialResults.csv
W8_Turbulence,0.09864864864864863,0.11771186914851482,0.0,0.79,219.36577148680237,999_999_Jumper_Anon_ANO_1_20240409-102839_C_OfficialResults.csv
W8_CleanTan,0.7152252252252251,0.06750025100468629,0.63,1.24,219.36577148680237,999_999_Jumper_Anon_ANO_1_20240409-102839_C_OfficialResults.csv
W8_Cross,0.6060360360360358,0.06702169945465834,0.48,1.22,219.36577148680237,999_999_Jumper_Anon_ANO_1_20240409-102839_C_OfficialResults.csv
W9_Speed,0.69009009009009,0.09169589218406005,0.5,1.2,219.36577148680237,999_999_Jumper_Anon_ANO_1_20240409-102839_C_OfficialResults.csv
W9_Tangent,0.5477927927927929,0.07363289363283369,0.46,0.86,219.36577148680237,999_999_Jumper_Anon_ANO_1_20240409-102839_C_OfficialResults.csv
W9_Turbulence,0.10761261261261261,0.1052863942662002,0.0,0.4,219.36577148680237,999_999_Jumper_Anon_ANO_1_20240409-102839_C_OfficialResults.csv
W9_CleanTan,0.5477927927927929,0.07363289363283369,0.46,0.86,219.36577148680237,999_999_Jumper_Anon_ANO_1_20240409-102839_C_OfficialResults.csv
W9_Cross,0.2688288288288289,0.1426525617480555,0.04,0.8,219.36577148680237,999_999_Jumper_Anon_ANO_1_20240409-102839_C_OfficialResults.csv
W10_Speed,0.9837837837837838,0.2935322534377485,0.6,2.0,219.36577148680237,999_999_Jumper_Anon_ANO_1_20240409-102839_C_OfficialResults.csv
W10_Tangent,0.8642342342342343,0.27286497265561976,0.51,1.88,219.36577148680237,999_999_Jumper_Anon_ANO_1_20240409-102839_C_OfficialResults.csv
W10_Turbulence,0.261936936936937,0.20634578803636616,0.01,0.6,219.36577148680237,999_999_Jumper_Anon_ANO_1_20240409-102839_C_OfficialResults.csv
W10_CleanTan,0.8642342342342343,0.27286497265561976,0.51,1.88,219.36577148680237,999_999_Jumper_Anon_ANO_1_20240409-102839_C_OfficialResults.csv
W10_Cross,0.31333333333333335,0.19670973785074594,0.02,0.64,219.36577148680237,999_999_Jumper_Anon_ANO_1_20240409-102839_C_OfficialResults.csv
W11_Speed,1.118918918918919,0.2644942287007801,0.7,1.6,219.36577148680237,999_999_Jumper_Anon_ANO_1_20240409-102839_C_OfficialResults.csv
W11_Tangent,1.0354954954954956,0.27648157454989736,0.65,1.51,219.36577148680237,999_999_Jumper_Anon_ANO_1_20240409-102839_C_OfficialResults.csv
W11_Turbulence,0.21828828828828825,0.16844980655458913,0.0,0.52,219.36577148680237,999_999_Jumper_Anon_ANO_1_20240409-102839_C_OfficialResults.csv
W11_CleanTan,1.0354954954954956,0.27648157454989736,0.65,1.51,219.36577148680237,999_999_Jumper_Anon_ANO_1_20240409-102839_C_OfficialResults.csv
W11_Cross,0.28171171171171167,0.1536928468551232,0.01,0.58,219.36577148680237,999_999_Jumper_Anon_ANO_1_20240409-102839_C_OfficialResults.csv
W12_Speed,0.7009009009009008,0.27340504005373883,0.3,1.5,219.36577148680237,999_999_Jumper_Anon_ANO_1_20240409-102839_C_OfficialResults.csv
W12_Tangent,-0.19274774774774772,0.14792109725459704,-0.45,0.05,219.36577148680237,999_999_Jumper_Anon_ANO_1_20240409-102839_C_OfficialResults.csv
W12_Turbulence,0.20896396396396402,0.19487856424995903,0.01,0.65,219.36577148680237,999_999_Jumper_Anon_ANO_1_20240409-102839_C_OfficialResults.csv
W12_CleanTan,-0.19274774774774772,0.14792109725459704,-0.45,0.05,219.36577148680237,999_999_Jumper_Anon_ANO_1_20240409-102839_C_OfficialResults.csv
W12_Cross,0.3144144144144145,0.19392672350639828,0.03,1.44,219.36577148680237,999_999_Jumper_Anon_ANO_1_20240409-102839_C_OfficialResults.csv
Position,99.04668316831683,59.583948249036794,-92.57,200.0,199.45385932591026,999_999_Jumper_Anon_ANO_1_20240409-102840_C_OfficialResults.csv
Height above ground [m],3.8336318407960195,1.020417681041001,0.0,5.03,199.45385932591026,999_999_Jumper_Anon_ANO_1_20240409-102840_C_OfficialResults.csv
X [m],89.38717821782178,50.597418321038376,-80.64,171.14,199.45385932591026,999_999_Jumper_Anon_ANO_1_20240409-102840_C_OfficialResults.csv
Y [m],-1.5588118811881189,1.03775857498632,-2.79,0.04,199.45385932591026,999_999_Jumper_Anon_ANO_1_20240409-102840_C_OfficialResults.csv
Z [m],-43.74202970297029,31.81549121001335,-102.4,42.49,199.45385932591026,999_999_Jumper_Anon_ANO_1_20240409-102840_C_OfficialResults.csv
Opening Angle [°],25.48507462686567,9.894017188149766,0.0,42.4,199.45385932591026,999_999_Jumper_Anon_ANO_1_20240409-102840_C_OfficialResults.csv
Stalling Angle Left [°],4.490691542288557,5.841216745197708,-21.145,18.852,199.45385932591026,999_999_Jumper_Anon_ANO_1_20240409-102840_C_OfficialResults.csv
Stalling Angle Right [°],2.306044776119403,4.609094359305858,-16.251,10.019,199.45385932591026,999_999_Jumper_Anon_ANO_1_20240409-102840_C_OfficialResults.csv
Roll Angle Left [°],27.559064676616917,11.121482011890143,-4.23,39.664,199.45385932591026,999_999_Jumper_Anon_ANO_1_20240409-102840_C_OfficialResults.csv
Roll Angle Right [°],-28.223368159203986,15.49932289855854,-48.612,12.843,199.45385932591026,999_999_Jumper_Anon_ANO_1_20240409-102840_C_OfficialResults.csv
Yaw Angle Left [°],10.48989552238806,5.312539468467961,0.0,22.277,199.45385932591026,999_999_Jumper_Anon_ANO_1_20240409-102840_C_OfficialResults.csv
Yaw Angle Right [°],-14.969985074626866,5.297467848394752,-22.185,0.645,199.45385932591026,999_999_Jumper_Anon_ANO_1_20240409-102840_C_OfficialResults.csv
Speed hor. [km/h],93.4544504950495,7.09850606453804,0.0,99.501,199.45385932591026,999_999_Jumper_Anon_ANO_1_20240409-102840_C_OfficialResults.csv
Speed vert. [km/h],-57.18872772277228,18.162130679686065,-79.544,0.0,199.45385932591026,999_999_Jumper_Anon_ANO_1_20240409-102840_C_OfficialResults.csv
Speed resulting [km/h],110.85734158415842,9.884856291702748,0.0,120.954,199.45385932591026,999_999_Jumper_Anon_ANO_1_20240409-102840_C_OfficialResults.csv
W1_Speed,0.7138613861386139,0.1801214090110854,0.4,1.0,199.45385932591026,999_999_Jumper_Anon_ANO_1_20240409-102840_C_OfficialResults.csv
W1_Tangent,-0.13242574257425743,0.1097240180181297,-0.31,0.03,199.45385932591026,999_999_Jumper_Anon_ANO_1_20240409-102840_C_OfficialResults.csv
W1_Turbulence,0.1514851485148515,0.07098995989012612,0.01,0.29,199.45385932591026,999_999_Jumper_Anon_ANO_1_20240409-102840_C_OfficialResults.csv
W1_CleanTan,-0.13242574257425743,0.1097240180181297,-0.31,0.03,199.45385932591026,999_999_Jumper_Anon_ANO_1_20240409-102840_C_OfficialResults.csv
W1_Cross,0.5785148514851486,0.21649577403807674,0.31,0.94,199.45385932591026,999_999_Jumper_Anon_ANO_1_20240409-102840_C_OfficialResults.csv
W2_Speed,1.2574257425742574,0.2359890943822538,0.8,1.6,199.45385932591026,999_999_Jumper_Anon_ANO_1_20240409-102840_C_OfficialResults.csv
W2_Tangent,-1.128811881188119,0.16205942727156541,-1.4,-0.81,199.45385932591026,999_999_Jumper_Anon_ANO_1_20240409-102840_C_OfficialResults.csv
W2_Turbulence,0.24985148514851485,0.12766746965742146,0.0,0.44,199.45385932591026,999_999_Jumper_Anon_ANO_1_20240409-102840_C_OfficialResults.csv
W2_CleanTan,-1.128811881188119,0.16205942727156541,-1.4,-0.81,199.45385932591026,999_999_Jumper_Anon_ANO_1_20240409-102840_C_OfficialResults.csv
W2_Cross,0.2511881188118812,0.1824939834281895,0.0,0.67,199.45385932591026,999_999_Jumper_Anon_ANO_1_20240409-102840_C_OfficialResults.csv
W3_Speed,1.05990099009901,0.054871991233236675,1.0,1.2,199.45385932591026,999_999_Jumper_Anon_ANO_1_20240409-102840_C_OfficialResults.csv
W3_Tangent,0.22232673267326736,0.06914569072249094,0.03,0.47,199.45385932591026,999_999_Jumper_Anon_ANO_1_20240409-102840_C_OfficialResults.csv
W3_Turbulence,0.0646039603960396,0.05848069447286237,0.0,0.29,199.45385932591026,999_999_Jumper_Anon_ANO_1_20240409-102840_C_OfficialResults.csv
W3_CleanTan,0.22232673267326736,0.06914569072249094,0.03,0.47,199.45385932591026,999_999_Jumper_Anon_ANO_1_20240409-102840_C_OfficialResults.csv
W3_Cross,0.9206435643564358,0.05112740581178651,0.72,0.98,199.45385932591026,999_999_Jumper_Anon_ANO_1_20240409-102840_C_OfficialResults.csv
W4_Speed,2.125247524752475,0.6360686061739032,0.9,2.9,199.45385932591026,999_999_Jumper_Anon_ANO_1_20240409-102840_C_OfficialResults.csv
W4_Tangent,0.7326237623762377,0.5584043961872941,-0.78,1.51,199.45385932591026,999_999_Jumper_Anon_ANO_1_20240409-102840_C_OfficialResults.csv
W4_Turbulence,0.4748514851485148,0.37808265663283147,0.0,1.19,199.45385932591026,999_999_Jumper_Anon_ANO_1_20240409-102840_C_OfficialResults.csv
W4_CleanTan,0.7326237623762377,0.5584043961872941,-0.78,1.51,199.45385932591026,999_999_Jumper_Anon_ANO_1_20240409-102840_C_OfficialResults.csv
W4_Cross,1.6588613861386141,0.6987687754802219,0.47,2.47,199.45385932591026,999_999_Jumper_Anon_ANO_1_20240409-102840_C_OfficialResults.csv
W5_Speed,1.04009900990099,0.33520765094601607,0.4,2.0,199.45385932591026,999_999_Jumper_Anon_ANO_1_20240409-102840_C_OfficialResults.csv
W5_Tangent,0.3607425742574258,0.3200139037236114,-0.31,0.88,199.45385932591026,999_999_Jumper_Anon_ANO_1_20240409-102840_C_OfficialResults.csv
W5_Turbulence,0.33866336633663363,0.22869670881201418,0.02,1.02,199.45385932591026,999_999_Jumper_Anon_ANO_1_20240409-102840_C_OfficialResults.csv
W5_CleanTan,0.3607425742574258,0.3200139037236114,-0.31,0.88,199.45385932591026,999_999_Jumper_Anon_ANO_1_20240409-102840_C_OfficialResults.csv
W5_Cross,0.583019801980198,0.32019628557725816,0.06,1.08,199.45385932591026,999_999_Jumper_Anon_ANO_1_20240409-102840_C_OfficialResults.csv
W6_Speed,1.9371287128712869,0.558478452901765,0.8,2.6,199.45385932591026,999_999_Jumper_Anon_ANO_1_20240409-102840_C_OfficialResults.csv
W6_Tangent,-1.3983168316831684,0.47386957776397753,-2.0,-0.64,199.45385932591026,999_999_Jumper_Anon_ANO_1_20240409-102840_C_OfficialResults.csv
W6_Turbulence,0.5846039603960396,0.2762994474494188,0.01,1.02,199.45385932591026,999_999_Jumper_Anon_ANO_1_20240409-102840_C_OfficialResults.csv
W6_CleanTan,-1.3983168316831684,0.47386957776397753,-2.0,-0.64,199.45385932591026,999_999_Jumper_Anon_ANO_1_20240409-102840_C_OfficialResults.csv
W6_Cross,1.1826237623762375,0.32308763352228115,0.33,1.73,199.45385932591026,999_999_Jumper_Anon_ANO_1_20240409-102840_C_OfficialResults.csv
W7_Speed,2.131188118811881,0.46281377604920226,1.2,2.6,199.45385932591026,999_999_Jumper_Anon_ANO_1_20240409-102840_C_OfficialResults.csv
W7_Tangent,0.44821782178217817,0.14689418833424295,0.12,0.61,199.45385932591026,999_999_Jumper_Anon_ANO_1_20240409-102840_C_OfficialResults.csv
W7_Turbulence,0.3216336633663367,0.29919261912479017,0.0,0.87,199.45385932591026,999_999_Jumper_Anon_ANO_1_20240409-102840_C_OfficialResults.csv
W7_CleanTan,0.44821782178217817,0.14689418833424295,0.12,0.61,199.45385932591026,999_999_Jumper_Anon_ANO_1_20240409-102840_C_OfficialResults.csv
W7_Cross,1.976831683168317,0.4701792411327597,1.08,2.49,199.45385932591026,999_999_Jumper_Anon_ANO_1_20240409-102840_C_OfficialResults.csv
W8_Speed,3.0396039603960396,0.22308520020700925,2.2,3.4,199.45385932591026,999_999_Jumper_Anon_ANO_1_20240409-102840_C_OfficialResults.csv
W8_Tangent,-0.15797029702970297,0.19634303190594973,-1.08,0.17,199.45385932591026,999_999_Jumper_Anon_ANO_1_20240409-102840_C_OfficialResults.csv
W8_Turbulence,0.2364851485148515,0.10267090970052839,0.04,0.53,199.45385932591026,999_999_Jumper_Anon_ANO_1_20240409-102840_C_OfficialResults.csv
W8_CleanTan,-0.15797029702970297,0.19634303190594973,-1.08,0.17,199.45385932591026,999_999_Jumper_Anon_ANO_1_20240409-102840_C_OfficialResults.csv
W8_Cross,2.9925742574257432,0.2238476448172771,1.7,3.33,199.45385932591026,999_999_Jumper_Anon_ANO_1_20240409-102840_C_OfficialResults.csv
W9_Speed,2.2707920792079204,0.1579985714924832,2.0,3.2,199.45385932591026,999_999_Jumper_Anon_ANO_1_20240409-102840_C_OfficialResults.csv
W9_Tangent,-1.4810396039603961,0.25751087194522804,-2.62,-0.96,199.45385932591026,999_999_Jumper_Anon_ANO_1_20240409-102840_C_OfficialResults.csv
W9_Turbulence,0.14811881188118814,0.13043145296652744,0.0,0.69,199.45385932591026,999_999_Jumper_Anon_ANO_1_20240409-102840_C_OfficialResults.csv
W9_CleanTan,-1.4810396039603961,0.25751087194522804,-2.62,-0.96,199.45385932591026,999_999_Jumper_Anon_ANO_1_20240409-102840_C_OfficialResults.csv
W9_Cross,1.628465346534653,0.13373368236214098,1.13,1.94,199.45385932591026,999_999_Jumper_Anon_ANO_1_20240409-102840_C_OfficialResults.csv
W10_Speed,1.9514851485148517,0.20399681071847947,1.6,2.5,199.45385932591026,999_999_Jumper_Anon_ANO_1_20240409-102840_C_OfficialResults.csv
W10_Tangent,-1.8531188118811883,0.22508743628357114,-2.45,-1.46,199.45385932591026,999_999_Jumper_Anon_ANO_1_20240409-102840_C_OfficialResults.csv
W10_Turbulence,0.17198019801980202,0.14357219344395644,0.01,0.56,199.45385932591026,999_999_Jumper_Anon_ANO_1_20240409-102840_C_OfficialResults.csv
W10_CleanTan,-1.8531188118811883,0.22508743628357114,-2.45,-1.46,199.45385932591026,999_999_Jumper_Anon_ANO_1_20240409-102840_C_OfficialResults.csv
W10_Cross,0.5428712871287129,0.17789446608036083,0.21,0.88,199.45385932591026,999_999_Jumper_Anon_ANO_1_20240409-102840_C_OfficialResults.csv
W11_Speed,0.47277227722772275,0.07597615247587355,0.4,0.7,199.45385932591026,999_999_Jumper_Anon_ANO_1_20240409-102840_C_OfficialResults.csv
W11_Tangent,-0.06777227722772276,0.20098634300219356,-0.37,0.25,199.45385932591026,999_999_Jumper_Anon_ANO_1_20240409-102840_C_OfficialResults.csv
W11_Turbulence,0.05975247524752476,0.04184118420091866,0.0,0.14,199.45385932591026,999_999_Jumper_Anon_ANO_1_20240409-102840_C_OfficialResults.csv
W11_CleanTan,-0.06777227722772276,0.20098634300219356,-0.37,0.25,199.45385932591026,999_999_Jumper_Anon_ANO_1_20240409-102840_C_OfficialResults.csv
W11_Cross,0.35509900990099014,0.05904075747982021,0.27,0.61,199.45385932591026,999_999_Jumper_Anon_ANO_1_20240409-102840_C_OfficialResults.csv
W12_Speed,1.0970297029702971,0.32795323217865796,0.4,1.5,199.45385932591026,999_999_Jumper_Anon_ANO_1_20240409-102840_C_OfficialResults.csv
W12_Tangent,-0.8895544554455446,0.3902624445508643,-1.44,-0.18,199.45385932591026,999_999_Jumper_Anon_ANO_1_20240409-102840_C_OfficialResults.csv
W12_Turbulence,0.33400990099009903,0.16152032634278787,0.01,0.58,199.45385932591026,999_999_Jumper_Anon_ANO_1_20240409-102840_C_OfficialResults.csv
W12_CleanTan,-0.8895544554455446,0.3902624445508643,-1.44,-0.18,199.45385932591026,999_999_Jumper_Anon_ANO_1_20240409-102840_C_OfficialResults.csv
W12_Cross,0.1677227722772277,0.15296981257243336,0.01,0.55,199.45385932591026,999_999_Jumper_Anon_ANO_1_20240409-102840_C_OfficialResults.csv
Position,111.09097345132743,66.37331603005804,-93.44,224.0,223.7171949135783,999_999_Jumper_Anon_ANO_1_20240409-102841_C_OfficialResults.csv
Height above ground [m],3.6087555555555557,1.1256606226130448,0.0,5.48,223.7171949135783,999_999_Jumper_Anon_ANO_1_20240409-102841_C_OfficialResults.csv
X [m],99.29265486725663,55.8793862372672,-81.42,191.57,223.7171949135783,999_999_Jumper_Anon_ANO_1_20240409-102841_C_OfficialResults.csv
Y [m],-2.572743362831859,2.3045224129138817,-7.8,0.0,223.7171949135783,999_999_Jumper_Anon_ANO_1_20240409-102841_C_OfficialResults.csv
Z [m],-50.538274336283195,36.09592941205366,-115.28,43.11,223.7171949135783,999_999_Jumper_Anon_ANO_1_20240409-102841_C_OfficialResults.csv
Opening Angle [°],23.654666666666667,4.335030482674174,0.0,30.3,223.7171949135783,999_999_Jumper_Anon_ANO_1_20240409-102841_C_OfficialResults.csv
Stalling Angle Left [°],-1.3530977777777777,5.153195360928676,-14.574,9.242,223.7171949135783,999_999_Jumper_Anon_ANO_1_20240409-102841_C_OfficialResults.csv
Stalling Angle Right [°],-0.3194844444444444,5.669978476195114,-25.699,8.298,223.7171949135783,999_999_Jumper_Anon_ANO_1_20240409-102841_C_OfficialResults.csv
Roll Angle Left [°],29.499039999999997,14.09651821953107,-6.642,46.903,223.7171949135783,999_999_Jumper_Anon_ANO_1_20240409-102841_C_OfficialResults.csv
Roll Angle Right [°],-25.54364888888889,9.74266053958381,-40.733,5.184,223.7171949135783,999_999_Jumper_Anon_ANO_1_20240409-102841_C_OfficialResults.csv
Yaw Angle Left [°],11.277591111111109,2.9512976749206548,0.0,16.285,223.7171949135783,999_999_Jumper_Anon_ANO_1_20240409-102841_C_OfficialResults.csv
Yaw Angle Right [°],-12.036604444444444,3.0726986610449294,-17.071,0.0,223.7171949135783,999_999_Jumper_Anon_ANO_1_20240409-102841_C_OfficialResults.csv
Speed hor. [km/h],96.32838938053096,6.6284185771853315,0.0,99.163,223.7171949135783,999_999_Jumper_Anon_ANO_1_20240409-102841_C_OfficialResults.csv
Speed vert. [km/h],-59.72685398230089,18.584920537322297,-76.243,0.0,223.7171949135783,999_999_Jumper_Anon_ANO_1_20240409-102841_C_OfficialResults.csv
Speed resulting [km/h],114.52744690265487,11.843122591588353,0.0,123.611,223.7171949135783,999_999_Jumper_Anon_ANO_1_20240409-102841_C_OfficialResults.csv
W1_Speed,0.8831858407079649,0.040884998318604475,0.8,1.1,223.7171949135783,999_999_Jumper_Anon_ANO_1_20240409-102841_C_OfficialResults.csv
W1_Tangent,0.4330530973451327,0.0574569737700156,0.34,0.91,223.7171949135783,999_999_Jumper_Anon_ANO_1_20240409-102841_C_OfficialResults.csv
W1_Turbulence,0.06823008849557523,0.054139409979062594,0.0,0.21,223.7171949135783,999_999_Jumper_Anon_ANO_1_20240409-102841_C_OfficialResults.csv
W1_CleanTan,0.4330530973451327,0.0574569737700156,0.34,0.91,223.7171949135783,999_999_Jumper_Anon_ANO_1_20240409-102841_C_OfficialResults.csv
W1_Cross,0.5935398230088494,0.08752823396146514,0.33,0.68,223.7171949135783,999_999_Jumper_Anon_ANO_1_20240409-102841_C_OfficialResults.csv
W2_Speed,0.5172566371681415,0.10919298135857647,0.4,1.0,223.7171949135783,999_999_Jumper_Anon_ANO_1_20240409-102841_C_OfficialResults.csv
W2_Tangent,0.17398230088495575,0.05840151935632192,0.06,0.27,223.7171949135783,999_999_Jumper_Anon_ANO_1_20240409-102841_C_OfficialResults.csv
W2_Turbulence,0.1280973451327434,0.01867640917272431,0.1,0.17,223.7171949135783,999_999_Jumper_Anon_ANO_1_20240409-102841_C_OfficialResults.csv
W2_CleanTan,0.17398230088495575,0.05840151935632192,0.06,0.27,223.7171949135783,999_999_Jumper_Anon_ANO_1_20240409-102841_C_OfficialResults.csv
W2_Cross,0.4609292035398231,0.09925287272095872,0.33,0.84,223.7171949135783,999_999_Jumper_Anon_ANO_1_20240409-102841_C_OfficialResults.csv
W3_Speed,1.5778761061946902,0.11830996071475325,1.2,1.7,223.7171949135783,999_999_Jumper_Anon_ANO_1_20240409-102841_C_OfficialResults.csv
W3_Tangent,1.332699115044248,0.13636965351284489,1.05,1.56,223.7171949135783,999_999_Jumper_Anon_ANO_1_20240409-102841_C_OfficialResults.csv
W3_Turbulence,0.11252212389380532,0.060024527926526496,0.0,0.24,223.7171949135783,999_999_Jumper_Anon_ANO_1_20240409-102841_C_OfficialResults.csv
W3_CleanTan,1.332699115044248,0.13636965351284489,1.05,1.56,223.7171949135783,999_999_Jumper_Anon_ANO_1_20240409-102841_C_OfficialResults.csv
W3_Cross,0.7657522123893805,0.26353597371047477,0.06,1.13,223.7171949135783,999_999_Jumper_Anon_ANO_1_20240409-102841_C_OfficialResults.csv
W4_Speed,1.811504424778761,0.2340948382892448,1.5,2.3,223.7171949135783,999_999_Jumper_Anon_ANO_1_20240409-102841_C_OfficialResults.csv
W4_Tangent,0.9125663716814157,0.1507980475031981,0.72,1.78,223.7171949135783,999_999_Jumper_Anon_ANO_1_20240409-102841_C_OfficialResults.csv
W4_Turbulence,0.19831858407079647,0.14326604718257416,0.0,0.42,223.7171949135783,999_999_Jumper_Anon_ANO_1_20240409-102841_C_OfficialResults.csv
W4_CleanTan,0.9125663716814157,0.1507980475031981,0.72,1.78,223.7171949135783,999_999_Jumper_Anon_ANO_1_20240409-102841_C_OfficialResults.csv
W4_Cross,1.4995132743362833,0.19443418149625843,1.2,1.87,223.7171949135783,999_999_Jumper_Anon_ANO_1_20240409-102841_C_OfficialResults.csv
W5_Speed,1.4261061946902653,0.09033206521440604,0.9,1.6,223.7171949135783,999_999_Jumper_Anon_ANO_1_20240409-102841_C_OfficialResults.csv
W5_Tangent,1.2462831858407082,0.11219185702489375,0.25,1.4,223.7171949135783,999_999_Jumper_Anon_ANO_1_20240409-102841_C_OfficialResults.csv
W5_Turbulence,0.11969026548672565,0.07754219836347377,0.01,0.27,223.7171949135783,999_999_Jumper_Anon_ANO_1_20240409-102841_C_OfficialResults.csv
W5_CleanTan,1.2462831858407082,0.11219185702489375,0.25,1.4,223.7171949135783,999_999_Jumper_Anon_ANO_1_20240409-102841_C_OfficialResults.csv
W5_Cross,0.6682300884955754,0.1134292150373621,0.13,0.82,223.7171949135783,999_999_Jumper_Anon_ANO_1_20240409-102841_C_OfficialResults.csv
W6_Speed,0.8234513274336283,0.13475422837483342,0.6,1.4,223.7171949135783,999_999_Jumper_Anon_ANO_1_20240409-102841_C_OfficialResults.csv
W6_Tangent,-0.14553097345132743,0.07084211814343344,-0.33,-0.04,223.7171949135783,999_999_Jumper_Anon_ANO_1_20240409-102841_C_OfficialResults.csv
W6_Turbulence,0.15663716814159295,0.039868910069967525,0.07,0.22,223.7171949135783,999_999_Jumper_Anon_ANO_1_20240409-102841_C_OfficialResults.csv
W6_CleanTan,-0.14553097345132743,0.07084211814343344,-0.33,-0.04,223.7171949135783,999_999_Jumper_Anon_ANO_1_20240409-102841_C_OfficialResults.csv
W6_Cross,0.7903982300884955,0.13167745372339074,0.54,1.33,223.7171949135783,999_999_Jumper_Anon_ANO_1_20240409-102841_C_OfficialResults.csv
W7_Speed,1.2513274336283187,0.4433438683956858,0.4,1.9,223.7171949135783,999_999_Jumper_Anon_ANO_1_20240409-102841_C_OfficialResults.csv
