variable,mean,std,min,max,length,filename
W3_Cross,0.7536073059360732,0.20794373608640176,0.26,1.02,216.59870059628707,999_999_Jumper_Anon_ANO_1_20240409-102843_C_OfficialResults.csv
W4_Speed,0.9799086757990867,0.30524165621004795,0.4,1.5,216.59870059628707,999_999_Jumper_Anon_ANO_1_20240409-102843_C_OfficialResults.csv
W4_Tangent,0.5577625570776256,0.3820514618595611,-0.05,1.2,216.59870059628707,999_999_Jumper_Anon_ANO_1_20240409-102843_C_OfficialResults.csv
W4_Turbulence,0.29858447488584483,0.21625101354394302,0.07,0.79,216.59870059628707,999_999_Jumper_Anon_ANO_1_20240409-102843_C_OfficialResults.csv
W4_CleanTan,0.5577625570776256,0.3820514618595611,-0.05,1.2,216.59870059628707,999_999_Jumper_Anon_ANO_1_20240409-102843_C_OfficialResults.csv
W4_Cross,0.5226027397260274,0.4308814117615586,0.03,1.4,216.59870059628707,999_999_Jumper_Anon_ANO_1_20240409-102843_C_OfficialResults.csv
W5_Speed,2.3205479452054796,0.3597752499670839,1.6,3.0,216.59870059628707,999_999_Jumper_Anon_ANO_1_20240409-102843_C_OfficialResults.csv
W5_Tangent,1.6063926940639273,0.42893750869840797,0.83,2.29,216.59870059628707,999_999_Jumper_Anon_ANO_1_20240409-102843_C_OfficialResults.csv
W5_Turbulence,0.3845205479452054,0.2537518893818054,0.01,0.87,216.59870059628707,999_999_Jumper_Anon_ANO_1_20240409-102843_C_OfficialResults.csv
W5_CleanTan,1.6063926940639273,0.42893750869840797,0.83,2.29,216.59870059628707,999_999_Jumper_Anon_ANO_1_20240409-102843_C_OfficialResults.csv
W5_Cross,1.5751141552511414,0.19856448293005105,0.56,1.93,216.59870059628707,999_999_Jumper_Anon_ANO_1_20240409-102843_C_OfficialResults.csv
W6_Speed,1.4712328767123286,0.18633066104224197,1.1,1.8,216.59870059628707,999_999_Jumper_Anon_ANO_1_20240409-102843_C_OfficialResults.csv
W6_Tangent,0.647351598173516,0.12354221369211371,0.35,0.82,216.59870059628707,999_999_Jumper_Anon_ANO_1_20240409-102843_C_OfficialResults.csv
W6_Turbulence,0.15296803652968036,0.11417777013864615,0.0,0.35,216.59870059628707,999_999_Jumper_Anon_ANO_1_20240409-102843_C_OfficialResults.csv
W6_CleanTan,0.647351598173516,0.12354221369211371,0.35,0.82,216.59870059628707,999_999_Jumper_Anon_ANO_1_20240409-102843_C_OfficialResults.csv
W6_Cross,1.2947488584474884,0.17650351748469692,0.92,1.62,216.59870059628707,999_999_Jumper_Anon_ANO_1_20240409-102843_C_OfficialResults.csv
W7_Speed,1.212785388127854,0.2870619991311055,0.8,1.7,216.59870059628707,999_999_Jumper_Anon_ANO_1_20240409-102843_C_OfficialResults.csv
W7_Tangent,0.1793607305936073,0.19270539503741974,-0.19,0.54,216.59870059628707,999_999_Jumper_Anon_ANO_1_20240409-102843_C_OfficialResults.csv
W7_Turbulence,0.22616438356164384,0.1132784602267282,0.04,0.41,216.59870059628707,999_999_Jumper_Anon_ANO_1_20240409-102843_C_OfficialResults.csv
W7_CleanTan,0.1793607305936073,0.19270539503741974,-0.19,0.54,216.59870059628707,999_999_Jumper_Anon_ANO_1_20240409-102843_C_OfficialResults.csv
W7_Cross,1.0237899543378997,0.20929933721627553,0.74,1.56,216.59870059628707,999_999_Jumper_Anon_ANO_1_20240409-102843_C_OfficialResults.csv
W8_Speed,0.5844748858447488,0.22037514524468352,0.3,1.0,216.59870059628707,999_999_Jumper_Anon_ANO_1_20240409-102843_C_OfficialResults.csv
W8_Tangent,-0.2428310502283105,0.16905626809957194,-0.5,0.0,216.59870059628707,999_999_Jumper_Anon_ANO_1_20240409-102843_C_OfficialResults.csv
W8_Turbulence,0.18602739726027395,0.10900811845064019,0.01,0.4,216.59870059628707,999_999_Jumper_Anon_ANO_1_20240409-102843_C_OfficialResults.csv
W8_CleanTan,-0.2428310502283105,0.16905626809957194,-0.5,0.0,216.59870059628707,999_999_Jumper_Anon_ANO_1_20240409-102843_C_OfficialResults.csv
W8_Cross,0.40643835616438356,0.1366946291604835,0.3,0.78,216.59870059628707,999_999_Jumper_Anon_ANO_1_20240409-102843_C_OfficialResults.csv
W9_Speed,1.1917808219178083,0.2509176322274385,0.8,1.5,216.59870059628707,999_999_Jumper_Anon_ANO_1_20240409-102843_C_OfficialResults.csv
W9_Tangent,0.7626027397260273,0.21645196130340905,0.46,1.13,216.59870059628707,999_999_Jumper_Anon_ANO_1_20240409-102843_C_OfficialResults.csv
W9_Turbulence,0.19410958904109588,0.17378280985002983,0.0,0.54,216.59870059628707,999_999_Jumper_Anon_ANO_1_20240409-102843_C_OfficialResults.csv
W9_CleanTan,0.7626027397260273,0.21645196130340905,0.46,1.13,216.59870059628707,999_999_Jumper_Anon_ANO_1_20240409-102843_C_OfficialResults.csv
W9_Cross,0.8574429223744293,0.20492075036226867,0.54,1.25,216.59870059628707,999_999_Jumper_Anon_ANO_1_20240409-102843_C_OfficialResults.csv
W10_Speed,0.776255707762557,0.20915436641987986,0.5,1.3,216.59870059628707,999_999_Jumper_Anon_ANO_1_20240409-102843_C_OfficialResults.csv
W10_Tangent,-0.5102283105022831,0.15898313026418995,-1.0,-0.28,216.59870059628707,999_999_Jumper_Anon_ANO_1_20240409-102843_C_OfficialResults.csv
W10_Turbulence,0.31643835616438354,0.19903231398015395,0.01,0.59,216.59870059628707,999_999_Jumper_Anon_ANO_1_20240409-102843_C_OfficialResults.csv
W10_CleanTan,-0.5102283105022831,0.15898313026418995,-1.0,-0.28,216.59870059628707,999_999_Jumper_Anon_ANO_1_20240409-102843_C_OfficialResults.csv
W10_Cross,0.5170319634703195,0.1941976055022933,0.23,0.85,216.59870059628707,999_999_Jumper_Anon_ANO_1_20240409-102843_C_OfficialResults.csv
W11_Speed,0.5474885844748857,0.130737476314654,0.4,0.8,216.59870059628707,999_999_Jumper_Anon_ANO_1_20240409-102843_C_OfficialResults.csv
W11_Tangent,0.17269406392694064,0.14374592937647945,-0.06,0.47,216.59870059628707,999_999_Jumper_Anon_ANO_1_20240409-102843_C_OfficialResults.csv
W11_Turbulence,0.1368036529680365,0.08234973964513873,0.01,0.3,216.59870059628707,999_999_Jumper_Anon_ANO_1_20240409-102843_C_OfficialResults.csv
W11_CleanTan,0.17269406392694064,0.14374592937647945,-0.06,0.47,216.59870059628707,999_999_Jumper_Anon_ANO_1_20240409-102843_C_OfficialResults.csv
W11_Cross,0.36484018264840185,0.07840349079456746,0.03,0.48,216.59870059628707,999_999_Jumper_Anon_ANO_1_20240409-102843_C_OfficialResults.csv
W12_Speed,0.3301369863013698,0.07605815889170094,0.2,0.5,216.59870059628707,999_999_Jumper_Anon_ANO_1_20240409-102843_C_OfficialResults.csv
W12_Tangent,-0.2158447488584475,0.04223778915131292,-0.28,0.12,216.59870059628707,999_999_Jumper_Anon_ANO_1_20240409-102843_C_OfficialResults.csv
W12_Turbulence,0.05333333333333334,0.05066831640642675,0.0,0.19,216.59870059628707,999_999_Jumper_Anon_ANO_1_20240409-102843_C_OfficialResults.csv
W12_CleanTan,-0.2158447488584475,0.04223778915131292,-0.28,0.12,216.59870059628707,999_999_Jumper_Anon_ANO_1_20240409-102843_C_OfficialResults.csv
W12_Cross,0.16748858447488588,0.11879592248626737,0.01,0.46,216.59870059628707,999_999_Jumper_Anon_ANO_1_20240409-102843_C_OfficialResults.csv
Position,80.94463855421687,49.53337701341807,-93.19,164.0,164.01528130024957,999_999_Jumper_Anon_ANO_1_20240409-102845_C_OfficialResults.csv
Height above ground [m],3.508727272727273,1.581261523099386,0.0,5.67,164.01528130024957,999_999_Jumper_Anon_ANO_1_20240409-102845_C_OfficialResults.csv
X [m],74.15072289156626,42.532058362665325,-81.29,141.92,164.01528130024957,999_999_Jumper_Anon_ANO_1_20240409-102845_C_OfficialResults.csv
Y [m],-3.0036144578313255,2.188374561210521,-6.75,0.0,164.01528130024957,999_999_Jumper_Anon_ANO_1_20240409-102845_C_OfficialResults.csv
Z [m],-33.82909638554217,25.841675145586972,-81.94,43.0,164.01528130024957,999_999_Jumper_Anon_ANO_1_20240409-102845_C_OfficialResults.csv
Opening Angle [°],28.81636363636364,7.696842010859586,0.0,40.7,164.01528130024957,999_999_Jumper_Anon_ANO_1_20240409-102845_C_OfficialResults.csv
Stalling Angle Left [°],-5.367521212121212,10.413908735605029,-35.801,10.718,164.01528130024957,999_999_Jumper_Anon_ANO_1_20240409-102845_C_OfficialResults.csv
Stalling Angle Right [°],-0.4944727272727274,9.016043439311755,-36.691,15.18,164.01528130024957,999_999_Jumper_Anon_ANO_1_20240409-102845_C_OfficialResults.csv
Roll Angle Left [°],24.18630909090909,12.420442322854033,-4.039,38.9,164.01528130024957,999_999_Jumper_Anon_ANO_1_20240409-102845_C_OfficialResults.csv
Roll Angle Right [°],-25.089775757575758,10.44805418770236,-40.774,5.227,164.01528130024957,999_999_Jumper_Anon_ANO_1_20240409-102845_C_OfficialResults.csv
Yaw Angle Left [°],7.299642424242426,3.513724368591411,-1.564,14.95,164.01528130024957,999_999_Jumper_Anon_ANO_1_20240409-102845_C_OfficialResults.csv
Yaw Angle Right [°],-21.75687272727273,5.985686095894182,-29.876,0.0,164.01528130024957,999_999_Jumper_Anon_ANO_1_20240409-102845_C_OfficialResults.csv
Speed hor. [km/h],97.289,7.80121036840574,0.0,101.868,164.01528130024957,999_999_Jumper_Anon_ANO_1_20240409-102845_C_OfficialResults.csv
Speed vert. [km/h],-58.46290361445784,22.785559050397215,-86.47,0.0,164.01528130024957,999_999_Jumper_Anon_ANO_1_20240409-102845_C_OfficialResults.csv
Speed resulting [km/h],115.2539578313253,14.248463410339612,0.0,132.761,164.01528130024957,999_999_Jumper_Anon_ANO_1_20240409-102845_C_OfficialResults.csv
W1_Speed,0.6096385542168674,0.08328768373618914,0.4,0.8,164.01528130024957,999_999_Jumper_Anon_ANO_1_20240409-102845_C_OfficialResults.csv
W1_Tangent,-0.5587349397590363,0.07128408115673503,-0.69,-0.41,164.01528130024957,999_999_Jumper_Anon_ANO_1_20240409-102845_C_OfficialResults.csv
W1_Turbulence,0.08144578313253012,0.05958711534756145,0.0,0.18,164.01528130024957,999_999_Jumper_Anon_ANO_1_20240409-102845_C_OfficialResults.csv
W1_CleanTan,-0.5587349397590363,0.07128408115673503,-0.69,-0.41,164.01528130024957,999_999_Jumper_Anon_ANO_1_20240409-102845_C_OfficialResults.csv
W1_Cross,0.09018072289156626,0.07242528347716003,0.0,0.38,164.01528130024957,999_999_Jumper_Anon_ANO_1_20240409-102845_C_OfficialResults.csv
W2_Speed,1.6367469879518075,0.11614628637781509,1.1,1.8,164.01528130024957,999_999_Jumper_Anon_ANO_1_20240409-102845_C_OfficialResults.csv
W2_Tangent,1.5875903614457836,0.1299145673726628,0.93,1.75,164.01528130024957,999_999_Jumper_Anon_ANO_1_20240409-102845_C_OfficialResults.csv
W2_Turbulence,0.10963855421686748,0.06983002363978841,0.0,0.19,164.01528130024957,999_999_Jumper_Anon_ANO_1_20240409-102845_C_OfficialResults.csv
W2_CleanTan,1.5875903614457836,0.1299145673726628,0.93,1.75,164.01528130024957,999_999_Jumper_Anon_ANO_1_20240409-102845_C_OfficialResults.csv
W2_Cross,0.17801204819277106,0.08355161626942968,0.05,0.29,164.01528130024957,999_999_Jumper_Anon_ANO_1_20240409-102845_C_OfficialResults.csv
W3_Speed,0.7993975903614459,0.198630763875576,0.4,1.1,164.01528130024957,999_999_Jumper_Anon_ANO_1_20240409-102845_C_OfficialResults.csv
W3_Tangent,0.47506024096385535,0.1283685366338549,0.2,0.68,164.01528130024957,999_999_Jumper_Anon_ANO_1_20240409-102845_C_OfficialResults.csv
W3_Turbulence,0.20939759036144578,0.15441266550022936,0.0,0.48,164.01528130024957,999_999_Jumper_Anon_ANO_1_20240409-102845_C_OfficialResults.csv
W3_CleanTan,0.47506024096385535,0.1283685366338549,0.2,0.68,164.01528130024957,999_999_Jumper_Anon_ANO_1_20240409-102845_C_OfficialResults.csv
W3_Cross,0.5843373493975904,0.16415951422844674,0.37,0.85,164.01528130024957,999_999_Jumper_Anon_ANO_1_20240409-102845_C_OfficialResults.csv
W4_Speed,1.0379518072289158,0.0988081586147386,0.9,1.4,164.01528130024957,999_999_Jumper_Anon_ANO_1_20240409-102845_C_OfficialResults.csv
W4_Tangent,0.12481927710843377,0.2129012372868278,-0.29,0.39,164.01528130024957,999_999_Jumper_Anon_ANO_1_20240409-102845_C_OfficialResults.csv
W4_Turbulence,0.10427710843373496,0.08250117549252724,0.01,0.35,164.01528130024957,999_999_Jumper_Anon_ANO_1_20240409-102845_C_OfficialResults.csv
W4_CleanTan,0.12481927710843377,0.2129012372868278,-0.29,0.39,164.01528130024957,999_999_Jumper_Anon_ANO_1_20240409-102845_C_OfficialResults.csv
W4_Cross,0.8415060240963855,0.1288297794948918,0.64,1.35,164.01528130024957,999_999_Jumper_Anon_ANO_1_20240409-102845_C_OfficialResults.csv
W5_Speed,0.6819277108433736,0.0635220378141424,0.3,0.8,164.01528130024957,999_999_Jumper_Anon_ANO_1_20240409-102845_C_OfficialResults.csv
W5_Tangent,-0.5352409638554216,0.05615672665101004,-0.65,-0.25,164.01528130024957,999_999_Jumper_Anon_ANO_1_20240409-102845_C_OfficialResults.csv
W5_Turbulence,0.05680722891566266,0.04295225194825142,0.01,0.17,164.01528130024957,999_999_Jumper_Anon_ANO_1_20240409-102845_C_OfficialResults.csv
W5_CleanTan,-0.5352409638554216,0.05615672665101004,-0.65,-0.25,164.01528130024957,999_999_Jumper_Anon_ANO_1_20240409-102845_C_OfficialResults.csv
W5_Cross,0.40566265060240975,0.06788033626252558,0.08,0.56,164.01528130024957,999_999_Jumper_Anon_ANO_1_20240409-102845_C_OfficialResults.csv
W6_Speed,1.7048192771084338,0.27978503196380866,1.2,2.0,164.01528130024957,999_999_Jumper_Anon_ANO_1_20240409-102845_C_OfficialResults.csv
W6_Tangent,-1.5715060240963858,0.29725128125193095,-1.96,-1.04,164.01528130024957,999_999_Jumper_Anon_ANO_1_20240409-102845_C_OfficialResults.csv
W6_Turbulence,0.279156626506024,0.16890883192206924,0.02,0.67,164.01528130024957,999_999_Jumper_Anon_ANO_1_20240409-102845_C_OfficialResults.csv
W6_CleanTan,-1.5715060240963858,0.29725128125193095,-1.96,-1.04,164.01528130024957,999_999_Jumper_Anon_ANO_1_20240409-102845_C_OfficialResults.csv
W6_Cross,0.2593975903614458,0.17590527338962772,0.02,0.53,164.01528130024957,999_999_Jumper_Anon_ANO_1_20240409-102845_C_OfficialResults.csv
W7_Speed,1.2186746987951809,0.22713109862374622,1.0,1.7,164.01528130024957,999_999_Jumper_Anon_ANO_1_20240409-102845_C_OfficialResults.csv
W7_Tangent,-0.03734939759036145,0.30692841663656506,-1.04,0.63,164.01528130024957,999_999_Jumper_Anon_ANO_1_20240409-102845_C_OfficialResults.csv
W7_Turbulence,0.21078313253012054,0.09621938923771704,0.05,0.39,164.01528130024957,999_999_Jumper_Anon_ANO_1_20240409-102845_C_OfficialResults.csv
W7_CleanTan,-0.03734939759036145,0.30692841663656506,-1.04,0.63,164.01528130024957,999_999_Jumper_Anon_ANO_1_20240409-102845_C_OfficialResults.csv
W7_Cross,0.9619879518072291,0.20930829771015994,0.73,1.4,164.01528130024957,999_999_Jumper_Anon_ANO_1_20240409-102845_C_OfficialResults.csv
W8_Speed,1.6915662650602403,0.04459873425873016,1.6,2.1,164.01528130024957,999_999_Jumper_Anon_ANO_1_20240409-102845_C_OfficialResults.csv
W8_Tangent,-1.1746385542168676,0.08134208770271655,-1.42,-1.06,164.01528130024957,999_999_Jumper_Anon_ANO_1_20240409-102845_C_OfficialResults.csv
W8_Turbulence,0.06337349397590362,0.0765352302863908,0.0,0.31,164.01528130024957,999_999_Jumper_Anon_ANO_1_20240409-102845_C_OfficialResults.csv
W8_CleanTan,-1.1746385542168676,0.08134208770271655,-1.42,-1.06,164.01528130024957,999_999_Jumper_Anon_ANO_1_20240409-102845_C_OfficialResults.csv
W8_Cross,1.1728313253012048,0.10592076161004091,0.91,1.56,164.01528130024957,999_999_Jumper_Anon_ANO_1_20240409-102845_C_OfficialResults.csv
W9_Speed,0.8843373493975905,0.0669362930243438,0.8,1.1,164.01528130024957,999_999_Jumper_Anon_ANO_1_20240409-102845_C_OfficialResults.csv
W9_Tangent,-0.7567469879518073,0.07699049030194045,-1.0,-0.61,164.01528130024957,999_999_Jumper_Anon_ANO_1_20240409-102845_C_OfficialResults.csv
W9_Turbulence,0.05271084337349398,0.04946257357577501,0.0,0.17,164.01528130024957,999_999_Jumper_Anon_ANO_1_20240409-102845_C_OfficialResults.csv
W9_CleanTan,-0.7567469879518073,0.07699049030194045,-1.0,-0.61,164.01528130024957,999_999_Jumper_Anon_ANO_1_20240409-102845_C_OfficialResults.csv
W9_Cross,0.3730120481927711,0.1320214393953569,0.1,0.63,164.01528130024957,999_999_Jumper_Anon_ANO_1_20240409-102845_C_OfficialResults.csv
W10_Speed,0.9018072289156628,0.10587178727765706,0.7,1.3,164.01528130024957,999_999_Jumper_Anon_ANO_1_20240409-102845_C_OfficialResults.csv
W10_Tangent,-0.7423493975903612,0.14193860676554493,-1.08,-0.5,164.01528130024957,999_999_Jumper_Anon_ANO_1_20240409-102845_C_OfficialResults.csv
W10_Turbulence,0.11837349397590365,0.10459911475879806,0.01,0.39,164.01528130024957,999_999_Jumper_Anon_ANO_1_20240409-102845_C_OfficialResults.csv
W10_CleanTan,-0.7423493975903612,0.14193860676554493,-1.08,-0.5,164.01528130024957,999_999_Jumper_Anon_ANO_1_20240409-102845_C_OfficialResults.csv
W10_Cross,0.3371084337349398,0.16084647391492693,0.03,0.66,164.01528130024957,999_999_Jumper_Anon_ANO_1_20240409-102845_C_OfficialResults.csv
W11_Speed,2.084939759036145,0.14464898783733618,1.9,2.3,164.01528130024957,999_999_Jumper_Anon_ANO_1_20240409-102845_C_OfficialResults.csv
W11_Tangent,-2.0378915662650603,0.11215146814566862,-2.19,-1.87,164.01528130024957,999_999_Jumper_Anon_ANO_1_20240409-102845_C_OfficialResults.csv
W11_Turbulence,0.11542168674698795,0.06981015303112113,0.02,0.25,164.01528130024957,999_999_Jumper_Anon_ANO_1_20240409-102845_C_OfficialResults.csv
W11_CleanTan,-2.0378915662650603,0.11215146814566862,-2.19,-1.87,164.01528130024957,999_999_Jumper_Anon_ANO_1_20240409-102845_C_OfficialResults.csv
W11_Cross,0.1892168674698795,0.18195234462288234,0.0,0.57,164.01528130024957,999_999_Jumper_Anon_ANO_1_20240409-102845_C_OfficialResults.csv
W12_Speed,1.7746987951807227,0.2446238292086881,1.6,2.4,164.01528130024957,999_999_Jumper_Anon_ANO_1_20240409-102845_C_OfficialResults.csv
W12_Tangent,-1.54933734939759,0.21148289003696322,-2.11,-1.38,164.01528130024957,999_999_Jumper_Anon_ANO_1_20240409-102845_C_OfficialResults.csv
W12_Turbulence,0.38475903614457824,0.15958925234271815,0.07,0.61,164.01528130024957,999_999_Jumper_Anon_ANO_1_20240409-102845_C_OfficialResults.csv
W12_CleanTan,-1.54933734939759,0.21148289003696322,-2.11,-1.38,164.01528130024957,999_999_Jumper_Anon_ANO_1_20240409-102845_C_OfficialResults.csv
W12_Cross,0.7628313253012048,0.1083420307121802,0.61,0.96,164.01528130024957,999_999_Jumper_Anon_ANO_1_20240409-102845_C_OfficialResults.csv
Position,97.53145728643217,58.75478878730948,-93.74,196.5,196.2939583889428,999_999_Jumper_Anon_ANO_1_20240409-102846_C_OfficialResults.csv
Height above ground [m],3.4942929292929295,1.149366744671542,0.0,5.43,196.2939583889428,999_999_Jumper_Anon_ANO_1_20240409-102846_C_OfficialResults.csv
X [m],87.95597989949748,49.797194455876344,-81.73,168.53,196.2939583889428,999_999_Jumper_Anon_ANO_1_20240409-102846_C_OfficialResults.csv
Y [m],-0.03919597989949749,0.2546206462938752,-0.74,0.27,196.2939583889428,999_999_Jumper_Anon_ANO_1_20240409-102846_C_OfficialResults.csv
Z [m],-43.099748743718585,31.550049263391177,-100.64,43.35,196.2939583889428,999_999_Jumper_Anon_ANO_1_20240409-102846_C_OfficialResults.csv
Opening Angle [°],16.92626262626263,6.483263667979681,0.0,30.4,196.2939583889428,999_999_Jumper_Anon_ANO_1_20240409-102846_C_OfficialResults.csv
Stalling Angle Left [°],-4.0386161616161615,4.00316768660109,-18.546,7.124,196.2939583889428,999_999_Jumper_Anon_ANO_1_20240409-102846_C_OfficialResults.csv
Stalling Angle Right [°],-8.869929292929292,6.0542618101665475,-20.138,6.14,196.2939583889428,999_999_Jumper_Anon_ANO_1_20240409-102846_C_OfficialResults.csv
Roll Angle Left [°],29.3769797979798,12.050233422748999,-8.57,41.417,196.2939583889428,999_999_Jumper_Anon_ANO_1_20240409-102846_C_OfficialResults.csv
Roll Angle Right [°],-25.065969696969695,12.46349641319468,-42.866,8.008,196.2939583889428,999_999_Jumper_Anon_ANO_1_20240409-102846_C_OfficialResults.csv
Yaw Angle Left [°],7.779601010101009,4.249265034974978,0.0,17.724,196.2939583889428,999_999_Jumper_Anon_ANO_1_20240409-102846_C_OfficialResults.csv
Yaw Angle Right [°],-9.2989898989899,3.3486784558856466,-14.869,0.0,196.2939583889428,999_999_Jumper_Anon_ANO_1_20240409-102846_C_OfficialResults.csv
Speed hor. [km/h],99.62729648241205,7.515333161801036,0.0,106.913,196.2939583889428,999_999_Jumper_Anon_ANO_1_20240409-102846_C_OfficialResults.csv
Speed vert. [km/h],-61.78488442211055,21.51682893541865,-89.4,0.0,196.2939583889428,999_999_Jumper_Anon_ANO_1_20240409-102846_C_OfficialResults.csv
Speed resulting [km/h],118.5903768844221,14.070631591635953,0.0,138.803,196.2939583889428,999_999_Jumper_Anon_ANO_1_20240409-102846_C_OfficialResults.csv
W1_Speed,0.6582914572864323,0.09908212835308244,0.5,0.9,196.2939583889428,999_999_Jumper_Anon_ANO_1_20240409-102846_C_OfficialResults.csv
W1_Tangent,0.28693467336683426,0.10036876830105845,0.07,0.48,196.2939583889428,999_999_Jumper_Anon_ANO_1_20240409-102846_C_OfficialResults.csv
W1_Turbulence,0.0862814070351759,0.05610453092157037,0.01,0.2,196.2939583889428,999_999_Jumper_Anon_ANO_1_20240409-102846_C_OfficialResults.csv
W1_CleanTan,0.28693467336683426,0.10036876830105845,0.07,0.48,196.2939583889428,999_999_Jumper_Anon_ANO_1_20240409-102846_C_OfficialResults.csv
W1_Cross,0.5250251256281407,0.1166444756898019,0.35,0.83,196.2939583889428,999_999_Jumper_Anon_ANO_1_20240409-102846_C_OfficialResults.csv
W2_Speed,1.1768844221105528,0.19890696700663985,0.8,1.4,196.2939583889428,999_999_Jumper_Anon_ANO_1_20240409-102846_C_OfficialResults.csv
W2_Tangent,1.1553266331658292,0.21041989969126476,0.79,1.4,196.2939583889428,999_999_Jumper_Anon_ANO_1_20240409-102846_C_OfficialResults.csv
W2_Turbulence,0.1867839195979899,0.10016001612931084,0.01,0.37,196.2939583889428,999_999_Jumper_Anon_ANO_1_20240409-102846_C_OfficialResults.csv
W2_CleanTan,1.1553266331658292,0.21041989969126476,0.79,1.4,196.2939583889428,999_999_Jumper_Anon_ANO_1_20240409-102846_C_OfficialResults.csv
W2_Cross,0.15954773869346736,0.10937054282941117,0.0,0.38,196.2939583889428,999_999_Jumper_Anon_ANO_1_20240409-102846_C_OfficialResults.csv
W3_Speed,1.7623115577889439,0.11650067592939309,1.6,1.9,196.2939583889428,999_999_Jumper_Anon_ANO_1_20240409-102846_C_OfficialResults.csv
W3_Tangent,1.5078391959798998,0.11117760053156547,1.31,1.65,196.2939583889428,999_999_Jumper_Anon_ANO_1_20240409-102846_C_OfficialResults.csv
W3_Turbulence,0.10482412060301508,0.059906022539225806,0.01,0.22,196.2939583889428,999_999_Jumper_Anon_ANO_1_20240409-102846_C_OfficialResults.csv
W3_CleanTan,1.5078391959798998,0.11117760053156547,1.31,1.65,196.2939583889428,999_999_Jumper_Anon_ANO_1_20240409-102846_C_OfficialResults.csv
W3_Cross,0.783718592964824,0.10339314596410001,0.52,0.92,196.2939583889428,999_999_Jumper_Anon_ANO_1_20240409-102846_C_OfficialResults.csv
W4_Speed,2.1623115577889447,0.34631783646766134,1.6,2.7,196.2939583889428,999_999_Jumper_Anon_ANO_1_20240409-102846_C_OfficialResults.csv
W4_Tangent,1.2818090452261308,0.14493378397031004,0.96,1.63,196.2939583889428,999_999_Jumper_Anon_ANO_1_20240409-102846_C_OfficialResults.csv
W4_Turbulence,0.3104020100502513,0.2078821519199,0.03,0.68,196.2939583889428,999_999_Jumper_Anon_ANO_1_20240409-102846_C_OfficialResults.csv
W4_CleanTan,1.2818090452261308,0.14493378397031004,0.96,1.63,196.2939583889428,999_999_Jumper_Anon_ANO_1_20240409-102846_C_OfficialResults.csv
W4_Cross,1.7202512562814072,0.3699241489081018,1.12,2.26,196.2939583889428,999_999_Jumper_Anon_ANO_1_20240409-102846_C_OfficialResults.csv
W5_Speed,1.6201005025125628,0.2715425259210508,1.1,1.9,196.2939583889428,999_999_Jumper_Anon_ANO_1_20240409-102846_C_OfficialResults.csv
W5_Tangent,0.7794472361809043,0.11379227921075881,0.61,1.19,196.2939583889428,999_999_Jumper_Anon_ANO_1_20240409-102846_C_OfficialResults.csv
W5_Turbulence,0.19482412060301504,0.1766890901181317,0.02,0.62,196.2939583889428,999_999_Jumper_Anon_ANO_1_20240409-102846_C_OfficialResults.csv
W5_CleanTan,0.7794472361809043,0.11379227921075881,0.61,1.19,196.2939583889428,999_999_Jumper_Anon_ANO_1_20240409-102846_C_OfficialResults.csv
W5_Cross,1.345175879396985,0.3463924384790467,0.7,1.78,196.2939583889428,999_999_Jumper_Anon_ANO_1_20240409-102846_C_OfficialResults.csv
W6_Speed,1.4582914572864323,0.16211697820901785,1.2,1.8,196.2939583889428,999_999_Jumper_Anon_ANO_1_20240409-102846_C_OfficialResults.csv
W6_Tangent,0.9229145728643215,0.09117386952152878,0.44,1.08,196.2939583889428,999_999_Jumper_Anon_ANO_1_20240409-102846_C_OfficialResults.csv
W6_Turbulence,0.19854271356783915,0.09414359832580585,0.01,0.36,196.2939583889428,999_999_Jumper_Anon_ANO_1_20240409-102846_C_OfficialResults.csv
W6_CleanTan,0.9229145728643215,0.09117386952152878,0.44,1.08,196.2939583889428,999_999_Jumper_Anon_ANO_1_20240409-102846_C_OfficialResults.csv
W6_Cross,1.0860301507537686,0.17506656481648292,0.87,1.49,196.2939583889428,999_999_Jumper_Anon_ANO_1_20240409-102846_C_OfficialResults.csv
W7_Speed,1.091959798994975,0.12845499306918295,0.8,1.3,196.2939583889428,999_999_Jumper_Anon_ANO_1_20240409-102846_C_OfficialResults.csv
W7_Tangent,-0.6183417085427138,0.2005567095777703,-0.89,0.58,196.2939583889428,999_999_Jumper_Anon_ANO_1_20240409-102846_C_OfficialResults.csv
W7_Turbulence,0.21100502512562816,0.10017154465445245,0.01,0.38,196.2939583889428,999_999_Jumper_Anon_ANO_1_20240409-102846_C_OfficialResults.csv
W7_CleanTan,-0.6183417085427138,0.2005567095777703,-0.89,0.58,196.2939583889428,999_999_Jumper_Anon_ANO_1_20240409-102846_C_OfficialResults.csv
W7_Cross,0.7779899497487434,0.11041235794679505,0.55,0.98,196.2939583889428,999_999_Jumper_Anon_ANO_1_20240409-102846_C_OfficialResults.csv
W8_Speed,1.6728643216080399,0.09464093057882164,1.5,1.9,196.2939583889428,999_999_Jumper_Anon_ANO_1_20240409-102846_C_OfficialResults.csv
W8_Tangent,-0.3960804020100503,0.2214956359280948,-0.79,-0.14,196.2939583889428,999_999_Jumper_Anon_ANO_1_20240409-102846_C_OfficialResults.csv
