Position,Height above ground [m],Time,X [m],Y [m],Z [m],Opening Angle [°],Stalling Angle Left [°],Stalling Angle Right [°],Roll Angle Left [°],Roll Angle Right [°],Yaw Angle Left [°],Yaw Angle Right [°],Speed hor. [km/h],Speed vert. [km/h],Speed resulting [km/h],W1_Speed,W1_Tangent,W1_Turbulence,W1_CleanTan,W1_Cross,W2_Speed,W2_Tangent,W2_Turbulence,W2_CleanTan,W2_Cross,W3_Speed,W3_Tangent,W3_Turbulence,W3_CleanTan,W3_Cross,W4_Speed,W4_Tangent,W4_Turbulence,W4_CleanTan,W4_Cross,W5_Speed,W5_Tangent,W5_Turbulence,W5_CleanTan,W5_Cross,W6_Speed,W6_Tangent,W6_Turbulence,W6_CleanTan,W6_Cross,W7_Speed,W7_Tangent,W7_Turbulence,W7_CleanTan,W7_Cross,W8_Speed,W8_Tangent,W8_Turbulence,W8_CleanTan,W8_Cross,W9_Speed,W9_Tangent,W9_Turbulence,W9_CleanTan,W9_Cross,W10_Speed,W10_Tangent,W10_Turbulence,W10_CleanTan,W10_Cross,W11_Speed,W11_Tangent,W11_Turbulence,W11_CleanTan,W11_Cross,W12_Speed,W12_Tangent,W12_Turbulence,W12_CleanTan,W12_Cross
-93.5,,0.047,-81.59,0.0,43.24,,,,,,,,0.0,0.0,0.0,0.3,-0.06,0.06,-0.06,0.1,0.7,-0.04,0.03,-0.04,0.62,0.7,0.45,0.02,0.45,0.43,0.8,-0.38,0.07,-0.38,0.59,0.6,0.53,0.12,0.53,0.26,0.8,0.47,0.12,0.47,0.52,0.7,0.73,0.03,0.73,0.14,0.5,0.48,0.12,0.48,0.15,0.5,0.47,0.02,0.47,0.09,0.2,0.05,0.06,0.05,0.18,0.2,-0.12,0.1,-0.12,0.16,0.4,-0.06,0.14,-0.06,0.41
0.0,2.93,4.157,0.04,0.0,-0.01,0.0,-11.5,-11.5,0.0,0.0,0.0,0.0,97.161,-19.768,99.151,0.5,0.11,0.04,0.11,0.35,0.7,0.0,0.02,0.0,0.54,0.7,0.21,0.03,0.21,0.63,0.7,-0.35,0.04,-0.35,0.57,1.1,0.8,0.23,0.8,0.59,0.7,0.2,0.14,0.2,0.36,0.9,0.83,0.06,0.83,0.36,0.6,0.53,0.08,0.53,0.2,0.6,0.54,0.05,0.54,0.2,0.2,-0.12,0.01,-0.12,0.18,0.6,-0.41,0.23,-0.41,0.24,0.4,-0.08,0.02,-0.08,0.41
1.0,2.95,4.243,1.34,0.0,-0.14,2.8,-9.666,-10.149,1.147,1.814,1.934,-0.902,96.257,-11.565,96.952,0.5,0.11,0.04,0.11,0.35,0.7,0.0,0.02,0.0,0.54,0.7,0.21,0.03,0.21,0.63,0.7,-0.35,0.04,-0.35,0.57,1.1,0.8,0.23,0.8,0.59,0.7,0.2,0.14,0.2,0.36,0.9,0.83,0.06,0.83,0.36,0.6,0.53,0.08,0.53,0.2,0.6,0.54,0.05,0.54,0.2,0.2,-0.12,0.01,-0.12,0.18,0.6,-0.41,0.23,-0.41,0.24,0.4,-0.08,0.02,-0.08,0.41
2.0,2.97,4.357,2.39,-0.01,-0.27,6.1,-7.384,-8.511,1.038,1.881,3.913,-2.202,97.339,-10.946,97.957,0.5,0.11,0.04,0.11,0.35,0.7,0.0,0.02,0.0,0.54,0.7,0.21,0.03,0.21,0.63,0.7,-0.35,0.04,-0.35,0.57,1.1,0.8,0.23,0.8,0.59,0.7,0.2,0.14,0.2,0.36,0.9,0.83,0.06,0.83,0.36,0.6,0.53,0.08,0.53,0.2,0.6,0.54,0.05,0.54,0.2,0.2,-0.12,0.01,-0.12,0.18,0.6,-0.41,0.23,-0.41,0.24,0.4,-0.08,0.02,-0.08,0.41
3.0,3.0,4.422,3.43,-0.01,-0.39,10.1,-4.012,-5.77,-1.429,2.878,6.132,-4.052,97.876,-12.699,98.701,0.5,0.11,0.02,0.11,0.29,0.6,0.01,0.02,0.01,0.54,0.7,0.25,0.01,0.25,0.63,0.7,-0.33,0.04,-0.33,0.57,1.2,0.92,0.3,0.92,0.59,0.7,0.18,0.15,0.18,0.31,0.9,0.79,0.02,0.79,0.35,0.6,0.54,0.11,0.54,0.25,0.6,0.57,0.04,0.57,0.15,0.2,-0.12,0.02,-0.12,0.15,0.7,-0.32,0.22,-0.32,0.25,0.4,-0.09,0.02,-0.09,0.4
4.0,3.04,4.46,4.47,-0.02,-0.53,14.7,-0.694,-2.961,-3.742,4.049,8.512,-6.248,98.029,-14.802,99.144,0.5,0.11,0.02,0.11,0.29,0.6,0.01,0.02,0.01,0.54,0.7,0.25,0.01,0.25,0.63,0.7,-0.33,0.04,-0.33,0.57,1.2,0.92,0.3,0.92,0.59,0.7,0.18,0.15,0.18,0.31,0.9,0.79,0.02,0.79,0.35,0.6,0.54,0.11,0.54,0.25,0.6,0.57,0.04,0.57,0.15,0.2,-0.12,0.02,-0.12,0.15,0.7,-0.32,0.22,-0.32,0.25,0.4,-0.09,0.02,-0.09,0.4
5.0,3.07,4.498,5.5,-0.03,-0.69,19.5,1.425,-1.142,-3.409,4.505,10.961,-8.564,98.113,-15.56,99.342,0.5,0.11,0.02,0.11,0.29,0.6,0.01,0.02,0.01,0.54,0.7,0.25,0.01,0.25,0.63,0.7,-0.33,0.04,-0.33,0.57,1.2,0.92,0.3,0.92,0.59,0.7,0.18,0.15,0.18,0.31,0.9,0.79,0.02,0.79,0.35,0.6,0.54,0.11,0.54,0.25,0.6,0.57,0.04,0.57,0.15,0.2,-0.12,0.02,-0.12,0.15,0.7,-0.32,0.22,-0.32,0.25,0.4,-0.09,0.02,-0.09,0.4
6.0,3.12,4.535,6.53,-0.04,-0.84,24.3,3.543,0.677,-3.077,4.961,13.407,-10.879,98.197,-16.317,99.546,0.5,0.11,0.02,0.11,0.29,0.6,0.01,0.02,0.01,0.54,0.7,0.25,0.01,0.25,0.63,0.7,-0.33,0.04,-0.33,0.57,1.2,0.92,0.3,0.92,0.59,0.7,0.18,0.15,0.18,0.31,0.9,0.79,0.02,0.79,0.35,0.6,0.54,0.11,0.54,0.25,0.6,0.57,0.04,0.57,0.15,0.2,-0.12,0.02,-0.12,0.15,0.7,-0.32,0.22,-0.32,0.25,0.4,-0.09,0.02,-0.09,0.4
7.0,3.17,4.573,7.56,-0.05,-1.02,28.0,4.982,1.961,-2.284,4.584,15.366,-12.646,98.599,-17.596,100.159,0.5,0.11,0.02,0.11,0.29,0.6,0.01,0.02,0.01,0.54,0.7,0.25,0.01,0.25,0.63,0.7,-0.33,0.04,-0.33,0.57,1.2,0.92,0.3,0.92,0.59,0.7,0.18,0.15,0.18,0.31,0.9,0.79,0.02,0.79,0.35,0.6,0.54,0.11,0.54,0.25,0.6,0.57,0.04,0.57,0.15,0.2,-0.12,0.02,-0.12,0.15,0.7,-0.32,0.22,-0.32,0.25,0.4,-0.09,0.02,-0.09,0.4
8.0,3.22,4.61,8.58,-0.05,-1.21,30.9,6.014,2.788,-0.468,3.722,16.948,-14.03,98.819,-18.688,100.572,0.5,0.11,0.02,0.11,0.29,0.6,0.01,0.02,0.01,0.54,0.7,0.25,0.01,0.25,0.63,0.7,-0.33,0.04,-0.33,0.57,1.2,0.92,0.3,0.92,0.59,0.7,0.18,0.15,0.18,0.31,0.9,0.79,0.02,0.79,0.35,0.6,0.54,0.11,0.54,0.25,0.6,0.57,0.04,0.57,0.15,0.2,-0.12,0.02,-0.12,0.15,0.7,-0.32,0.22,-0.32,0.25,0.4,-0.09,0.02,-0.09,0.4
9.0,3.27,4.647,9.6,-0.06,-1.4,33.3,6.858,3.209,2.857,2.65,18.23,-15.157,98.432,-18.998,100.25,0.5,0.12,0.01,0.12,0.23,0.6,-0.01,0.03,-0.01,0.52,0.7,0.32,0.01,0.32,0.59,0.7,-0.32,0.04,-0.32,0.54,1.0,0.83,0.11,0.83,0.43,0.7,0.15,0.14,0.15,0.33,0.7,0.67,0.11,0.67,0.21,0.7,0.62,0.19,0.62,0.27,0.7,0.67,0.03,0.67,0.1,0.2,-0.13,0.03,-0.13,0.13,0.7,-0.17,0.23,-0.17,0.31,0.4,-0.06,0.05,-0.06,0.36
10.0,3.33,4.685,10.62,-0.05,-1.61,33.8,7.056,3.437,4.261,0.937,18.834,-15.763,98.754,-20.627,100.887,0.5,0.12,0.01,0.12,0.23,0.6,-0.01,0.03,-0.01,0.52,0.7,0.32,0.01,0.32,0.59,0.7,-0.32,0.04,-0.32,0.54,1.0,0.83,0.11,0.83,0.43,0.7,0.15,0.14,0.15,0.33,0.7,0.67,0.11,0.67,0.21,0.7,0.62,0.19,0.62,0.27,0.7,0.67,0.03,0.67,0.1,0.2,-0.13,0.03,-0.13,0.13,0.7,-0.17,0.23,-0.17,0.31,0.4,-0.06,0.05,-0.06,0.36
11.0,3.39,4.722,11.64,-0.07,-1.82,35.0,7.376,3.663,7.538,-0.761,19.175,-16.363,98.765,-21.424,101.065,0.5,0.12,0.01,0.12,0.23,0.6,-0.01,0.03,-0.01,0.52,0.7,0.32,0.01,0.32,0.59,0.7,-0.32,0.04,-0.32,0.54,1.0,0.83,0.11,0.83,0.43,0.7,0.15,0.14,0.15,0.33,0.7,0.67,0.11,0.67,0.21,0.7,0.62,0.19,0.62,0.27,0.7,0.67,0.03,0.67,0.1,0.2,-0.13,0.03,-0.13,0.13,0.7,-0.17,0.23,-0.17,0.31,0.4,-0.06,0.05,-0.06,0.36
