Position,Height above ground [m],Time,X [m],Y [m],Z [m],Opening Angle [°],Stalling Angle Left [°],Stalling Angle Right [°],Roll Angle Left [°],Roll Angle Right [°],Yaw Angle Left [°],Yaw Angle Right [°],Speed hor. [km/h],Speed vert. [km/h],Speed resulting [km/h],W1_Speed,W1_Tangent,W1_Turbulence,W1_CleanTan,W1_Cross,W2_Speed,W2_Tangent,W2_Turbulence,W2_CleanTan,W2_Cross,W3_Speed,W3_Tangent,W3_Turbulence,W3_CleanTan,W3_Cross,W4_Speed,W4_Tangent,W4_Turbulence,W4_CleanTan,W4_Cross,W5_Speed,W5_Tangent,W5_Turbulence,W5_CleanTan,W5_Cross,W6_Speed,W6_Tangent,W6_Turbulence,W6_CleanTan,W6_Cross,W7_Speed,W7_Tangent,W7_Turbulence,W7_CleanTan,W7_Cross,W8_Speed,W8_Tangent,W8_Turbulence,W8_CleanTan,W8_Cross,W9_Speed,W9_Tangent,W9_Turbulence,W9_CleanTan,W9_Cross,W10_Speed,W10_Tangent,W10_Turbulence,W10_CleanTan,W10_Cross,W11_Speed,W11_Tangent,W11_Turbulence,W11_CleanTan,W11_Cross,W12_Speed,W12_Tangent,W12_Turbulence,W12_CleanTan,W12_Cross
-93.44,,0.0,-81.42,0.0,43.11,,,,,,,,0.0,0.0,0.0,1.1,0.91,0.17,0.91,0.55,1.0,0.1,0.13,0.1,0.84,1.2,1.05,0.04,1.05,0.34,2.3,1.78,0.1,1.78,1.47,0.9,0.25,0.19,0.25,0.13,1.4,-0.28,0.21,-0.28,1.33,0.4,0.38,0.05,0.38,0.18,0.5,0.05,0.46,0.05,0.48,0.9,0.56,0.07,0.56,0.59,1.5,0.95,0.32,0.95,1.15,0.5,0.47,0.12,0.47,0.22,0.6,0.57,0.21,0.57,0.0
0.0,2.93,4.135,0.02,0.0,-0.0,0.0,-11.5,-11.5,0.0,0.0,0.0,0.0,96.249,-19.582,98.221,0.9,0.42,0.21,0.42,0.33,0.7,0.09,0.17,0.09,0.68,1.4,1.39,0.1,1.39,0.06,2.1,1.59,0.09,1.59,1.35,1.2,1.06,0.14,1.06,0.59,1.1,-0.33,0.21,-0.33,1.0,0.7,0.39,0.24,0.39,0.21,1.4,1.23,0.48,1.23,0.64,0.7,0.35,0.04,0.35,0.43,1.2,0.87,0.26,0.87,0.72,0.7,0.46,0.01,0.46,0.46,1.1,1.1,0.18,1.1,0.04
1.0,2.94,4.279,1.35,-0.01,-0.15,2.4,-8.444,-8.503,-5.744,-1.368,1.343,-2.193,93.961,-8.85,94.377,0.9,0.42,0.21,0.42,0.33,0.7,0.11,0.17,0.11,0.66,1.4,1.39,0.1,1.39,0.16,2.1,1.43,0.08,1.43,1.49,1.2,1.06,0.14,1.06,0.59,1.1,-0.33,0.21,-0.33,1.0,0.7,0.39,0.24,0.39,0.21,1.4,1.23,0.48,1.23,0.64,0.7,0.35,0.04,0.35,0.43,1.2,0.87,0.26,0.87,0.72,0.7,0.46,0.01,0.46,0.46,1.0,0.98,0.05,0.98,0.06
2.0,2.97,4.354,2.39,-0.02,-0.26,6.2,-6.598,-5.977,-6.642,-1.937,2.239,-3.961,95.638,-9.076,96.068,0.9,0.42,0.21,0.42,0.33,0.7,0.11,0.17,0.11,0.66,1.4,1.39,0.1,1.39,0.16,2.1,1.43,0.08,1.43,1.49,1.2,1.06,0.14,1.06,0.59,1.1,-0.33,0.21,-0.33,1.0,0.7,0.39,0.24,0.39,0.21,1.4,1.23,0.48,1.23,0.64,0.7,0.35,0.04,0.35,0.43,1.2,0.87,0.26,0.87,0.72,0.7,0.46,0.01,0.46,0.46,1.0,0.98,0.05,0.98,0.06
3.0,3.03,4.393,3.43,-0.02,-0.36,9.8,-2.389,-1.956,-4.059,0.805,3.547,-6.274,95.079,-10.821,95.693,0.9,0.42,0.21,0.42,0.33,0.7,0.11,0.17,0.11,0.66,1.4,1.39,0.1,1.39,0.16,2.1,1.43,0.08,1.43,1.49,1.2,1.06,0.14,1.06,0.59,1.1,-0.33,0.21,-0.33,1.0,0.7,0.39,0.24,0.39,0.21,1.4,1.23,0.48,1.23,0.64,0.7,0.35,0.04,0.35,0.43,1.2,0.87,0.26,0.87,0.72,0.7,0.46,0.01,0.46,0.46,1.0,0.98,0.05,0.98,0.06
4.0,3.09,4.432,4.47,-0.02,-0.48,13.4,0.896,1.305,-2.859,4.889,4.948,-8.466,96.325,-12.346,97.113,0.9,0.42,0.21,0.42,0.33,0.7,0.11,0.17,0.11,0.66,1.4,1.39,0.1,1.39,0.16,2.1,1.43,0.08,1.43,1.49,1.2,1.06,0.14,1.06,0.59,1.1,-0.33,0.21,-0.33,1.0,0.7,0.39,0.24,0.39,0.21,1.4,1.23,0.48,1.23,0.64,0.7,0.35,0.04,0.35,0.43,1.2,0.87,0.26,0.87,0.72,0.7,0.46,0.01,0.46,0.46,1.0,0.98,0.05,0.98,0.06
5.0,3.14,4.471,5.51,-0.02,-0.62,16.5,3.052,3.303,-0.552,5.184,6.39,-10.11,96.982,-13.835,97.964,0.9,0.42,0.19,0.42,0.34,0.7,0.11,0.16,0.11,0.64,1.4,1.31,0.05,1.31,0.32,2.1,1.28,0.06,1.28,1.59,1.3,1.1,0.18,1.1,0.68,1.0,-0.28,0.19,-0.28,0.99,0.8,0.44,0.29,0.44,0.28,1.3,1.12,0.31,1.12,0.64,0.6,0.34,0.1,0.34,0.36,1.1,0.84,0.31,0.84,0.7,0.7,0.49,0.01,0.49,0.45,0.9,0.91,0.05,0.91,0.09
6.0,3.2,4.51,6.54,-0.02,-0.77,19.1,4.46,4.429,2.789,2.381,7.852,-11.347,96.946,-15.325,98.15,0.9,0.42,0.19,0.42,0.34,0.7,0.11,0.16,0.11,0.64,1.4,1.31,0.05,1.31,0.32,2.1,1.28,0.06,1.28,1.59,1.3,1.1,0.18,1.1,0.68,1.0,-0.28,0.19,-0.28,0.99,0.8,0.44,0.29,0.44,0.28,1.3,1.12,0.31,1.12,0.64,0.6,0.34,0.1,0.34,0.36,1.1,0.84,0.31,0.84,0.7,0.7,0.49,0.01,0.49,0.45,0.9,0.91,0.05,0.91,0.09
7.0,3.27,4.548,7.58,-0.02,-0.92,21.8,5.868,5.554,6.129,-0.422,9.313,-12.585,96.91,-16.815,98.359,0.9,0.42,0.19,0.42,0.34,0.7,0.11,0.16,0.11,0.64,1.4,1.31,0.05,1.31,0.32,2.1,1.28,0.06,1.28,1.59,1.3,1.1,0.18,1.1,0.68,1.0,-0.28,0.19,-0.28,0.99,0.8,0.44,0.29,0.44,0.28,1.3,1.12,0.31,1.12,0.64,0.6,0.34,0.1,0.34,0.36,1.1,0.84,0.31,0.84,0.7,0.7,0.49,0.01,0.49,0.45,0.9,0.91,0.05,0.91,0.09
8.0,3.33,4.586,8.61,-0.03,-1.1,23.4,5.621,5.221,7.064,-3.73,10.408,-13.13,96.969,-16.785,98.412,0.9,0.42,0.19,0.42,0.34,0.7,0.11,0.16,0.11,0.64,1.4,1.31,0.05,1.31,0.32,2.1,1.28,0.06,1.28,1.59,1.3,1.1,0.18,1.1,0.68,1.0,-0.28,0.19,-0.28,0.99,0.8,0.44,0.29,0.44,0.28,1.3,1.12,0.31,1.12,0.64,0.6,0.34,0.1,0.34,0.36,1.1,0.84,0.31,0.84,0.7,0.7,0.49,0.01,0.49,0.45,0.9,0.91,0.05,0.91,0.09
