Position;Height above ground [m];Time;X [m];Y [m];Z [m];Opening Angle [°];Stalling Angle Left [°];Stalling Angle Right [°];Roll Angle Left [°];Roll Angle Right [°];Yaw Angle Left [°];Yaw Angle Right [°];Speed hor. [km/h];Speed vert. [km/h];Speed resulting [km/h];WindTime|WindName|WindSpeed|WindSpeedTangent|WindTurbulence|WindSpeedCleanTan|WindSpeedCross
-96.05;NaN;0001-01-01T00:00:00.0430000+01:00;-83.28;0.00;44.59;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.000;0.000;0.000;"0001-01-01T00:00:00.000+01:00|W1|1.0|0.44|0.16|0.44|0.46;0001-01-01T00:00:00.000+01:00|W2|0.8|0.63|0.15|0.63|0.44;0001-01-01T00:00:00.000+01:00|W3|1.4|1.34|0.33|1.34|0.08;0001-01-01T00:00:00.000+01:00|W4|0.7|0.01|0.03|0.01|0.42;0001-01-01T00:00:00.000+01:00|W5|1.9|1.54|0.09|1.54|1.10;0001-01-01T00:00:00.000+01:00|W6|1.7|1.59|0.22|1.59|0.52;0001-01-01T00:00:00.000+01:00|W7|0.7|0.64|0.15|0.64|0.18;0001-01-01T00:00:00.000+01:00|W8|0.8|0.67|0.10|0.67|0.37;0001-01-01T00:00:00.000+01:00|W9|0.3|0.31|0.05|0.31|0.03;0001-01-01T00:00:00.000+01:00|W10|0.6|0.43|0.01|0.43|0.38;0001-01-01T00:00:00.000+01:00|W11|1.1|1.04|0.15|1.04|0.34;0001-01-01T00:00:00.000+01:00|W12|1.8|1.61|0.36|1.61|0.51"
0.00;2.93;0001-01-01T00:00:04.2150000+01:00;0.01;0.00;-0.00;0.0;-11.500;-11.500;0.000;0.000;0.000;0.000;99.177;-20.178;101.209;"0001-01-01T00:00:04.251+01:00|W1|1.0|0.59|0.06|0.59|0.11;0001-01-01T00:00:04.251+01:00|W2|0.7|0.59|0.09|0.59|0.40;0001-01-01T00:00:04.251+01:00|W3|1.2|1.18|0.17|1.18|0.34;0001-01-01T00:00:04.251+01:00|W4|0.6|-0.19|0.02|-0.19|0.46;0001-01-01T00:00:04.251+01:00|W5|1.8|1.41|0.15|1.41|1.17;0001-01-01T00:00:04.251+01:00|W6|1.6|1.31|0.18|1.31|0.69;0001-01-01T00:00:04.251+01:00|W7|0.9|0.84|0.05|0.84|0.05;0001-01-01T00:00:04.251+01:00|W8|0.6|0.51|0.18|0.51|0.15;0001-01-01T00:00:04.251+01:00|W9|0.4|0.35|0.05|0.35|0.10;0001-01-01T00:00:04.251+01:00|W10|0.2|0.15|0.25|0.15|0.16;0001-01-01T00:00:04.251+01:00|W11|1.2|1.04|0.00|1.04|0.42;0001-01-01T00:00:04.251+01:00|W12|1.5|1.09|0.04|1.09|0.76"
1.00;2.87;0001-01-01T00:00:04.3700000+01:00;1.24;0.00;-0.21;2.0;-12.363;-12.734;-2.750;-1.197;0.681;-1.378;96.757;-17.320;98.295;"0001-01-01T00:00:04.251+01:00|W1|1.0|0.59|0.06|0.59|0.11;0001-01-01T00:00:04.251+01:00|W2|0.7|0.59|0.09|0.59|0.40;0001-01-01T00:00:04.251+01:00|W3|1.2|1.18|0.17|1.18|0.34;0001-01-01T00:00:04.251+01:00|W4|0.6|-0.19|0.02|-0.19|0.46;0001-01-01T00:00:04.251+01:00|W5|1.8|1.41|0.15|1.41|1.17;0001-01-01T00:00:04.251+01:00|W6|1.6|1.31|0.18|1.31|0.69;0001-01-01T00:00:04.251+01:00|W7|0.9|0.84|0.05|0.84|0.05;0001-01-01T00:00:04.251+01:00|W8|0.6|0.51|0.18|0.51|0.15;0001-01-01T00:00:04.251+01:00|W9|0.4|0.35|0.05|0.35|0.10;0001-01-01T00:00:04.251+01:00|W10|0.2|0.15|0.25|0.15|0.16;0001-01-01T00:00:04.251+01:00|W11|1.2|1.04|0.00|1.04|0.42;0001-01-01T00:00:04.251+01:00|W12|1.5|1.09|0.04|1.09|0.76"
2.00;2.84;0001-01-01T00:00:04.4640000+01:00;2.37;0.01;-0.39;4.0;-12.568;-13.813;-5.530;-1.827;1.048;-3.066;96.621;-15.132;97.799;"0001-01-01T00:00:04.502+01:00|W1|1.1|0.58|0.09|0.58|0.12;0001-01-01T00:00:04.502+01:00|W2|0.7|0.59|0.10|0.59|0.36;0001-01-01T00:00:04.502+01:00|W3|1.3|1.20|0.15|1.20|0.33;0001-01-01T00:00:04.502+01:00|W4|0.7|-0.17|0.03|-0.17|0.47;0001-01-01T00:00:04.502+01:00|W5|1.8|1.42|0.14|1.42|1.16;0001-01-01T00:00:04.502+01:00|W6|1.5|1.29|0.21|1.29|0.64;0001-01-01T00:00:04.502+01:00|W7|0.8|0.80|0.01|0.80|0.08;0001-01-01T00:00:04.502+01:00|W8|0.7|0.54|0.09|0.54|0.18;0001-01-01T00:00:04.502+01:00|W9|0.3|0.33|0.02|0.33|0.04;0001-01-01T00:00:04.502+01:00|W10|0.2|0.12|0.20|0.12|0.20;0001-01-01T00:00:04.502+01:00|W11|1.2|1.02|0.02|1.02|0.41;0001-01-01T00:00:04.502+01:00|W12|1.5|1.13|0.06|1.13|0.70"
3.00;2.85;0001-01-01T00:00:04.5020000+01:00;3.40;0.01;-0.54;6.1;-11.348;-14.209;-7.263;-1.632;1.098;-5.128;98.000;-14.372;99.049;"0001-01-01T00:00:04.502+01:00|W1|1.1|0.58|0.09|0.58|0.12;0001-01-01T00:00:04.502+01:00|W2|0.7|0.59|0.10|0.59|0.36;0001-01-01T00:00:04.502+01:00|W3|1.3|1.20|0.15|1.20|0.33;0001-01-01T00:00:04.502+01:00|W4|0.7|-0.17|0.03|-0.17|0.47;0001-01-01T00:00:04.502+01:00|W5|1.8|1.42|0.14|1.42|1.16;0001-01-01T00:00:04.502+01:00|W6|1.5|1.29|0.21|1.29|0.64;0001-01-01T00:00:04.502+01:00|W7|0.8|0.80|0.01|0.80|0.08;0001-01-01T00:00:04.502+01:00|W8|0.7|0.54|0.09|0.54|0.18;0001-01-01T00:00:04.502+01:00|W9|0.3|0.33|0.02|0.33|0.04;0001-01-01T00:00:04.502+01:00|W10|0.2|0.12|0.20|0.12|0.20;0001-01-01T00:00:04.502+01:00|W11|1.2|1.02|0.02|1.02|0.41;0001-01-01T00:00:04.502+01:00|W12|1.5|1.13|0.06|1.13|0.70"
4.00;2.87;0001-01-01T00:00:04.5400000+01:00;4.44;0.01;-0.70;8.4;-7.079;-12.589;-4.968;-0.319;1.050;-7.521;97.121;-16.627;98.537;"0001-01-01T00:00:04.502+01:00|W1|1.1|0.58|0.09|0.58|0.12;0001-01-01T00:00:04.502+01:00|W2|0.7|0.59|0.10|0.59|0.36;0001-01-01T00:00:04.502+01:00|W3|1.3|1.20|0.15|1.20|0.33;0001-01-01T00:00:04.502+01:00|W4|0.7|-0.17|0.03|-0.17|0.47;0001-01-01T00:00:04.502+01:00|W5|1.8|1.42|0.14|1.42|1.16;0001-01-01T00:00:04.502+01:00|W6|1.5|1.29|0.21|1.29|0.64;0001-01-01T00:00:04.502+01:00|W7|0.8|0.80|0.01|0.80|0.08;0001-01-01T00:00:04.502+01:00|W8|0.7|0.54|0.09|0.54|0.18;0001-01-01T00:00:04.502+01:00|W9|0.3|0.33|0.02|0.33|0.04;0001-01-01T00:00:04.502+01:00|W10|0.2|0.12|0.20|0.12|0.20;0001-01-01T00:00:04.502+01:00|W11|1.2|1.02|0.02|1.02|0.41;0001-01-01T00:00:04.502+01:00|W12|1.5|1.13|0.06|1.13|0.70"
5.00;2.90;0001-01-01T00:00:04.5780000+01:00;5.46;0.02;-0.86;10.8;-4.450;-11.751;-5.049;2.481;0.876;-10.004;98.015;-15.359;99.214;"0001-01-01T00:00:04.502+01:00|W1|1.1|0.58|0.09|0.58|0.12;0001-01-01T00:00:04.502+01:00|W2|0.7|0.59|0.10|0.59|0.36;0001-01-01T00:00:04.502+01:00|W3|1.3|1.20|0.15|1.20|0.33;0001-01-01T00:00:04.502+01:00|W4|0.7|-0.17|0.03|-0.17|0.47;0001-01-01T00:00:04.502+01:00|W5|1.8|1.42|0.14|1.42|1.16;0001-01-01T00:00:04.502+01:00|W6|1.5|1.29|0.21|1.29|0.64;0001-01-01T00:00:04.502+01:00|W7|0.8|0.80|0.01|0.80|0.08;0001-01-01T00:00:04.502+01:00|W8|0.7|0.54|0.09|0.54|0.18;0001-01-01T00:00:04.502+01:00|W9|0.3|0.33|0.02|0.33|0.04;0001-01-01T00:00:04.502+01:00|W10|0.2|0.12|0.20|0.12|0.20;0001-01-01T00:00:04.502+01:00|W11|1.2|1.02|0.02|1.02|0.41;0001-01-01T00:00:04.502+01:00|W12|1.5|1.13|0.06|1.13|0.70"
6.00;2.92;0001-01-01T00:00:04.6160000+01:00;6.49;0.01;-1.04;13.0;-1.911;-9.958;-3.050;2.681;0.817;-12.279;98.305;-15.304;99.491;"0001-01-01T00:00:04.502+01:00|W1|1.1|0.58|0.09|0.58|0.12;0001-01-01T00:00:04.502+01:00|W2|0.7|0.59|0.10|0.59|0.36;0001-01-01T00:00:04.502+01:00|W3|1.3|1.20|0.15|1.20|0.33;0001-01-01T00:00:04.502+01:00|W4|0.7|-0.17|0.03|-0.17|0.47;0001-01-01T00:00:04.502+01:00|W5|1.8|1.42|0.14|1.42|1.16;0001-01-01T00:00:04.502+01:00|W6|1.5|1.29|0.21|1.29|0.64;0001-01-01T00:00:04.502+01:00|W7|0.8|0.80|0.01|0.80|0.08;0001-01-01T00:00:04.502+01:00|W8|0.7|0.54|0.09|0.54|0.18;0001-01-01T00:00:04.502+01:00|W9|0.3|0.33|0.02|0.33|0.04;0001-01-01T00:00:04.502+01:00|W10|0.2|0.12|0.20|0.12|0.20;0001-01-01T00:00:04.502+01:00|W11|1.2|1.02|0.02|1.02|0.41;0001-01-01T00:00:04.502+01:00|W12|1.5|1.13|0.06|1.13|0.70"
7.00;2.95;0001-01-01T00:00:04.6540000+01:00;7.51;0.01;-1.23;15.1;0.693;-7.408;0.649;0.877;0.850;-14.395;98.015;-16.413;99.381;"0001-01-01T00:00:04.748+01:00|W1|1.1|0.62|0.11|0.62|0.08;0001-01-01T00:00:04.748+01:00|W2|0.7|0.63|0.07|0.63|0.35;0001-01-01T00:00:04.748+01:00|W3|1.3|1.25|0.11|1.25|0.23;0001-01-01T00:00:04.748+01:00|W4|0.6|-0.15|0.03|-0.15|0.47;0001-01-01T00:00:04.748+01:00|W5|1.9|1.45|0.08|1.45|1.19;0001-01-01T00:00:04.748+01:00|W6|1.4|1.27|0.24|1.27|0.64;0001-01-01T00:00:04.748+01:00|W7|0.8|0.80|0.00|0.80|0.06;0001-01-01T00:00:04.748+01:00|W8|0.7|0.56|0.01|0.56|0.20;0001-01-01T00:00:04.748+01:00|W9|0.3|0.25|0.05|0.25|0.03;0001-01-01T00:00:04.748+01:00|W10|0.2|0.12|0.19|0.12|0.19;0001-01-01T00:00:04.748+01:00|W11|1.2|1.01|0.02|1.01|0.42;0001-01-01T00:00:04.748+01:00|W12|1.5|1.16|0.10|1.16|0.68"
8.00;2.99;0001-01-01T00:00:04.6910000+01:00;8.53;0.00;-1.43;17.3;3.294;-4.861;4.345;-0.925;0.884;-16.509;97.725;-17.520;99.284;"0001-01-01T00:00:04.748+01:00|W1|1.1|0.62|0.11|0.62|0.08;0001-01-01T00:00:04.748+01:00|W2|0.7|0.63|0.07|0.63|0.35;0001-01-01T00:00:04.748+01:00|W3|1.3|1.25|0.11|1.25|0.23;0001-01-01T00:00:04.748+01:00|W4|0.6|-0.15|0.03|-0.15|0.47;0001-01-01T00:00:04.748+01:00|W5|1.9|1.45|0.08|1.45|1.19;0001-01-01T00:00:04.748+01:00|W6|1.4|1.27|0.24|1.27|0.64;0001-01-01T00:00:04.748+01:00|W7|0.8|0.80|0.00|0.80|0.06;0001-01-01T00:00:04.748+01:00|W8|0.7|0.56|0.01|0.56|0.20;0001-01-01T00:00:04.748+01:00|W9|0.3|0.25|0.05|0.25|0.03;0001-01-01T00:00:04.748+01:00|W10|0.2|0.12|0.19|0.12|0.19;0001-01-01T00:00:04.748+01:00|W11|1.2|1.01|0.02|1.01|0.42;0001-01-01T00:00:04.748+01:00|W12|1.5|1.16|0.10|1.16|0.68"
