Position;Height above ground [m];Time;X [m];Y [m];Z [m];Opening Angle [°];Stalling Angle Left [°];Stalling Angle Right [°];Roll Angle Left [°];Roll Angle Right [°];Yaw Angle Left [°];Yaw Angle Right [°];Speed hor. [km/h];Speed vert. [km/h];Speed resulting [km/h];WindTime|WindName|WindSpeed|WindSpeedTangent|WindTurbulence|WindSpeedCleanTan|WindSpeedCross
0.00;NaN;0001-01-01T00:00:00.0500000+01:00;-82.44;0.00;43.92;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.000;0.000;0.000;"0001-01-01T00:00:00.000+01:00|W1|0.5|-0.27|0.02|-0.27|0.35;0001-01-01T00:00:00.000+01:00|W2|0.6|-0.49|0.16|-0.49|0.26;0001-01-01T00:00:00.000+01:00|W3|0.4|0.23|0.00|0.23|0.28;0001-01-01T00:00:00.000+01:00|W4|1.0|0.51|0.33|0.51|0.68;0001-01-01T00:00:00.000+01:00|W5|3.1|1.91|0.11|1.91|2.29;0001-01-01T00:00:00.000+01:00|W6|2.0|-1.24|0.00|-1.24|1.49;0001-01-01T00:00:00.000+01:00|W7|2.6|0.64|0.19|0.64|2.24;0001-01-01T00:00:00.000+01:00|W8|2.4|-1.40|0.21|-1.40|1.87;0001-01-01T00:00:00.000+01:00|W9|3.1|-2.95|0.16|-2.95|0.76;0001-01-01T00:00:00.000+01:00|W10|1.2|-1.13|0.05|-1.13|0.17;0001-01-01T00:00:00.000+01:00|W11|1.3|-0.97|0.18|-0.97|0.65;0001-01-01T00:00:00.000+01:00|W12|0.5|0.53|0.26|0.53|0.00"
0.00;2.93;0001-01-01T00:00:04.6650000+01:00;0.01;0.00;-0.00;0.0;-11.500;-11.500;0.000;0.000;0.000;0.000;97.794;-19.896;99.798;"0001-01-01T00:00:04.748+01:00|W1|0.7|-0.16|0.06|-0.16|0.43;0001-01-01T00:00:04.748+01:00|W2|0.9|-0.76|0.22|-0.76|0.53;0001-01-01T00:00:04.748+01:00|W3|0.6|-0.22|0.06|-0.22|0.50;0001-01-01T00:00:04.748+01:00|W4|1.8|1.64|0.33|1.64|0.56;0001-01-01T00:00:04.748+01:00|W5|3.2|1.55|0.31|1.55|2.65;0001-01-01T00:00:04.748+01:00|W6|2.1|-1.89|0.02|-1.89|0.85;0001-01-01T00:00:04.748+01:00|W7|1.9|1.22|0.26|1.22|1.47;0001-01-01T00:00:04.748+01:00|W8|2.5|-1.65|0.02|-1.65|1.83;0001-01-01T00:00:04.748+01:00|W9|2.4|-2.07|0.30|-2.07|1.03;0001-01-01T00:00:04.748+01:00|W10|1.5|-1.51|0.06|-1.51|0.26;0001-01-01T00:00:04.748+01:00|W11|1.0|-0.72|0.21|-0.72|0.59;0001-01-01T00:00:04.748+01:00|W12|0.4|0.10|0.18|0.10|0.34"
1.00;2.91;0001-01-01T00:00:04.7490000+01:00;1.34;0.00;-0.18;2.2;-10.023;-9.303;-1.474;0.144;1.155;-1.110;97.084;-12.843;97.930;"0001-01-01T00:00:04.748+01:00|W1|0.7|-0.16|0.06|-0.16|0.43;0001-01-01T00:00:04.748+01:00|W2|0.9|-0.76|0.22|-0.76|0.53;0001-01-01T00:00:04.748+01:00|W3|0.6|-0.22|0.06|-0.22|0.50;0001-01-01T00:00:04.748+01:00|W4|1.8|1.64|0.33|1.64|0.56;0001-01-01T00:00:04.748+01:00|W5|3.2|1.55|0.31|1.55|2.65;0001-01-01T00:00:04.748+01:00|W6|2.1|-1.89|0.02|-1.89|0.85;0001-01-01T00:00:04.748+01:00|W7|1.9|1.22|0.26|1.22|1.47;0001-01-01T00:00:04.748+01:00|W8|2.5|-1.65|0.02|-1.65|1.83;0001-01-01T00:00:04.748+01:00|W9|2.4|-2.07|0.30|-2.07|1.03;0001-01-01T00:00:04.748+01:00|W10|1.5|-1.51|0.06|-1.51|0.26;0001-01-01T00:00:04.748+01:00|W11|1.0|-0.72|0.21|-0.72|0.59;0001-01-01T00:00:04.748+01:00|W12|0.4|0.10|0.18|0.10|0.34"
2.00;2.92;0001-01-01T00:00:04.8280000+01:00;2.38;0.00;-0.31;3.5;-5.906;-5.439;-1.286;1.253;2.041;-1.487;96.343;-12.492;97.149;"0001-01-01T00:00:04.748+01:00|W1|0.7|-0.16|0.06|-0.16|0.43;0001-01-01T00:00:04.748+01:00|W2|0.9|-0.76|0.22|-0.76|0.53;0001-01-01T00:00:04.748+01:00|W3|0.6|-0.22|0.06|-0.22|0.50;0001-01-01T00:00:04.748+01:00|W4|1.8|1.64|0.33|1.64|0.56;0001-01-01T00:00:04.748+01:00|W5|3.2|1.55|0.31|1.55|2.65;0001-01-01T00:00:04.748+01:00|W6|2.1|-1.89|0.02|-1.89|0.85;0001-01-01T00:00:04.748+01:00|W7|1.9|1.22|0.26|1.22|1.47;0001-01-01T00:00:04.748+01:00|W8|2.5|-1.65|0.02|-1.65|1.83;0001-01-01T00:00:04.748+01:00|W9|2.4|-2.07|0.30|-2.07|1.03;0001-01-01T00:00:04.748+01:00|W10|1.5|-1.51|0.06|-1.51|0.26;0001-01-01T00:00:04.748+01:00|W11|1.0|-0.72|0.21|-0.72|0.59;0001-01-01T00:00:04.748+01:00|W12|0.4|0.10|0.18|0.10|0.34"
3.00;2.96;0001-01-01T00:00:04.9150000+01:00;3.42;0.01;-0.43;4.9;-0.575;-0.638;-0.480;2.818;3.057;-1.873;96.345;-13.182;97.242;"0001-01-01T00:00:04.995+01:00|W1|0.6|-0.13|0.02|-0.13|0.45;0001-01-01T00:00:04.995+01:00|W2|0.9|-0.76|0.22|-0.76|0.53;0001-01-01T00:00:04.995+01:00|W3|0.6|-0.26|0.06|-0.26|0.48;0001-01-01T00:00:04.995+01:00|W4|1.8|1.64|0.33|1.64|0.56;0001-01-01T00:00:04.995+01:00|W5|2.8|1.08|0.07|1.08|2.40;0001-01-01T00:00:04.995+01:00|W6|2.1|-1.89|0.02|-1.89|0.85;0001-01-01T00:00:04.995+01:00|W7|1.7|1.11|0.41|1.11|1.32;0001-01-01T00:00:04.995+01:00|W8|2.4|-1.63|0.06|-1.63|1.79;0001-01-01T00:00:04.995+01:00|W9|2.4|-2.07|0.30|-2.07|1.03;0001-01-01T00:00:04.995+01:00|W10|1.6|-1.57|0.12|-1.57|0.38;0001-01-01T00:00:04.995+01:00|W11|1.1|-0.75|0.09|-0.75|0.73;0001-01-01T00:00:04.995+01:00|W12|0.4|0.10|0.18|0.10|0.34"
4.00;3.01;0001-01-01T00:00:04.9530000+01:00;4.46;0.01;-0.56;6.3;4.687;4.081;0.076;4.233;4.085;-2.274;96.385;-13.812;97.370;"0001-01-01T00:00:04.995+01:00|W1|0.6|-0.13|0.02|-0.13|0.45;0001-01-01T00:00:04.995+01:00|W2|0.9|-0.76|0.22|-0.76|0.53;0001-01-01T00:00:04.995+01:00|W3|0.6|-0.26|0.06|-0.26|0.48;0001-01-01T00:00:04.995+01:00|W4|1.8|1.64|0.33|1.64|0.56;0001-01-01T00:00:04.995+01:00|W5|2.8|1.08|0.07|1.08|2.40;0001-01-01T00:00:04.995+01:00|W6|2.1|-1.89|0.02|-1.89|0.85;0001-01-01T00:00:04.995+01:00|W7|1.7|1.11|0.41|1.11|1.32;0001-01-01T00:00:04.995+01:00|W8|2.4|-1.63|0.06|-1.63|1.79;0001-01-01T00:00:04.995+01:00|W9|2.4|-2.07|0.30|-2.07|1.03;0001-01-01T00:00:04.995+01:00|W10|1.6|-1.57|0.12|-1.57|0.38;0001-01-01T00:00:04.995+01:00|W11|1.1|-0.75|0.09|-0.75|0.73;0001-01-01T00:00:04.995+01:00|W12|0.4|0.10|0.18|0.10|0.34"
5.00;3.06;0001-01-01T00:00:04.9910000+01:00;5.49;0.01;-0.70;8.0;9.298;7.953;-2.340;3.883;5.280;-2.856;96.886;-13.747;97.857;"0001-01-01T00:00:04.995+01:00|W1|0.6|-0.13|0.02|-0.13|0.45;0001-01-01T00:00:04.995+01:00|W2|0.9|-0.76|0.22|-0.76|0.53;0001-01-01T00:00:04.995+01:00|W3|0.6|-0.26|0.06|-0.26|0.48;0001-01-01T00:00:04.995+01:00|W4|1.8|1.64|0.33|1.64|0.56;0001-01-01T00:00:04.995+01:00|W5|2.8|1.08|0.07|1.08|2.40;0001-01-01T00:00:04.995+01:00|W6|2.1|-1.89|0.02|-1.89|0.85;0001-01-01T00:00:04.995+01:00|W7|1.7|1.11|0.41|1.11|1.32;0001-01-01T00:00:04.995+01:00|W8|2.4|-1.63|0.06|-1.63|1.79;0001-01-01T00:00:04.995+01:00|W9|2.4|-2.07|0.30|-2.07|1.03;0001-01-01T00:00:04.995+01:00|W10|1.6|-1.57|0.12|-1.57|0.38;0001-01-01T00:00:04.995+01:00|W11|1.1|-0.75|0.09|-0.75|0.73;0001-01-01T00:00:04.995+01:00|W12|0.4|0.10|0.18|0.10|0.34"
6.00;3.13;0001-01-01T00:00:05.0300000+01:00;6.53;0.01;-0.84;10.4;13.719;10.674;0.355;1.153;6.719;-3.963;97.182;-14.622;98.276;"0001-01-01T00:00:04.995+01:00|W1|0.6|-0.13|0.02|-0.13|0.45;0001-01-01T00:00:04.995+01:00|W2|0.9|-0.76|0.22|-0.76|0.53;0001-01-01T00:00:04.995+01:00|W3|0.6|-0.26|0.06|-0.26|0.48;0001-01-01T00:00:04.995+01:00|W4|1.8|1.64|0.33|1.64|0.56;0001-01-01T00:00:04.995+01:00|W5|2.8|1.08|0.07|1.08|2.40;0001-01-01T00:00:04.995+01:00|W6|2.1|-1.89|0.02|-1.89|0.85;0001-01-01T00:00:04.995+01:00|W7|1.7|1.11|0.41|1.11|1.32;0001-01-01T00:00:04.995+01:00|W8|2.4|-1.63|0.06|-1.63|1.79;0001-01-01T00:00:04.995+01:00|W9|2.4|-2.07|0.30|-2.07|1.03;0001-01-01T00:00:04.995+01:00|W10|1.6|-1.57|0.12|-1.57|0.38;0001-01-01T00:00:04.995+01:00|W11|1.1|-0.75|0.09|-0.75|0.73;0001-01-01T00:00:04.995+01:00|W12|0.4|0.10|0.18|0.10|0.34"
7.00;3.19;0001-01-01T00:00:05.0680000+01:00;7.56;0.01;-1.00;13.0;16.486;11.784;2.547;-0.176;8.116;-5.335;97.503;-16.101;98.824;"0001-01-01T00:00:04.995+01:00|W1|0.6|-0.13|0.02|-0.13|0.45;0001-01-01T00:00:04.995+01:00|W2|0.9|-0.76|0.22|-0.76|0.53;0001-01-01T00:00:04.995+01:00|W3|0.6|-0.26|0.06|-0.26|0.48;0001-01-01T00:00:04.995+01:00|W4|1.8|1.64|0.33|1.64|0.56;0001-01-01T00:00:04.995+01:00|W5|2.8|1.08|0.07|1.08|2.40;0001-01-01T00:00:04.995+01:00|W6|2.1|-1.89|0.02|-1.89|0.85;0001-01-01T00:00:04.995+01:00|W7|1.7|1.11|0.41|1.11|1.32;0001-01-01T00:00:04.995+01:00|W8|2.4|-1.63|0.06|-1.63|1.79;0001-01-01T00:00:04.995+01:00|W9|2.4|-2.07|0.30|-2.07|1.03;0001-01-01T00:00:04.995+01:00|W10|1.6|-1.57|0.12|-1.57|0.38;0001-01-01T00:00:04.995+01:00|W11|1.1|-0.75|0.09|-0.75|0.73;0001-01-01T00:00:04.995+01:00|W12|0.4|0.10|0.18|0.10|0.34"
8.00;3.25;0001-01-01T00:00:05.1060000+01:00;8.59;0.01;-1.18;15.7;17.330;11.384;3.045;0.241;9.337;-6.846;97.761;-17.781;99.365;"0001-01-01T00:00:04.995+01:00|W1|0.6|-0.13|0.02|-0.13|0.45;0001-01-01T00:00:04.995+01:00|W2|0.9|-0.76|0.22|-0.76|0.53;0001-01-01T00:00:04.995+01:00|W3|0.6|-0.26|0.06|-0.26|0.48;0001-01-01T00:00:04.995+01:00|W4|1.8|1.64|0.33|1.64|0.56;0001-01-01T00:00:04.995+01:00|W5|2.8|1.08|0.07|1.08|2.40;0001-01-01T00:00:04.995+01:00|W6|2.1|-1.89|0.02|-1.89|0.85;0001-01-01T00:00:04.995+01:00|W7|1.7|1.11|0.41|1.11|1.32;0001-01-01T00:00:04.995+01:00|W8|2.4|-1.63|0.06|-1.63|1.79;0001-01-01T00:00:04.995+01:00|W9|2.4|-2.07|0.30|-2.07|1.03;0001-01-01T00:00:04.995+01:00|W10|1.6|-1.57|0.12|-1.57|0.38;0001-01-01T00:00:04.995+01:00|W11|1.1|-0.75|0.09|-0.75|0.73;0001-01-01T00:00:04.995+01:00|W12|0.4|0.10|0.18|0.10|0.34"
