Position;Height above ground [m];Time;X [m];Y [m];Z [m];Opening Angle [°];Stalling Angle Left [°];Stalling Angle Right [°];Roll Angle Left [°];Roll Angle Right [°];Yaw Angle Left [°];Yaw Angle Right [°];Speed hor. [km/h];Speed vert. [km/h];Speed resulting [km/h];WindTime|WindName|WindSpeed|WindSpeedTangent|WindTurbulence|WindSpeedCleanTan|WindSpeedCross
-91.10;NaN;0001-01-01T00:00:00.0000000+01:00;-79.31;0.00;41.43;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.000;0.000;0.000;"0001-01-01T00:00:00.093+01:00|W1|1.1|0.97|0.04|0.97|0.54;0001-01-01T00:00:00.093+01:00|W2|1.0|0.39|0.06|0.39|0.91;0001-01-01T00:00:00.093+01:00|W3|0.8|0.57|0.17|0.57|0.49;0001-01-01T00:00:00.093+01:00|W4|1.0|0.17|0.01|0.17|0.80;0001-01-01T00:00:00.093+01:00|W5|0.7|0.56|0.36|0.56|0.25;0001-01-01T00:00:00.093+01:00|W6|1.6|1.58|0.13|1.58|0.02;0001-01-01T00:00:00.093+01:00|W7|0.9|0.23|0.02|0.23|0.85;0001-01-01T00:00:00.093+01:00|W8|1.0|-0.18|0.00|-0.18|0.94;0001-01-01T00:00:00.093+01:00|W9|0.8|0.09|0.01|0.09|0.70;0001-01-01T00:00:00.093+01:00|W10|0.4|-0.42|0.33|-0.42|0.02;0001-01-01T00:00:00.093+01:00|W11|0.6|-0.30|0.05|-0.30|0.44;0001-01-01T00:00:00.093+01:00|W12|0.6|-0.60|0.06|-0.60|0.06"
0.00;2.93;0001-01-01T00:00:03.9420000+01:00;0.09;0.00;-0.02;0.0;NaN;-11.500;NaN;0.000;NaN;0.000;93.915;-19.107;95.839;"0001-01-01T00:00:03.842+01:00|W1|1.1|0.92|0.13|0.92|0.33;0001-01-01T00:00:03.842+01:00|W2|1.0|0.49|0.03|0.49|0.84;0001-01-01T00:00:03.842+01:00|W3|1.4|1.09|0.36|1.09|0.07;0001-01-01T00:00:03.842+01:00|W4|1.0|0.21|0.05|0.21|0.84;0001-01-01T00:00:03.842+01:00|W5|1.1|1.07|0.14|1.07|0.40;0001-01-01T00:00:03.842+01:00|W6|1.4|1.38|0.12|1.38|0.02;0001-01-01T00:00:03.842+01:00|W7|0.9|-0.21|0.16|-0.21|0.85;0001-01-01T00:00:03.842+01:00|W8|1.1|-0.52|0.12|-0.52|0.99;0001-01-01T00:00:03.842+01:00|W9|1.0|-0.40|0.24|-0.40|0.84;0001-01-01T00:00:03.842+01:00|W10|0.3|-0.03|0.14|-0.03|0.15;0001-01-01T00:00:03.842+01:00|W11|0.6|-0.39|0.04|-0.39|0.47;0001-01-01T00:00:03.842+01:00|W12|0.6|-0.46|0.09|-0.46|0.21"
1.00;2.91;0001-01-01T00:00:04.0400000+01:00;1.26;-0.00;-0.18;2.1;NaN;-10.521;NaN;1.113;NaN;-1.137;94.565;-13.654;95.546;"0001-01-01T00:00:04.094+01:00|W1|1.1|0.95|0.12|0.95|0.23;0001-01-01T00:00:04.094+01:00|W2|1.0|0.50|0.04|0.50|0.81;0001-01-01T00:00:04.094+01:00|W3|1.3|1.06|0.28|1.06|0.01;0001-01-01T00:00:04.094+01:00|W4|1.0|0.18|0.05|0.18|0.85;0001-01-01T00:00:04.094+01:00|W5|1.1|1.01|0.08|1.01|0.36;0001-01-01T00:00:04.094+01:00|W6|1.4|1.36|0.13|1.36|0.05;0001-01-01T00:00:04.094+01:00|W7|0.8|-0.26|0.21|-0.26|0.77;0001-01-01T00:00:04.094+01:00|W8|1.0|-0.44|0.04|-0.44|0.95;0001-01-01T00:00:04.094+01:00|W9|1.1|-0.41|0.28|-0.41|0.89;0001-01-01T00:00:04.094+01:00|W10|0.3|-0.01|0.12|-0.01|0.17;0001-01-01T00:00:04.094+01:00|W11|0.6|-0.38|0.05|-0.38|0.50;0001-01-01T00:00:04.094+01:00|W12|0.5|-0.41|0.11|-0.41|0.23"
2.00;2.91;0001-01-01T00:00:04.1460000+01:00;2.38;-0.00;-0.32;4.7;NaN;-8.856;NaN;1.633;NaN;-2.484;94.747;-10.969;95.382;"0001-01-01T00:00:04.094+01:00|W1|1.1|0.95|0.12|0.95|0.23;0001-01-01T00:00:04.094+01:00|W2|1.0|0.50|0.04|0.50|0.81;0001-01-01T00:00:04.094+01:00|W3|1.3|1.06|0.28|1.06|0.01;0001-01-01T00:00:04.094+01:00|W4|1.0|0.18|0.05|0.18|0.85;0001-01-01T00:00:04.094+01:00|W5|1.1|1.01|0.08|1.01|0.36;0001-01-01T00:00:04.094+01:00|W6|1.4|1.36|0.13|1.36|0.05;0001-01-01T00:00:04.094+01:00|W7|0.8|-0.26|0.21|-0.26|0.77;0001-01-01T00:00:04.094+01:00|W8|1.0|-0.44|0.04|-0.44|0.95;0001-01-01T00:00:04.094+01:00|W9|1.1|-0.41|0.28|-0.41|0.89;0001-01-01T00:00:04.094+01:00|W10|0.3|-0.01|0.12|-0.01|0.17;0001-01-01T00:00:04.094+01:00|W11|0.6|-0.38|0.05|-0.38|0.50;0001-01-01T00:00:04.094+01:00|W12|0.5|-0.41|0.11|-0.41|0.23"
3.00;2.95;0001-01-01T00:00:04.2550000+01:00;3.42;-0.01;-0.44;8.0;NaN;-6.125;NaN;1.633;NaN;-4.175;94.425;-12.598;95.267;"0001-01-01T00:00:04.339+01:00|W1|1.1|0.92|0.13|0.92|0.25;0001-01-01T00:00:04.339+01:00|W2|1.0|0.52|0.01|0.52|0.83;0001-01-01T00:00:04.339+01:00|W3|1.2|0.97|0.06|0.97|0.01;0001-01-01T00:00:04.339+01:00|W4|0.9|0.22|0.01|0.22|0.77;0001-01-01T00:00:04.339+01:00|W5|1.5|1.24|0.44|1.24|0.78;0001-01-01T00:00:04.339+01:00|W6|1.4|1.33|0.15|1.33|0.06;0001-01-01T00:00:04.339+01:00|W7|0.8|-0.20|0.26|-0.20|0.71;0001-01-01T00:00:04.339+01:00|W8|1.0|-0.15|0.03|-0.15|0.94;0001-01-01T00:00:04.339+01:00|W9|1.1|-0.38|0.26|-0.38|0.87;0001-01-01T00:00:04.339+01:00|W10|0.3|0.01|0.09|0.01|0.19;0001-01-01T00:00:04.339+01:00|W11|0.6|-0.41|0.04|-0.41|0.48;0001-01-01T00:00:04.339+01:00|W12|0.4|-0.26|0.17|-0.26|0.28"
4.00;2.98;0001-01-01T00:00:04.2930000+01:00;4.46;-0.02;-0.58;11.5;NaN;-3.571;NaN;4.859;NaN;-5.940;95.917;-13.617;96.888;"0001-01-01T00:00:04.339+01:00|W1|1.1|0.92|0.13|0.92|0.25;0001-01-01T00:00:04.339+01:00|W2|1.0|0.52|0.01|0.52|0.83;0001-01-01T00:00:04.339+01:00|W3|1.2|0.97|0.06|0.97|0.01;0001-01-01T00:00:04.339+01:00|W4|0.9|0.22|0.01|0.22|0.77;0001-01-01T00:00:04.339+01:00|W5|1.5|1.24|0.44|1.24|0.78;0001-01-01T00:00:04.339+01:00|W6|1.4|1.33|0.15|1.33|0.06;0001-01-01T00:00:04.339+01:00|W7|0.8|-0.20|0.26|-0.20|0.71;0001-01-01T00:00:04.339+01:00|W8|1.0|-0.15|0.03|-0.15|0.94;0001-01-01T00:00:04.339+01:00|W9|1.1|-0.38|0.26|-0.38|0.87;0001-01-01T00:00:04.339+01:00|W10|0.3|0.01|0.09|0.01|0.19;0001-01-01T00:00:04.339+01:00|W11|0.6|-0.41|0.04|-0.41|0.48;0001-01-01T00:00:04.339+01:00|W12|0.4|-0.26|0.17|-0.26|0.28"
5.00;3.03;0001-01-01T00:00:04.3320000+01:00;5.49;-0.04;-0.74;14.7;NaN;-1.989;NaN;4.508;NaN;-7.242;96.148;-14.936;97.314;"0001-01-01T00:00:04.339+01:00|W1|1.1|0.92|0.13|0.92|0.25;0001-01-01T00:00:04.339+01:00|W2|1.0|0.52|0.01|0.52|0.83;0001-01-01T00:00:04.339+01:00|W3|1.2|0.97|0.06|0.97|0.01;0001-01-01T00:00:04.339+01:00|W4|0.9|0.22|0.01|0.22|0.77;0001-01-01T00:00:04.339+01:00|W5|1.5|1.24|0.44|1.24|0.78;0001-01-01T00:00:04.339+01:00|W6|1.4|1.33|0.15|1.33|0.06;0001-01-01T00:00:04.339+01:00|W7|0.8|-0.20|0.26|-0.20|0.71;0001-01-01T00:00:04.339+01:00|W8|1.0|-0.15|0.03|-0.15|0.94;0001-01-01T00:00:04.339+01:00|W9|1.1|-0.38|0.26|-0.38|0.87;0001-01-01T00:00:04.339+01:00|W10|0.3|0.01|0.09|0.01|0.19;0001-01-01T00:00:04.339+01:00|W11|0.6|-0.41|0.04|-0.41|0.48;0001-01-01T00:00:04.339+01:00|W12|0.4|-0.26|0.17|-0.26|0.28"
6.00;3.07;0001-01-01T00:00:04.3710000+01:00;6.52;-0.07;-0.90;17.8;NaN;-0.602;NaN;3.439;NaN;-8.452;96.125;-16.315;97.518;"0001-01-01T00:00:04.339+01:00|W1|1.1|0.92|0.13|0.92|0.25;0001-01-01T00:00:04.339+01:00|W2|1.0|0.52|0.01|0.52|0.83;0001-01-01T00:00:04.339+01:00|W3|1.2|0.97|0.06|0.97|0.01;0001-01-01T00:00:04.339+01:00|W4|0.9|0.22|0.01|0.22|0.77;0001-01-01T00:00:04.339+01:00|W5|1.5|1.24|0.44|1.24|0.78;0001-01-01T00:00:04.339+01:00|W6|1.4|1.33|0.15|1.33|0.06;0001-01-01T00:00:04.339+01:00|W7|0.8|-0.20|0.26|-0.20|0.71;0001-01-01T00:00:04.339+01:00|W8|1.0|-0.15|0.03|-0.15|0.94;0001-01-01T00:00:04.339+01:00|W9|1.1|-0.38|0.26|-0.38|0.87;0001-01-01T00:00:04.339+01:00|W10|0.3|0.01|0.09|0.01|0.19;0001-01-01T00:00:04.339+01:00|W11|0.6|-0.41|0.04|-0.41|0.48;0001-01-01T00:00:04.339+01:00|W12|0.4|-0.26|0.17|-0.26|0.28"
7.00;3.12;0001-01-01T00:00:04.4100000+01:00;7.55;-0.09;-1.07;20.8;NaN;0.413;NaN;2.002;NaN;-9.497;96.117;-17.440;97.709;"0001-01-01T00:00:04.339+01:00|W1|1.1|0.92|0.13|0.92|0.25;0001-01-01T00:00:04.339+01:00|W2|1.0|0.52|0.01|0.52|0.83;0001-01-01T00:00:04.339+01:00|W3|1.2|0.97|0.06|0.97|0.01;0001-01-01T00:00:04.339+01:00|W4|0.9|0.22|0.01|0.22|0.77;0001-01-01T00:00:04.339+01:00|W5|1.5|1.24|0.44|1.24|0.78;0001-01-01T00:00:04.339+01:00|W6|1.4|1.33|0.15|1.33|0.06;0001-01-01T00:00:04.339+01:00|W7|0.8|-0.20|0.26|-0.20|0.71;0001-01-01T00:00:04.339+01:00|W8|1.0|-0.15|0.03|-0.15|0.94;0001-01-01T00:00:04.339+01:00|W9|1.1|-0.38|0.26|-0.38|0.87;0001-01-01T00:00:04.339+01:00|W10|0.3|0.01|0.09|0.01|0.19;0001-01-01T00:00:04.339+01:00|W11|0.6|-0.41|0.04|-0.41|0.48;0001-01-01T00:00:04.339+01:00|W12|0.4|-0.26|0.17|-0.26|0.28"
8.00;3.16;0001-01-01T00:00:04.4480000+01:00;8.57;-0.10;-1.26;23.3;NaN;0.355;NaN;-0.493;NaN;-10.070;96.150;-17.836;97.812;"0001-01-01T00:00:04.339+01:00|W1|1.1|0.92|0.13|0.92|0.25;0001-01-01T00:00:04.339+01:00|W2|1.0|0.52|0.01|0.52|0.83;0001-01-01T00:00:04.339+01:00|W3|1.2|0.97|0.06|0.97|0.01;0001-01-01T00:00:04.339+01:00|W4|0.9|0.22|0.01|0.22|0.77;0001-01-01T00:00:04.339+01:00|W5|1.5|1.24|0.44|1.24|0.78;0001-01-01T00:00:04.339+01:00|W6|1.4|1.33|0.15|1.33|0.06;0001-01-01T00:00:04.339+01:00|W7|0.8|-0.20|0.26|-0.20|0.71;0001-01-01T00:00:04.339+01:00|W8|1.0|-0.15|0.03|-0.15|0.94;0001-01-01T00:00:04.339+01:00|W9|1.1|-0.38|0.26|-0.38|0.87;0001-01-01T00:00:04.339+01:00|W10|0.3|0.01|0.09|0.01|0.19;0001-01-01T00:00:04.339+01:00|W11|0.6|-0.41|0.04|-0.41|0.48;0001-01-01T00:00:04.339+01:00|W12|0.4|-0.26|0.17|-0.26|0.28"
