Position;Height above ground [m];Time;X [m];Y [m];Z [m];Opening Angle [°];Stalling Angle Left [°];Stalling Angle Right [°];Roll Angle Left [°];Roll Angle Right [°];Yaw Angle Left [°];Yaw Angle Right [°];Speed hor. [km/h];Speed vert. [km/h];Speed resulting [km/h];WindTime|WindName|WindSpeed|WindSpeedTangent|WindTurbulence|WindSpeedCleanTan|WindSpeedCross
-97.05;NaN;0001-01-01T00:00:00.0000000+01:00;-84.21;0.00;45.34;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.000;0.000;0.000;"0001-01-01T00:00:00.094+01:00|W1|1.4|-0.28|0.18|-0.28|1.35;0001-01-01T00:00:00.094+01:00|W2|0.5|0.52|0.03|0.52|0.06;0001-01-01T00:00:00.094+01:00|W3|0.9|-0.10|0.14|-0.10|0.83;0001-01-01T00:00:00.094+01:00|W4|1.4|-1.35|0.12|-1.35|0.21;0001-01-01T00:00:00.094+01:00|W5|1.0|-0.19|0.00|-0.19|0.99;0001-01-01T00:00:00.094+01:00|W6|1.7|0.31|0.57|0.31|1.66;0001-01-01T00:00:00.094+01:00|W7|2.1|0.02|0.28|0.02|2.07;0001-01-01T00:00:00.094+01:00|W8|1.1|-0.76|0.16|-0.76|0.80;0001-01-01T00:00:00.094+01:00|W9|1.6|-1.28|0.03|-1.28|0.92;0001-01-01T00:00:00.094+01:00|W10|1.0|-1.01|0.01|-1.01|0.07;0001-01-01T00:00:00.094+01:00|W11|1.4|-0.68|0.12|-0.68|1.25;0001-01-01T00:00:00.094+01:00|W12|1.2|-1.08|0.05|-1.08|0.07"
0.00;2.93;0001-01-01T00:00:04.2450000+01:00;0.03;0.00;-0.01;0.0;-11.500;-11.500;0.000;0.000;0.000;0.000;99.777;-20.300;101.821;"0001-01-01T00:00:04.345+01:00|W1|1.3|-0.28|0.02|-0.28|1.27;0001-01-01T00:00:04.345+01:00|W2|0.9|0.04|0.25|0.04|0.17;0001-01-01T00:00:04.345+01:00|W3|0.9|-0.20|0.03|-0.20|0.86;0001-01-01T00:00:04.345+01:00|W4|1.4|-0.04|0.09|-0.04|1.17;0001-01-01T00:00:04.345+01:00|W5|0.7|-0.11|0.12|-0.11|0.70;0001-01-01T00:00:04.345+01:00|W6|0.9|-0.30|0.53|-0.30|0.71;0001-01-01T00:00:04.345+01:00|W7|2.0|0.23|0.06|0.23|1.96;0001-01-01T00:00:04.345+01:00|W8|1.3|-0.39|0.17|-0.39|1.18;0001-01-01T00:00:04.345+01:00|W9|1.3|-1.11|0.29|-1.11|0.58;0001-01-01T00:00:04.345+01:00|W10|0.6|-0.58|0.32|-0.58|0.27;0001-01-01T00:00:04.345+01:00|W11|1.5|-0.70|0.01|-0.70|1.37;0001-01-01T00:00:04.345+01:00|W12|1.2|-1.20|0.02|-1.20|0.19"
1.00;2.90;0001-01-01T00:00:04.4130000+01:00;1.34;-0.01;-0.19;2.4;-9.786;-8.348;-3.123;3.122;1.804;-0.649;99.190;-11.803;99.891;"0001-01-01T00:00:04.345+01:00|W1|1.3|-0.28|0.02|-0.28|1.27;0001-01-01T00:00:04.345+01:00|W2|0.9|0.04|0.25|0.04|0.17;0001-01-01T00:00:04.345+01:00|W3|0.9|-0.20|0.03|-0.20|0.86;0001-01-01T00:00:04.345+01:00|W4|1.4|-0.04|0.09|-0.04|1.17;0001-01-01T00:00:04.345+01:00|W5|0.7|-0.11|0.12|-0.11|0.70;0001-01-01T00:00:04.345+01:00|W6|0.9|-0.30|0.53|-0.30|0.71;0001-01-01T00:00:04.345+01:00|W7|2.0|0.23|0.06|0.23|1.96;0001-01-01T00:00:04.345+01:00|W8|1.3|-0.39|0.17|-0.39|1.18;0001-01-01T00:00:04.345+01:00|W9|1.3|-1.11|0.29|-1.11|0.58;0001-01-01T00:00:04.345+01:00|W10|0.6|-0.58|0.32|-0.58|0.27;0001-01-01T00:00:04.345+01:00|W11|1.5|-0.70|0.01|-0.70|1.37;0001-01-01T00:00:04.345+01:00|W12|1.2|-1.20|0.02|-1.20|0.19"
2.00;2.90;0001-01-01T00:00:04.4510000+01:00;2.38;-0.01;-0.33;3.8;-7.238;-5.657;-0.516;1.566;2.920;-0.935;99.701;-11.743;100.394;"0001-01-01T00:00:04.345+01:00|W1|1.3|-0.28|0.02|-0.28|1.27;0001-01-01T00:00:04.345+01:00|W2|0.9|0.04|0.25|0.04|0.17;0001-01-01T00:00:04.345+01:00|W3|0.9|-0.20|0.03|-0.20|0.86;0001-01-01T00:00:04.345+01:00|W4|1.4|-0.04|0.09|-0.04|1.17;0001-01-01T00:00:04.345+01:00|W5|0.7|-0.11|0.12|-0.11|0.70;0001-01-01T00:00:04.345+01:00|W6|0.9|-0.30|0.53|-0.30|0.71;0001-01-01T00:00:04.345+01:00|W7|2.0|0.23|0.06|0.23|1.96;0001-01-01T00:00:04.345+01:00|W8|1.3|-0.39|0.17|-0.39|1.18;0001-01-01T00:00:04.345+01:00|W9|1.3|-1.11|0.29|-1.11|0.58;0001-01-01T00:00:04.345+01:00|W10|0.6|-0.58|0.32|-0.58|0.27;0001-01-01T00:00:04.345+01:00|W11|1.5|-0.70|0.01|-0.70|1.37;0001-01-01T00:00:04.345+01:00|W12|1.2|-1.20|0.02|-1.20|0.19"
3.00;2.94;0001-01-01T00:00:04.4880000+01:00;3.42;-0.02;-0.45;6.4;-3.998;-2.038;-1.016;-1.398;4.579;-1.804;99.861;-12.552;100.649;"0001-01-01T00:00:04.596+01:00|W1|1.4|-0.36|0.07|-0.36|1.34;0001-01-01T00:00:04.596+01:00|W2|0.9|-0.02|0.19|-0.02|0.25;0001-01-01T00:00:04.596+01:00|W3|0.9|-0.22|0.01|-0.22|0.88;0001-01-01T00:00:04.596+01:00|W4|1.5|-0.18|0.14|-0.18|1.33;0001-01-01T00:00:04.596+01:00|W5|0.7|-0.14|0.10|-0.14|0.68;0001-01-01T00:00:04.596+01:00|W6|0.8|-0.24|0.54|-0.24|0.71;0001-01-01T00:00:04.596+01:00|W7|2.0|0.13|0.04|0.13|1.98;0001-01-01T00:00:04.596+01:00|W8|1.2|-0.37|0.22|-0.37|1.12;0001-01-01T00:00:04.596+01:00|W9|1.3|-1.13|0.27|-1.13|0.51;0001-01-01T00:00:04.596+01:00|W10|0.5|-0.51|0.39|-0.51|0.15;0001-01-01T00:00:04.596+01:00|W11|1.5|-0.67|0.08|-0.67|1.29;0001-01-01T00:00:04.596+01:00|W12|1.2|-1.11|0.05|-1.11|0.26"
4.00;2.97;0001-01-01T00:00:04.5250000+01:00;4.45;-0.02;-0.60;10.1;-1.958;0.521;0.400;-0.974;6.889;-3.186;100.321;-13.724;101.258;"0001-01-01T00:00:04.596+01:00|W1|1.4|-0.36|0.07|-0.36|1.34;0001-01-01T00:00:04.596+01:00|W2|0.9|-0.02|0.19|-0.02|0.25;0001-01-01T00:00:04.596+01:00|W3|0.9|-0.22|0.01|-0.22|0.88;0001-01-01T00:00:04.596+01:00|W4|1.5|-0.18|0.14|-0.18|1.33;0001-01-01T00:00:04.596+01:00|W5|0.7|-0.14|0.10|-0.14|0.68;0001-01-01T00:00:04.596+01:00|W6|0.8|-0.24|0.54|-0.24|0.71;0001-01-01T00:00:04.596+01:00|W7|2.0|0.13|0.04|0.13|1.98;0001-01-01T00:00:04.596+01:00|W8|1.2|-0.37|0.22|-0.37|1.12;0001-01-01T00:00:04.596+01:00|W9|1.3|-1.13|0.27|-1.13|0.51;0001-01-01T00:00:04.596+01:00|W10|0.5|-0.51|0.39|-0.51|0.15;0001-01-01T00:00:04.596+01:00|W11|1.5|-0.67|0.08|-0.67|1.29;0001-01-01T00:00:04.596+01:00|W12|1.2|-1.11|0.05|-1.11|0.26"
5.00;3.01;0001-01-01T00:00:04.5620000+01:00;5.49;-0.03;-0.75;14.3;-0.481;2.584;2.709;1.032;9.501;-4.805;100.921;-15.063;102.041;"0001-01-01T00:00:04.596+01:00|W1|1.4|-0.36|0.07|-0.36|1.34;0001-01-01T00:00:04.596+01:00|W2|0.9|-0.02|0.19|-0.02|0.25;0001-01-01T00:00:04.596+01:00|W3|0.9|-0.22|0.01|-0.22|0.88;0001-01-01T00:00:04.596+01:00|W4|1.5|-0.18|0.14|-0.18|1.33;0001-01-01T00:00:04.596+01:00|W5|0.7|-0.14|0.10|-0.14|0.68;0001-01-01T00:00:04.596+01:00|W6|0.8|-0.24|0.54|-0.24|0.71;0001-01-01T00:00:04.596+01:00|W7|2.0|0.13|0.04|0.13|1.98;0001-01-01T00:00:04.596+01:00|W8|1.2|-0.37|0.22|-0.37|1.12;0001-01-01T00:00:04.596+01:00|W9|1.3|-1.13|0.27|-1.13|0.51;0001-01-01T00:00:04.596+01:00|W10|0.5|-0.51|0.39|-0.51|0.15;0001-01-01T00:00:04.596+01:00|W11|1.5|-0.67|0.08|-0.67|1.29;0001-01-01T00:00:04.596+01:00|W12|1.2|-1.11|0.05|-1.11|0.26"
6.00;3.06;0001-01-01T00:00:04.5980000+01:00;6.52;-0.04;-0.91;18.5;0.993;4.641;5.013;3.033;12.106;-6.420;101.520;-16.399;102.837;"0001-01-01T00:00:04.596+01:00|W1|1.4|-0.36|0.07|-0.36|1.34;0001-01-01T00:00:04.596+01:00|W2|0.9|-0.02|0.19|-0.02|0.25;0001-01-01T00:00:04.596+01:00|W3|0.9|-0.22|0.01|-0.22|0.88;0001-01-01T00:00:04.596+01:00|W4|1.5|-0.18|0.14|-0.18|1.33;0001-01-01T00:00:04.596+01:00|W5|0.7|-0.14|0.10|-0.14|0.68;0001-01-01T00:00:04.596+01:00|W6|0.8|-0.24|0.54|-0.24|0.71;0001-01-01T00:00:04.596+01:00|W7|2.0|0.13|0.04|0.13|1.98;0001-01-01T00:00:04.596+01:00|W8|1.2|-0.37|0.22|-0.37|1.12;0001-01-01T00:00:04.596+01:00|W9|1.3|-1.13|0.27|-1.13|0.51;0001-01-01T00:00:04.596+01:00|W10|0.5|-0.51|0.39|-0.51|0.15;0001-01-01T00:00:04.596+01:00|W11|1.5|-0.67|0.08|-0.67|1.29;0001-01-01T00:00:04.596+01:00|W12|1.2|-1.11|0.05|-1.11|0.26"
7.00;3.11;0001-01-01T00:00:04.6350000+01:00;7.54;-0.04;-1.08;23.3;1.785;5.392;4.835;1.456;14.890;-8.422;101.719;-18.104;103.318;"0001-01-01T00:00:04.596+01:00|W1|1.4|-0.36|0.07|-0.36|1.34;0001-01-01T00:00:04.596+01:00|W2|0.9|-0.02|0.19|-0.02|0.25;0001-01-01T00:00:04.596+01:00|W3|0.9|-0.22|0.01|-0.22|0.88;0001-01-01T00:00:04.596+01:00|W4|1.5|-0.18|0.14|-0.18|1.33;0001-01-01T00:00:04.596+01:00|W5|0.7|-0.14|0.10|-0.14|0.68;0001-01-01T00:00:04.596+01:00|W6|0.8|-0.24|0.54|-0.24|0.71;0001-01-01T00:00:04.596+01:00|W7|2.0|0.13|0.04|0.13|1.98;0001-01-01T00:00:04.596+01:00|W8|1.2|-0.37|0.22|-0.37|1.12;0001-01-01T00:00:04.596+01:00|W9|1.3|-1.13|0.27|-1.13|0.51;0001-01-01T00:00:04.596+01:00|W10|0.5|-0.51|0.39|-0.51|0.15;0001-01-01T00:00:04.596+01:00|W11|1.5|-0.67|0.08|-0.67|1.29;0001-01-01T00:00:04.596+01:00|W12|1.2|-1.11|0.05|-1.11|0.26"
8.00;3.16;0001-01-01T00:00:04.6710000+01:00;8.57;-0.05;-1.27;26.3;2.258;5.093;7.363;1.693;17.317;-10.274;101.827;-19.470;103.672;"0001-01-01T00:00:04.596+01:00|W1|1.4|-0.36|0.07|-0.36|1.34;0001-01-01T00:00:04.596+01:00|W2|0.9|-0.02|0.19|-0.02|0.25;0001-01-01T00:00:04.596+01:00|W3|0.9|-0.22|0.01|-0.22|0.88;0001-01-01T00:00:04.596+01:00|W4|1.5|-0.18|0.14|-0.18|1.33;0001-01-01T00:00:04.596+01:00|W5|0.7|-0.14|0.10|-0.14|0.68;0001-01-01T00:00:04.596+01:00|W6|0.8|-0.24|0.54|-0.24|0.71;0001-01-01T00:00:04.596+01:00|W7|2.0|0.13|0.04|0.13|1.98;0001-01-01T00:00:04.596+01:00|W8|1.2|-0.37|0.22|-0.37|1.12;0001-01-01T00:00:04.596+01:00|W9|1.3|-1.13|0.27|-1.13|0.51;0001-01-01T00:00:04.596+01:00|W10|0.5|-0.51|0.39|-0.51|0.15;0001-01-01T00:00:04.596+01:00|W11|1.5|-0.67|0.08|-0.67|1.29;0001-01-01T00:00:04.596+01:00|W12|1.2|-1.11|0.05|-1.11|0.26"
