Position;Height above ground [m];Time;X [m];Y [m];Z [m];Opening Angle [°];Stalling Angle Left [°];Stalling Angle Right [°];Roll Angle Left [°];Roll Angle Right [°];Yaw Angle Left [°];Yaw Angle Right [°];Speed hor. [km/h];Speed vert. [km/h];Speed resulting [km/h];WindTime|WindName|WindSpeed|WindSpeedTangent|WindTurbulence|WindSpeedCleanTan|WindSpeedCross
-96.53;NaN;0001-01-01T00:00:00.0560000+01:00;-83.95;0.00;45.12;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.000;0.000;0.000;"0001-01-01T00:00:00.000+01:00|W1|1.3|0.16|0.17|0.16|1.23;0001-01-01T00:00:00.000+01:00|W2|0.6|-0.49|0.01|-0.49|0.30;0001-01-01T00:00:00.000+01:00|W3|0.7|0.15|0.04|0.15|0.72;0001-01-01T00:00:00.000+01:00|W4|0.4|-0.09|0.31|-0.09|0.40;0001-01-01T00:00:00.000+01:00|W5|0.4|0.11|0.15|0.11|0.37;0001-01-01T00:00:00.000+01:00|W6|1.1|0.16|0.02|0.16|1.07;0001-01-01T00:00:00.000+01:00|W7|1.4|0.50|0.23|0.50|1.15;0001-01-01T00:00:00.000+01:00|W8|1.3|-0.59|0.28|-0.59|1.08;0001-01-01T00:00:00.000+01:00|W9|1.3|-1.10|0.04|-1.10|0.70;0001-01-01T00:00:00.000+01:00|W10|1.4|-1.10|0.16|-1.10|0.93;0001-01-01T00:00:00.000+01:00|W11|0.9|-0.28|0.11|-0.28|0.86;0001-01-01T00:00:00.000+01:00|W12|1.8|-1.64|0.33|-1.64|0.44"
0.00;2.93;0001-01-01T00:00:04.2130000+01:00;0.05;0.00;-0.01;0.0;-11.500;NaN;0.000;NaN;0.000;NaN;98.664;-20.073;100.686;"0001-01-01T00:00:04.250+01:00|W1|1.4|0.35|0.05|0.35|1.30;0001-01-01T00:00:04.250+01:00|W2|0.7|0.02|0.03|0.02|0.69;0001-01-01T00:00:04.250+01:00|W3|1.0|-0.33|0.31|-0.33|0.18;0001-01-01T00:00:04.250+01:00|W4|0.7|0.38|0.16|0.38|0.58;0001-01-01T00:00:04.250+01:00|W5|0.2|0.10|0.16|0.10|0.06;0001-01-01T00:00:04.250+01:00|W6|1.1|0.18|0.03|0.18|1.05;0001-01-01T00:00:04.250+01:00|W7|1.3|0.10|0.16|0.10|1.33;0001-01-01T00:00:04.250+01:00|W8|1.6|-0.23|0.17|-0.23|1.52;0001-01-01T00:00:04.250+01:00|W9|1.2|-0.90|0.03|-0.90|0.63;0001-01-01T00:00:04.250+01:00|W10|1.3|-0.80|0.19|-0.80|1.05;0001-01-01T00:00:04.250+01:00|W11|1.0|-0.71|0.01|-0.71|0.41;0001-01-01T00:00:04.250+01:00|W12|2.4|-2.27|0.46|-2.27|0.22"
1.00;2.91;0001-01-01T00:00:04.4080000+01:00;1.34;0.02;-0.18;0.0;-8.862;NaN;-2.524;NaN;1.402;NaN;98.600;-10.658;99.185;"0001-01-01T00:00:04.499+01:00|W1|1.3|0.32|0.11|0.32|1.27;0001-01-01T00:00:04.499+01:00|W2|0.7|0.07|0.04|0.07|0.66;0001-01-01T00:00:04.499+01:00|W3|0.9|-0.34|0.21|-0.34|0.33;0001-01-01T00:00:04.499+01:00|W4|0.7|0.39|0.15|0.39|0.57;0001-01-01T00:00:04.499+01:00|W5|0.2|0.06|0.16|0.06|0.02;0001-01-01T00:00:04.499+01:00|W6|1.1|0.07|0.01|0.07|1.09;0001-01-01T00:00:04.499+01:00|W7|1.5|0.14|0.31|0.14|1.49;0001-01-01T00:00:04.499+01:00|W8|1.5|-0.24|0.05|-0.24|1.43;0001-01-01T00:00:04.499+01:00|W9|1.1|-0.86|0.05|-0.86|0.62;0001-01-01T00:00:04.499+01:00|W10|1.3|-0.83|0.17|-0.83|1.05;0001-01-01T00:00:04.499+01:00|W11|1.1|-0.75|0.02|-0.75|0.51;0001-01-01T00:00:04.499+01:00|W12|2.4|-2.26|0.47|-2.26|0.41"
2.00;2.94;0001-01-01T00:00:04.4460000+01:00;2.39;0.05;-0.29;0.0;-5.880;NaN;-0.936;NaN;2.008;NaN;99.294;-11.758;100.007;"0001-01-01T00:00:04.499+01:00|W1|1.3|0.32|0.11|0.32|1.27;0001-01-01T00:00:04.499+01:00|W2|0.7|0.07|0.04|0.07|0.66;0001-01-01T00:00:04.499+01:00|W3|0.9|-0.34|0.21|-0.34|0.33;0001-01-01T00:00:04.499+01:00|W4|0.7|0.39|0.15|0.39|0.57;0001-01-01T00:00:04.499+01:00|W5|0.2|0.06|0.16|0.06|0.02;0001-01-01T00:00:04.499+01:00|W6|1.1|0.07|0.01|0.07|1.09;0001-01-01T00:00:04.499+01:00|W7|1.5|0.14|0.31|0.14|1.49;0001-01-01T00:00:04.499+01:00|W8|1.5|-0.24|0.05|-0.24|1.43;0001-01-01T00:00:04.499+01:00|W9|1.1|-0.86|0.05|-0.86|0.62;0001-01-01T00:00:04.499+01:00|W10|1.3|-0.83|0.17|-0.83|1.05;0001-01-01T00:00:04.499+01:00|W11|1.1|-0.75|0.02|-0.75|0.51;0001-01-01T00:00:04.499+01:00|W12|2.4|-2.26|0.47|-2.26|0.41"
3.00;2.99;0001-01-01T00:00:04.4830000+01:00;3.43;0.07;-0.41;0.0;-2.907;NaN;0.648;NaN;2.613;NaN;99.986;-12.856;100.839;"0001-01-01T00:00:04.499+01:00|W1|1.3|0.32|0.11|0.32|1.27;0001-01-01T00:00:04.499+01:00|W2|0.7|0.07|0.04|0.07|0.66;0001-01-01T00:00:04.499+01:00|W3|0.9|-0.34|0.21|-0.34|0.33;0001-01-01T00:00:04.499+01:00|W4|0.7|0.39|0.15|0.39|0.57;0001-01-01T00:00:04.499+01:00|W5|0.2|0.06|0.16|0.06|0.02;0001-01-01T00:00:04.499+01:00|W6|1.1|0.07|0.01|0.07|1.09;0001-01-01T00:00:04.499+01:00|W7|1.5|0.14|0.31|0.14|1.49;0001-01-01T00:00:04.499+01:00|W8|1.5|-0.24|0.05|-0.24|1.43;0001-01-01T00:00:04.499+01:00|W9|1.1|-0.86|0.05|-0.86|0.62;0001-01-01T00:00:04.499+01:00|W10|1.3|-0.83|0.17|-0.83|1.05;0001-01-01T00:00:04.499+01:00|W11|1.1|-0.75|0.02|-0.75|0.51;0001-01-01T00:00:04.499+01:00|W12|2.4|-2.26|0.47|-2.26|0.41"
4.00;3.04;0001-01-01T00:00:04.5200000+01:00;4.46;0.09;-0.53;0.0;0.115;NaN;1.079;NaN;3.563;NaN;101.125;-13.792;102.101;"0001-01-01T00:00:04.499+01:00|W1|1.3|0.32|0.11|0.32|1.27;0001-01-01T00:00:04.499+01:00|W2|0.7|0.07|0.04|0.07|0.66;0001-01-01T00:00:04.499+01:00|W3|0.9|-0.34|0.21|-0.34|0.33;0001-01-01T00:00:04.499+01:00|W4|0.7|0.39|0.15|0.39|0.57;0001-01-01T00:00:04.499+01:00|W5|0.2|0.06|0.16|0.06|0.02;0001-01-01T00:00:04.499+01:00|W6|1.1|0.07|0.01|0.07|1.09;0001-01-01T00:00:04.499+01:00|W7|1.5|0.14|0.31|0.14|1.49;0001-01-01T00:00:04.499+01:00|W8|1.5|-0.24|0.05|-0.24|1.43;0001-01-01T00:00:04.499+01:00|W9|1.1|-0.86|0.05|-0.86|0.62;0001-01-01T00:00:04.499+01:00|W10|1.3|-0.83|0.17|-0.83|1.05;0001-01-01T00:00:04.499+01:00|W11|1.1|-0.75|0.02|-0.75|0.51;0001-01-01T00:00:04.499+01:00|W12|2.4|-2.26|0.47|-2.26|0.41"
5.00;3.09;0001-01-01T00:00:04.5570000+01:00;5.50;0.12;-0.67;0.0;3.059;NaN;0.371;NaN;4.967;NaN;102.620;-14.483;103.682;"0001-01-01T00:00:04.499+01:00|W1|1.3|0.32|0.11|0.32|1.27;0001-01-01T00:00:04.499+01:00|W2|0.7|0.07|0.04|0.07|0.66;0001-01-01T00:00:04.499+01:00|W3|0.9|-0.34|0.21|-0.34|0.33;0001-01-01T00:00:04.499+01:00|W4|0.7|0.39|0.15|0.39|0.57;0001-01-01T00:00:04.499+01:00|W5|0.2|0.06|0.16|0.06|0.02;0001-01-01T00:00:04.499+01:00|W6|1.1|0.07|0.01|0.07|1.09;0001-01-01T00:00:04.499+01:00|W7|1.5|0.14|0.31|0.14|1.49;0001-01-01T00:00:04.499+01:00|W8|1.5|-0.24|0.05|-0.24|1.43;0001-01-01T00:00:04.499+01:00|W9|1.1|-0.86|0.05|-0.86|0.62;0001-01-01T00:00:04.499+01:00|W10|1.3|-0.83|0.17|-0.83|1.05;0001-01-01T00:00:04.499+01:00|W11|1.1|-0.75|0.02|-0.75|0.51;0001-01-01T00:00:04.499+01:00|W12|2.4|-2.26|0.47|-2.26|0.41"
6.00;3.15;0001-01-01T00:00:04.5930000+01:00;6.54;0.15;-0.82;0.0;4.279;NaN;3.523;NaN;6.526;NaN;101.562;-14.685;102.662;"0001-01-01T00:00:04.499+01:00|W1|1.3|0.32|0.11|0.32|1.27;0001-01-01T00:00:04.499+01:00|W2|0.7|0.07|0.04|0.07|0.66;0001-01-01T00:00:04.499+01:00|W3|0.9|-0.34|0.21|-0.34|0.33;0001-01-01T00:00:04.499+01:00|W4|0.7|0.39|0.15|0.39|0.57;0001-01-01T00:00:04.499+01:00|W5|0.2|0.06|0.16|0.06|0.02;0001-01-01T00:00:04.499+01:00|W6|1.1|0.07|0.01|0.07|1.09;0001-01-01T00:00:04.499+01:00|W7|1.5|0.14|0.31|0.14|1.49;0001-01-01T00:00:04.499+01:00|W8|1.5|-0.24|0.05|-0.24|1.43;0001-01-01T00:00:04.499+01:00|W9|1.1|-0.86|0.05|-0.86|0.62;0001-01-01T00:00:04.499+01:00|W10|1.3|-0.83|0.17|-0.83|1.05;0001-01-01T00:00:04.499+01:00|W11|1.1|-0.75|0.02|-0.75|0.51;0001-01-01T00:00:04.499+01:00|W12|2.4|-2.26|0.47|-2.26|0.41"
7.00;3.21;0001-01-01T00:00:04.6300000+01:00;7.57;0.18;-0.98;0.0;5.107;NaN;5.305;NaN;8.088;NaN;101.114;-16.513;102.499;"0001-01-01T00:00:04.750+01:00|W1|1.3|0.22|0.13|0.22|1.27;0001-01-01T00:00:04.750+01:00|W2|0.6|0.09|0.07|0.09|0.62;0001-01-01T00:00:04.750+01:00|W3|0.7|-0.25|0.04|-0.25|0.41;0001-01-01T00:00:04.750+01:00|W4|0.7|0.40|0.08|0.40|0.49;0001-01-01T00:00:04.750+01:00|W5|0.3|-0.03|0.01|-0.03|0.09;0001-01-01T00:00:04.750+01:00|W6|1.1|-0.20|0.01|-0.20|1.08;0001-01-01T00:00:04.750+01:00|W7|1.7|0.13|0.50|0.13|1.70;0001-01-01T00:00:04.750+01:00|W8|1.4|-0.24|0.03|-0.24|1.37;0001-01-01T00:00:04.750+01:00|W9|1.0|-0.75|0.17|-0.75|0.57;0001-01-01T00:00:04.750+01:00|W10|1.4|-0.85|0.09|-0.85|1.14;0001-01-01T00:00:04.750+01:00|W11|0.9|-0.69|0.09|-0.69|0.59;0001-01-01T00:00:04.750+01:00|W12|2.5|-2.23|0.47|-2.23|0.63"
8.00;3.28;0001-01-01T00:00:04.6670000+01:00;8.59;0.21;-1.15;0.0;5.347;NaN;7.230;NaN;9.529;NaN;100.984;-18.496;102.708;"0001-01-01T00:00:04.750+01:00|W1|1.3|0.22|0.13|0.22|1.27;0001-01-01T00:00:04.750+01:00|W2|0.6|0.09|0.07|0.09|0.62;0001-01-01T00:00:04.750+01:00|W3|0.7|-0.25|0.04|-0.25|0.41;0001-01-01T00:00:04.750+01:00|W4|0.7|0.40|0.08|0.40|0.49;0001-01-01T00:00:04.750+01:00|W5|0.3|-0.03|0.01|-0.03|0.09;0001-01-01T00:00:04.750+01:00|W6|1.1|-0.20|0.01|-0.20|1.08;0001-01-01T00:00:04.750+01:00|W7|1.7|0.13|0.50|0.13|1.70;0001-01-01T00:00:04.750+01:00|W8|1.4|-0.24|0.03|-0.24|1.37;0001-01-01T00:00:04.750+01:00|W9|1.0|-0.75|0.17|-0.75|0.57;0001-01-01T00:00:04.750+01:00|W10|1.4|-0.85|0.09|-0.85|1.14;0001-01-01T00:00:04.750+01:00|W11|0.9|-0.69|0.09|-0.69|0.59;0001-01-01T00:00:04.750+01:00|W12|2.5|-2.23|0.47|-2.23|0.63"
