Position;Height above ground [m];Time;X [m];Y [m];Z [m];Opening Angle [°];Stalling Angle Left [°];Stalling Angle Right [°];Roll Angle Left [°];Roll Angle Right [°];Yaw Angle Left [°];Yaw Angle Right [°];Speed hor. [km/h];Speed vert. [km/h];Speed resulting [km/h];WindTime|WindName|WindSpeed|WindSpeedTangent|WindTurbulence|WindSpeedCleanTan|WindSpeedCross
-91.43;NaN;0001-01-01T00:00:00.0000000+01:00;-79.77;0.00;41.79;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.000;0.000;0.000;"0001-01-01T00:00:00.083+01:00|W1|3.2|3.00|0.13|3.00|1.04;0001-01-01T00:00:00.083+01:00|W2|2.4|2.28|0.01|2.28|0.79;0001-01-01T00:00:00.083+01:00|W3|2.3|2.28|0.09|2.28|0.24;0001-01-01T00:00:00.083+01:00|W4|2.0|1.96|0.08|1.96|0.33;0001-01-01T00:00:00.083+01:00|W5|1.7|1.67|0.02|1.67|0.43;0001-01-01T00:00:00.083+01:00|W6|2.0|1.87|0.05|1.87|0.70;0001-01-01T00:00:00.083+01:00|W7|2.5|2.39|0.10|2.39|0.54;0001-01-01T00:00:00.083+01:00|W8|2.4|2.11|0.32|2.11|0.98;0001-01-01T00:00:00.083+01:00|W9|1.8|1.70|0.06|1.70|0.60;0001-01-01T00:00:00.083+01:00|W10|1.1|1.06|0.20|1.06|0.16;0001-01-01T00:00:00.083+01:00|W11|0.9|0.50|0.02|0.50|0.74;0001-01-01T00:00:00.083+01:00|W12|1.8|1.45|0.17|1.45|0.51"
0.00;2.93;0001-01-01T00:00:04.0830000+01:00;0.02;0.00;-0.00;0.0;-11.500;NaN;0.000;NaN;0.000;NaN;95.297;-19.388;97.250;"0001-01-01T00:00:04.084+01:00|W1|2.6|2.55|0.49|2.55|0.55;0001-01-01T00:00:04.084+01:00|W2|1.8|1.83|0.36|1.83|0.06;0001-01-01T00:00:04.084+01:00|W3|2.0|1.96|0.25|1.96|0.28;0001-01-01T00:00:04.084+01:00|W4|1.7|1.71|0.03|1.71|0.13;0001-01-01T00:00:04.084+01:00|W5|1.8|1.62|0.01|1.62|0.71;0001-01-01T00:00:04.084+01:00|W6|1.9|1.68|0.04|1.68|0.95;0001-01-01T00:00:04.084+01:00|W7|2.6|2.60|0.05|2.60|0.38;0001-01-01T00:00:04.084+01:00|W8|2.4|2.24|0.05|2.24|0.86;0001-01-01T00:00:04.084+01:00|W9|1.6|1.49|0.06|1.49|0.70;0001-01-01T00:00:04.084+01:00|W10|1.0|0.95|0.09|0.95|0.17;0001-01-01T00:00:04.084+01:00|W11|0.9|0.54|0.03|0.54|0.72;0001-01-01T00:00:04.084+01:00|W12|1.7|0.90|0.10|0.90|1.44"
1.00;2.89;0001-01-01T00:00:04.2570000+01:00;1.34;0.03;-0.21;4.2;-7.877;NaN;-4.042;NaN;1.854;NaN;93.530;-12.077;94.311;"0001-01-01T00:00:04.401+01:00|W1|2.6|2.55|0.49|2.55|0.55;0001-01-01T00:00:04.401+01:00|W2|1.8|1.83|0.36|1.83|0.06;0001-01-01T00:00:04.401+01:00|W3|2.0|1.96|0.25|1.96|0.28;0001-01-01T00:00:04.401+01:00|W4|1.7|1.71|0.03|1.71|0.13;0001-01-01T00:00:04.401+01:00|W5|2.0|1.81|0.26|1.81|0.90;0001-01-01T00:00:04.401+01:00|W6|1.9|1.68|0.04|1.68|0.95;0001-01-01T00:00:04.401+01:00|W7|2.6|2.60|0.05|2.60|0.38;0001-01-01T00:00:04.401+01:00|W8|2.4|2.24|0.05|2.24|0.86;0001-01-01T00:00:04.401+01:00|W9|1.6|1.49|0.06|1.49|0.68;0001-01-01T00:00:04.401+01:00|W10|1.0|0.95|0.09|0.95|0.17;0001-01-01T00:00:04.401+01:00|W11|0.9|0.49|0.03|0.49|0.74;0001-01-01T00:00:04.401+01:00|W12|1.7|0.90|0.10|0.90|1.44"
2.00;2.92;0001-01-01T00:00:04.2960000+01:00;2.38;0.04;-0.33;6.4;-1.742;NaN;-4.686;NaN;2.793;NaN;94.350;-12.591;95.192;"0001-01-01T00:00:04.401+01:00|W1|2.6|2.55|0.49|2.55|0.55;0001-01-01T00:00:04.401+01:00|W2|1.8|1.83|0.36|1.83|0.06;0001-01-01T00:00:04.401+01:00|W3|2.0|1.96|0.25|1.96|0.28;0001-01-01T00:00:04.401+01:00|W4|1.7|1.71|0.03|1.71|0.13;0001-01-01T00:00:04.401+01:00|W5|2.0|1.81|0.26|1.81|0.90;0001-01-01T00:00:04.401+01:00|W6|1.9|1.68|0.04|1.68|0.95;0001-01-01T00:00:04.401+01:00|W7|2.6|2.60|0.05|2.60|0.38;0001-01-01T00:00:04.401+01:00|W8|2.4|2.24|0.05|2.24|0.86;0001-01-01T00:00:04.401+01:00|W9|1.6|1.49|0.06|1.49|0.68;0001-01-01T00:00:04.401+01:00|W10|1.0|0.95|0.09|0.95|0.17;0001-01-01T00:00:04.401+01:00|W11|0.9|0.49|0.03|0.49|0.74;0001-01-01T00:00:04.401+01:00|W12|1.7|0.90|0.10|0.90|1.44"
3.00;2.95;0001-01-01T00:00:04.3360000+01:00;3.42;0.05;-0.46;8.6;4.392;NaN;-5.331;NaN;3.732;NaN;95.170;-13.105;96.073;"0001-01-01T00:00:04.401+01:00|W1|2.6|2.55|0.49|2.55|0.55;0001-01-01T00:00:04.401+01:00|W2|1.8|1.83|0.36|1.83|0.06;0001-01-01T00:00:04.401+01:00|W3|2.0|1.96|0.25|1.96|0.28;0001-01-01T00:00:04.401+01:00|W4|1.7|1.71|0.03|1.71|0.13;0001-01-01T00:00:04.401+01:00|W5|2.0|1.81|0.26|1.81|0.90;0001-01-01T00:00:04.401+01:00|W6|1.9|1.68|0.04|1.68|0.95;0001-01-01T00:00:04.401+01:00|W7|2.6|2.60|0.05|2.60|0.38;0001-01-01T00:00:04.401+01:00|W8|2.4|2.24|0.05|2.24|0.86;0001-01-01T00:00:04.401+01:00|W9|1.6|1.49|0.06|1.49|0.68;0001-01-01T00:00:04.401+01:00|W10|1.0|0.95|0.09|0.95|0.17;0001-01-01T00:00:04.401+01:00|W11|0.9|0.49|0.03|0.49|0.74;0001-01-01T00:00:04.401+01:00|W12|1.7|0.90|0.10|0.90|1.44"
4.00;2.99;0001-01-01T00:00:04.3760000+01:00;4.45;0.05;-0.59;10.8;10.527;NaN;-5.976;NaN;4.671;NaN;95.989;-13.618;96.957;"0001-01-01T00:00:04.401+01:00|W1|2.6|2.55|0.49|2.55|0.55;0001-01-01T00:00:04.401+01:00|W2|1.8|1.83|0.36|1.83|0.06;0001-01-01T00:00:04.401+01:00|W3|2.0|1.96|0.25|1.96|0.28;0001-01-01T00:00:04.401+01:00|W4|1.7|1.71|0.03|1.71|0.13;0001-01-01T00:00:04.401+01:00|W5|2.0|1.81|0.26|1.81|0.90;0001-01-01T00:00:04.401+01:00|W6|1.9|1.68|0.04|1.68|0.95;0001-01-01T00:00:04.401+01:00|W7|2.6|2.60|0.05|2.60|0.38;0001-01-01T00:00:04.401+01:00|W8|2.4|2.24|0.05|2.24|0.86;0001-01-01T00:00:04.401+01:00|W9|1.6|1.49|0.06|1.49|0.68;0001-01-01T00:00:04.401+01:00|W10|1.0|0.95|0.09|0.95|0.17;0001-01-01T00:00:04.401+01:00|W11|0.9|0.49|0.03|0.49|0.74;0001-01-01T00:00:04.401+01:00|W12|1.7|0.90|0.10|0.90|1.44"
5.00;3.03;0001-01-01T00:00:04.4150000+01:00;5.49;0.07;-0.73;13.7;15.313;NaN;-5.679;NaN;5.835;NaN;95.852;-13.874;96.863;"0001-01-01T00:00:04.401+01:00|W1|2.6|2.55|0.49|2.55|0.55;0001-01-01T00:00:04.401+01:00|W2|1.8|1.83|0.36|1.83|0.06;0001-01-01T00:00:04.401+01:00|W3|2.0|1.96|0.25|1.96|0.28;0001-01-01T00:00:04.401+01:00|W4|1.7|1.71|0.03|1.71|0.13;0001-01-01T00:00:04.401+01:00|W5|2.0|1.81|0.26|1.81|0.90;0001-01-01T00:00:04.401+01:00|W6|1.9|1.68|0.04|1.68|0.95;0001-01-01T00:00:04.401+01:00|W7|2.6|2.60|0.05|2.60|0.38;0001-01-01T00:00:04.401+01:00|W8|2.4|2.24|0.05|2.24|0.86;0001-01-01T00:00:04.401+01:00|W9|1.6|1.49|0.06|1.49|0.68;0001-01-01T00:00:04.401+01:00|W10|1.0|0.95|0.09|0.95|0.17;0001-01-01T00:00:04.401+01:00|W11|0.9|0.49|0.03|0.49|0.74;0001-01-01T00:00:04.401+01:00|W12|1.7|0.90|0.10|0.90|1.44"
6.00;3.09;0001-01-01T00:00:04.4540000+01:00;6.52;0.09;-0.87;17.3;18.230;NaN;-3.648;NaN;7.289;NaN;94.769;-14.164;95.851;"0001-01-01T00:00:04.401+01:00|W1|2.6|2.55|0.49|2.55|0.55;0001-01-01T00:00:04.401+01:00|W2|1.8|1.83|0.36|1.83|0.06;0001-01-01T00:00:04.401+01:00|W3|2.0|1.96|0.25|1.96|0.28;0001-01-01T00:00:04.401+01:00|W4|1.7|1.71|0.03|1.71|0.13;0001-01-01T00:00:04.401+01:00|W5|2.0|1.81|0.26|1.81|0.90;0001-01-01T00:00:04.401+01:00|W6|1.9|1.68|0.04|1.68|0.95;0001-01-01T00:00:04.401+01:00|W7|2.6|2.60|0.05|2.60|0.38;0001-01-01T00:00:04.401+01:00|W8|2.4|2.24|0.05|2.24|0.86;0001-01-01T00:00:04.401+01:00|W9|1.6|1.49|0.06|1.49|0.68;0001-01-01T00:00:04.401+01:00|W10|1.0|0.95|0.09|0.95|0.17;0001-01-01T00:00:04.401+01:00|W11|0.9|0.49|0.03|0.49|0.74;0001-01-01T00:00:04.401+01:00|W12|1.7|0.90|0.10|0.90|1.44"
7.00;3.15;0001-01-01T00:00:04.4930000+01:00;7.55;0.11;-1.04;20.8;20.185;NaN;1.337;NaN;8.775;NaN;95.031;-16.349;96.456;"0001-01-01T00:00:04.401+01:00|W1|2.6|2.55|0.49|2.55|0.55;0001-01-01T00:00:04.401+01:00|W2|1.8|1.83|0.36|1.83|0.06;0001-01-01T00:00:04.401+01:00|W3|2.0|1.96|0.25|1.96|0.28;0001-01-01T00:00:04.401+01:00|W4|1.7|1.71|0.03|1.71|0.13;0001-01-01T00:00:04.401+01:00|W5|2.0|1.81|0.26|1.81|0.90;0001-01-01T00:00:04.401+01:00|W6|1.9|1.68|0.04|1.68|0.95;0001-01-01T00:00:04.401+01:00|W7|2.6|2.60|0.05|2.60|0.38;0001-01-01T00:00:04.401+01:00|W8|2.4|2.24|0.05|2.24|0.86;0001-01-01T00:00:04.401+01:00|W9|1.6|1.49|0.06|1.49|0.68;0001-01-01T00:00:04.401+01:00|W10|1.0|0.95|0.09|0.95|0.17;0001-01-01T00:00:04.401+01:00|W11|0.9|0.49|0.03|0.49|0.74;0001-01-01T00:00:04.401+01:00|W12|1.7|0.90|0.10|0.90|1.44"
8.00;3.21;0001-01-01T00:00:04.5320000+01:00;8.58;0.13;-1.22;24.0;20.539;NaN;1.846;NaN;10.194;NaN;94.478;-16.232;95.891;"0001-01-01T00:00:04.587+01:00|W1|2.6|2.46|0.46|2.46|0.55;0001-01-01T00:00:04.587+01:00|W2|1.9|1.86|0.27|1.86|0.02;0001-01-01T00:00:04.587+01:00|W3|1.9|1.78|0.35|1.78|0.33;0001-01-01T00:00:04.587+01:00|W4|1.7|1.68|0.04|1.68|0.16;0001-01-01T00:00:04.587+01:00|W5|2.0|1.83|0.26|1.83|0.88;0001-01-01T00:00:04.587+01:00|W6|1.9|1.62|0.04|1.62|1.00;0001-01-01T00:00:04.587+01:00|W7|2.5|2.43|0.12|2.43|0.46;0001-01-01T00:00:04.587+01:00|W8|2.2|2.05|0.23|2.05|0.83;0001-01-01T00:00:04.587+01:00|W9|1.7|1.54|0.02|1.54|0.66;0001-01-01T00:00:04.587+01:00|W10|1.0|0.97|0.05|0.97|0.16;0001-01-01T00:00:04.587+01:00|W11|0.9|0.46|0.04|0.46|0.76;0001-01-01T00:00:04.587+01:00|W12|1.7|0.74|0.10|0.74|1.51"
