Position;Height above ground [m];Time;X [m];Y [m];Z [m];Opening Angle [°];Stalling Angle Left [°];Stalling Angle Right [°];Roll Angle Left [°];Roll Angle Right [°];Yaw Angle Left [°];Yaw Angle Right [°];Speed hor. [km/h];Speed vert. [km/h];Speed resulting [km/h];WindTime|WindName|WindSpeed|WindSpeedTangent|WindTurbulence|WindSpeedCleanTan|WindSpeedCross
-55.86;NaN;0001-01-01T00:00:00.1100000+01:00;-55.86;0.00;22.97;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.000;0.000;0.000;"0001-01-01T00:00:00.000+01:00|W1|2.4|2.23|0.03|2.23|0.59;0001-01-01T00:00:00.000+01:00|W2|1.6|1.48|0.11|1.48|0.29;0001-01-01T00:00:00.000+01:00|W3|2.5|2.45|0.01|2.45|0.19;0001-01-01T00:00:00.000+01:00|W4|2.7|2.63|0.29|2.63|0.73;0001-01-01T00:00:00.000+01:00|W5|2.5|2.45|0.03|2.45|0.10;0001-01-01T00:00:00.000+01:00|W6|2.6|2.38|0.32|2.38|0.85;0001-01-01T00:00:00.000+01:00|W7|2.3|2.23|0.02|2.23|0.56;0001-01-01T00:00:00.000+01:00|W8|2.0|1.86|0.09|1.86|0.67;0001-01-01T00:00:00.000+01:00|W9|1.4|1.29|0.11|1.29|0.38;0001-01-01T00:00:00.000+01:00|W10|1.1|1.04|0.06|1.04|0.24;0001-01-01T00:00:00.000+01:00|W11|1.8|1.59|0.21|1.59|0.86;0001-01-01T00:00:00.000+01:00|W12|1.0|0.79|0.10|0.79|0.56"
0.00;2.93;0001-01-01T00:00:01.9160000+01:00;0.19;0.00;-0.04;0.0;-11.500;-11.500;0.000;0.000;0.000;0.000;96.053;-19.542;98.021;"0001-01-01T00:00:02.000+01:00|W1|2.5|2.38|0.08|2.38|0.77;0001-01-01T00:00:02.000+01:00|W2|2.1|1.98|0.36|1.98|0.32;0001-01-01T00:00:02.000+01:00|W3|2.3|2.29|0.12|2.29|0.23;0001-01-01T00:00:02.000+01:00|W4|2.7|2.56|0.02|2.56|0.76;0001-01-01T00:00:02.000+01:00|W5|2.4|2.38|0.07|2.38|0.29;0001-01-01T00:00:02.000+01:00|W6|2.8|2.43|0.38|2.43|1.41;0001-01-01T00:00:02.000+01:00|W7|2.4|2.27|0.06|2.27|0.45;0001-01-01T00:00:02.000+01:00|W8|1.9|1.71|0.14|1.71|0.68;0001-01-01T00:00:02.000+01:00|W9|1.1|1.00|0.24|1.00|0.28;0001-01-01T00:00:02.000+01:00|W10|1.0|0.99|0.05|0.99|0.24;0001-01-01T00:00:02.000+01:00|W11|2.0|1.69|0.17|1.69|1.01;0001-01-01T00:00:02.000+01:00|W12|1.1|0.78|0.06|0.78|0.76"
1.00;3.03;0001-01-01T00:00:02.3120000+01:00;1.36;0.05;-0.06;2.3;-8.198;-8.871;-4.780;3.321;1.887;-1.069;94.812;-7.795;95.141;"0001-01-01T00:00:02.252+01:00|W1|2.5|2.38|0.08|2.38|0.77;0001-01-01T00:00:02.252+01:00|W2|2.1|1.98|0.36|1.98|0.32;0001-01-01T00:00:02.252+01:00|W3|2.3|2.29|0.12|2.29|0.23;0001-01-01T00:00:02.252+01:00|W4|2.7|2.56|0.02|2.56|0.76;0001-01-01T00:00:02.252+01:00|W5|2.4|2.38|0.07|2.38|0.29;0001-01-01T00:00:02.252+01:00|W6|2.8|2.43|0.38|2.43|1.41;0001-01-01T00:00:02.252+01:00|W7|2.4|2.27|0.06|2.27|0.45;0001-01-01T00:00:02.252+01:00|W8|1.9|1.71|0.14|1.71|0.68;0001-01-01T00:00:02.252+01:00|W9|1.1|1.00|0.24|1.00|0.28;0001-01-01T00:00:02.252+01:00|W10|1.0|0.99|0.05|0.99|0.24;0001-01-01T00:00:02.252+01:00|W11|2.0|1.69|0.17|1.69|1.01;0001-01-01T00:00:02.252+01:00|W12|1.1|0.78|0.06|0.78|0.76"
2.00;3.16;0001-01-01T00:00:02.3530000+01:00;2.42;0.01;-0.07;4.9;-4.573;-6.508;-5.035;6.306;3.013;-2.030;96.944;-7.052;97.200;"0001-01-01T00:00:02.252+01:00|W1|2.5|2.38|0.08|2.38|0.77;0001-01-01T00:00:02.252+01:00|W2|2.1|1.98|0.36|1.98|0.32;0001-01-01T00:00:02.252+01:00|W3|2.3|2.29|0.12|2.29|0.23;0001-01-01T00:00:02.252+01:00|W4|2.7|2.56|0.02|2.56|0.76;0001-01-01T00:00:02.252+01:00|W5|2.4|2.38|0.07|2.38|0.29;0001-01-01T00:00:02.252+01:00|W6|2.8|2.43|0.38|2.43|1.41;0001-01-01T00:00:02.252+01:00|W7|2.4|2.27|0.06|2.27|0.45;0001-01-01T00:00:02.252+01:00|W8|1.9|1.71|0.14|1.71|0.68;0001-01-01T00:00:02.252+01:00|W9|1.1|1.00|0.24|1.00|0.28;0001-01-01T00:00:02.252+01:00|W10|1.0|0.99|0.05|0.99|0.24;0001-01-01T00:00:02.252+01:00|W11|2.0|1.69|0.17|1.69|1.01;0001-01-01T00:00:02.252+01:00|W12|1.1|0.78|0.06|0.78|0.76"
3.00;3.26;0001-01-01T00:00:02.3920000+01:00;3.47;-0.00;-0.14;8.4;0.471;-2.993;-2.258;-0.577;4.585;-3.855;97.510;-8.068;97.843;"0001-01-01T00:00:02.502+01:00|W1|2.4|2.30|0.01|2.30|0.75;0001-01-01T00:00:02.502+01:00|W2|2.0|1.91|0.24|1.91|0.33;0001-01-01T00:00:02.502+01:00|W3|2.3|2.29|0.11|2.29|0.21;0001-01-01T00:00:02.502+01:00|W4|2.7|2.53|0.01|2.53|0.76;0001-01-01T00:00:02.502+01:00|W5|2.4|2.38|0.07|2.38|0.24;0001-01-01T00:00:02.502+01:00|W6|2.9|2.48|0.38|2.48|1.38;0001-01-01T00:00:02.502+01:00|W7|2.3|2.27|0.06|2.27|0.40;0001-01-01T00:00:02.502+01:00|W8|1.9|1.74|0.07|1.74|0.78;0001-01-01T00:00:02.502+01:00|W9|1.1|0.96|0.20|0.96|0.36;0001-01-01T00:00:02.502+01:00|W10|1.0|1.02|0.02|1.02|0.20;0001-01-01T00:00:02.502+01:00|W11|2.1|1.72|0.24|1.72|1.17;0001-01-01T00:00:02.502+01:00|W12|1.1|0.79|0.06|0.79|0.75"
4.00;3.34;0001-01-01T00:00:02.4300000+01:00;4.51;-0.00;-0.24;12.4;5.777;0.415;-3.675;-0.408;6.502;-5.947;97.960;-9.830;98.452;"0001-01-01T00:00:02.502+01:00|W1|2.4|2.30|0.01|2.30|0.75;0001-01-01T00:00:02.502+01:00|W2|2.0|1.91|0.24|1.91|0.33;0001-01-01T00:00:02.502+01:00|W3|2.3|2.29|0.11|2.29|0.21;0001-01-01T00:00:02.502+01:00|W4|2.7|2.53|0.01|2.53|0.76;0001-01-01T00:00:02.502+01:00|W5|2.4|2.38|0.07|2.38|0.24;0001-01-01T00:00:02.502+01:00|W6|2.9|2.48|0.38|2.48|1.38;0001-01-01T00:00:02.502+01:00|W7|2.3|2.27|0.06|2.27|0.40;0001-01-01T00:00:02.502+01:00|W8|1.9|1.74|0.07|1.74|0.78;0001-01-01T00:00:02.502+01:00|W9|1.1|0.96|0.20|0.96|0.36;0001-01-01T00:00:02.502+01:00|W10|1.0|1.02|0.02|1.02|0.20;0001-01-01T00:00:02.502+01:00|W11|2.1|1.72|0.24|1.72|1.17;0001-01-01T00:00:02.502+01:00|W12|1.1|0.79|0.06|0.79|0.75"
5.00;3.42;0001-01-01T00:00:02.4690000+01:00;5.56;-0.00;-0.36;16.8;10.432;3.505;-6.458;4.291;8.690;-8.225;98.286;-11.555;98.963;"0001-01-01T00:00:02.502+01:00|W1|2.4|2.30|0.01|2.30|0.75;0001-01-01T00:00:02.502+01:00|W2|2.0|1.91|0.24|1.91|0.33;0001-01-01T00:00:02.502+01:00|W3|2.3|2.29|0.11|2.29|0.21;0001-01-01T00:00:02.502+01:00|W4|2.7|2.53|0.01|2.53|0.76;0001-01-01T00:00:02.502+01:00|W5|2.4|2.38|0.07|2.38|0.24;0001-01-01T00:00:02.502+01:00|W6|2.9|2.48|0.38|2.48|1.38;0001-01-01T00:00:02.502+01:00|W7|2.3|2.27|0.06|2.27|0.40;0001-01-01T00:00:02.502+01:00|W8|1.9|1.74|0.07|1.74|0.78;0001-01-01T00:00:02.502+01:00|W9|1.1|0.96|0.20|0.96|0.36;0001-01-01T00:00:02.502+01:00|W10|1.0|1.02|0.02|1.02|0.20;0001-01-01T00:00:02.502+01:00|W11|2.1|1.72|0.24|1.72|1.17;0001-01-01T00:00:02.502+01:00|W12|1.1|0.79|0.06|0.79|0.75"
6.00;3.51;0001-01-01T00:00:02.5070000+01:00;6.60;0.00;-0.48;21.4;13.128;6.384;-2.022;1.505;11.059;-10.786;97.839;-12.147;98.590;"0001-01-01T00:00:02.502+01:00|W1|2.4|2.30|0.01|2.30|0.75;0001-01-01T00:00:02.502+01:00|W2|2.0|1.91|0.24|1.91|0.33;0001-01-01T00:00:02.502+01:00|W3|2.3|2.29|0.11|2.29|0.21;0001-01-01T00:00:02.502+01:00|W4|2.7|2.53|0.01|2.53|0.76;0001-01-01T00:00:02.502+01:00|W5|2.4|2.38|0.07|2.38|0.24;0001-01-01T00:00:02.502+01:00|W6|2.9|2.48|0.38|2.48|1.38;0001-01-01T00:00:02.502+01:00|W7|2.3|2.27|0.06|2.27|0.40;0001-01-01T00:00:02.502+01:00|W8|1.9|1.74|0.07|1.74|0.78;0001-01-01T00:00:02.502+01:00|W9|1.1|0.96|0.20|0.96|0.36;0001-01-01T00:00:02.502+01:00|W10|1.0|1.02|0.02|1.02|0.20;0001-01-01T00:00:02.502+01:00|W11|2.1|1.72|0.24|1.72|1.17;0001-01-01T00:00:02.502+01:00|W12|1.1|0.79|0.06|0.79|0.75"
7.00;3.62;0001-01-01T00:00:02.5460000+01:00;7.65;0.01;-0.59;26.1;15.827;9.268;2.421;-1.285;13.432;-13.351;97.391;-12.740;98.223;"0001-01-01T00:00:02.502+01:00|W1|2.4|2.30|0.01|2.30|0.75;0001-01-01T00:00:02.502+01:00|W2|2.0|1.91|0.24|1.91|0.33;0001-01-01T00:00:02.502+01:00|W3|2.3|2.29|0.11|2.29|0.21;0001-01-01T00:00:02.502+01:00|W4|2.7|2.53|0.01|2.53|0.76;0001-01-01T00:00:02.502+01:00|W5|2.4|2.38|0.07|2.38|0.24;0001-01-01T00:00:02.502+01:00|W6|2.9|2.48|0.38|2.48|1.38;0001-01-01T00:00:02.502+01:00|W7|2.3|2.27|0.06|2.27|0.40;0001-01-01T00:00:02.502+01:00|W8|1.9|1.74|0.07|1.74|0.78;0001-01-01T00:00:02.502+01:00|W9|1.1|0.96|0.20|0.96|0.36;0001-01-01T00:00:02.502+01:00|W10|1.0|1.02|0.02|1.02|0.20;0001-01-01T00:00:02.502+01:00|W11|2.1|1.72|0.24|1.72|1.17;0001-01-01T00:00:02.502+01:00|W12|1.1|0.79|0.06|0.79|0.75"
8.00;3.72;0001-01-01T00:00:02.5850000+01:00;8.69;0.01;-0.73;30.8;16.831;10.765;5.907;-3.854;15.898;-15.825;96.792;-13.103;97.676;"0001-01-01T00:00:02.502+01:00|W1|2.4|2.30|0.01|2.30|0.75;0001-01-01T00:00:02.502+01:00|W2|2.0|1.91|0.24|1.91|0.33;0001-01-01T00:00:02.502+01:00|W3|2.3|2.29|0.11|2.29|0.21;0001-01-01T00:00:02.502+01:00|W4|2.7|2.53|0.01|2.53|0.76;0001-01-01T00:00:02.502+01:00|W5|2.4|2.38|0.07|2.38|0.24;0001-01-01T00:00:02.502+01:00|W6|2.9|2.48|0.38|2.48|1.38;0001-01-01T00:00:02.502+01:00|W7|2.3|2.27|0.06|2.27|0.40;0001-01-01T00:00:02.502+01:00|W8|1.9|1.74|0.07|1.74|0.78;0001-01-01T00:00:02.502+01:00|W9|1.1|0.96|0.20|0.96|0.36;0001-01-01T00:00:02.502+01:00|W10|1.0|1.02|0.02|1.02|0.20;0001-01-01T00:00:02.502+01:00|W11|2.1|1.72|0.24|1.72|1.17;0001-01-01T00:00:02.502+01:00|W12|1.1|0.79|0.06|0.79|0.75"
