Position,Height above ground [m],Time,X [m],Y [m],Z [m],Opening Angle [°],Stalling Angle Left [°],Stalling Angle Right [°],Roll Angle Left [°],Roll Angle Right [°],Yaw Angle Left [°],Yaw Angle Right [°],Speed hor. [km/h],Speed vert. [km/h],Speed resulting [km/h],W1_Speed,W1_Tangent,W1_Turbulence,W1_CleanTan,W1_Cross,W2_Speed,W2_Tangent,W2_Turbulence,W2_CleanTan,W2_Cross,W3_Speed,W3_Tangent,W3_Turbulence,W3_CleanTan,W3_Cross,W4_Speed,W4_Tangent,W4_Turbulence,W4_CleanTan,W4_Cross,W5_Speed,W5_Tangent,W5_Turbulence,W5_CleanTan,W5_Cross,W6_Speed,W6_Tangent,W6_Turbulence,W6_CleanTan,W6_Cross,W7_Speed,W7_Tangent,W7_Turbulence,W7_CleanTan,W7_Cross,W8_Speed,W8_Tangent,W8_Turbulence,W8_CleanTan,W8_Cross,W9_Speed,W9_Tangent,W9_Turbulence,W9_CleanTan,W9_Cross,W10_Speed,W10_Tangent,W10_Turbulence,W10_CleanTan,W10_Cross,W11_Speed,W11_Tangent,W11_Turbulence,W11_CleanTan,W11_Cross,W12_Speed,W12_Tangent,W12_Turbulence,W12_CleanTan,W12_Cross
-53.77,,0.112,-54.04,0.0,21.66,,,,,,,,0.0,0.0,0.0,1.1,1.07,0.04,1.07,0.36,0.9,0.2,0.03,0.2,0.74,1.7,1.7,0.25,1.7,0.14,0.8,0.07,0.01,0.07,0.73,1.9,1.53,0.05,1.53,1.2,1.9,1.8,0.12,1.8,0.56,0.9,0.83,0.09,0.83,0.41,1.6,0.94,0.25,0.94,1.18,0.6,0.37,0.4,0.37,0.06,0.1,-0.12,0.01,-0.12,0.04,0.6,0.56,0.05,0.56,0.13,0.5,-0.45,0.05,-0.45,0.13
0.0,2.93,1.76,0.18,0.0,-0.04,0.0,-11.5,-11.5,0.0,0.0,0.0,0.0,95.688,-19.468,97.648,1.0,0.95,0.13,0.95,0.07,0.8,0.24,0.06,0.24,0.72,1.5,1.46,0.37,1.46,0.16,1.0,0.14,0.14,0.14,0.75,1.7,1.35,0.2,1.35,1.0,1.7,1.32,0.05,1.32,1.07,0.9,0.82,0.02,0.82,0.41,2.1,1.09,0.55,1.09,1.66,0.6,0.56,0.16,0.56,0.13,0.2,-0.14,0.02,-0.14,0.01,0.4,0.27,0.12,0.27,0.23,0.5,-0.48,0.04,-0.48,0.11
1.0,3.0,2.041,1.31,-0.03,-0.1,2.5,-10.436,-11.283,-1.853,1.638,1.523,-1.056,94.186,-14.53,95.304,1.0,0.98,0.1,0.98,0.13,0.8,0.24,0.06,0.24,0.72,1.5,1.46,0.37,1.46,0.16,1.0,0.14,0.14,0.14,0.75,1.8,1.4,0.08,1.4,1.12,1.7,1.4,0.08,1.4,0.97,0.9,0.85,0.03,0.85,0.38,2.0,0.95,0.4,0.95,1.58,0.8,0.7,0.01,0.7,0.19,0.1,-0.13,0.0,-0.13,0.02,0.4,0.26,0.1,0.26,0.21,0.5,-0.48,0.04,-0.48,0.11
2.0,3.06,2.226,2.4,-0.05,-0.18,4.5,-9.063,-9.909,-3.044,2.337,2.917,-2.055,94.824,-11.033,95.472,1.0,0.92,0.16,0.92,0.12,0.8,0.27,0.06,0.27,0.7,1.2,1.19,0.55,1.19,0.01,1.0,0.21,0.17,0.21,0.76,1.7,1.36,0.12,1.36,1.09,1.7,1.44,0.12,1.44,0.88,0.9,0.85,0.04,0.85,0.41,1.9,0.91,0.23,0.91,1.41,0.8,0.79,0.12,0.79,0.24,0.1,-0.12,0.01,-0.12,0.03,0.5,0.26,0.07,0.26,0.21,0.5,-0.48,0.04,-0.48,0.09
3.0,3.11,2.265,3.45,-0.05,-0.28,5.8,-6.901,-6.802,-3.471,1.625,4.147,-2.967,97.953,-10.447,98.513,1.0,0.92,0.16,0.92,0.12,0.8,0.27,0.06,0.27,0.7,1.2,1.19,0.55,1.19,0.01,1.0,0.21,0.17,0.21,0.76,1.7,1.36,0.12,1.36,1.09,1.7,1.44,0.12,1.44,0.88,0.9,0.85,0.04,0.85,0.41,1.9,0.91,0.23,0.91,1.41,0.8,0.79,0.12,0.79,0.24,0.1,-0.12,0.01,-0.12,0.03,0.5,0.26,0.07,0.26,0.21,0.5,-0.48,0.04,-0.48,0.09
4.0,3.16,2.305,4.49,-0.05,-0.41,7.2,-2.719,-3.733,-5.336,0.922,5.573,-3.868,96.548,-14.459,97.626,1.0,0.92,0.16,0.92,0.12,0.8,0.27,0.06,0.27,0.7,1.2,1.19,0.55,1.19,0.01,1.0,0.21,0.17,0.21,0.76,1.7,1.36,0.12,1.36,1.09,1.7,1.44,0.12,1.44,0.88,0.9,0.85,0.04,0.85,0.41,1.9,0.91,0.23,0.91,1.41,0.8,0.79,0.12,0.79,0.24,0.1,-0.12,0.01,-0.12,0.03,0.5,0.26,0.07,0.26,0.21,0.5,-0.48,0.04,-0.48,0.09
5.0,3.21,2.343,5.52,-0.08,-0.56,11.1,0.713,-0.727,-5.321,0.234,7.196,-4.75,96.552,-13.124,97.442,1.0,0.92,0.16,0.92,0.12,0.8,0.27,0.06,0.27,0.7,1.2,1.19,0.55,1.19,0.01,1.0,0.21,0.17,0.21,0.76,1.7,1.36,0.12,1.36,1.09,1.7,1.44,0.12,1.44,0.88,0.9,0.85,0.04,0.85,0.41,1.9,0.91,0.23,0.91,1.41,0.8,0.79,0.12,0.79,0.24,0.1,-0.12,0.01,-0.12,0.03,0.5,0.26,0.07,0.26,0.21,0.5,-0.48,0.04,-0.48,0.09
6.0,3.26,2.381,6.55,-0.1,-0.71,14.8,3.44,2.563,-4.364,-0.261,8.912,-5.947,96.652,-13.29,97.565,1.0,0.92,0.16,0.92,0.12,0.8,0.27,0.06,0.27,0.7,1.2,1.19,0.55,1.19,0.01,1.0,0.21,0.17,0.21,0.76,1.7,1.33,0.1,1.33,1.13,1.7,1.44,0.12,1.44,0.88,0.9,0.85,0.04,0.85,0.41,1.9,0.91,0.23,0.91,1.41,0.9,0.8,0.15,0.8,0.29,0.1,-0.12,0.0,-0.12,0.03,0.5,0.26,0.07,0.26,0.21,0.5,-0.48,0.04,-0.48,0.09
7.0,3.33,2.42,7.59,-0.11,-0.87,17.9,5.689,6.097,-2.887,-0.598,10.68,-7.406,96.642,-15.405,97.865,1.0,0.92,0.16,0.92,0.12,0.8,0.27,0.06,0.27,0.7,1.2,1.19,0.55,1.19,0.01,1.0,0.21,0.17,0.21,0.76,1.7,1.33,0.1,1.33,1.13,1.7,1.44,0.12,1.44,0.88,0.9,0.85,0.04,0.85,0.41,1.9,0.91,0.23,0.91,1.41,0.9,0.8,0.15,0.8,0.29,0.1,-0.12,0.0,-0.12,0.03,0.5,0.26,0.07,0.26,0.21,0.5,-0.48,0.04,-0.48,0.09
8.0,3.41,2.459,8.62,-0.11,-1.03,21.1,7.938,9.63,-1.41,-0.936,12.449,-8.865,96.632,-17.521,98.21,1.0,0.92,0.16,0.92,0.12,0.8,0.27,0.06,0.27,0.7,1.2,1.19,0.55,1.19,0.01,1.0,0.21,0.17,0.21,0.76,1.7,1.33,0.1,1.33,1.13,1.7,1.44,0.12,1.44,0.88,0.9,0.85,0.04,0.85,0.41,1.9,0.91,0.23,0.91,1.41,0.9,0.8,0.15,0.8,0.29,0.1,-0.12,0.0,-0.12,0.03,0.5,0.26,0.07,0.26,0.21,0.5,-0.48,0.04,-0.48,0.09
9.0,3.48,2.497,9.65,-0.12,-1.21,24.9,8.156,10.366,2.838,-1.651,14.404,-10.82,96.174,-17.495,97.756,1.0,0.92,0.16,0.92,0.12,0.8,0.27,0.06,0.27,0.7,1.2,1.19,0.55,1.19,0.01,1.0,0.21,0.17,0.21,0.76,1.7,1.33,0.1,1.33,1.13,1.7,1.44,0.12,1.44,0.88,0.9,0.85,0.04,0.85,0.41,1.9,0.91,0.23,0.91,1.41,0.9,0.8,0.15,0.8,0.29,0.1,-0.12,0.0,-0.12,0.03,0.5,0.26,0.07,0.26,0.21,0.5,-0.48,0.04,-0.48,0.09
10.0,3.55,2.535,10.67,-0.15,-1.4,27.5,8.03,10.915,6.346,-4.023,16.122,-12.868,95.937,-18.626,97.734,1.0,0.92,0.16,0.92,0.12,0.8,0.27,0.06,0.27,0.7,1.2,1.19,0.55,1.19,0.01,1.0,0.21,0.17,0.21,0.76,1.7,1.33,0.1,1.33,1.13,1.7,1.44,0.12,1.44,0.88,0.9,0.85,0.04,0.85,0.41,1.9,0.91,0.23,0.91,1.41,0.9,0.8,0.15,0.8,0.29,0.1,-0.12,0.0,-0.12,0.03,0.5,0.26,0.07,0.26,0.21,0.5,-0.48,0.04,-0.48,0.09
11.0,3.62,2.574,11.7,-0.17,-1.61,30.3,7.763,11.155,9.445,-7.038,17.721,-14.818,95.789,-19.952,97.852,1.0,0.92,0.16,0.92,0.12,0.8,0.27,0.06,0.27,0.7,1.2,1.19,0.55,1.19,0.01,1.0,0.21,0.17,0.21,0.76,1.7,1.33,0.1,1.33,1.13,1.7,1.44,0.12,1.44,0.88,0.9,0.85,0.04,0.85,0.41,1.9,0.91,0.23,0.91,1.41,0.9,0.8,0.15,0.8,0.29,0.1,-0.12,0.0,-0.12,0.03,0.5,0.26,0.07,0.26,0.21,0.5,-0.48,0.04,-0.48,0.09
