Position,Height above ground [m],Time,X [m],Y [m],Z [m],Opening Angle [°],Stalling Angle Left [°],Stalling Angle Right [°],Roll Angle Left [°],Roll Angle Right [°],Yaw Angle Left [°],Yaw Angle Right [°],Speed hor. [km/h],Speed vert. [km/h],Speed resulting [km/h],W1_Speed,W1_Tangent,W1_Turbulence,W1_CleanTan,W1_Cross,W2_Speed,W2_Tangent,W2_Turbulence,W2_CleanTan,W2_Cross,W3_Speed,W3_Tangent,W3_Turbulence,W3_CleanTan,W3_Cross,W4_Speed,W4_Tangent,W4_Turbulence,W4_CleanTan,W4_Cross,W5_Speed,W5_Tangent,W5_Turbulence,W5_CleanTan,W5_Cross,W6_Speed,W6_Tangent,W6_Turbulence,W6_CleanTan,W6_Cross,W7_Speed,W7_Tangent,W7_Turbulence,W7_CleanTan,W7_Cross,W8_Speed,W8_Tangent,W8_Turbulence,W8_CleanTan,W8_Cross,W9_Speed,W9_Tangent,W9_Turbulence,W9_CleanTan,W9_Cross,W10_Speed,W10_Tangent,W10_Turbulence,W10_CleanTan,W10_Cross,W11_Speed,W11_Tangent,W11_Turbulence,W11_CleanTan,W11_Cross,W12_Speed,W12_Tangent,W12_Turbulence,W12_CleanTan,W12_Cross
,,0.0,-75.32,0.0,38.24,,,,,,,,0.0,0.0,0.0,2.2,1.88,0.03,1.88,0.94,1.4,1.33,0.16,1.33,0.28,2.2,2.16,0.21,2.16,0.0,2.4,2.32,0.13,2.32,0.55,1.6,1.59,0.05,1.59,0.03,2.1,1.84,0.02,1.84,0.99,2.1,2.09,0.24,2.09,0.18,1.5,1.38,0.13,1.38,0.69,1.6,1.46,0.6,1.46,0.53,1.6,1.46,0.24,1.46,0.71,1.4,1.37,0.15,1.37,0.33,1.3,1.26,0.26,1.26,0.09
0.0,2.93,4.613,0.03,0.0,-0.01,0.0,-11.5,-11.5,0.0,0.0,0.0,0.0,94.401,-19.206,96.335,1.6,1.4,0.31,1.4,0.67,1.3,1.21,0.18,1.21,0.16,1.7,1.7,0.22,1.7,0.34,2.7,2.67,0.34,2.67,0.3,1.0,0.96,0.31,0.96,0.07,1.9,1.67,0.1,1.67,0.94,1.9,1.8,0.25,1.8,0.43,0.8,0.59,0.23,0.59,0.46,2.2,2.11,0.17,2.11,0.7,1.2,1.12,0.41,1.12,0.34,1.6,1.56,0.03,1.56,0.45,0.9,0.82,0.12,0.82,0.1
1.0,2.92,4.763,1.29,0.02,-0.16,2.9,-9.926,-9.661,-3.125,4.097,1.402,-1.557,93.427,-12.046,94.203,1.6,1.42,0.27,1.42,0.64,1.3,1.15,0.25,1.15,0.08,1.7,1.68,0.21,1.68,0.36,2.8,2.76,0.42,2.76,0.33,1.2,1.16,0.12,1.16,0.12,1.9,1.64,0.12,1.64,0.92,1.9,1.82,0.2,1.82,0.5,0.9,0.63,0.14,0.63,0.47,2.3,2.2,0.26,2.2,0.78,1.1,1.05,0.47,1.05,0.31,1.7,1.63,0.12,1.63,0.46,0.9,0.84,0.09,0.84,0.09
2.0,2.95,4.828,2.39,0.04,-0.28,5.8,-7.271,-6.717,-2.155,3.755,2.725,-3.088,94.385,-10.11,94.927,1.6,1.42,0.27,1.42,0.64,1.3,1.15,0.25,1.15,0.08,1.7,1.68,0.21,1.68,0.36,2.8,2.76,0.42,2.76,0.33,1.2,1.16,0.12,1.16,0.12,1.9,1.64,0.12,1.64,0.92,1.9,1.82,0.2,1.82,0.5,0.9,0.63,0.14,0.63,0.47,2.3,2.2,0.26,2.2,0.78,1.1,1.05,0.47,1.05,0.31,1.7,1.63,0.12,1.63,0.46,0.9,0.84,0.09,0.84,0.09
3.0,3.0,4.868,3.43,0.05,-0.39,8.8,-3.018,-1.656,-1.496,2.35,4.166,-4.608,94.786,-11.134,95.439,1.6,1.42,0.27,1.42,0.64,1.3,1.15,0.25,1.15,0.08,1.7,1.68,0.21,1.68,0.36,2.8,2.76,0.42,2.76,0.33,1.2,1.16,0.12,1.16,0.12,1.9,1.64,0.12,1.64,0.92,1.9,1.82,0.2,1.82,0.5,0.9,0.63,0.14,0.63,0.47,2.3,2.2,0.26,2.2,0.78,1.1,1.05,0.47,1.05,0.31,1.7,1.63,0.12,1.63,0.46,0.9,0.84,0.09,0.84,0.09
4.0,3.05,4.908,4.47,0.05,-0.52,11.8,1.854,4.385,-2.377,1.572,5.78,-6.043,94.45,-12.967,95.337,1.6,1.42,0.27,1.42,0.64,1.3,1.15,0.25,1.15,0.08,1.7,1.68,0.21,1.68,0.36,2.8,2.76,0.42,2.76,0.33,1.2,1.16,0.12,1.16,0.12,1.9,1.64,0.12,1.64,0.92,1.9,1.82,0.2,1.82,0.5,0.9,0.63,0.14,0.63,0.47,2.3,2.2,0.26,2.2,0.78,1.1,1.05,0.47,1.05,0.31,1.7,1.63,0.12,1.63,0.46,0.9,0.84,0.09,0.84,0.09
5.0,3.1,4.947,5.5,0.06,-0.65,14.6,4.856,8.142,-3.375,1.886,7.496,-7.237,95.219,-13.153,96.128,1.4,1.25,0.36,1.25,0.56,1.2,1.13,0.28,1.13,0.02,1.7,1.62,0.24,1.62,0.39,2.8,2.8,0.45,2.8,0.39,1.2,1.15,0.1,1.15,0.23,1.8,1.59,0.16,1.59,0.91,2.0,1.89,0.11,1.89,0.54,0.9,0.63,0.06,0.63,0.53,2.3,2.17,0.18,2.17,0.7,1.1,1.02,0.48,1.02,0.3,1.8,1.67,0.14,1.67,0.44,0.9,0.83,0.08,0.83,0.1
6.0,3.17,4.986,6.54,0.07,-0.8,17.6,7.099,11.195,2.099,-0.205,9.669,-8.157,94.675,-13.895,95.695,1.4,1.25,0.36,1.25,0.56,1.2,1.13,0.28,1.13,0.02,1.7,1.62,0.24,1.62,0.39,2.8,2.8,0.45,2.8,0.39,1.2,1.15,0.1,1.15,0.23,1.8,1.59,0.16,1.59,0.91,2.0,1.89,0.11,1.89,0.54,0.9,0.63,0.06,0.63,0.53,2.3,2.17,0.18,2.17,0.7,1.1,1.02,0.48,1.02,0.3,1.8,1.67,0.14,1.67,0.44,0.9,0.83,0.08,0.83,0.1
7.0,3.22,5.026,7.57,0.07,-0.97,18.7,7.842,11.949,4.902,-3.724,11.46,-8.72,94.557,-14.739,95.705,1.4,1.25,0.36,1.25,0.56,1.2,1.13,0.28,1.13,0.02,1.7,1.62,0.24,1.62,0.39,2.8,2.8,0.45,2.8,0.39,1.2,1.15,0.1,1.15,0.23,1.8,1.59,0.16,1.59,0.91,2.0,1.89,0.11,1.89,0.54,0.9,0.63,0.06,0.63,0.53,2.3,2.17,0.18,2.17,0.7,1.1,1.02,0.48,1.02,0.3,1.8,1.67,0.14,1.67,0.44,0.9,0.83,0.08,0.83,0.1
8.0,3.29,5.065,8.6,0.05,-1.15,19.2,7.977,11.766,6.511,-7.802,13.087,-9.141,94.633,-15.617,95.92,1.4,1.25,0.36,1.25,0.56,1.2,1.13,0.28,1.13,0.02,1.7,1.62,0.24,1.62,0.39,2.8,2.8,0.45,2.8,0.39,1.2,1.15,0.1,1.15,0.23,1.8,1.59,0.16,1.59,0.91,2.0,1.89,0.11,1.89,0.54,0.9,0.63,0.06,0.63,0.53,2.3,2.17,0.18,2.17,0.7,1.1,1.02,0.48,1.02,0.3,1.8,1.67,0.14,1.67,0.44,0.9,0.83,0.08,0.83,0.1
