dict_id,length,Speed hor. [km/h],W1_Speed,W1_Tangent,W1_Turbulence,W1_CleanTan,W1_Cross,W2_Speed,W2_Tangent,W2_Turbulence,W2_CleanTan,W2_Cross,W3_Speed,W3_Tangent,W3_Turbulence,W3_CleanTan,W3_Cross,W4_Speed,W4_Tangent,W4_Turbulence,W4_CleanTan,W4_Cross,W5_Speed,W5_Tangent,W5_Turbulence,W5_CleanTan,W5_Cross,W6_Speed,W6_Tangent,W6_Turbulence,W6_CleanTan,W6_Cross,W7_Speed,W7_Tangent,W7_Turbulence,W7_CleanTan,W7_Cross,W8_Speed,W8_Tangent,W8_Turbulence,W8_CleanTan,W8_Cross,W9_Speed,W9_Tangent,W9_Turbulence,W9_CleanTan,W9_Cross,W10_Speed,W10_Tangent,W10_Turbulence,W10_CleanTan,W10_Cross,W11_Speed,W11_Tangent,W11_Turbulence,W11_CleanTan,W11_Cross,W12_Speed,W12_Tangent,W12_Turbulence,W12_CleanTan,W12_Cross
-10. point,199.7606487774807,101.091,0.7,0.53,0.01,0.53,0.5,0.8,0.59,0.09,0.59,0.01,1.1,0.71,0.07,0.71,0.86,1.9,1.02,0.29,1.02,1.61,1.6,0.08,0.3,0.08,1.58,1.1,0.26,0.45,0.26,1.01,1.9,0.26,0.37,0.26,1.85,2.1,-0.12,0.25,-0.12,2.09,2.3,-1.12,0.25,-1.12,2.0,0.9,0.08,0.09,0.08,0.73,1.1,-0.3,0.32,-0.3,1.0,0.4,-0.3,0.14,-0.3,0.15
-10. point,213.45253149119594,98.306,0.9,0.47,0.16,0.47,0.51,1.5,-0.78,0.3,-0.78,0.85,0.7,0.31,0.09,0.31,0.54,0.5,0.1,0.14,0.1,0.41,0.5,-0.21,0.04,-0.21,0.4,0.8,-0.84,0.15,-0.84,0.06,0.7,0.39,0.13,0.39,0.47,0.7,0.55,0.1,0.55,0.43,0.9,-0.03,0.01,-0.03,0.88,0.7,0.16,0.2,0.16,0.35,0.8,-0.27,0.08,-0.27,0.53,1.9,1.8,0.03,1.8,0.45
-10. point,233.2731467614736,96.337,1.0,0.11,0.09,0.11,1.01,1.1,0.89,0.1,0.89,0.45,1.0,0.73,0.15,0.73,0.43,2.2,2.19,0.03,2.19,0.2,1.1,1.03,0.36,1.03,0.36,2.3,2.31,0.01,2.31,0.19,2.0,1.72,0.09,1.72,1.03,2.1,1.93,0.02,1.93,0.68,2.3,1.67,0.0,1.67,1.58,0.3,-0.2,0.16,-0.2,0.18,1.2,0.03,0.05,0.03,1.15,0.6,0.48,0.05,0.48,0.34
-10. point,203.54295099560682,94.421,1.4,0.96,0.29,0.96,0.62,1.1,0.82,0.34,0.82,0.69,1.3,0.84,0.03,0.84,0.99,0.6,-0.34,0.19,-0.34,0.24,1.1,0.12,0.12,0.12,0.92,3.0,-1.25,0.11,-1.25,2.69,1.4,-0.23,0.54,-0.23,1.34,1.4,0.73,0.0,0.73,1.08,0.9,0.77,0.1,0.77,0.34,1.8,-0.17,0.08,-0.17,1.64,1.3,-0.95,0.33,-0.95,0.67,1.6,-1.56,0.43,-1.56,0.07
-10. point,221.80018687999342,104.038,0.6,-0.11,0.21,-0.11,0.51,2.3,2.13,0.08,2.13,0.17,1.3,0.78,0.09,0.78,0.99,1.2,0.37,0.43,0.37,1.09,1.1,0.8,0.38,0.8,0.77,1.5,-1.01,0.68,-1.01,0.93,1.9,-0.49,0.15,-0.49,1.83,0.7,-0.49,0.06,-0.49,0.53,1.6,0.83,0.09,0.83,1.1,0.4,0.03,0.1,0.03,0.33,0.2,-0.03,0.04,-0.03,0.15,1.6,1.14,0.43,1.14,0.79
-10. point,197.45661877992342,99.841,1.4,0.01,0.0,0.01,1.27,0.3,0.17,0.23,0.17,0.16,0.9,0.17,0.1,0.17,0.78,2.4,-0.38,0.38,-0.38,2.33,1.3,0.57,0.38,0.57,1.12,2.5,-0.73,0.05,-0.73,2.4,2.3,-0.61,0.15,-0.61,2.21,2.1,-0.95,0.01,-0.95,1.75,1.8,-1.65,0.04,-1.65,0.75,1.9,-1.84,0.13,-1.84,0.19,0.7,-0.56,0.09,-0.56,0.41,0.4,0.19,0.11,0.19,0.33
-10. point,212.66576663863887,102.095,1.6,-0.43,0.07,-0.43,1.51,0.5,-0.01,0.25,-0.01,0.32,1.1,0.05,0.23,0.05,1.03,0.7,0.43,0.22,0.43,0.53,1.0,-0.07,0.04,-0.07,0.88,1.7,1.21,0.55,1.21,1.16,2.6,0.16,0.02,0.16,2.61,2.2,0.2,0.06,0.2,2.1,1.5,-1.31,0.1,-1.31,0.56,1.3,-0.46,0.17,-0.46,1.21,0.4,0.32,0.07,0.32,0.16,1.9,-1.74,0.18,-1.74,0.59
-10. point,185.66868583581885,97.333,0.4,-0.33,0.2,-0.33,0.05,0.9,-0.86,0.04,-0.86,0.3,1.1,0.57,0.16,0.57,0.85,1.2,-1.22,0.14,-1.22,0.05,1.2,0.09,0.09,0.09,1.04,1.1,0.38,0.03,0.38,1.03,2.7,-0.15,0.33,-0.15,2.7,1.7,0.17,0.09,0.17,1.37,2.5,-1.48,0.26,-1.48,1.6,1.4,-1.31,0.46,-1.31,0.42,1.4,-1.08,0.01,-1.08,0.88,1.9,-1.81,0.02,-1.81,0.34
-10. point,219.07254049743435,109.845,0.6,0.26,0.07,0.26,0.39,1.0,1.0,0.06,1.0,0.19,1.1,0.81,0.2,0.81,0.55,1.2,1.09,0.25,1.09,0.4,1.0,0.93,0.05,0.93,0.39,1.8,1.77,0.48,1.77,0.04,1.6,1.04,0.06,1.04,1.12,1.6,0.33,0.14,0.33,1.5,0.8,0.07,0.03,0.07,0.81,1.2,0.05,0.28,0.05,0.86,0.8,-0.41,0.04,-0.41,0.32,0.6,0.27,0.05,0.27,0.16
-10. point,203.66466188320447,108.094,0.6,0.02,0.01,0.02,0.35,0.7,0.51,0.06,0.51,0.48,0.9,0.29,0.14,0.29,0.48,0.2,-0.15,0.18,-0.15,0.08,0.5,-0.34,0.12,-0.34,0.12,1.0,-0.92,0.04,-0.92,0.19,0.7,0.16,0.18,0.16,0.45,0.9,-0.16,0.17,-0.16,0.71,1.3,-0.96,0.32,-0.96,0.88,1.1,-1.0,0.02,-1.0,0.48,1.7,-1.24,0.0,-1.24,0.48,1.0,-0.95,0.22,-0.95,0.22
