dict_id,length,Speed hor. [km/h],W1_Speed,W1_Tangent,W1_Turbulence,W1_CleanTan,W1_Cross,W2_Speed,W2_Tangent,W2_Turbulence,W2_CleanTan,W2_Cross,W3_Speed,W3_Tangent,W3_Turbulence,W3_CleanTan,W3_Cross,W4_Speed,W4_Tangent,W4_Turbulence,W4_CleanTan,W4_Cross,W5_Speed,W5_Tangent,W5_Turbulence,W5_CleanTan,W5_Cross,W6_Speed,W6_Tangent,W6_Turbulence,W6_CleanTan,W6_Cross,W7_Speed,W7_Tangent,W7_Turbulence,W7_CleanTan,W7_Cross,W8_Speed,W8_Tangent,W8_Turbulence,W8_CleanTan,W8_Cross,W9_Speed,W9_Tangent,W9_Turbulence,W9_CleanTan,W9_Cross,W10_Speed,W10_Tangent,W10_Turbulence,W10_CleanTan,W10_Cross,W11_Speed,W11_Tangent,W11_Turbulence,W11_CleanTan,W11_Cross,W12_Speed,W12_Tangent,W12_Turbulence,W12_CleanTan,W12_Cross
65. point,210.27236004762966,98.045,0.8,0.14,0.02,0.14,0.8,0.6,-0.3,0.13,-0.3,0.43,0.7,0.05,0.01,0.05,0.63,1.1,-0.06,0.31,-0.06,1.14,1.0,0.15,0.25,0.15,0.98,0.4,-0.3,0.05,-0.3,0.3,1.1,-0.2,0.18,-0.2,1.03,0.4,-0.18,0.13,-0.18,0.27,1.5,-1.25,0.1,-1.25,0.56,1.3,-1.11,0.22,-1.11,0.61,0.9,-0.63,0.0,-0.63,0.59,0.6,0.09,0.08,0.09,0.58
65. point,204.19324450137913,96.913,1.3,0.17,0.05,0.17,1.27,0.6,0.4,0.14,0.4,0.4,0.6,-0.14,0.0,-0.14,0.56,0.4,-0.29,0.03,-0.29,0.12,1.4,1.22,0.08,1.22,0.73,0.8,-0.16,0.39,-0.16,0.57,1.8,-1.52,0.04,-1.52,0.99,1.0,0.12,0.54,0.12,0.62,0.6,-0.25,0.29,-0.25,0.33,1.6,-1.39,0.09,-1.39,0.65,1.2,-1.09,0.04,-1.09,0.1,0.9,-0.92,0.29,-0.92,0.14
65. point,193.31100589464637,92.899,1.7,0.21,0.42,0.21,1.58,0.2,-0.03,0.09,-0.03,0.08,1.0,0.1,0.09,0.1,1.03,1.4,-0.13,0.37,-0.13,1.31,1.7,0.43,0.27,0.43,1.59,1.6,0.12,0.1,0.12,1.4,1.9,-0.34,0.36,-0.34,1.84,2.9,-1.8,0.24,-1.8,2.27,1.2,-1.15,0.27,-1.15,0.47,0.9,-0.73,0.05,-0.73,0.01,0.8,0.2,0.04,0.2,0.39,1.2,-1.13,0.07,-1.13,0.31
65. point,216.20629731809385,96.427,1.2,0.03,0.07,0.03,1.1,0.4,-0.17,0.04,-0.17,0.33,0.7,0.0,0.05,0.0,0.61,0.9,0.08,0.12,0.08,0.89,0.8,0.66,0.08,0.66,0.34,1.2,-0.37,0.02,-0.37,1.19,1.2,-0.09,0.14,-0.09,1.14,1.2,0.32,0.28,0.32,1.14,0.5,0.34,0.11,0.34,0.41,0.4,-0.31,0.15,-0.31,0.04,0.3,-0.09,0.07,-0.09,0.31,0.4,-0.28,0.14,-0.28,0.27
65. point,210.83144784400642,94.1,1.7,0.33,0.27,0.33,1.58,0.6,-0.52,0.08,-0.52,0.35,1.0,0.26,0.13,0.26,0.93,1.5,-1.1,0.52,-1.1,0.87,0.7,0.35,0.09,0.35,0.61,1.0,-0.2,0.34,-0.2,0.83,1.7,-1.28,0.15,-1.28,0.96,1.2,-0.64,0.36,-0.64,0.94,0.9,-0.58,0.07,-0.58,0.42,1.3,-1.15,0.16,-1.15,0.33,0.9,-0.47,0.05,-0.47,0.79,0.5,0.25,0.47,0.25,0.33
65. point,204.88672406966734,94.14,1.2,0.6,0.14,0.6,1.04,0.4,0.11,0.06,0.11,0.33,0.9,0.21,0.16,0.21,0.78,1.9,0.95,0.28,0.95,1.61,0.8,0.7,0.2,0.7,0.38,0.6,-0.42,0.07,-0.42,0.36,2.6,0.26,0.14,0.26,2.51,1.7,-0.34,0.33,-0.34,1.65,1.2,-1.01,0.08,-1.01,0.55,1.8,-1.56,0.1,-1.56,0.84,0.3,-0.2,0.05,-0.2,0.23,0.7,-0.63,0.18,-0.63,0.36
65. point,215.6272754082841,97.951,0.9,-0.24,0.0,-0.24,0.83,0.4,-0.34,0.12,-0.34,0.18,0.9,0.08,0.19,0.08,0.83,0.8,-0.12,0.11,-0.12,0.82,1.4,0.22,0.16,0.22,1.37,1.9,-1.76,0.14,-1.76,0.79,2.7,-0.43,0.17,-0.43,2.62,2.1,-1.57,0.93,-1.57,1.24,2.7,-2.57,0.17,-2.57,0.75,2.4,-2.4,0.38,-2.4,0.07,0.3,0.12,0.06,0.12,0.25,1.1,-1.09,0.26,-1.09,0.31
65. point,223.17413537415126,99.412,0.9,-0.16,0.04,-0.16,0.83,1.3,-1.09,0.08,-1.09,0.51,0.6,-0.15,0.01,-0.15,0.56,0.8,-0.09,0.18,-0.09,0.7,0.5,-0.16,0.33,-0.16,0.45,0.8,-0.22,0.12,-0.22,0.64,1.4,-0.39,0.01,-0.39,1.32,1.8,-0.78,0.04,-0.78,1.62,0.9,-0.8,0.38,-0.8,0.29,1.6,-0.88,0.1,-0.88,1.19,0.8,-0.41,0.01,-0.41,0.66,1.0,-0.94,0.43,-0.94,0.24
65. point,217.35623869583313,96.514,1.5,0.14,0.07,0.14,1.48,0.9,-0.49,0.03,-0.49,0.7,0.8,-0.31,0.01,-0.31,0.75,1.3,-0.46,0.09,-0.46,0.98,1.3,-0.77,0.09,-0.77,1.0,0.6,-0.49,0.12,-0.49,0.24,1.4,-1.11,0.28,-1.11,0.65,1.2,-1.0,0.16,-1.0,0.51,1.4,-0.78,0.22,-0.78,1.09,1.3,-1.09,0.38,-1.09,0.76,0.6,-0.38,0.09,-0.38,0.52,2.0,-1.5,0.04,-1.5,1.37
65. point,204.64769434322977,96.124,1.4,-0.22,0.09,-0.22,1.3,0.5,0.42,0.03,0.42,0.24,1.0,0.33,0.0,0.33,0.82,2.1,-1.38,0.39,-1.38,1.53,0.9,-0.61,0.02,-0.61,0.59,1.1,-0.62,0.11,-0.62,0.85,1.7,-0.12,0.2,-0.12,1.71,2.1,-1.07,0.19,-1.07,1.78,1.4,-1.35,0.14,-1.35,0.27,1.3,-1.03,0.19,-1.03,0.79,0.8,-0.18,0.02,-0.18,0.81,0.9,-0.77,0.02,-0.77,0.29
65. point,204.79185213284245,96.834,1.2,-0.07,0.0,-0.07,1.14,1.0,-0.47,0.0,-0.47,0.82,0.8,0.14,0.06,0.14,0.66,1.8,-0.02,0.02,-0.02,1.75,1.1,0.51,0.05,0.51,0.94,1.8,-1.62,0.19,-1.62,0.7,2.7,-0.92,0.24,-0.92,2.5,1.3,-0.88,0.03,-0.88,1.02,1.5,-1.34,0.07,-1.34,0.65,0.5,-0.52,0.29,-0.52,0.01,0.8,-0.31,0.07,-0.31,0.71,0.7,-0.07,0.15,-0.07,0.71
