dict_id,length,Speed hor. [km/h],W1_Speed,W1_Tangent,W1_Turbulence,W1_CleanTan,W1_Cross,W2_Speed,W2_Tangent,W2_Turbulence,W2_CleanTan,W2_Cross,W3_Speed,W3_Tangent,W3_Turbulence,W3_CleanTan,W3_Cross,W4_Speed,W4_Tangent,W4_Turbulence,W4_CleanTan,W4_Cross,W5_Speed,W5_Tangent,W5_Turbulence,W5_CleanTan,W5_Cross,W6_Speed,W6_Tangent,W6_Turbulence,W6_CleanTan,W6_Cross,W7_Speed,W7_Tangent,W7_Turbulence,W7_CleanTan,W7_Cross,W8_Speed,W8_Tangent,W8_Turbulence,W8_CleanTan,W8_Cross,W9_Speed,W9_Tangent,W9_Turbulence,W9_CleanTan,W9_Cross,W10_Speed,W10_Tangent,W10_Turbulence,W10_CleanTan,W10_Cross,W11_Speed,W11_Tangent,W11_Turbulence,W11_CleanTan,W11_Cross,W12_Speed,W12_Tangent,W12_Turbulence,W12_CleanTan,W12_Cross
10. point,199.7606487774807,97.454,0.7,0.47,0.05,0.47,0.44,1.0,0.89,0.03,0.89,0.32,1.1,0.65,0.08,0.65,0.76,2.1,1.38,0.06,1.38,1.58,1.1,0.19,0.24,0.19,0.87,1.4,1.12,0.11,1.12,0.75,1.9,0.0,0.06,0.0,1.71,2.1,-0.38,0.06,-0.38,2.1,2.2,-1.53,0.51,-1.53,1.51,0.4,-0.17,0.11,-0.17,0.39,1.0,-0.24,0.48,-0.24,0.97,0.3,-0.23,0.24,-0.23,0.13
10. point,213.45253149119594,97.062,0.9,0.05,0.06,0.05,0.94,1.0,-0.53,0.02,-0.53,0.42,0.6,0.03,0.06,0.03,0.52,0.8,-0.08,0.16,-0.08,0.62,0.6,-0.47,0.13,-0.47,0.2,0.8,-0.15,0.1,-0.15,0.59,0.2,-0.21,0.11,-0.21,0.09,0.7,0.38,0.08,0.38,0.55,1.3,0.85,0.17,0.85,0.99,1.1,0.69,0.17,0.69,0.8,1.4,-0.08,0.13,-0.08,1.29,1.8,1.74,0.48,1.74,0.42
10. point,233.2731467614736,94.548,0.7,0.1,0.06,0.1,0.68,1.5,1.23,0.04,1.23,0.33,1.4,1.19,0.05,1.19,0.73,2.1,2.05,0.25,2.05,0.13,0.4,0.36,0.06,0.36,0.01,2.2,2.16,0.07,2.16,0.48,2.4,1.91,0.07,1.91,1.51,1.9,1.88,0.05,1.88,0.01,2.7,1.71,0.03,1.71,2.09,0.2,0.14,0.15,0.14,0.11,1.4,-0.48,0.02,-0.48,1.35,1.1,1.0,0.24,1.0,0.41
10. point,203.54295099560682,97.92,1.9,0.92,0.04,0.92,0.18,0.6,0.41,0.43,0.41,0.15,1.3,0.78,0.1,0.78,0.92,0.3,0.03,0.01,0.03,0.32,1.8,0.43,0.25,0.43,1.75,1.9,-0.47,0.7,-0.47,1.67,1.6,0.03,0.01,0.03,1.03,1.0,0.35,0.3,0.35,0.93,0.7,0.05,0.12,0.05,0.67,1.3,-0.78,0.13,-0.78,1.0,1.5,-1.1,0.09,-1.1,0.93,1.5,-1.27,0.18,-1.27,0.1
10. point,221.80018687999342,100.93,0.5,0.13,0.03,0.13,0.38,1.6,1.38,0.55,1.38,0.08,1.4,0.64,0.03,0.64,1.25,0.7,0.03,0.19,0.03,0.69,1.6,0.85,0.01,0.85,1.31,0.3,-0.23,0.07,-0.23,0.07,1.9,0.1,0.05,0.1,1.46,0.6,0.2,0.22,0.2,0.6,1.9,0.27,0.06,0.27,1.85,0.6,0.07,0.12,0.07,0.59,0.6,0.5,0.0,0.5,0.14,0.6,-0.32,0.45,-0.32,0.5
10. point,197.45661877992342,97.353,1.4,0.28,0.04,0.28,1.36,0.8,0.5,0.1,0.5,0.64,1.1,0.44,0.16,0.44,0.79,2.2,1.59,0.24,1.59,1.54,1.8,0.21,0.28,0.21,1.82,2.5,-0.2,0.52,-0.2,2.47,2.5,-0.48,0.05,-0.48,2.47,2.1,-0.75,0.18,-0.75,1.93,1.7,-1.34,0.18,-1.34,0.73,1.2,-1.14,0.19,-1.14,0.18,1.0,-0.84,0.02,-0.84,0.6,0.5,0.1,0.02,0.1,0.47
10. point,212.66576663863887,97.923,1.5,-0.29,0.05,-0.29,1.44,0.6,-0.29,0.11,-0.29,0.28,1.1,0.09,0.02,0.09,1.03,1.0,0.56,0.03,0.56,0.25,1.0,0.52,0.05,0.52,0.79,0.9,0.44,0.14,0.44,0.54,2.9,0.2,0.31,0.2,2.87,2.3,0.79,0.09,0.79,2.1,2.1,-2.05,0.04,-2.05,0.39,1.7,-0.89,0.2,-0.89,1.37,0.7,0.47,0.04,0.47,0.05,2.3,-2.2,0.23,-2.2,0.39
10. point,185.66868583581885,98.758,0.5,-0.46,0.08,-0.46,0.27,0.8,-0.7,0.0,-0.7,0.2,0.9,0.59,0.0,0.59,0.41,0.8,-0.78,0.1,-0.78,0.04,0.8,-0.05,0.09,-0.05,0.69,1.2,0.55,0.41,0.55,1.03,3.0,-0.51,0.02,-0.51,2.9,2.2,-0.47,0.0,-0.47,2.16,1.6,-0.85,0.14,-0.85,1.23,1.5,-1.06,0.34,-1.06,1.05,1.5,-1.1,0.18,-1.1,1.02,1.7,-1.43,0.23,-1.43,0.84
10. point,219.07254049743435,94.027,0.8,0.75,0.0,0.75,0.17,0.8,0.78,0.29,0.78,0.04,1.3,1.1,0.1,1.1,0.48,1.0,0.79,0.62,0.79,0.48,0.8,0.28,0.16,0.28,0.71,1.1,1.08,0.16,1.08,0.05,1.6,1.08,0.38,1.08,1.15,1.2,0.58,0.04,0.58,0.72,1.0,0.33,0.19,0.33,0.74,1.3,-0.83,0.3,-0.83,0.78,0.6,0.12,0.08,0.12,0.54,0.5,-0.02,0.1,-0.02,0.23
10. point,203.66466188320447,97.875,1.0,-0.77,0.09,-0.77,0.63,0.7,0.49,0.23,0.49,0.02,0.9,0.31,0.25,0.31,0.12,0.8,-0.1,0.03,-0.1,0.62,0.3,-0.24,0.08,-0.24,0.19,1.1,-1.1,0.01,-1.1,0.2,0.9,0.14,0.08,0.14,0.81,0.8,0.17,0.04,0.17,0.79,0.5,-0.22,0.08,-0.22,0.49,1.4,-1.3,0.05,-1.3,0.39,2.2,-1.97,0.46,-1.97,0.9,1.8,-1.59,0.41,-1.59,0.07
10. point,193.23749144511268,97.947,1.3,-0.01,0.38,-0.01,1.18,0.7,-0.74,0.25,-0.74,0.05,1.2,0.59,0.12,0.59,0.93,1.5,0.35,0.41,0.35,1.41,1.1,0.05,0.05,0.05,1.11,0.5,-0.35,0.06,-0.35,0.09,2.0,0.05,0.34,0.05,1.84,0.9,0.11,0.01,0.11,0.92,1.4,-0.9,0.1,-0.9,1.01,1.2,-1.09,0.13,-1.09,0.51,0.5,0.28,0.14,0.28,0.37,1.2,-0.99,0.02,-0.99,0.62
10. point,188.63729959899234,97.71,0.7,0.62,0.24,0.62,0.33,0.4,0.13,0.05,0.13,0.1,0.4,0.18,0.01,0.18,0.16,0.6,0.42,0.08,0.42,0.02,0.2,0.01,0.12,0.01,0.15,0.8,0.61,0.1,0.61,0.4,0.4,-0.11,0.09,-0.11,0.42,0.9,0.91,0.03,0.91,0.02,0.9,0.61,0.1,0.61,0.53,0.4,0.39,0.04,0.39,0.08,0.3,-0.03,0.02,-0.03,0.32,0.4,-0.02,0.03,-0.02,0.37
10. point,183.82165215229676,96.451,1.0,0.89,0.18,0.89,0.34,0.6,0.57,0.13,0.57,0.15,0.6,0.53,0.08,0.53,0.06,0.4,0.37,0.03,0.37,0.04,0.4,0.36,0.22,0.36,0.23,1.2,1.15,0.1,1.15,0.09,0.5,-0.17,0.2,-0.17,0.21,0.8,0.53,0.05,0.53,0.64,0.7,0.68,0.17,0.68,0.22,0.3,-0.17,0.02,-0.17,0.17,0.9,0.65,0.2,0.65,0.54,1.8,-0.82,0.14,-0.82,1.4
10. point,179.474739448202,96.249,1.5,1.5,0.12,1.5,0.15,1.1,1.06,0.05,1.06,0.16,1.1,0.96,0.18,0.96,0.04,1.7,1.7,0.13,1.7,0.17,1.0,0.53,0.02,0.53,0.83,0.2,0.06,0.21,0.06,0.14,0.2,0.09,0.01,0.09,0.1,0.2,0.18,0.16,0.18,0.03,0.5,0.36,0.18,0.36,0.33,0.6,-0.32,0.03,-0.32,0.52,0.3,-0.19,0.15,-0.19,0.19,0.3,-0.13,0.25,-0.13,0.28
10. point,179.88638358697415,98.371,1.2,1.24,0.08,1.24,0.02,1.0,0.8,0.06,0.8,0.25,0.8,0.79,0.11,0.79,0.21,1.0,0.96,0.04,0.96,0.33,0.4,0.28,0.07,0.28,0.21,0.4,0.39,0.1,0.39,0.08,0.4,0.39,0.1,0.39,0.07,0.7,0.45,0.06,0.45,0.29,0.6,0.28,0.03,0.28,0.28,0.6,0.45,0.05,0.45,0.09,0.1,0.0,0.15,0.0,0.13,1.1,1.04,0.05,1.04,0.39
