dict_id,length,Speed hor. [km/h],W1_Speed,W1_Tangent,W1_Turbulence,W1_CleanTan,W1_Cross,W2_Speed,W2_Tangent,W2_Turbulence,W2_CleanTan,W2_Cross,W3_Speed,W3_Tangent,W3_Turbulence,W3_CleanTan,W3_Cross,W4_Speed,W4_Tangent,W4_Turbulence,W4_CleanTan,W4_Cross,W5_Speed,W5_Tangent,W5_Turbulence,W5_CleanTan,W5_Cross,W6_Speed,W6_Tangent,W6_Turbulence,W6_CleanTan,W6_Cross,W7_Speed,W7_Tangent,W7_Turbulence,W7_CleanTan,W7_Cross,W8_Speed,W8_Tangent,W8_Turbulence,W8_CleanTan,W8_Cross,W9_Speed,W9_Tangent,W9_Turbulence,W9_CleanTan,W9_Cross,W10_Speed,W10_Tangent,W10_Turbulence,W10_CleanTan,W10_Cross,W11_Speed,W11_Tangent,W11_Turbulence,W11_CleanTan,W11_Cross,W12_Speed,W12_Tangent,W12_Turbulence,W12_CleanTan,W12_Cross
55. point,199.7606487774807,93.135,0.7,0.49,0.02,0.49,0.48,1.0,1.02,0.07,1.02,0.07,1.1,0.57,0.12,0.57,0.89,1.9,1.02,0.31,1.02,1.54,0.9,0.2,0.2,0.2,0.88,1.8,1.56,0.3,1.56,0.91,2.3,0.44,0.31,0.44,2.16,1.9,0.18,0.26,0.18,1.92,1.8,-1.37,0.1,-1.37,1.09,0.7,-0.19,0.21,-0.19,0.65,1.2,-0.47,0.36,-0.47,1.07,0.6,-0.62,0.21,-0.62,0.03
55. point,213.45253149119594,95.455,0.9,-0.01,0.03,-0.01,0.85,1.2,-0.78,0.12,-0.78,0.65,0.5,0.05,0.02,0.05,0.45,0.8,0.03,0.03,0.03,0.45,0.5,-0.47,0.04,-0.47,0.02,0.8,-0.1,0.02,-0.1,0.57,0.4,0.07,0.15,0.07,0.18,0.6,0.19,0.02,0.19,0.54,0.7,0.48,0.39,0.48,0.47,0.9,0.6,0.26,0.6,0.65,0.9,-0.22,0.48,-0.22,0.6,2.2,2.01,0.58,2.01,0.83
55. point,233.2731467614736,91.172,0.9,0.08,0.14,0.08,0.85,1.1,0.99,0.34,0.99,0.06,1.6,1.25,0.11,1.25,0.96,2.0,2.01,0.17,2.01,0.26,0.4,0.43,0.05,0.43,0.12,2.3,2.32,0.06,2.32,0.26,2.2,1.75,0.13,1.75,1.29,2.2,2.2,0.35,2.2,0.07,2.8,2.03,0.04,2.03,1.83,0.2,0.08,0.07,0.08,0.15,1.5,-0.5,0.06,-0.5,1.38,0.8,0.65,0.08,0.65,0.48
55. point,203.54295099560682,95.047,2.1,1.3,0.22,1.3,0.09,0.4,0.33,0.37,0.33,0.2,1.3,0.72,0.04,0.72,1.0,0.7,-0.48,0.26,-0.48,0.53,1.6,0.56,0.07,0.56,1.45,2.8,-0.79,1.11,-0.79,2.63,2.0,-0.85,0.52,-0.85,1.54,0.9,0.45,0.14,0.45,0.82,0.3,0.28,0.25,0.28,0.03,1.5,-0.73,0.13,-0.73,1.21,0.9,-0.77,0.47,-0.77,0.35,1.9,-1.67,0.45,-1.67,0.67
55. point,221.80018687999342,95.812,0.4,0.01,0.07,0.01,0.32,2.1,1.71,0.86,1.71,0.59,1.5,0.75,0.06,0.75,1.23,0.5,-0.12,0.28,-0.12,0.35,1.7,0.92,0.12,0.92,1.4,0.5,-0.26,0.23,-0.26,0.29,1.9,-0.24,0.04,-0.24,1.76,0.6,0.05,0.13,0.05,0.55,1.9,0.36,0.01,0.36,1.82,0.7,-0.47,0.05,-0.47,0.34,0.4,0.22,0.15,0.22,0.34,0.9,0.54,0.13,0.54,0.09
55. point,197.45661877992342,94.9,1.4,-0.04,0.02,-0.04,1.33,0.6,0.59,0.13,0.59,0.16,1.0,0.35,0.1,0.35,0.74,1.7,0.9,0.66,0.9,1.44,2.5,0.19,0.73,0.19,1.95,2.6,0.19,0.27,0.19,2.58,2.7,-0.27,0.13,-0.27,2.66,2.1,-1.3,0.03,-1.3,1.62,1.7,-1.54,0.03,-1.54,0.38,1.9,-1.85,0.62,-1.85,0.07,1.1,-0.95,0.0,-0.95,0.33,0.5,-0.07,0.02,-0.07,0.42
55. point,212.66576663863887,96.21,1.5,-0.42,0.02,-0.42,1.38,0.8,-0.16,0.17,-0.16,0.5,0.9,0.23,0.13,0.23,0.86,1.0,0.21,0.06,0.21,0.03,0.9,0.21,0.13,0.21,0.85,0.7,0.46,0.26,0.46,0.42,2.7,0.56,0.1,0.56,2.66,2.1,0.24,0.14,0.24,2.1,1.7,-1.55,0.41,-1.55,0.6,1.6,-0.92,0.02,-0.92,1.23,0.5,0.51,0.08,0.51,0.07,1.7,-1.61,0.54,-1.61,0.55
55. point,185.66868583581885,95.194,0.7,-0.66,0.2,-0.66,0.15,0.9,-0.84,0.15,-0.84,0.42,0.9,0.66,0.06,0.66,0.35,1.0,-0.95,0.1,-0.95,0.09,1.0,-0.14,0.11,-0.14,0.83,1.1,0.38,0.23,0.38,1.02,3.2,-0.5,0.14,-0.5,3.07,1.7,-0.11,0.42,-0.11,1.71,1.8,-0.99,0.06,-0.99,1.53,2.0,-1.66,0.19,-1.66,0.96,1.4,-1.09,0.0,-1.09,0.84,1.9,-1.66,0.02,-1.66,0.73
55. point,219.07254049743435,93.621,0.7,0.67,0.06,0.67,0.15,0.9,0.86,0.02,0.86,0.0,1.3,1.06,0.08,1.06,0.58,0.7,0.65,0.58,0.65,0.31,0.8,0.21,0.14,0.21,0.75,0.6,0.58,0.37,0.58,0.14,1.5,0.9,0.33,0.9,1.19,1.0,0.19,0.07,0.19,0.89,0.8,0.28,0.0,0.28,0.65,1.9,-0.99,0.52,-0.99,1.1,0.6,0.15,0.02,0.15,0.57,0.5,-0.24,0.04,-0.24,0.13
55. point,203.66466188320447,94.466,0.5,-0.44,0.38,-0.44,0.29,0.9,0.5,0.06,0.5,0.66,1.1,0.47,0.06,0.47,0.43,0.4,0.04,0.26,0.04,0.38,0.2,-0.18,0.12,-0.18,0.06,0.8,-0.73,0.21,-0.73,0.41,0.9,-0.56,0.06,-0.56,0.7,0.7,0.26,0.06,0.26,0.66,0.9,-0.54,0.35,-0.54,0.7,1.1,-1.08,0.15,-1.08,0.37,1.8,-1.66,0.06,-1.66,0.72,1.6,-1.53,0.05,-1.53,0.02
