dict_id,length,Speed hor. [km/h],W1_Speed,W1_Tangent,W1_Turbulence,W1_CleanTan,W1_Cross,W2_Speed,W2_Tangent,W2_Turbulence,W2_CleanTan,W2_Cross,W3_Speed,W3_Tangent,W3_Turbulence,W3_CleanTan,W3_Cross,W4_Speed,W4_Tangent,W4_Turbulence,W4_CleanTan,W4_Cross,W5_Speed,W5_Tangent,W5_Turbulence,W5_CleanTan,W5_Cross,W6_Speed,W6_Tangent,W6_Turbulence,W6_CleanTan,W6_Cross,W7_Speed,W7_Tangent,W7_Turbulence,W7_CleanTan,W7_Cross,W8_Speed,W8_Tangent,W8_Turbulence,W8_CleanTan,W8_Cross,W9_Speed,W9_Tangent,W9_Turbulence,W9_CleanTan,W9_Cross,W10_Speed,W10_Tangent,W10_Turbulence,W10_CleanTan,W10_Cross,W11_Speed,W11_Tangent,W11_Turbulence,W11_CleanTan,W11_Cross,W12_Speed,W12_Tangent,W12_Turbulence,W12_CleanTan,W12_Cross
55. point,207.11879248392697,94.727,0.6,0.45,0.02,0.45,0.19,1.3,0.3,0.21,0.3,1.05,0.9,0.59,0.11,0.59,0.59,1.9,0.92,0.07,0.92,1.62,1.1,0.2,0.29,0.2,0.7,0.7,0.05,0.2,0.05,0.62,1.4,0.65,0.14,0.65,1.17,0.6,-0.26,0.01,-0.26,0.5,0.8,-0.52,0.05,-0.52,0.41,0.9,-0.76,0.21,-0.76,0.54,0.9,-0.88,0.13,-0.88,0.19,1.0,-0.83,0.05,-0.83,0.29
55. point,229.29820845353328,95.813,1.3,0.99,0.06,0.99,0.71,2.6,2.26,0.09,2.26,0.8,1.4,0.91,0.05,0.91,0.78,1.3,-0.32,0.05,-0.32,1.06,0.5,0.4,0.6,0.4,0.04,1.8,-0.42,0.1,-0.42,1.79,1.6,0.2,0.04,0.2,1.6,2.0,-0.32,0.15,-0.32,1.98,0.9,-0.46,0.21,-0.46,0.8,0.6,-0.07,0.15,-0.07,0.58,1.5,1.28,0.21,1.28,0.47,0.5,0.4,0.05,0.4,0.25
55. point,211.1778513480995,98.617,0.4,-0.08,0.04,-0.08,0.33,0.7,-0.21,0.07,-0.21,0.67,1.4,0.72,0.03,0.72,1.04,2.1,-0.66,0.17,-0.66,1.94,0.7,0.04,0.1,0.04,0.71,0.9,-0.62,0.05,-0.62,0.63,1.9,0.43,0.2,0.43,1.68,0.6,-0.41,0.47,-0.41,0.47,1.8,-1.22,0.34,-1.22,1.01,1.3,-1.09,0.12,-1.09,0.52,1.1,-0.78,0.05,-0.78,0.8,1.7,-1.53,0.14,-1.53,0.65
55. point,195.45360805060622,96.413,0.9,0.52,0.19,0.52,0.56,0.2,-0.04,0.03,-0.04,0.22,1.2,0.14,0.01,0.14,1.09,0.9,0.2,0.04,0.2,0.79,1.1,0.27,0.12,0.27,1.01,1.1,0.01,0.11,0.01,0.9,0.9,-0.85,0.22,-0.85,0.35,2.4,-1.74,0.04,-1.74,1.68,1.6,-0.68,0.27,-0.68,0.35,0.6,-0.36,0.17,-0.36,0.13,0.5,0.07,0.23,0.07,0.42,2.2,-1.99,0.34,-1.99,1.0
55. point,203.56941666173728,95.023,0.7,-0.24,0.01,-0.24,0.66,1.1,-0.7,0.09,-0.7,0.82,0.5,-0.04,0.05,-0.04,0.4,0.6,0.05,0.35,0.05,0.51,0.9,0.03,0.31,0.03,0.84,0.8,-0.11,0.04,-0.11,0.59,1.0,-0.61,0.08,-0.61,0.68,1.8,-1.74,0.02,-1.74,0.45,1.3,-0.66,0.15,-0.66,0.95,1.3,-1.28,0.07,-1.28,0.15,0.9,-0.84,0.09,-0.84,0.3,1.8,-1.73,0.1,-1.73,0.36
55. point,219.36577148680237,94.379,0.5,-0.43,0.57,-0.43,0.0,1.5,1.41,0.29,1.41,0.57,0.9,0.67,0.05,0.67,0.46,0.9,0.27,0.06,0.27,0.71,0.4,0.36,0.07,0.36,0.15,1.3,-1.28,0.43,-1.28,0.21,1.7,1.04,0.03,1.04,0.81,0.9,0.69,0.2,0.69,0.55,0.6,0.46,0.13,0.46,0.35,1.0,0.85,0.44,0.85,0.34,0.9,0.7,0.1,0.7,0.52,1.0,-0.06,0.08,-0.06,0.28
55. point,199.45385932591026,94.676,0.8,-0.14,0.12,-0.14,0.74,1.5,-1.35,0.35,-1.35,0.37,1.0,0.27,0.13,0.27,0.85,2.5,0.29,0.02,0.29,2.24,1.3,0.66,0.57,0.66,1.08,2.2,-1.51,0.3,-1.51,1.35,2.6,0.44,0.0,0.44,2.44,3.4,-0.45,0.32,-0.45,3.32,2.4,-1.6,0.01,-1.6,1.52,1.9,-1.82,0.16,-1.82,0.42,0.5,-0.25,0.06,-0.25,0.41,1.2,-0.85,0.58,-0.85,0.01
55. point,223.7171949135783,94.612,0.9,0.36,0.08,0.36,0.64,0.6,0.21,0.14,0.21,0.52,1.5,1.22,0.11,1.22,0.85,2.0,0.89,0.13,0.89,1.76,1.4,1.11,0.12,1.11,0.77,0.9,-0.1,0.16,-0.1,0.9,0.7,0.46,0.07,0.46,0.3,1.3,1.09,0.01,1.09,0.77,0.9,0.73,0.21,0.73,0.04,1.1,0.7,0.18,0.7,0.85,0.8,0.52,0.06,0.52,0.57,1.1,1.09,0.04,1.09,0.3
55. point,216.59870059628707,96.681,0.6,0.29,0.15,0.29,0.47,1.0,0.77,0.29,0.77,0.67,1.0,0.67,0.24,0.67,0.51,1.0,0.13,0.32,0.13,0.74,2.8,1.99,0.53,1.99,1.93,1.4,0.56,0.1,0.56,1.3,1.4,-0.08,0.08,-0.08,1.26,0.3,-0.04,0.16,-0.04,0.3,1.0,0.71,0.07,0.71,0.62,1.0,-0.5,0.38,-0.5,0.84,0.4,0.22,0.21,0.22,0.3,0.4,-0.17,0.08,-0.17,0.15
55. point,164.01528130024957,95.651,0.6,-0.56,0.09,-0.56,0.0,1.5,1.43,0.04,1.43,0.23,0.9,0.6,0.38,0.6,0.59,1.1,0.09,0.07,0.09,0.87,0.7,-0.52,0.03,-0.52,0.41,1.2,-1.09,0.21,-1.09,0.37,1.0,0.0,0.39,0.0,0.84,1.7,-1.22,0.05,-1.22,1.1,0.8,-0.7,0.02,-0.7,0.33,0.9,-0.74,0.03,-0.74,0.47,1.9,-1.93,0.06,-1.93,0.07,1.7,-1.47,0.58,-1.47,0.81
