dict_id,length,Speed hor. [km/h],W1_Speed,W1_Tangent,W1_Turbulence,W1_CleanTan,W1_Cross,W2_Speed,W2_Tangent,W2_Turbulence,W2_CleanTan,W2_Cross,W3_Speed,W3_Tangent,W3_Turbulence,W3_CleanTan,W3_Cross,W4_Speed,W4_Tangent,W4_Turbulence,W4_CleanTan,W4_Cross,W5_Speed,W5_Tangent,W5_Turbulence,W5_CleanTan,W5_Cross,W6_Speed,W6_Tangent,W6_Turbulence,W6_CleanTan,W6_Cross,W7_Speed,W7_Tangent,W7_Turbulence,W7_CleanTan,W7_Cross,W8_Speed,W8_Tangent,W8_Turbulence,W8_CleanTan,W8_Cross,W9_Speed,W9_Tangent,W9_Turbulence,W9_CleanTan,W9_Cross,W10_Speed,W10_Tangent,W10_Turbulence,W10_CleanTan,W10_Cross,W11_Speed,W11_Tangent,W11_Turbulence,W11_CleanTan,W11_Cross,W12_Speed,W12_Tangent,W12_Turbulence,W12_CleanTan,W12_Cross
1. point,207.11879248392697,98.03,0.5,0.45,0.01,0.45,0.14,1.2,0.64,0.19,0.64,0.84,0.8,0.55,0.09,0.55,0.5,1.9,0.66,0.11,0.66,1.74,0.6,0.44,0.33,0.44,0.02,1.3,0.45,0.52,0.45,1.19,1.2,0.7,0.01,0.7,0.98,0.6,-0.44,0.14,-0.44,0.27,0.7,-0.3,0.05,-0.3,0.61,0.6,-0.34,0.0,-0.34,0.53,0.8,-0.77,0.12,-0.77,0.22,1.0,-0.96,0.04,-0.96,0.25
1. point,229.29820845353328,95.224,1.3,1.07,0.11,1.07,0.63,2.6,2.27,0.44,2.27,1.02,1.6,1.22,0.2,1.22,0.38,1.3,-0.65,0.22,-0.65,1.01,1.0,0.52,0.54,0.52,0.64,2.0,-0.26,0.46,-0.26,1.95,1.7,0.28,0.1,0.28,1.68,1.9,-0.27,0.08,-0.27,1.77,1.1,-0.81,0.06,-0.81,0.75,0.5,-0.16,0.46,-0.16,0.5,1.7,1.2,0.12,1.2,0.75,0.6,-0.18,0.09,-0.18,0.56
1. point,211.1778513480995,98.695,0.4,0.07,0.01,0.07,0.39,0.6,-0.22,0.13,-0.22,0.48,1.4,0.89,0.06,0.89,0.98,2.4,-0.59,0.32,-0.59,2.28,0.6,0.31,0.35,0.31,0.54,0.9,-0.53,0.05,-0.53,0.49,1.4,-0.11,0.51,-0.11,1.35,1.2,-0.85,0.15,-0.85,0.88,1.6,-0.93,0.25,-0.93,0.96,1.8,-1.25,0.36,-1.25,1.29,0.9,-0.21,0.16,-0.21,0.86,1.7,-1.14,0.45,-1.14,1.18
1. point,195.45360805060622,97.306,0.8,0.49,0.27,0.49,0.43,0.2,0.08,0.02,0.08,0.15,1.2,0.12,0.1,0.12,1.08,0.9,0.0,0.22,0.0,0.48,1.2,0.01,0.03,0.01,1.19,0.9,0.32,0.23,0.32,0.8,1.1,-0.9,0.37,-0.9,0.59,2.1,-1.55,0.23,-1.55,1.43,1.3,-0.52,0.12,-0.52,0.98,0.7,-0.56,0.06,-0.56,0.36,0.4,0.12,0.08,0.12,0.34,2.5,-2.21,0.14,-2.21,1.22
1. point,203.56941666173728,97.389,0.7,-0.06,0.01,-0.06,0.66,1.1,-0.75,0.1,-0.75,0.83,0.4,-0.12,0.04,-0.12,0.37,1.0,-0.2,0.01,-0.2,0.93,0.6,0.16,0.11,0.16,0.51,1.0,0.06,0.2,0.06,0.52,0.8,-0.05,0.17,-0.05,0.52,1.8,-1.74,0.22,-1.74,0.05,1.1,-0.9,0.01,-0.9,0.38,1.2,-1.11,0.15,-1.11,0.53,1.0,-0.77,0.1,-0.77,0.31,1.9,-1.84,0.08,-1.84,0.41
1. point,219.36577148680237,96.843,1.1,-0.91,0.14,-0.91,0.68,1.3,1.23,0.23,1.23,0.26,1.1,0.78,0.11,0.78,0.61,0.7,0.09,0.12,0.09,0.6,0.3,0.23,0.07,0.23,0.0,0.4,-0.24,0.65,-0.24,0.26,1.6,0.87,0.08,0.87,1.04,1.0,0.8,0.4,0.8,0.51,0.6,0.54,0.4,0.54,0.2,1.4,1.31,0.21,1.31,0.37,0.9,0.81,0.16,0.81,0.25,1.2,0.0,0.11,0.0,0.63
1. point,199.45385932591026,99.501,0.9,0.0,0.05,0.0,0.81,1.3,-1.19,0.32,-1.19,0.0,1.2,0.17,0.06,0.17,0.88,2.8,-0.35,0.63,-0.35,2.47,0.5,0.03,0.19,0.03,0.12,2.2,-1.84,1.02,-1.84,1.21,2.3,0.32,0.3,0.32,2.18,3.1,-0.39,0.53,-0.39,3.09,2.1,-1.65,0.69,-1.65,1.13,2.2,-2.11,0.42,-2.11,0.6,0.5,-0.25,0.1,-0.25,0.44,0.4,-0.23,0.31,-0.23,0.14
1. point,223.7171949135783,96.249,0.9,0.42,0.21,0.42,0.33,0.7,0.09,0.17,0.09,0.68,1.4,1.39,0.1,1.39,0.06,2.1,1.59,0.09,1.59,1.35,1.2,1.06,0.14,1.06,0.59,1.1,-0.33,0.21,-0.33,1.0,0.7,0.39,0.24,0.39,0.21,1.4,1.23,0.48,1.23,0.64,0.7,0.35,0.04,0.35,0.43,1.2,0.87,0.26,0.87,0.72,0.7,0.46,0.01,0.46,0.46,1.1,1.1,0.18,1.1,0.04
1. point,216.59870059628707,100.108,0.8,0.28,0.0,0.28,0.66,0.7,0.35,0.16,0.35,0.62,0.9,0.59,0.28,0.59,0.37,1.4,0.03,0.26,0.03,1.4,2.3,1.71,0.38,1.71,1.44,1.3,0.79,0.09,0.79,0.92,1.5,0.12,0.07,0.12,1.14,0.4,-0.26,0.2,-0.26,0.32,0.8,0.6,0.14,0.6,0.54,1.3,-1.0,0.06,-1.0,0.85,0.6,0.46,0.09,0.46,0.29,0.2,-0.08,0.19,-0.08,0.03
1. point,164.01528130024957,98.803,0.6,-0.51,0.05,-0.51,0.11,1.5,1.5,0.16,1.5,0.05,0.5,0.33,0.0,0.33,0.4,1.0,-0.09,0.32,-0.09,0.94,0.7,-0.57,0.16,-0.57,0.36,1.7,-1.59,0.46,-1.59,0.47,1.5,-0.7,0.11,-0.7,1.24,1.6,-1.29,0.31,-1.29,0.91,0.8,-0.61,0.09,-0.61,0.1,0.7,-0.54,0.38,-0.54,0.4,2.1,-2.07,0.12,-2.07,0.03,2.4,-2.11,0.07,-2.11,0.96
