Position,Height above ground [m],Time,X [m],Y [m],Z [m],Opening Angle [°],Stalling Angle Left [°],Stalling Angle Right [°],Roll Angle Left [°],Roll Angle Right [°],Yaw Angle Left [°],Yaw Angle Right [°],Speed hor. [km/h],Speed vert. [km/h],Speed resulting [km/h],W1_Speed,W1_Tangent,W1_Turbulence,W1_CleanTan,W1_Cross,W2_Speed,W2_Tangent,W2_Turbulence,W2_CleanTan,W2_Cross,W3_Speed,W3_Tangent,W3_Turbulence,W3_CleanTan,W3_Cross,W4_Speed,W4_Tangent,W4_Turbulence,W4_CleanTan,W4_Cross,W5_Speed,W5_Tangent,W5_Turbulence,W5_CleanTan,W5_Cross,W6_Speed,W6_Tangent,W6_Turbulence,W6_CleanTan,W6_Cross,W7_Speed,W7_Tangent,W7_Turbulence,W7_CleanTan,W7_Cross,W8_Speed,W8_Tangent,W8_Turbulence,W8_CleanTan,W8_Cross,W9_Speed,W9_Tangent,W9_Turbulence,W9_CleanTan,W9_Cross,W10_Speed,W10_Tangent,W10_Turbulence,W10_CleanTan,W10_Cross,W11_Speed,W11_Tangent,W11_Turbulence,W11_CleanTan,W11_Cross,W12_Speed,W12_Tangent,W12_Turbulence,W12_CleanTan,W12_Cross
,,0.0,-80.15,0.0,42.09,,,,,,,,0.0,0.0,0.0,0.6,0.37,0.24,0.37,0.39,0.6,-0.1,0.09,-0.1,0.47,1.0,0.16,0.19,0.16,0.96,1.6,-0.98,0.08,-0.98,1.2,1.1,0.06,0.02,0.06,1.08,1.2,-0.46,0.11,-0.46,1.07,1.1,-0.04,0.27,-0.04,0.88,0.8,-0.28,0.27,-0.28,0.69,1.1,1.04,0.1,1.04,0.35,0.5,-0.14,0.06,-0.14,0.5,0.4,-0.08,0.22,-0.08,0.22,0.9,-0.63,0.05,-0.63,0.69
0.0,2.93,4.665,0.04,0.0,-0.01,0.0,-11.5,-11.5,0.0,0.0,0.0,0.0,96.578,-19.649,98.556,1.3,0.64,0.54,0.64,1.1,0.3,0.18,0.08,0.18,0.1,0.5,0.44,0.18,0.44,0.02,1.3,-0.33,0.02,-0.33,1.05,0.8,-0.39,0.42,-0.39,0.71,2.1,-0.84,0.4,-0.84,1.87,1.5,-0.09,0.15,-0.09,1.51,0.6,-0.03,0.06,-0.03,0.61,1.2,1.04,0.0,1.04,0.06,1.4,-1.11,0.69,-1.11,0.46,0.4,-0.38,0.12,-0.38,0.14,1.2,-0.13,0.32,-0.13,1.04
1.0,2.97,4.837,1.35,-0.0,-0.12,3.8,-8.682,-8.574,-2.471,3.458,1.566,-2.302,96.877,-10.207,97.413,1.2,0.63,0.4,0.63,0.96,0.3,0.17,0.04,0.17,0.12,0.5,0.5,0.09,0.5,0.07,1.3,-0.31,0.08,-0.31,1.08,0.9,-0.2,0.33,-0.2,0.83,2.1,-0.84,0.4,-0.84,1.87,1.5,-0.09,0.15,-0.09,1.51,0.6,0.0,0.09,0.0,0.56,1.2,1.05,0.02,1.05,0.17,1.4,-1.12,0.64,-1.12,0.52,0.5,-0.36,0.09,-0.36,0.03,1.2,-0.13,0.32,-0.13,1.04
2.0,3.01,4.875,2.39,-0.01,-0.23,5.9,-5.476,-5.735,-1.882,2.906,2.306,-3.654,97.523,-9.707,98.005,1.2,0.63,0.4,0.63,0.96,0.3,0.17,0.04,0.17,0.12,0.5,0.5,0.09,0.5,0.07,1.3,-0.31,0.08,-0.31,1.08,0.9,-0.2,0.33,-0.2,0.83,2.1,-0.84,0.4,-0.84,1.87,1.5,-0.09,0.15,-0.09,1.51,0.6,0.0,0.09,0.0,0.56,1.2,1.05,0.02,1.05,0.17,1.4,-1.12,0.64,-1.12,0.52,0.5,-0.36,0.09,-0.36,0.03,1.2,-0.13,0.32,-0.13,1.04
3.0,3.05,4.914,3.43,-0.01,-0.34,8.6,-2.164,-2.915,-1.533,2.316,3.45,-5.203,98.241,-10.204,98.771,1.2,0.63,0.4,0.63,0.96,0.3,0.17,0.04,0.17,0.12,0.5,0.5,0.09,0.5,0.07,1.3,-0.31,0.08,-0.31,1.08,0.9,-0.2,0.33,-0.2,0.83,2.1,-0.84,0.4,-0.84,1.87,1.5,-0.09,0.15,-0.09,1.51,0.6,0.0,0.09,0.0,0.56,1.2,1.05,0.02,1.05,0.17,1.4,-1.12,0.64,-1.12,0.52,0.5,-0.36,0.09,-0.36,0.03,1.2,-0.13,0.32,-0.13,1.04
4.0,3.09,4.951,4.47,-0.02,-0.48,12.1,0.821,-0.621,-2.723,3.206,5.136,-6.966,98.55,-11.863,99.262,1.2,0.63,0.4,0.63,0.96,0.3,0.17,0.04,0.17,0.12,0.5,0.5,0.09,0.5,0.07,1.3,-0.31,0.08,-0.31,1.08,0.9,-0.2,0.33,-0.2,0.83,2.1,-0.8,0.42,-0.8,1.96,1.5,-0.05,0.08,-0.05,1.46,0.6,0.0,0.09,0.0,0.56,1.2,1.05,0.02,1.05,0.17,1.4,-1.14,0.61,-1.14,0.57,0.5,-0.39,0.02,-0.39,0.04,1.2,-0.11,0.36,-0.11,1.1
5.0,3.15,4.989,5.51,-0.02,-0.61,15.5,3.806,1.672,-3.913,4.096,6.82,-8.728,98.858,-13.522,99.78,1.2,0.63,0.4,0.63,0.96,0.3,0.17,0.04,0.17,0.12,0.5,0.5,0.09,0.5,0.07,1.3,-0.31,0.08,-0.31,1.08,0.9,-0.2,0.33,-0.2,0.83,2.1,-0.8,0.42,-0.8,1.96,1.5,-0.05,0.08,-0.05,1.46,0.6,0.0,0.09,0.0,0.56,1.2,1.05,0.02,1.05,0.17,1.4,-1.14,0.61,-1.14,0.57,0.5,-0.39,0.02,-0.39,0.04,1.2,-0.11,0.36,-0.11,1.1
6.0,3.22,5.027,6.54,-0.03,-0.76,19.0,5.909,4.002,-1.931,1.77,8.811,-10.307,98.916,-15.312,100.095,1.2,0.63,0.4,0.63,0.96,0.3,0.17,0.04,0.17,0.12,0.5,0.5,0.09,0.5,0.07,1.3,-0.31,0.08,-0.31,1.08,0.9,-0.2,0.33,-0.2,0.83,2.1,-0.8,0.42,-0.8,1.96,1.5,-0.05,0.08,-0.05,1.46,0.6,0.0,0.09,0.0,0.56,1.2,1.05,0.02,1.05,0.17,1.4,-1.14,0.61,-1.14,0.57,0.5,-0.39,0.02,-0.39,0.04,1.2,-0.11,0.36,-0.11,1.1
7.0,3.28,5.064,7.58,-0.03,-0.92,22.5,6.781,5.567,0.074,-1.566,10.909,-11.694,98.798,-16.528,100.172,1.2,0.63,0.4,0.63,0.96,0.3,0.17,0.04,0.17,0.12,0.5,0.5,0.09,0.5,0.07,1.3,-0.31,0.08,-0.31,1.08,0.9,-0.2,0.33,-0.2,0.83,2.1,-0.8,0.42,-0.8,1.96,1.5,-0.05,0.08,-0.05,1.46,0.6,0.0,0.09,0.0,0.56,1.2,1.05,0.02,1.05,0.17,1.4,-1.14,0.61,-1.14,0.57,0.5,-0.39,0.02,-0.39,0.04,1.2,-0.11,0.36,-0.11,1.1
8.0,3.33,5.102,8.6,-0.03,-1.1,25.7,6.519,6.222,1.236,-4.932,12.99,-12.852,98.558,-17.007,100.015,1.2,0.63,0.4,0.63,0.96,0.3,0.17,0.04,0.17,0.12,0.5,0.5,0.09,0.5,0.07,1.3,-0.31,0.08,-0.31,1.08,0.9,-0.2,0.33,-0.2,0.83,2.1,-0.8,0.42,-0.8,1.96,1.5,-0.05,0.08,-0.05,1.46,0.6,0.0,0.09,0.0,0.56,1.2,1.05,0.02,1.05,0.17,1.4,-1.14,0.61,-1.14,0.57,0.5,-0.39,0.02,-0.39,0.04,1.2,-0.11,0.36,-0.11,1.1
