Position,Height above ground [m],Time,X [m],Y [m],Z [m],Opening Angle [°],Stalling Angle Left [°],Stalling Angle Right [°],Roll Angle Left [°],Roll Angle Right [°],Yaw Angle Left [°],Yaw Angle Right [°],Speed hor. [km/h],Speed vert. [km/h],Speed resulting [km/h],W1_Speed,W1_Tangent,W1_Turbulence,W1_CleanTan,W1_Cross,W2_Speed,W2_Tangent,W2_Turbulence,W2_CleanTan,W2_Cross,W3_Speed,W3_Tangent,W3_Turbulence,W3_CleanTan,W3_Cross,W4_Speed,W4_Tangent,W4_Turbulence,W4_CleanTan,W4_Cross,W5_Speed,W5_Tangent,W5_Turbulence,W5_CleanTan,W5_Cross,W6_Speed,W6_Tangent,W6_Turbulence,W6_CleanTan,W6_Cross,W7_Speed,W7_Tangent,W7_Turbulence,W7_CleanTan,W7_Cross,W8_Speed,W8_Tangent,W8_Turbulence,W8_CleanTan,W8_Cross,W9_Speed,W9_Tangent,W9_Turbulence,W9_CleanTan,W9_Cross,W10_Speed,W10_Tangent,W10_Turbulence,W10_CleanTan,W10_Cross,W11_Speed,W11_Tangent,W11_Turbulence,W11_CleanTan,W11_Cross,W12_Speed,W12_Tangent,W12_Turbulence,W12_CleanTan,W12_Cross,W1_Speed_quad,W2_Speed_quad,W3_Speed_quad,W4_Speed_quad,W5_Speed_quad,W6_Speed_quad,W7_Speed_quad,W8_Speed_quad,W9_Speed_quad,W10_Speed_quad,W11_Speed_quad,W12_Speed_quad,W1_Tangent_quad,W2_Tangent_quad,W3_Tangent_quad,W4_Tangent_quad,W5_Tangent_quad,W6_Tangent_quad,W7_Tangent_quad,W8_Tangent_quad,W9_Tangent_quad,W10_Tangent_quad,W11_Tangent_quad,W12_Tangent_quad,W1_Cross_quad,W2_Cross_quad,W3_Cross_quad,W4_Cross_quad,W5_Cross_quad,W6_Cross_quad,W7_Cross_quad,W8_Cross_quad,W9_Cross_quad,W10_Cross_quad,W11_Cross_quad,W12_Cross_quad,W1_Turbulence_quad,W2_Turbulence_quad,W3_Turbulence_quad,W4_Turbulence_quad,W5_Turbulence_quad,W6_Turbulence_quad,W7_Turbulence_quad,W8_Turbulence_quad,W9_Turbulence_quad,W10_Turbulence_quad,W11_Turbulence_quad,W12_Turbulence_quad
0.0,2.93,4.246,0.04,0.0,-0.01,0.0,-11.5,-11.5,0.0,0.0,0.0,0.0,96.843,-19.703,98.827,1.1,-0.91,0.14,-0.91,0.68,1.3,1.23,0.23,1.23,0.26,1.1,0.78,0.11,0.78,0.61,0.7,0.09,0.12,0.09,0.6,0.3,0.23,0.07,0.23,0.0,0.4,-0.24,0.65,-0.24,0.26,1.6,0.87,0.08,0.87,1.04,1.0,0.8,0.4,0.8,0.51,0.6,0.54,0.4,0.54,0.2,1.4,1.31,0.21,1.31,0.37,0.9,0.81,0.16,0.81,0.25,1.2,0.0,0.11,0.0,0.63,1.2100000000000002,1.6900000000000002,1.2100000000000002,0.48999999999999994,0.09,0.16000000000000003,2.5600000000000005,1.0,0.36,1.9599999999999997,0.81,1.44,0.8281000000000001,1.5129,0.6084,0.0081,0.0529,0.0576,0.7569,0.6400000000000001,0.2916,1.7161000000000002,0.6561000000000001,0.0,0.4624000000000001,0.06760000000000001,0.3721,0.36,0.0,0.06760000000000001,1.0816000000000001,0.2601,0.04000000000000001,0.1369,0.0625,0.39690000000000003,0.019600000000000003,0.0529,0.0121,0.0144,0.004900000000000001,0.42250000000000004,0.0064,0.16000000000000003,0.16000000000000003,0.04409999999999999,0.0256,0.0121
1.0,2.89,4.439,1.34,-0.01,-0.2,3.3,-9.824,-10.384,-2.466,3.308,1.534,-1.803,96.474,-12.45,97.276,1.1,-0.9,0.18,-0.9,0.62,1.3,1.24,0.2,1.24,0.22,1.1,0.8,0.13,0.8,0.61,0.8,0.27,0.06,0.27,0.62,0.3,0.27,0.06,0.27,0.05,0.3,-0.01,0.68,-0.01,0.33,1.6,0.92,0.05,0.92,1.02,1.0,0.83,0.35,0.83,0.55,0.5,0.52,0.4,0.52,0.14,1.5,1.42,0.1,1.42,0.41,1.0,0.92,0.28,0.92,0.3,1.2,0.05,0.02,0.05,0.62,1.2100000000000002,1.6900000000000002,1.2100000000000002,0.6400000000000001,0.09,0.09,2.5600000000000005,1.0,0.25,2.25,1.0,1.44,0.81,1.5376,0.6400000000000001,0.0729,0.0729,0.0001,0.8464,0.6889,0.27040000000000003,2.0164,0.8464,0.0025000000000000005,0.3844,0.0484,0.3721,0.3844,0.0025000000000000005,0.10890000000000001,1.0404,0.30250000000000005,0.019600000000000003,0.16809999999999997,0.09,0.3844,0.0324,0.04000000000000001,0.016900000000000002,0.0036,0.0036,0.4624000000000001,0.0025000000000000005,0.12249999999999998,0.16000000000000003,0.010000000000000002,0.07840000000000001,0.0004
2.0,2.91,4.478,2.38,-0.02,-0.32,4.4,-6.901,-7.914,-1.641,-0.383,2.011,-2.402,97.751,-9.935,98.257,1.1,-0.9,0.18,-0.9,0.62,1.3,1.24,0.2,1.24,0.22,1.1,0.8,0.13,0.8,0.61,0.8,0.27,0.06,0.27,0.62,0.3,0.27,0.06,0.27,0.05,0.3,-0.01,0.68,-0.01,0.33,1.6,0.92,0.05,0.92,1.02,1.0,0.83,0.35,0.83,0.55,0.5,0.52,0.4,0.52,0.14,1.5,1.42,0.1,1.42,0.41,1.0,0.92,0.28,0.92,0.3,1.2,0.05,0.02,0.05,0.62,1.2100000000000002,1.6900000000000002,1.2100000000000002,0.6400000000000001,0.09,0.09,2.5600000000000005,1.0,0.25,2.25,1.0,1.44,0.81,1.5376,0.6400000000000001,0.0729,0.0729,0.0001,0.8464,0.6889,0.27040000000000003,2.0164,0.8464,0.0025000000000000005,0.3844,0.0484,0.3721,0.3844,0.0025000000000000005,0.10890000000000001,1.0404,0.30250000000000005,0.019600000000000003,0.16809999999999997,0.09,0.3844,0.0324,0.04000000000000001,0.016900000000000002,0.0036,0.0036,0.4624000000000001,0.0025000000000000005,0.12249999999999998,0.16000000000000003,0.010000000000000002,0.07840000000000001,0.0004
3.0,2.96,4.516,3.42,-0.02,-0.43,5.7,-3.03,-4.43,0.232,-4.951,2.546,-3.124,99.31,-10.524,99.867,1.1,-0.9,0.18,-0.9,0.62,1.3,1.24,0.2,1.24,0.22,1.1,0.8,0.13,0.8,0.61,0.8,0.27,0.06,0.27,0.62,0.3,0.27,0.06,0.27,0.05,0.3,-0.01,0.68,-0.01,0.33,1.6,0.92,0.05,0.92,1.02,1.0,0.83,0.35,0.83,0.55,0.5,0.52,0.4,0.52,0.14,1.5,1.42,0.1,1.42,0.41,1.0,0.92,0.28,0.92,0.3,1.2,0.05,0.02,0.05,0.62,1.2100000000000002,1.6900000000000002,1.2100000000000002,0.6400000000000001,0.09,0.09,2.5600000000000005,1.0,0.25,2.25,1.0,1.44,0.81,1.5376,0.6400000000000001,0.0729,0.0729,0.0001,0.8464,0.6889,0.27040000000000003,2.0164,0.8464,0.0025000000000000005,0.3844,0.0484,0.3721,0.3844,0.0025000000000000005,0.10890000000000001,1.0404,0.30250000000000005,0.019600000000000003,0.16809999999999997,0.09,0.3844,0.0324,0.04000000000000001,0.016900000000000002,0.0036,0.0036,0.4624000000000001,0.0025000000000000005,0.12249999999999998,0.16000000000000003,0.010000000000000002,0.07840000000000001,0.0004
4.0,3.02,4.554,4.46,-0.03,-0.55,7.7,1.745,-0.037,1.981,-5.536,3.436,-4.287,98.895,-12.837,99.725,1.1,-0.9,0.18,-0.9,0.62,1.3,1.24,0.2,1.24,0.22,1.1,0.8,0.13,0.8,0.61,0.8,0.27,0.06,0.27,0.62,0.3,0.27,0.06,0.27,0.05,0.3,-0.01,0.68,-0.01,0.33,1.6,0.92,0.05,0.92,1.02,1.0,0.83,0.35,0.83,0.55,0.5,0.52,0.4,0.52,0.14,1.5,1.42,0.1,1.42,0.41,1.0,0.92,0.28,0.92,0.3,1.2,0.05,0.02,0.05,0.62,1.2100000000000002,1.6900000000000002,1.2100000000000002,0.6400000000000001,0.09,0.09,2.5600000000000005,1.0,0.25,2.25,1.0,1.44,0.81,1.5376,0.6400000000000001,0.0729,0.0729,0.0001,0.8464,0.6889,0.27040000000000003,2.0164,0.8464,0.0025000000000000005,0.3844,0.0484,0.3721,0.3844,0.0025000000000000005,0.10890000000000001,1.0404,0.30250000000000005,0.019600000000000003,0.16809999999999997,0.09,0.3844,0.0324,0.04000000000000001,0.016900000000000002,0.0036,0.0036,0.4624000000000001,0.0025000000000000005,0.12249999999999998,0.16000000000000003,0.010000000000000002,0.07840000000000001,0.0004
5.0,3.07,4.591,5.5,-0.03,-0.69,11.6,3.751,1.945,4.149,-6.311,5.134,-6.458,99.507,-14.324,100.533,1.1,-0.9,0.18,-0.9,0.62,1.3,1.24,0.2,1.24,0.22,1.1,0.8,0.13,0.8,0.61,0.8,0.27,0.06,0.27,0.62,0.3,0.27,0.06,0.27,0.05,0.3,-0.01,0.68,-0.01,0.33,1.6,0.92,0.05,0.92,1.02,1.0,0.83,0.35,0.83,0.55,0.5,0.52,0.4,0.52,0.14,1.5,1.42,0.1,1.42,0.41,1.0,0.92,0.28,0.92,0.3,1.2,0.05,0.02,0.05,0.62,1.2100000000000002,1.6900000000000002,1.2100000000000002,0.6400000000000001,0.09,0.09,2.5600000000000005,1.0,0.25,2.25,1.0,1.44,0.81,1.5376,0.6400000000000001,0.0729,0.0729,0.0001,0.8464,0.6889,0.27040000000000003,2.0164,0.8464,0.0025000000000000005,0.3844,0.0484,0.3721,0.3844,0.0025000000000000005,0.10890000000000001,1.0404,0.30250000000000005,0.019600000000000003,0.16809999999999997,0.09,0.3844,0.0324,0.04000000000000001,0.016900000000000002,0.0036,0.0036,0.4624000000000001,0.0025000000000000005,0.12249999999999998,0.16000000000000003,0.010000000000000002,0.07840000000000001,0.0004
6.0,3.13,4.628,6.53,-0.03,-0.84,15.6,5.773,3.641,7.466,-9.028,6.918,-8.736,99.037,-15.016,100.169,1.0,-0.79,0.31,-0.79,0.53,1.3,1.23,0.17,1.23,0.22,1.1,0.8,0.11,0.8,0.59,0.8,0.34,0.02,0.34,0.7,0.3,0.34,0.02,0.34,0.08,0.3,-0.1,0.7,-0.1,0.2,1.6,0.9,0.07,0.9,1.07,1.0,0.81,0.3,0.81,0.6,0.5,0.53,0.38,0.53,0.07,1.6,1.46,0.01,1.46,0.47,1.1,1.0,0.38,1.0,0.37,1.1,0.01,0.06,0.01,0.56,1.0,1.6900000000000002,1.2100000000000002,0.6400000000000001,0.09,0.09,2.5600000000000005,1.0,0.25,2.5600000000000005,1.2100000000000002,1.2100000000000002,0.6241000000000001,1.5129,0.6400000000000001,0.11560000000000002,0.11560000000000002,0.010000000000000002,0.81,0.6561000000000001,0.28090000000000004,2.1315999999999997,1.0,0.0001,0.28090000000000004,0.0484,0.34809999999999997,0.48999999999999994,0.0064,0.04000000000000001,1.1449,0.36,0.004900000000000001,0.22089999999999999,0.1369,0.31360000000000005,0.0961,0.028900000000000006,0.0121,0.0004,0.0004,0.48999999999999994,0.004900000000000001,0.09,0.1444,0.0001,0.1444,0.0036
7.0,3.2,4.666,7.56,-0.03,-0.99,19.6,7.209,4.839,10.877,-12.445,8.655,-11.065,98.399,-15.583,99.625,1.0,-0.79,0.31,-0.79,0.53,1.3,1.23,0.17,1.23,0.22,1.1,0.8,0.11,0.8,0.59,0.8,0.34,0.02,0.34,0.7,0.3,0.34,0.02,0.34,0.08,0.3,-0.1,0.7,-0.1,0.2,1.6,0.9,0.07,0.9,1.07,1.0,0.81,0.3,0.81,0.6,0.5,0.53,0.38,0.53,0.07,1.6,1.46,0.01,1.46,0.47,1.1,1.0,0.38,1.0,0.37,1.1,0.01,0.06,0.01,0.56,1.0,1.6900000000000002,1.2100000000000002,0.6400000000000001,0.09,0.09,2.5600000000000005,1.0,0.25,2.5600000000000005,1.2100000000000002,1.2100000000000002,0.6241000000000001,1.5129,0.6400000000000001,0.11560000000000002,0.11560000000000002,0.010000000000000002,0.81,0.6561000000000001,0.28090000000000004,2.1315999999999997,1.0,0.0001,0.28090000000000004,0.0484,0.34809999999999997,0.48999999999999994,0.0064,0.04000000000000001,1.1449,0.36,0.004900000000000001,0.22089999999999999,0.1369,0.31360000000000005,0.0961,0.028900000000000006,0.0121,0.0004,0.0004,0.48999999999999994,0.004900000000000001,0.09,0.1444,0.0001,0.1444,0.0036
8.0,3.26,4.704,8.59,-0.03,-1.17,23.5,7.662,5.413,13.632,-15.657,10.252,-13.404,98.24,-16.502,99.616,1.0,-0.79,0.31,-0.79,0.53,1.3,1.23,0.17,1.23,0.22,1.1,0.8,0.11,0.8,0.59,0.8,0.34,0.02,0.34,0.7,0.3,0.34,0.02,0.34,0.08,0.3,-0.1,0.7,-0.1,0.2,1.6,0.9,0.07,0.9,1.07,1.0,0.81,0.3,0.81,0.6,0.5,0.53,0.38,0.53,0.07,1.6,1.46,0.01,1.46,0.47,1.1,1.0,0.38,1.0,0.37,1.1,0.01,0.06,0.01,0.56,1.0,1.6900000000000002,1.2100000000000002,0.6400000000000001,0.09,0.09,2.5600000000000005,1.0,0.25,2.5600000000000005,1.2100000000000002,1.2100000000000002,0.6241000000000001,1.5129,0.6400000000000001,0.11560000000000002,0.11560000000000002,0.010000000000000002,0.81,0.6561000000000001,0.28090000000000004,2.1315999999999997,1.0,0.0001,0.28090000000000004,0.0484,0.34809999999999997,0.48999999999999994,0.0064,0.04000000000000001,1.1449,0.36,0.004900000000000001,0.22089999999999999,0.1369,0.31360000000000005,0.0961,0.028900000000000006,0.0121,0.0004,0.0004,0.48999999999999994,0.004900000000000001,0.09,0.1444,0.0001,0.1444,0.0036
9.0,3.34,4.741,9.62,-0.03,-1.35,27.4,8.115,5.987,16.388,-18.87,11.849,-15.743,98.08,-17.421,99.616,1.0,-0.79,0.31,-0.79,0.53,1.3,1.23,0.17,1.23,0.22,1.1,0.8,0.11,0.8,0.59,0.8,0.34,0.02,0.34,0.7,0.3,0.34,0.02,0.34,0.08,0.3,-0.1,0.7,-0.1,0.2,1.6,0.9,0.07,0.9,1.07,1.0,0.81,0.3,0.81,0.6,0.5,0.53,0.38,0.53,0.07,1.6,1.46,0.01,1.46,0.47,1.1,1.0,0.38,1.0,0.37,1.1,0.01,0.06,0.01,0.56,1.0,1.6900000000000002,1.2100000000000002,0.6400000000000001,0.09,0.09,2.5600000000000005,1.0,0.25,2.5600000000000005,1.2100000000000002,1.2100000000000002,0.6241000000000001,1.5129,0.6400000000000001,0.11560000000000002,0.11560000000000002,0.010000000000000002,0.81,0.6561000000000001,0.28090000000000004,2.1315999999999997,1.0,0.0001,0.28090000000000004,0.0484,0.34809999999999997,0.48999999999999994,0.0064,0.04000000000000001,1.1449,0.36,0.004900000000000001,0.22089999999999999,0.1369,0.31360000000000005,0.0961,0.028900000000000006,0.0121,0.0004,0.0004,0.48999999999999994,0.004900000000000001,0.09,0.1444,0.0001,0.1444,0.0036
