Position,Height above ground [m],Time,X [m],Y [m],Z [m],Opening Angle [°],Stalling Angle Left [°],Stalling Angle Right [°],Roll Angle Left [°],Roll Angle Right [°],Yaw Angle Left [°],Yaw Angle Right [°],Speed hor. [km/h],Speed vert. [km/h],Speed resulting [km/h],W1_Speed,W1_Tangent,W1_Turbulence,W1_CleanTan,W1_Cross,W2_Speed,W2_Tangent,W2_Turbulence,W2_CleanTan,W2_Cross,W3_Speed,W3_Tangent,W3_Turbulence,W3_CleanTan,W3_Cross,W4_Speed,W4_Tangent,W4_Turbulence,W4_CleanTan,W4_Cross,W5_Speed,W5_Tangent,W5_Turbulence,W5_CleanTan,W5_Cross,W6_Speed,W6_Tangent,W6_Turbulence,W6_CleanTan,W6_Cross,W7_Speed,W7_Tangent,W7_Turbulence,W7_CleanTan,W7_Cross,W8_Speed,W8_Tangent,W8_Turbulence,W8_CleanTan,W8_Cross,W9_Speed,W9_Tangent,W9_Turbulence,W9_CleanTan,W9_Cross,W10_Speed,W10_Tangent,W10_Turbulence,W10_CleanTan,W10_Cross,W11_Speed,W11_Tangent,W11_Turbulence,W11_CleanTan,W11_Cross,W12_Speed,W12_Tangent,W12_Turbulence,W12_CleanTan,W12_Cross,W1_Speed_quad,W2_Speed_quad,W3_Speed_quad,W4_Speed_quad,W5_Speed_quad,W6_Speed_quad,W7_Speed_quad,W8_Speed_quad,W9_Speed_quad,W10_Speed_quad,W11_Speed_quad,W12_Speed_quad,W1_Tangent_quad,W2_Tangent_quad,W3_Tangent_quad,W4_Tangent_quad,W5_Tangent_quad,W6_Tangent_quad,W7_Tangent_quad,W8_Tangent_quad,W9_Tangent_quad,W10_Tangent_quad,W11_Tangent_quad,W12_Tangent_quad,W1_Cross_quad,W2_Cross_quad,W3_Cross_quad,W4_Cross_quad,W5_Cross_quad,W6_Cross_quad,W7_Cross_quad,W8_Cross_quad,W9_Cross_quad,W10_Cross_quad,W11_Cross_quad,W12_Cross_quad,W1_Turbulence_quad,W2_Turbulence_quad,W3_Turbulence_quad,W4_Turbulence_quad,W5_Turbulence_quad,W6_Turbulence_quad,W7_Turbulence_quad,W8_Turbulence_quad,W9_Turbulence_quad,W10_Turbulence_quad,W11_Turbulence_quad,W12_Turbulence_quad
0.0,2.93,4.326,0.05,0.0,-0.01,0.0,-11.5,-11.5,0.0,0.0,0.0,0.0,93.917,-19.108,95.841,0.7,0.65,0.14,0.65,0.01,1.5,0.9,0.07,0.9,0.97,1.7,1.73,0.11,1.73,0.12,0.9,0.38,0.01,0.38,0.73,2.8,2.34,0.42,2.34,1.59,2.4,0.99,0.31,0.99,1.98,1.7,1.35,0.54,1.35,1.0,1.5,1.35,0.08,1.35,0.55,0.5,0.17,0.12,0.17,0.37,0.6,-0.01,0.02,-0.01,0.61,0.8,0.69,0.17,0.69,0.11,0.3,0.24,0.05,0.24,0.14,0.48999999999999994,2.25,2.8899999999999997,0.81,7.839999999999999,5.76,2.8899999999999997,2.25,0.25,0.36,0.6400000000000001,0.09,0.42250000000000004,0.81,2.9929,0.1444,5.475599999999999,0.9801,1.8225000000000002,1.8225000000000002,0.028900000000000006,0.0001,0.4760999999999999,0.0576,0.0001,0.9409,0.0144,0.5328999999999999,2.5281000000000002,3.9204,1.0,0.30250000000000005,0.1369,0.3721,0.0121,0.019600000000000003,0.019600000000000003,0.004900000000000001,0.0121,0.0001,0.17639999999999997,0.0961,0.2916,0.0064,0.0144,0.0004,0.028900000000000006,0.0025000000000000005
1.0,2.87,4.478,1.29,0.0,-0.22,1.8,-11.698,-11.695,-0.621,-1.832,0.846,-0.964,95.601,-12.873,96.464,0.6,0.62,0.14,0.62,0.03,1.5,0.91,0.09,0.91,0.97,1.7,1.73,0.1,1.73,0.1,1.0,0.37,0.01,0.37,0.75,2.8,2.34,0.42,2.34,1.59,2.3,0.97,0.23,0.97,1.96,1.7,1.35,0.55,1.35,0.97,1.5,1.38,0.09,1.38,0.57,0.5,0.18,0.14,0.18,0.39,0.6,0.01,0.04,0.01,0.58,0.8,0.71,0.11,0.71,0.14,0.3,0.24,0.05,0.24,0.14,0.36,2.25,2.8899999999999997,1.0,7.839999999999999,5.289999999999999,2.8899999999999997,2.25,0.25,0.36,0.6400000000000001,0.09,0.3844,0.8281000000000001,2.9929,0.1369,5.475599999999999,0.9409,1.8225000000000002,1.9043999999999996,0.0324,0.0001,0.5041,0.0576,0.0009,0.9409,0.010000000000000002,0.5625,2.5281000000000002,3.8415999999999997,0.9409,0.32489999999999997,0.1521,0.3364,0.019600000000000003,0.019600000000000003,0.019600000000000003,0.0081,0.010000000000000002,0.0001,0.17639999999999997,0.0529,0.30250000000000005,0.0081,0.019600000000000003,0.0016,0.0121,0.0025000000000000005
2.0,2.86,4.541,2.37,0.0,-0.37,3.4,-12.195,-12.962,-3.038,-1.799,1.253,-2.206,95.959,-11.494,96.646,0.6,0.62,0.14,0.62,0.03,1.5,0.91,0.09,0.91,0.97,1.7,1.73,0.1,1.73,0.1,1.0,0.37,0.01,0.37,0.75,2.8,2.34,0.42,2.34,1.59,2.3,0.97,0.23,0.97,1.96,1.7,1.35,0.55,1.35,0.97,1.5,1.38,0.09,1.38,0.57,0.5,0.18,0.14,0.18,0.39,0.6,0.01,0.04,0.01,0.58,0.8,0.71,0.11,0.71,0.14,0.3,0.24,0.05,0.24,0.14,0.36,2.25,2.8899999999999997,1.0,7.839999999999999,5.289999999999999,2.8899999999999997,2.25,0.25,0.36,0.6400000000000001,0.09,0.3844,0.8281000000000001,2.9929,0.1369,5.475599999999999,0.9409,1.8225000000000002,1.9043999999999996,0.0324,0.0001,0.5041,0.0576,0.0009,0.9409,0.010000000000000002,0.5625,2.5281000000000002,3.8415999999999997,0.9409,0.32489999999999997,0.1521,0.3364,0.019600000000000003,0.019600000000000003,0.019600000000000003,0.0081,0.010000000000000002,0.0001,0.17639999999999997,0.0529,0.30250000000000005,0.0081,0.019600000000000003,0.0016,0.0121,0.0025000000000000005
3.0,2.88,4.58,3.41,-0.0,-0.51,5.2,-11.007,-12.638,-2.992,-1.956,1.543,-3.776,95.935,-12.491,96.745,0.6,0.62,0.14,0.62,0.03,1.5,0.91,0.09,0.91,0.97,1.7,1.73,0.1,1.73,0.1,1.0,0.37,0.01,0.37,0.75,2.8,2.34,0.42,2.34,1.59,2.3,0.97,0.23,0.97,1.96,1.7,1.35,0.55,1.35,0.97,1.5,1.38,0.09,1.38,0.57,0.5,0.18,0.14,0.18,0.39,0.6,0.01,0.04,0.01,0.58,0.8,0.71,0.11,0.71,0.14,0.3,0.24,0.05,0.24,0.14,0.36,2.25,2.8899999999999997,1.0,7.839999999999999,5.289999999999999,2.8899999999999997,2.25,0.25,0.36,0.6400000000000001,0.09,0.3844,0.8281000000000001,2.9929,0.1369,5.475599999999999,0.9409,1.8225000000000002,1.9043999999999996,0.0324,0.0001,0.5041,0.0576,0.0009,0.9409,0.010000000000000002,0.5625,2.5281000000000002,3.8415999999999997,0.9409,0.32489999999999997,0.1521,0.3364,0.019600000000000003,0.019600000000000003,0.019600000000000003,0.0081,0.010000000000000002,0.0001,0.17639999999999997,0.0529,0.30250000000000005,0.0081,0.019600000000000003,0.0016,0.0121,0.0025000000000000005
4.0,2.92,4.618,4.44,-0.0,-0.65,7.4,-8.134,-10.757,-0.961,-2.164,1.815,-5.685,95.825,-14.165,96.866,0.6,0.62,0.14,0.62,0.03,1.5,0.91,0.09,0.91,0.97,1.7,1.73,0.1,1.73,0.1,1.0,0.37,0.01,0.37,0.75,2.8,2.34,0.42,2.34,1.59,2.3,0.97,0.23,0.97,1.96,1.7,1.35,0.55,1.35,0.97,1.5,1.38,0.09,1.38,0.57,0.5,0.18,0.14,0.18,0.39,0.6,0.01,0.04,0.01,0.58,0.8,0.71,0.11,0.71,0.14,0.3,0.24,0.05,0.24,0.14,0.36,2.25,2.8899999999999997,1.0,7.839999999999999,5.289999999999999,2.8899999999999997,2.25,0.25,0.36,0.6400000000000001,0.09,0.3844,0.8281000000000001,2.9929,0.1369,5.475599999999999,0.9409,1.8225000000000002,1.9043999999999996,0.0324,0.0001,0.5041,0.0576,0.0009,0.9409,0.010000000000000002,0.5625,2.5281000000000002,3.8415999999999997,0.9409,0.32489999999999997,0.1521,0.3364,0.019600000000000003,0.019600000000000003,0.019600000000000003,0.0081,0.010000000000000002,0.0001,0.17639999999999997,0.0529,0.30250000000000005,0.0081,0.019600000000000003,0.0016,0.0121,0.0025000000000000005
5.0,2.95,4.657,5.47,-0.01,-0.8,9.9,-4.81,-9.116,-0.749,-0.679,2.047,-7.96,95.567,-14.83,96.71,0.7,0.7,0.04,0.7,0.06,1.5,0.9,0.07,0.9,0.95,1.7,1.73,0.1,1.73,0.07,1.0,0.36,0.05,0.36,0.78,2.8,2.2,0.27,2.2,1.65,2.2,0.92,0.06,0.92,1.87,1.6,1.28,0.57,1.28,1.0,1.4,1.3,0.0,1.3,0.52,0.6,0.19,0.17,0.19,0.45,0.6,0.01,0.03,0.01,0.59,0.8,0.7,0.07,0.7,0.19,0.3,0.24,0.05,0.24,0.14,0.48999999999999994,2.25,2.8899999999999997,1.0,7.839999999999999,4.840000000000001,2.5600000000000005,1.9599999999999997,0.36,0.36,0.6400000000000001,0.09,0.48999999999999994,0.81,2.9929,0.1296,4.840000000000001,0.8464,1.6384,1.6900000000000002,0.0361,0.0001,0.48999999999999994,0.0576,0.0036,0.9025,0.004900000000000001,0.6084,2.7224999999999997,3.4969000000000006,1.0,0.27040000000000003,0.2025,0.34809999999999997,0.0361,0.019600000000000003,0.0016,0.004900000000000001,0.010000000000000002,0.0025000000000000005,0.0729,0.0036,0.32489999999999997,0.0,0.028900000000000006,0.0009,0.004900000000000001,0.0025000000000000005
6.0,3.0,4.696,6.5,-0.01,-0.96,12.5,-1.476,-7.472,-0.535,0.81,2.28,-10.24,95.307,-15.496,96.559,0.7,0.7,0.04,0.7,0.06,1.5,0.9,0.07,0.9,0.95,1.7,1.73,0.1,1.73,0.07,1.0,0.36,0.05,0.36,0.78,2.8,2.2,0.27,2.2,1.65,2.2,0.92,0.06,0.92,1.87,1.6,1.28,0.57,1.28,1.0,1.4,1.3,0.0,1.3,0.52,0.6,0.19,0.17,0.19,0.45,0.6,0.01,0.03,0.01,0.59,0.8,0.7,0.07,0.7,0.19,0.3,0.24,0.05,0.24,0.14,0.48999999999999994,2.25,2.8899999999999997,1.0,7.839999999999999,4.840000000000001,2.5600000000000005,1.9599999999999997,0.36,0.36,0.6400000000000001,0.09,0.48999999999999994,0.81,2.9929,0.1296,4.840000000000001,0.8464,1.6384,1.6900000000000002,0.0361,0.0001,0.48999999999999994,0.0576,0.0036,0.9025,0.004900000000000001,0.6084,2.7224999999999997,3.4969000000000006,1.0,0.27040000000000003,0.2025,0.34809999999999997,0.0361,0.019600000000000003,0.0016,0.004900000000000001,0.010000000000000002,0.0025000000000000005,0.0729,0.0036,0.32489999999999997,0.0,0.028900000000000006,0.0009,0.004900000000000001,0.0025000000000000005
7.0,3.05,4.735,7.53,-0.01,-1.13,14.8,1.353,-5.517,2.627,-2.718,2.506,-12.314,95.445,-16.38,96.84,0.7,0.7,0.04,0.7,0.06,1.5,0.9,0.07,0.9,0.95,1.7,1.73,0.1,1.73,0.07,1.0,0.36,0.05,0.36,0.78,2.8,2.2,0.27,2.2,1.65,2.2,0.92,0.06,0.92,1.87,1.6,1.28,0.57,1.28,1.0,1.4,1.3,0.0,1.3,0.52,0.6,0.19,0.17,0.19,0.45,0.6,0.01,0.03,0.01,0.59,0.8,0.7,0.07,0.7,0.19,0.3,0.24,0.05,0.24,0.14,0.48999999999999994,2.25,2.8899999999999997,1.0,7.839999999999999,4.840000000000001,2.5600000000000005,1.9599999999999997,0.36,0.36,0.6400000000000001,0.09,0.48999999999999994,0.81,2.9929,0.1296,4.840000000000001,0.8464,1.6384,1.6900000000000002,0.0361,0.0001,0.48999999999999994,0.0576,0.0036,0.9025,0.004900000000000001,0.6084,2.7224999999999997,3.4969000000000006,1.0,0.27040000000000003,0.2025,0.34809999999999997,0.0361,0.019600000000000003,0.0016,0.004900000000000001,0.010000000000000002,0.0025000000000000005,0.0729,0.0036,0.32489999999999997,0.0,0.028900000000000006,0.0009,0.004900000000000001,0.0025000000000000005
8.0,3.1,4.773,8.56,-0.01,-1.32,17.1,3.457,-3.545,5.731,-7.139,2.812,-14.24,95.589,-17.46,97.17,0.7,0.7,0.04,0.7,0.06,1.5,0.9,0.07,0.9,0.95,1.7,1.73,0.1,1.73,0.07,1.0,0.36,0.05,0.36,0.78,2.8,2.2,0.27,2.2,1.65,2.2,0.92,0.06,0.92,1.87,1.6,1.28,0.57,1.28,1.0,1.4,1.3,0.0,1.3,0.52,0.6,0.19,0.17,0.19,0.45,0.6,0.01,0.03,0.01,0.59,0.8,0.7,0.07,0.7,0.19,0.3,0.24,0.05,0.24,0.14,0.48999999999999994,2.25,2.8899999999999997,1.0,7.839999999999999,4.840000000000001,2.5600000000000005,1.9599999999999997,0.36,0.36,0.6400000000000001,0.09,0.48999999999999994,0.81,2.9929,0.1296,4.840000000000001,0.8464,1.6384,1.6900000000000002,0.0361,0.0001,0.48999999999999994,0.0576,0.0036,0.9025,0.004900000000000001,0.6084,2.7224999999999997,3.4969000000000006,1.0,0.27040000000000003,0.2025,0.34809999999999997,0.0361,0.019600000000000003,0.0016,0.004900000000000001,0.010000000000000002,0.0025000000000000005,0.0729,0.0036,0.32489999999999997,0.0,0.028900000000000006,0.0009,0.004900000000000001,0.0025000000000000005
9.0,3.16,4.812,9.58,-0.01,-1.51,19.3,4.763,-1.814,6.48,-8.549,3.251,-16.069,95.43,-18.677,97.242,0.7,0.7,0.04,0.7,0.06,1.5,0.9,0.07,0.9,0.95,1.7,1.73,0.1,1.73,0.07,1.0,0.36,0.05,0.36,0.78,2.8,2.2,0.27,2.2,1.65,2.2,0.92,0.06,0.92,1.87,1.6,1.28,0.57,1.28,1.0,1.4,1.3,0.0,1.3,0.52,0.6,0.19,0.17,0.19,0.45,0.6,0.01,0.03,0.01,0.59,0.8,0.7,0.07,0.7,0.19,0.3,0.24,0.05,0.24,0.14,0.48999999999999994,2.25,2.8899999999999997,1.0,7.839999999999999,4.840000000000001,2.5600000000000005,1.9599999999999997,0.36,0.36,0.6400000000000001,0.09,0.48999999999999994,0.81,2.9929,0.1296,4.840000000000001,0.8464,1.6384,1.6900000000000002,0.0361,0.0001,0.48999999999999994,0.0576,0.0036,0.9025,0.004900000000000001,0.6084,2.7224999999999997,3.4969000000000006,1.0,0.27040000000000003,0.2025,0.34809999999999997,0.0361,0.019600000000000003,0.0016,0.004900000000000001,0.010000000000000002,0.0025000000000000005,0.0729,0.0036,0.32489999999999997,0.0,0.028900000000000006,0.0009,0.004900000000000001,0.0025000000000000005
