Position,Height above ground [m],Time,X [m],Y [m],Z [m],Opening Angle [°],Stalling Angle Left [°],Stalling Angle Right [°],Roll Angle Left [°],Roll Angle Right [°],Yaw Angle Left [°],Yaw Angle Right [°],Speed hor. [km/h],Speed vert. [km/h],Speed resulting [km/h],W1_Speed,W1_Tangent,W1_Turbulence,W1_CleanTan,W1_Cross,W2_Speed,W2_Tangent,W2_Turbulence,W2_CleanTan,W2_Cross,W3_Speed,W3_Tangent,W3_Turbulence,W3_CleanTan,W3_Cross,W4_Speed,W4_Tangent,W4_Turbulence,W4_CleanTan,W4_Cross,W5_Speed,W5_Tangent,W5_Turbulence,W5_CleanTan,W5_Cross,W6_Speed,W6_Tangent,W6_Turbulence,W6_CleanTan,W6_Cross,W7_Speed,W7_Tangent,W7_Turbulence,W7_CleanTan,W7_Cross,W8_Speed,W8_Tangent,W8_Turbulence,W8_CleanTan,W8_Cross,W9_Speed,W9_Tangent,W9_Turbulence,W9_CleanTan,W9_Cross,W10_Speed,W10_Tangent,W10_Turbulence,W10_CleanTan,W10_Cross,W11_Speed,W11_Tangent,W11_Turbulence,W11_CleanTan,W11_Cross,W12_Speed,W12_Tangent,W12_Turbulence,W12_CleanTan,W12_Cross,W1_Speed_quad,W2_Speed_quad,W3_Speed_quad,W4_Speed_quad,W5_Speed_quad,W6_Speed_quad,W7_Speed_quad,W8_Speed_quad,W9_Speed_quad,W10_Speed_quad,W11_Speed_quad,W12_Speed_quad,W1_Tangent_quad,W2_Tangent_quad,W3_Tangent_quad,W4_Tangent_quad,W5_Tangent_quad,W6_Tangent_quad,W7_Tangent_quad,W8_Tangent_quad,W9_Tangent_quad,W10_Tangent_quad,W11_Tangent_quad,W12_Tangent_quad,W1_Cross_quad,W2_Cross_quad,W3_Cross_quad,W4_Cross_quad,W5_Cross_quad,W6_Cross_quad,W7_Cross_quad,W8_Cross_quad,W9_Cross_quad,W10_Cross_quad,W11_Cross_quad,W12_Cross_quad,W1_Turbulence_quad,W2_Turbulence_quad,W3_Turbulence_quad,W4_Turbulence_quad,W5_Turbulence_quad,W6_Turbulence_quad,W7_Turbulence_quad,W8_Turbulence_quad,W9_Turbulence_quad,W10_Turbulence_quad,W11_Turbulence_quad,W12_Turbulence_quad
0.0,2.93,4.349,0.03,0.0,-0.01,0.0,-11.5,-11.5,0.0,0.0,0.0,0.0,97.898,-19.917,99.903,2.0,0.97,0.18,0.97,0.43,0.5,0.31,0.51,0.31,0.06,1.2,0.76,0.06,0.76,0.85,0.3,0.09,0.0,0.09,0.3,1.7,0.6,0.23,0.6,1.62,1.9,-0.55,0.76,-0.55,1.68,1.7,-0.16,0.04,-0.16,1.16,0.9,0.29,0.22,0.29,0.85,0.9,0.01,0.37,0.01,0.89,1.4,-0.88,0.17,-0.88,0.86,1.6,-1.14,0.21,-1.14,1.04,1.5,-1.27,0.2,-1.27,0.05,4.0,0.25,1.44,0.09,2.8899999999999997,3.61,2.8899999999999997,0.81,0.81,1.9599999999999997,2.5600000000000005,2.25,0.9409,0.0961,0.5776,0.0081,0.36,0.30250000000000005,0.0256,0.0841,0.0001,0.7744,1.2995999999999999,1.6129,0.18489999999999998,0.0036,0.7224999999999999,0.09,2.6244000000000005,2.8223999999999996,1.3456,0.7224999999999999,0.7921,0.7395999999999999,1.0816000000000001,0.0025000000000000005,0.0324,0.2601,0.0036,0.0,0.0529,0.5776,0.0016,0.0484,0.1369,0.028900000000000006,0.04409999999999999,0.04000000000000001
1.0,2.94,4.522,1.35,0.01,-0.15,3.8,-10.741,-9.695,-6.66,4.323,2.145,-1.754,98.36,-9.076,98.779,1.9,0.95,0.11,0.95,0.37,0.5,0.31,0.51,0.31,0.06,1.3,0.75,0.08,0.75,0.9,0.3,0.09,0.0,0.09,0.3,1.7,0.47,0.2,0.47,1.66,1.9,-0.55,0.76,-0.55,1.68,1.7,-0.07,0.1,-0.07,1.15,0.9,0.29,0.22,0.29,0.85,0.9,0.01,0.37,0.01,0.89,1.4,-0.83,0.14,-0.83,0.95,1.5,-1.12,0.15,-1.12,0.99,1.5,-1.27,0.2,-1.27,0.05,3.61,0.25,1.6900000000000002,0.09,2.8899999999999997,3.61,2.8899999999999997,0.81,0.81,1.9599999999999997,2.25,2.25,0.9025,0.0961,0.5625,0.0081,0.22089999999999999,0.30250000000000005,0.004900000000000001,0.0841,0.0001,0.6889,1.2544000000000002,1.6129,0.1369,0.0036,0.81,0.09,2.7556,2.8223999999999996,1.3224999999999998,0.7224999999999999,0.7921,0.9025,0.9801,0.0025000000000000005,0.0121,0.2601,0.0064,0.0,0.04000000000000001,0.5776,0.010000000000000002,0.0484,0.1369,0.019600000000000003,0.0225,0.04000000000000001
2.0,2.97,4.561,2.39,0.02,-0.26,6.9,-9.768,-8.009,-7.472,4.289,3.961,-2.977,98.635,-9.483,99.092,1.9,0.95,0.11,0.95,0.37,0.5,0.31,0.51,0.31,0.06,1.3,0.75,0.08,0.75,0.9,0.3,0.09,0.0,0.09,0.3,1.7,0.47,0.2,0.47,1.66,1.9,-0.55,0.76,-0.55,1.68,1.7,-0.07,0.1,-0.07,1.15,0.9,0.29,0.22,0.29,0.85,0.9,0.01,0.37,0.01,0.89,1.4,-0.83,0.14,-0.83,0.95,1.5,-1.12,0.15,-1.12,0.99,1.5,-1.27,0.2,-1.27,0.05,3.61,0.25,1.6900000000000002,0.09,2.8899999999999997,3.61,2.8899999999999997,0.81,0.81,1.9599999999999997,2.25,2.25,0.9025,0.0961,0.5625,0.0081,0.22089999999999999,0.30250000000000005,0.004900000000000001,0.0841,0.0001,0.6889,1.2544000000000002,1.6129,0.1369,0.0036,0.81,0.09,2.7556,2.8223999999999996,1.3224999999999998,0.7224999999999999,0.7921,0.9025,0.9801,0.0025000000000000005,0.0121,0.2601,0.0064,0.0,0.04000000000000001,0.5776,0.010000000000000002,0.0484,0.1369,0.019600000000000003,0.0225,0.04000000000000001
3.0,3.01,4.599,3.43,0.03,-0.38,10.6,-7.165,-4.536,-3.465,5.722,6.252,-4.445,97.89,-10.953,98.503,1.9,0.95,0.11,0.95,0.37,0.5,0.31,0.51,0.31,0.06,1.3,0.75,0.08,0.75,0.9,0.3,0.09,0.0,0.09,0.3,1.7,0.47,0.2,0.47,1.66,1.9,-0.55,0.76,-0.55,1.68,1.7,-0.07,0.1,-0.07,1.15,0.9,0.29,0.22,0.29,0.85,0.9,0.01,0.37,0.01,0.89,1.4,-0.83,0.14,-0.83,0.95,1.5,-1.12,0.15,-1.12,0.99,1.5,-1.27,0.2,-1.27,0.05,3.61,0.25,1.6900000000000002,0.09,2.8899999999999997,3.61,2.8899999999999997,0.81,0.81,1.9599999999999997,2.25,2.25,0.9025,0.0961,0.5625,0.0081,0.22089999999999999,0.30250000000000005,0.004900000000000001,0.0841,0.0001,0.6889,1.2544000000000002,1.6129,0.1369,0.0036,0.81,0.09,2.7556,2.8223999999999996,1.3224999999999998,0.7224999999999999,0.7921,0.9025,0.9801,0.0025000000000000005,0.0121,0.2601,0.0064,0.0,0.04000000000000001,0.5776,0.010000000000000002,0.0484,0.1369,0.019600000000000003,0.0225,0.04000000000000001
4.0,3.05,4.637,4.47,0.03,-0.52,14.0,-3.586,-0.787,-3.445,4.435,8.189,-5.849,97.624,-12.097,98.372,1.9,0.92,0.04,0.92,0.18,0.6,0.41,0.43,0.41,0.15,1.3,0.78,0.1,0.78,0.92,0.3,0.03,0.01,0.03,0.32,1.8,0.43,0.25,0.43,1.75,1.9,-0.47,0.7,-0.47,1.67,1.6,0.03,0.01,0.03,1.03,1.0,0.35,0.3,0.35,0.93,0.7,0.05,0.12,0.05,0.67,1.3,-0.78,0.13,-0.78,1.0,1.5,-1.1,0.09,-1.1,0.93,1.5,-1.27,0.18,-1.27,0.1,3.61,0.36,1.6900000000000002,0.09,3.24,3.61,2.5600000000000005,1.0,0.48999999999999994,1.6900000000000002,2.25,2.25,0.8464,0.16809999999999997,0.6084,0.0009,0.18489999999999998,0.22089999999999999,0.0009,0.12249999999999998,0.0025000000000000005,0.6084,1.2100000000000002,1.6129,0.0324,0.0225,0.8464,0.1024,3.0625,2.7889,1.0609,0.8649000000000001,0.4489000000000001,1.0,0.8649000000000001,0.010000000000000002,0.0016,0.18489999999999998,0.010000000000000002,0.0001,0.0625,0.48999999999999994,0.0001,0.09,0.0144,0.016900000000000002,0.0081,0.0324
5.0,3.11,4.675,5.5,0.03,-0.66,17.3,0.047,2.977,-3.648,2.997,10.106,-7.249,97.384,-13.224,98.279,1.9,0.92,0.04,0.92,0.18,0.6,0.41,0.43,0.41,0.15,1.3,0.78,0.1,0.78,0.92,0.3,0.03,0.01,0.03,0.32,1.8,0.43,0.25,0.43,1.75,1.9,-0.47,0.7,-0.47,1.67,1.6,0.03,0.01,0.03,1.03,1.0,0.35,0.3,0.35,0.93,0.7,0.05,0.12,0.05,0.67,1.3,-0.78,0.13,-0.78,1.0,1.5,-1.1,0.09,-1.1,0.93,1.5,-1.27,0.18,-1.27,0.1,3.61,0.36,1.6900000000000002,0.09,3.24,3.61,2.5600000000000005,1.0,0.48999999999999994,1.6900000000000002,2.25,2.25,0.8464,0.16809999999999997,0.6084,0.0009,0.18489999999999998,0.22089999999999999,0.0009,0.12249999999999998,0.0025000000000000005,0.6084,1.2100000000000002,1.6129,0.0324,0.0225,0.8464,0.1024,3.0625,2.7889,1.0609,0.8649000000000001,0.4489000000000001,1.0,0.8649000000000001,0.010000000000000002,0.0016,0.18489999999999998,0.010000000000000002,0.0001,0.0625,0.48999999999999994,0.0001,0.09,0.0144,0.016900000000000002,0.0081,0.0324
6.0,3.17,4.714,6.54,0.04,-0.8,20.3,3.421,6.309,-2.833,1.268,11.897,-8.474,97.455,-14.577,98.54,1.9,0.92,0.04,0.92,0.18,0.6,0.41,0.43,0.41,0.15,1.3,0.78,0.1,0.78,0.92,0.3,0.03,0.01,0.03,0.32,1.8,0.43,0.25,0.43,1.75,1.9,-0.47,0.7,-0.47,1.67,1.6,0.03,0.01,0.03,1.03,1.0,0.35,0.3,0.35,0.93,0.7,0.05,0.12,0.05,0.67,1.3,-0.78,0.13,-0.78,1.0,1.5,-1.1,0.09,-1.1,0.93,1.5,-1.27,0.18,-1.27,0.1,3.61,0.36,1.6900000000000002,0.09,3.24,3.61,2.5600000000000005,1.0,0.48999999999999994,1.6900000000000002,2.25,2.25,0.8464,0.16809999999999997,0.6084,0.0009,0.18489999999999998,0.22089999999999999,0.0009,0.12249999999999998,0.0025000000000000005,0.6084,1.2100000000000002,1.6129,0.0324,0.0225,0.8464,0.1024,3.0625,2.7889,1.0609,0.8649000000000001,0.4489000000000001,1.0,0.8649000000000001,0.010000000000000002,0.0016,0.18489999999999998,0.010000000000000002,0.0001,0.0625,0.48999999999999994,0.0001,0.09,0.0144,0.016900000000000002,0.0081,0.0324
7.0,3.24,4.752,7.57,0.05,-0.95,22.6,6.234,8.724,0.039,-1.059,13.436,-9.349,98.131,-16.37,99.489,1.9,0.92,0.04,0.92,0.18,0.6,0.41,0.43,0.41,0.15,1.3,0.78,0.1,0.78,0.92,0.3,0.03,0.01,0.03,0.32,1.8,0.43,0.25,0.43,1.75,1.9,-0.47,0.7,-0.47,1.67,1.6,0.03,0.01,0.03,1.03,1.0,0.35,0.3,0.35,0.93,0.7,0.05,0.12,0.05,0.67,1.3,-0.78,0.13,-0.78,1.0,1.5,-1.1,0.09,-1.1,0.93,1.5,-1.27,0.18,-1.27,0.1,3.61,0.36,1.6900000000000002,0.09,3.24,3.61,2.5600000000000005,1.0,0.48999999999999994,1.6900000000000002,2.25,2.25,0.8464,0.16809999999999997,0.6084,0.0009,0.18489999999999998,0.22089999999999999,0.0009,0.12249999999999998,0.0025000000000000005,0.6084,1.2100000000000002,1.6129,0.0324,0.0225,0.8464,0.1024,3.0625,2.7889,1.0609,0.8649000000000001,0.4489000000000001,1.0,0.8649000000000001,0.010000000000000002,0.0016,0.18489999999999998,0.010000000000000002,0.0001,0.0625,0.48999999999999994,0.0001,0.09,0.0144,0.016900000000000002,0.0081,0.0324
8.0,3.3,4.789,8.6,0.06,-1.13,24.9,6.5,8.05,4.053,-4.393,14.858,-10.208,97.909,-17.242,99.417,1.9,0.92,0.04,0.92,0.18,0.6,0.41,0.43,0.41,0.15,1.3,0.78,0.1,0.78,0.92,0.3,0.03,0.01,0.03,0.32,1.8,0.43,0.25,0.43,1.75,1.9,-0.47,0.7,-0.47,1.67,1.6,0.03,0.01,0.03,1.03,1.0,0.35,0.3,0.35,0.93,0.7,0.05,0.12,0.05,0.67,1.3,-0.78,0.13,-0.78,1.0,1.5,-1.1,0.09,-1.1,0.93,1.5,-1.27,0.18,-1.27,0.1,3.61,0.36,1.6900000000000002,0.09,3.24,3.61,2.5600000000000005,1.0,0.48999999999999994,1.6900000000000002,2.25,2.25,0.8464,0.16809999999999997,0.6084,0.0009,0.18489999999999998,0.22089999999999999,0.0009,0.12249999999999998,0.0025000000000000005,0.6084,1.2100000000000002,1.6129,0.0324,0.0225,0.8464,0.1024,3.0625,2.7889,1.0609,0.8649000000000001,0.4489000000000001,1.0,0.8649000000000001,0.010000000000000002,0.0016,0.18489999999999998,0.010000000000000002,0.0001,0.0625,0.48999999999999994,0.0001,0.09,0.0144,0.016900000000000002,0.0081,0.0324
9.0,3.37,4.827,9.62,0.06,-1.32,26.6,6.627,7.508,6.822,-9.056,15.953,-10.859,97.92,-18.152,99.59,1.9,0.92,0.04,0.92,0.18,0.6,0.41,0.43,0.41,0.15,1.3,0.78,0.1,0.78,0.92,0.3,0.03,0.01,0.03,0.32,1.8,0.43,0.25,0.43,1.75,1.9,-0.47,0.7,-0.47,1.67,1.6,0.03,0.01,0.03,1.03,1.0,0.35,0.3,0.35,0.93,0.7,0.05,0.12,0.05,0.67,1.3,-0.78,0.13,-0.78,1.0,1.5,-1.1,0.09,-1.1,0.93,1.5,-1.27,0.18,-1.27,0.1,3.61,0.36,1.6900000000000002,0.09,3.24,3.61,2.5600000000000005,1.0,0.48999999999999994,1.6900000000000002,2.25,2.25,0.8464,0.16809999999999997,0.6084,0.0009,0.18489999999999998,0.22089999999999999,0.0009,0.12249999999999998,0.0025000000000000005,0.6084,1.2100000000000002,1.6129,0.0324,0.0225,0.8464,0.1024,3.0625,2.7889,1.0609,0.8649000000000001,0.4489000000000001,1.0,0.8649000000000001,0.010000000000000002,0.0016,0.18489999999999998,0.010000000000000002,0.0001,0.0625,0.48999999999999994,0.0001,0.09,0.0144,0.016900000000000002,0.0081,0.0324
