Position,Height above ground [m],Time,X [m],Y [m],Z [m],Opening Angle [°],Stalling Angle Left [°],Stalling Angle Right [°],Roll Angle Left [°],Roll Angle Right [°],Yaw Angle Left [°],Yaw Angle Right [°],Speed hor. [km/h],Speed vert. [km/h],Speed resulting [km/h],W1_Speed,W1_Tangent,W1_Turbulence,W1_CleanTan,W1_Cross,W2_Speed,W2_Tangent,W2_Turbulence,W2_CleanTan,W2_Cross,W3_Speed,W3_Tangent,W3_Turbulence,W3_CleanTan,W3_Cross,W4_Speed,W4_Tangent,W4_Turbulence,W4_CleanTan,W4_Cross,W5_Speed,W5_Tangent,W5_Turbulence,W5_CleanTan,W5_Cross,W6_Speed,W6_Tangent,W6_Turbulence,W6_CleanTan,W6_Cross,W7_Speed,W7_Tangent,W7_Turbulence,W7_CleanTan,W7_Cross,W8_Speed,W8_Tangent,W8_Turbulence,W8_CleanTan,W8_Cross,W9_Speed,W9_Tangent,W9_Turbulence,W9_CleanTan,W9_Cross,W10_Speed,W10_Tangent,W10_Turbulence,W10_CleanTan,W10_Cross,W11_Speed,W11_Tangent,W11_Turbulence,W11_CleanTan,W11_Cross,W12_Speed,W12_Tangent,W12_Turbulence,W12_CleanTan,W12_Cross,W1_Speed_quad,W2_Speed_quad,W3_Speed_quad,W4_Speed_quad,W5_Speed_quad,W6_Speed_quad,W7_Speed_quad,W8_Speed_quad,W9_Speed_quad,W10_Speed_quad,W11_Speed_quad,W12_Speed_quad,W1_Tangent_quad,W2_Tangent_quad,W3_Tangent_quad,W4_Tangent_quad,W5_Tangent_quad,W6_Tangent_quad,W7_Tangent_quad,W8_Tangent_quad,W9_Tangent_quad,W10_Tangent_quad,W11_Tangent_quad,W12_Tangent_quad,W1_Cross_quad,W2_Cross_quad,W3_Cross_quad,W4_Cross_quad,W5_Cross_quad,W6_Cross_quad,W7_Cross_quad,W8_Cross_quad,W9_Cross_quad,W10_Cross_quad,W11_Cross_quad,W12_Cross_quad,W1_Turbulence_quad,W2_Turbulence_quad,W3_Turbulence_quad,W4_Turbulence_quad,W5_Turbulence_quad,W6_Turbulence_quad,W7_Turbulence_quad,W8_Turbulence_quad,W9_Turbulence_quad,W10_Turbulence_quad,W11_Turbulence_quad,W12_Turbulence_quad
0.0,2.93,4.254,0.04,0.0,-0.01,0.0,-11.5,-11.5,0.0,0.0,0.0,0.0,93.442,-19.011,95.357,0.9,0.6,0.09,0.6,0.61,0.3,0.13,0.01,0.13,0.26,1.0,0.88,0.02,0.88,0.29,0.5,0.45,0.16,0.45,0.12,0.3,0.22,0.02,0.22,0.07,0.7,0.31,0.06,0.31,0.63,1.1,1.03,0.12,1.03,0.33,0.6,-0.1,0.09,-0.1,0.32,0.9,0.7,0.07,0.7,0.45,0.2,-0.15,0.06,-0.15,0.1,0.6,0.46,0.23,0.46,0.21,1.0,0.5,0.07,0.5,0.83,0.81,0.09,1.0,0.25,0.09,0.48999999999999994,1.2100000000000002,0.36,0.81,0.04000000000000001,0.36,1.0,0.36,0.016900000000000002,0.7744,0.2025,0.0484,0.0961,1.0609,0.010000000000000002,0.48999999999999994,0.0225,0.2116,0.25,0.3721,0.06760000000000001,0.0841,0.0144,0.004900000000000001,0.39690000000000003,0.10890000000000001,0.1024,0.2025,0.010000000000000002,0.04409999999999999,0.6889,0.0081,0.0001,0.0004,0.0256,0.0004,0.0036,0.0144,0.0081,0.004900000000000001,0.0036,0.0529,0.004900000000000001
1.0,2.9,4.422,1.31,0.03,-0.19,1.6,-9.361,-8.963,-6.572,4.724,1.432,-0.215,91.251,-10.899,91.904,0.9,0.69,0.15,0.69,0.59,0.3,0.14,0.0,0.14,0.24,1.0,0.89,0.01,0.89,0.28,0.5,0.43,0.12,0.43,0.1,0.3,0.23,0.01,0.23,0.09,0.6,0.19,0.04,0.19,0.58,1.1,1.07,0.12,1.07,0.25,0.5,-0.03,0.03,-0.03,0.36,0.9,0.75,0.1,0.75,0.53,0.2,-0.11,0.08,-0.11,0.0,0.7,0.29,0.07,0.29,0.34,1.0,0.46,0.1,0.46,0.81,0.81,0.09,1.0,0.25,0.09,0.36,1.2100000000000002,0.25,0.81,0.04000000000000001,0.48999999999999994,1.0,0.4760999999999999,0.019600000000000003,0.7921,0.18489999999999998,0.0529,0.0361,1.1449,0.0009,0.5625,0.0121,0.0841,0.2116,0.34809999999999997,0.0576,0.07840000000000001,0.010000000000000002,0.0081,0.3364,0.0625,0.1296,0.28090000000000004,0.0,0.11560000000000002,0.6561000000000001,0.0225,0.0,0.0001,0.0144,0.0001,0.0016,0.0144,0.0009,0.010000000000000002,0.0064,0.004900000000000001,0.010000000000000002
2.0,2.92,4.478,2.38,0.06,-0.31,2.9,-6.077,-5.821,-2.724,5.71,2.662,-1.3,92.643,-8.824,93.076,0.9,0.69,0.15,0.69,0.59,0.3,0.14,0.0,0.14,0.24,1.0,0.89,0.01,0.89,0.28,0.5,0.43,0.12,0.43,0.1,0.3,0.23,0.01,0.23,0.09,0.6,0.19,0.04,0.19,0.58,1.1,1.07,0.12,1.07,0.25,0.5,-0.03,0.03,-0.03,0.36,0.9,0.75,0.1,0.75,0.53,0.2,-0.11,0.08,-0.11,0.0,0.7,0.29,0.07,0.29,0.34,1.0,0.46,0.1,0.46,0.81,0.81,0.09,1.0,0.25,0.09,0.36,1.2100000000000002,0.25,0.81,0.04000000000000001,0.48999999999999994,1.0,0.4760999999999999,0.019600000000000003,0.7921,0.18489999999999998,0.0529,0.0361,1.1449,0.0009,0.5625,0.0121,0.0841,0.2116,0.34809999999999997,0.0576,0.07840000000000001,0.010000000000000002,0.0081,0.3364,0.0625,0.1296,0.28090000000000004,0.0,0.11560000000000002,0.6561000000000001,0.0225,0.0,0.0001,0.0144,0.0001,0.0016,0.0144,0.0009,0.010000000000000002,0.0064,0.004900000000000001,0.010000000000000002
3.0,2.95,4.518,3.42,0.07,-0.44,5.8,-2.795,-2.621,-4.09,6.158,4.43,-2.498,93.511,-9.858,94.045,0.9,0.69,0.15,0.69,0.59,0.3,0.14,0.0,0.14,0.24,1.0,0.89,0.01,0.89,0.28,0.5,0.43,0.12,0.43,0.1,0.3,0.23,0.01,0.23,0.09,0.6,0.19,0.04,0.19,0.58,1.1,1.07,0.12,1.07,0.25,0.5,-0.03,0.03,-0.03,0.36,0.9,0.75,0.1,0.75,0.53,0.2,-0.11,0.08,-0.11,0.0,0.7,0.29,0.07,0.29,0.34,1.0,0.46,0.1,0.46,0.81,0.81,0.09,1.0,0.25,0.09,0.36,1.2100000000000002,0.25,0.81,0.04000000000000001,0.48999999999999994,1.0,0.4760999999999999,0.019600000000000003,0.7921,0.18489999999999998,0.0529,0.0361,1.1449,0.0009,0.5625,0.0121,0.0841,0.2116,0.34809999999999997,0.0576,0.07840000000000001,0.010000000000000002,0.0081,0.3364,0.0625,0.1296,0.28090000000000004,0.0,0.11560000000000002,0.6561000000000001,0.0225,0.0,0.0001,0.0144,0.0001,0.0016,0.0144,0.0009,0.010000000000000002,0.0064,0.004900000000000001,0.010000000000000002
4.0,2.99,4.558,4.46,0.07,-0.57,9.7,0.397,0.565,-9.28,6.603,6.523,-3.691,93.791,-12.171,94.587,0.9,0.69,0.15,0.69,0.59,0.3,0.14,0.0,0.14,0.24,1.0,0.89,0.01,0.89,0.28,0.5,0.43,0.12,0.43,0.1,0.3,0.23,0.01,0.23,0.09,0.6,0.19,0.04,0.19,0.58,1.1,1.07,0.12,1.07,0.25,0.5,-0.03,0.03,-0.03,0.36,0.9,0.75,0.1,0.75,0.53,0.2,-0.11,0.08,-0.11,0.0,0.7,0.29,0.07,0.29,0.34,1.0,0.46,0.1,0.46,0.81,0.81,0.09,1.0,0.25,0.09,0.36,1.2100000000000002,0.25,0.81,0.04000000000000001,0.48999999999999994,1.0,0.4760999999999999,0.019600000000000003,0.7921,0.18489999999999998,0.0529,0.0361,1.1449,0.0009,0.5625,0.0121,0.0841,0.2116,0.34809999999999997,0.0576,0.07840000000000001,0.010000000000000002,0.0081,0.3364,0.0625,0.1296,0.28090000000000004,0.0,0.11560000000000002,0.6561000000000001,0.0225,0.0,0.0001,0.0144,0.0001,0.0016,0.0144,0.0009,0.010000000000000002,0.0064,0.004900000000000001,0.010000000000000002
5.0,3.05,4.598,5.49,0.07,-0.71,13.3,3.292,3.617,-13.363,6.559,8.727,-4.953,93.999,-14.216,95.074,0.9,0.69,0.15,0.69,0.59,0.3,0.14,0.0,0.14,0.24,1.0,0.89,0.01,0.89,0.28,0.5,0.43,0.12,0.43,0.1,0.3,0.23,0.01,0.23,0.09,0.6,0.19,0.04,0.19,0.58,1.1,1.07,0.12,1.07,0.25,0.5,-0.03,0.03,-0.03,0.36,0.9,0.75,0.1,0.75,0.53,0.2,-0.11,0.08,-0.11,0.0,0.7,0.29,0.07,0.29,0.34,1.0,0.46,0.1,0.46,0.81,0.81,0.09,1.0,0.25,0.09,0.36,1.2100000000000002,0.25,0.81,0.04000000000000001,0.48999999999999994,1.0,0.4760999999999999,0.019600000000000003,0.7921,0.18489999999999998,0.0529,0.0361,1.1449,0.0009,0.5625,0.0121,0.0841,0.2116,0.34809999999999997,0.0576,0.07840000000000001,0.010000000000000002,0.0081,0.3364,0.0625,0.1296,0.28090000000000004,0.0,0.11560000000000002,0.6561000000000001,0.0225,0.0,0.0001,0.0144,0.0001,0.0016,0.0144,0.0009,0.010000000000000002,0.0064,0.004900000000000001,0.010000000000000002
6.0,3.12,4.638,6.53,0.05,-0.85,15.0,4.165,5.727,-9.986,3.229,11.652,-6.666,93.729,-14.434,94.838,1.0,0.73,0.16,0.73,0.57,0.3,0.15,0.0,0.15,0.23,1.0,0.89,0.01,0.89,0.29,0.4,0.42,0.1,0.42,0.09,0.3,0.28,0.0,0.28,0.09,0.5,0.15,0.12,0.15,0.51,1.1,1.07,0.1,1.07,0.17,0.5,0.1,0.01,0.1,0.36,0.9,0.73,0.07,0.73,0.5,0.2,-0.13,0.04,-0.13,0.03,0.8,0.34,0.03,0.34,0.4,1.0,0.43,0.15,0.43,0.77,1.0,0.09,1.0,0.16000000000000003,0.09,0.25,1.2100000000000002,0.25,0.81,0.04000000000000001,0.6400000000000001,1.0,0.5328999999999999,0.0225,0.7921,0.17639999999999997,0.07840000000000001,0.0225,1.1449,0.010000000000000002,0.5328999999999999,0.016900000000000002,0.11560000000000002,0.18489999999999998,0.32489999999999997,0.0529,0.0841,0.0081,0.0081,0.2601,0.028900000000000006,0.1296,0.25,0.0009,0.16000000000000003,0.5929,0.0256,0.0,0.0001,0.010000000000000002,0.0,0.0144,0.010000000000000002,0.0001,0.004900000000000001,0.0016,0.0009,0.0225
7.0,3.16,4.677,7.55,0.09,-1.03,21.7,5.039,6.663,-6.61,0.232,14.576,-8.41,93.814,-16.131,95.2,1.0,0.73,0.16,0.73,0.57,0.3,0.15,0.0,0.15,0.23,1.0,0.89,0.01,0.89,0.29,0.4,0.42,0.1,0.42,0.09,0.3,0.28,0.0,0.28,0.09,0.5,0.15,0.12,0.15,0.51,1.1,1.07,0.1,1.07,0.17,0.5,0.1,0.01,0.1,0.36,0.9,0.73,0.07,0.73,0.5,0.2,-0.13,0.04,-0.13,0.03,0.8,0.34,0.03,0.34,0.4,1.0,0.43,0.15,0.43,0.77,1.0,0.09,1.0,0.16000000000000003,0.09,0.25,1.2100000000000002,0.25,0.81,0.04000000000000001,0.6400000000000001,1.0,0.5328999999999999,0.0225,0.7921,0.17639999999999997,0.07840000000000001,0.0225,1.1449,0.010000000000000002,0.5328999999999999,0.016900000000000002,0.11560000000000002,0.18489999999999998,0.32489999999999997,0.0529,0.0841,0.0081,0.0081,0.2601,0.028900000000000006,0.1296,0.25,0.0009,0.16000000000000003,0.5929,0.0256,0.0,0.0001,0.010000000000000002,0.0,0.0144,0.010000000000000002,0.0001,0.004900000000000001,0.0016,0.0009,0.0225
8.0,3.21,4.716,8.58,0.12,-1.22,26.8,5.485,6.78,-2.958,-2.4,16.902,-10.018,93.984,-17.532,95.616,1.0,0.73,0.16,0.73,0.57,0.3,0.15,0.0,0.15,0.23,1.0,0.89,0.01,0.89,0.29,0.4,0.42,0.1,0.42,0.09,0.3,0.28,0.0,0.28,0.09,0.5,0.15,0.12,0.15,0.51,1.1,1.07,0.1,1.07,0.17,0.5,0.1,0.01,0.1,0.36,0.9,0.73,0.07,0.73,0.5,0.2,-0.13,0.04,-0.13,0.03,0.8,0.34,0.03,0.34,0.4,1.0,0.43,0.15,0.43,0.77,1.0,0.09,1.0,0.16000000000000003,0.09,0.25,1.2100000000000002,0.25,0.81,0.04000000000000001,0.6400000000000001,1.0,0.5328999999999999,0.0225,0.7921,0.17639999999999997,0.07840000000000001,0.0225,1.1449,0.010000000000000002,0.5328999999999999,0.016900000000000002,0.11560000000000002,0.18489999999999998,0.32489999999999997,0.0529,0.0841,0.0081,0.0081,0.2601,0.028900000000000006,0.1296,0.25,0.0009,0.16000000000000003,0.5929,0.0256,0.0,0.0001,0.010000000000000002,0.0,0.0144,0.010000000000000002,0.0001,0.004900000000000001,0.0016,0.0009,0.0225
9.0,3.26,4.756,9.6,0.14,-1.41,30.2,5.643,6.47,0.876,-4.817,18.824,-11.53,94.174,-18.577,95.997,1.0,0.73,0.16,0.73,0.57,0.3,0.15,0.0,0.15,0.23,1.0,0.89,0.01,0.89,0.29,0.4,0.42,0.1,0.42,0.09,0.3,0.28,0.0,0.28,0.09,0.5,0.15,0.12,0.15,0.51,1.1,1.07,0.1,1.07,0.17,0.5,0.1,0.01,0.1,0.36,0.9,0.73,0.07,0.73,0.5,0.2,-0.13,0.04,-0.13,0.03,0.8,0.34,0.03,0.34,0.4,1.0,0.43,0.15,0.43,0.77,1.0,0.09,1.0,0.16000000000000003,0.09,0.25,1.2100000000000002,0.25,0.81,0.04000000000000001,0.6400000000000001,1.0,0.5328999999999999,0.0225,0.7921,0.17639999999999997,0.07840000000000001,0.0225,1.1449,0.010000000000000002,0.5328999999999999,0.016900000000000002,0.11560000000000002,0.18489999999999998,0.32489999999999997,0.0529,0.0841,0.0081,0.0081,0.2601,0.028900000000000006,0.1296,0.25,0.0009,0.16000000000000003,0.5929,0.0256,0.0,0.0001,0.010000000000000002,0.0,0.0144,0.010000000000000002,0.0001,0.004900000000000001,0.0016,0.0009,0.0225
